SENSE daaa 1 19-04-2019 11:57:29.223 T: 30.76319885253906 [C]; A:[-40, 56, 192]; H: 72.62091064453125
SENSE daab 15 19-04-2019 11:57:47.109 T: 31.13759994506835 [C]; A:[0, 8, 238]; H: 71.81219482421875
SENSE daad 17 19-04-2019 11:57:47.306 T: 30.3263988494873 [C]; A:[-4, 0, 198]; H: 75.0394287109375
SENSE daab 16 19-04-2019 11:57:47.676 T: 31.13759994506835 [C]; A:[0, 10, 234]; H: 71.81219482421875
SENSE daad 18 19-04-2019 11:57:47.896 T: 30.3263988494873 [C]; A:[0, -8, 200]; H: 75.0699462890625
SENSE daab 17 19-04-2019 11:57:48.263 T: 31.19999885559082 [C]; A:[-4, 12, 232]; H: 71.81219482421875
SENSE daad 19 19-04-2019 11:57:48.467 T: 30.3263988494873 [C]; A:[-6, -4, 196]; H: 75.0699462890625
SENSE daab 18 19-04-2019 11:57:48.836 T: 31.13759994506835 [C]; A:[-6, 10, 236]; H: 71.81219482421875
SENSE daad 20 19-04-2019 11:57:49.067 T: 30.3263988494873 [C]; A:[0, 0, 196]; H: 75.0699462890625
SENSE daab 19 19-04-2019 11:57:49.408 T: 31.13759994506835 [C]; A:[-6, 12, 232]; H: 71.81219482421875
SENSE daac 28 19-04-2019 11:57:44.737 T: 30.45119857788085 [C]; A:[52, -30, 242]; H: 70.7822265625
SENSE daaa 3 19-04-2019 11:57:45.145 T: 30.82559967041015 [C]; A:[-34, 64, 212]; H: 72.2623291015625
SENSE daac 29 19-04-2019 11:57:50.217 T: 30.45119857788085 [C]; A:[50, -32, 244]; H: 70.53045654296875
SENSE daaa 4 19-04-2019 11:57:50.630 T: 30.82559967041015 [C]; A:[-32, 56, 206]; H: 72.2928466796875
SENSE daac 30 19-04-2019 11:57:50.789 T: 30.45119857788085 [C]; A:[52, -28, 242]; H: 70.53045654296875
SENSE daaa 5 19-04-2019 11:57:51.191 T: 30.82559967041015 [C]; A:[-30, 58, 204]; H: 72.2928466796875
SENSE daac 31 19-04-2019 11:57:51.362 T: 30.45119857788085 [C]; A:[56, -32, 244]; H: 70.49993896484375
SENSE daaa 6 19-04-2019 11:57:51.767 T: 30.76319885253906 [C]; A:[-34, 60, 216]; H: 72.33099365234375
SENSE daac 32 19-04-2019 11:57:51.934 T: 30.45119857788085 [C]; A:[46, -30, 250]; H: 70.46942138671875
SENSE daaa 7 19-04-2019 11:57:52.349 T: 30.82559967041015 [C]; A:[-32, 56, 206]; H: 72.33099365234375
SENSE daac 33 19-04-2019 11:57:52.506 T: 30.45119857788085 [C]; A:[48, -30, 242]; H: 70.43890380859375
SENSE daaa 8 19-04-2019 11:57:52.919 T: 30.82559967041015 [C]; A:[-36, 56, 210]; H: 72.33099365234375
SENSE daac 34 19-04-2019 11:57:53.079 T: 30.45119857788085 [C]; A:[48, -28, 238]; H: 70.43890380859375
SENSE daaa 9 19-04-2019 11:57:53.491 T: 30.82559967041015 [C]; A:[-38, 54, 214]; H: 72.36151123046875
SENSE daac 35 19-04-2019 11:57:53.657 T: 30.45119857788085 [C]; A:[48, -32, 238]; H: 70.416015625
SENSE daaa 10 19-04-2019 11:57:54.072 T: 30.76319885253906 [C]; A:[-30, 54, 206]; H: 72.39202880859375
SENSE daac 36 19-04-2019 11:57:54.233 T: 30.51359939575195 [C]; A:[50, -34, 242]; H: 70.416015625
SENSE daad 21 19-04-2019 11:57:49.622 T: 30.3263988494873 [C]; A:[-8, 0, 206]; H: 75.0699462890625
SENSE daab 20 19-04-2019 11:57:49.986 T: 31.19999885559082 [C]; A:[-4, 8, 226]; H: 71.81219482421875
SENSE daad 22 19-04-2019 11:57:55.077 T: 30.3887996673584 [C]; A:[-10, 0, 202]; H: 74.81817626953125
SENSE daab 21 19-04-2019 11:57:55.440 T: 31.19999885559082 [C]; A:[-4, 14, 232]; H: 71.69775390625
SENSE daad 23 19-04-2019 11:57:55.647 T: 30.3887996673584 [C]; A:[-6, 0, 206]; H: 74.78765869140625
SENSE daab 22 19-04-2019 11:57:56.017 T: 31.19999885559082 [C]; A:[-4, 12, 242]; H: 71.69775390625
SENSE daad 24 19-04-2019 11:57:56.217 T: 30.3263988494873 [C]; A:[-6, 0, 206]; H: 74.78765869140625
SENSE daab 23 19-04-2019 11:57:56.594 T: 31.19999885559082 [C]; A:[-4, 10, 240]; H: 71.69775390625
SENSE daad 25 19-04-2019 11:57:56.797 T: 30.3263988494873 [C]; A:[-6, -4, 204]; H: 74.7647705078125
SENSE daab 24 19-04-2019 11:57:57.161 T: 31.19999885559082 [C]; A:[-4, 14, 236]; H: 71.64434814453125
SENSE daad 26 19-04-2019 11:57:57.372 T: 30.3887996673584 [C]; A:[-8, 0, 200]; H: 74.7342529296875
SENSE daab 25 19-04-2019 11:57:57.739 T: 31.19999885559082 [C]; A:[-6, 12, 236]; H: 71.64434814453125
SENSE daad 27 19-04-2019 11:57:57.952 T: 30.3887996673584 [C]; A:[-6, -4, 202]; H: 74.7342529296875
SENSE daab 26 19-04-2019 11:57:58.326 T: 31.26239967346191 [C]; A:[-8, 12, 238]; H: 71.61383056640625
SENSE daad 28 19-04-2019 11:57:58.522 T: 30.3887996673584 [C]; A:[-4, 0, 206]; H: 74.7037353515625
SENSE daab 27 19-04-2019 11:57:58.893 T: 31.19999885559082 [C]; A:[-4, 10, 240]; H: 71.5909423828125
SENSE daad 29 19-04-2019 11:57:59.112 T: 30.3263988494873 [C]; A:[-6, -4, 200]; H: 74.65032958984375
SENSE daaa 11 19-04-2019 11:57:54.643 T: 30.82559967041015 [C]; A:[-34, 56, 220]; H: 72.460693359375
SENSE daac 37 19-04-2019 11:57:54.801 T: 30.51359939575195 [C]; A:[50, -34, 242]; H: 70.416015625
SENSE daaa 12 19-04-2019 11:58:00.107 T: 30.82559967041015 [C]; A:[-36, 54, 208]; H: 72.55224609375
SENSE daac 38 19-04-2019 11:58:00.271 T: 30.51359939575195 [C]; A:[56, -32, 238]; H: 70.2786865234375
SENSE daaa 13 19-04-2019 11:58:00.684 T: 30.82559967041015 [C]; A:[-36, 56, 204]; H: 72.55224609375
SENSE daac 39 19-04-2019 11:58:00.843 T: 30.51359939575195 [C]; A:[54, -30, 240]; H: 70.2786865234375
SENSE daaa 14 19-04-2019 11:58:01.260 T: 30.82559967041015 [C]; A:[-36, 50, 214]; H: 72.55224609375
SENSE daac 40 19-04-2019 11:58:01.425 T: 30.51359939575195 [C]; A:[48, -30, 242]; H: 70.2786865234375
SENSE daaa 15 19-04-2019 11:58:01.836 T: 30.76319885253906 [C]; A:[-36, 52, 210]; H: 72.582763671875
SENSE daac 41 19-04-2019 11:58:01.987 T: 30.51359939575195 [C]; A:[48, -32, 242]; H: 70.25579833984375
SENSE daaa 16 19-04-2019 11:58:02.402 T: 30.82559967041015 [C]; A:[-36, 60, 208]; H: 72.582763671875
SENSE daac 42 19-04-2019 11:58:02.570 T: 30.51359939575195 [C]; A:[48, -26, 250]; H: 70.25579833984375
SENSE daaa 17 19-04-2019 11:58:02.978 T: 30.82559967041015 [C]; A:[-32, 54, 202]; H: 72.582763671875
SENSE daac 43 19-04-2019 11:58:03.148 T: 30.51359939575195 [C]; A:[50, -32, 248]; H: 70.25579833984375
SENSE daaa 18 19-04-2019 11:58:03.555 T: 30.82559967041015 [C]; A:[-28, 52, 210]; H: 72.62091064453125
SENSE daac 44 19-04-2019 11:58:03.719 T: 30.51359939575195 [C]; A:[46, -30, 242]; H: 70.22528076171875
SENSE daaa 19 19-04-2019 11:58:04.136 T: 30.82559967041015 [C]; A:[-26, 46, 208]; H: 72.62091064453125
SENSE daab 28 19-04-2019 11:57:59.470 T: 31.26239967346191 [C]; A:[-6, 14, 236]; H: 71.5604248046875
SENSE daad 30 19-04-2019 11:57:59.682 T: 30.3887996673584 [C]; A:[-4, -6, 198]; H: 74.65032958984375
SENSE daab 29 19-04-2019 11:58:04.935 T: 31.26239967346191 [C]; A:[-6, 10, 238]; H: 71.47650146484375
SENSE daad 31 19-04-2019 11:58:05.147 T: 30.3887996673584 [C]; A:[-8, 0, 200]; H: 74.74188232421875
SENSE daab 30 19-04-2019 11:58:05.502 T: 31.26239967346191 [C]; A:[-4, 14, 234]; H: 71.47650146484375
SENSE daad 32 19-04-2019 11:58:05.718 T: 30.3887996673584 [C]; A:[-6, -6, 204]; H: 74.74188232421875
SENSE daab 31 19-04-2019 11:58:06.084 T: 31.26239967346191 [C]; A:[-2, 8, 236]; H: 71.44598388671875
SENSE daad 33 19-04-2019 11:58:06.288 T: 30.3887996673584 [C]; A:[-4, -4, 200]; H: 74.6884765625
SENSE daab 32 19-04-2019 11:58:06.657 T: 31.26239967346191 [C]; A:[-4, 10, 240]; H: 71.41546630859375
SENSE daad 34 19-04-2019 11:58:06.873 T: 30.3887996673584 [C]; A:[-8, 0, 198]; H: 74.6884765625
SENSE daab 33 19-04-2019 11:58:07.240 T: 31.26239967346191 [C]; A:[-4, 12, 240]; H: 71.41546630859375
SENSE daad 35 19-04-2019 11:58:07.443 T: 30.3887996673584 [C]; A:[-8, 0, 202]; H: 74.6884765625
SENSE daab 34 19-04-2019 11:58:07.811 T: 31.26239967346191 [C]; A:[-8, 6, 232]; H: 71.45361328125
SENSE daad 36 19-04-2019 11:58:08.013 T: 30.45119857788085 [C]; A:[-4, -4, 202]; H: 74.6884765625
SENSE daab 35 19-04-2019 11:58:08.389 T: 31.26239967346191 [C]; A:[-6, 14, 232]; H: 71.423095703125
SENSE daad 37 19-04-2019 11:58:08.593 T: 30.45119857788085 [C]; A:[-4, -4, 198]; H: 74.6884765625
SENSE daab 36 19-04-2019 11:58:08.966 T: 31.26239967346191 [C]; A:[0, 10, 240]; H: 71.40020751953125
SENSE daac 45 19-04-2019 11:58:04.292 T: 30.45119857788085 [C]; A:[44, -26, 238]; H: 70.22528076171875
SENSE daaa 20 19-04-2019 11:58:04.713 T: 30.82559967041015 [C]; A:[-36, 52, 206]; H: 72.65142822265625
SENSE daac 46 19-04-2019 11:58:09.702 T: 30.57599830627441 [C]; A:[42, -24, 244]; H: 70.19476318359375
SENSE daaa 21 19-04-2019 11:58:10.117 T: 30.82559967041015 [C]; A:[-34, 50, 214]; H: 72.6285400390625
SENSE daac 47 19-04-2019 11:58:10.279 T: 30.57599830627441 [C]; A:[54, -30, 248]; H: 70.19476318359375
SENSE daaa 22 19-04-2019 11:58:10.698 T: 30.88799858093261 [C]; A:[-34, 52, 214]; H: 72.6285400390625
SENSE daac 48 19-04-2019 11:58:10.856 T: 30.57599830627441 [C]; A:[48, -26, 248]; H: 70.19476318359375
SENSE daaa 23 19-04-2019 11:58:11.274 T: 30.82559967041015 [C]; A:[-34, 56, 210]; H: 72.5980224609375
SENSE daac 49 19-04-2019 11:58:11.423 T: 30.57599830627441 [C]; A:[48, -30, 242]; H: 70.19476318359375
SENSE daaa 24 19-04-2019 11:58:11.846 T: 30.82559967041015 [C]; A:[-34, 56, 208]; H: 72.5980224609375
SENSE daac 50 19-04-2019 11:58:12.001 T: 30.57599830627441 [C]; A:[50, -28, 242]; H: 70.19476318359375
SENSE daaa 25 19-04-2019 11:58:12.417 T: 30.88799858093261 [C]; A:[-38, 56, 218]; H: 72.55987548828125
SENSE daac 51 19-04-2019 11:58:12.584 T: 30.51359939575195 [C]; A:[50, -28, 242]; H: 70.19476318359375
SENSE daaa 26 19-04-2019 11:58:12.994 T: 30.88799858093261 [C]; A:[-38, 54, 208]; H: 72.55987548828125
SENSE daac 52 19-04-2019 11:58:13.155 T: 30.57599830627441 [C]; A:[52, -30, 240]; H: 70.19476318359375
SENSE daaa 27 19-04-2019 11:58:13.569 T: 30.88799858093261 [C]; A:[-34, 56, 208]; H: 72.52935791015625
SENSE daad 38 19-04-2019 11:58:09.163 T: 30.45119857788085 [C]; A:[-8, -4, 210]; H: 74.657958984375
SENSE daaa 28 19-04-2019 11:58:14.145 T: 30.88799858093261 [C]; A:[-38, 54, 212]; H: 72.52935791015625
SENSE daad 39 19-04-2019 11:58:14.460 T: 30.45119857788085 [C]; A:[-8, -4, 202]; H: 74.62744140625
SENSE daaa 29 19-04-2019 11:58:14.890 T: 30.88799858093261 [C]; A:[-32, 54, 210]; H: 72.52935791015625
SENSE daad 40 19-04-2019 11:58:15.040 T: 30.3887996673584 [C]; A:[-8, -6, 192]; H: 74.62744140625
SENSE daaa 30 19-04-2019 11:58:15.467 T: 30.88799858093261 [C]; A:[-36, 56, 210]; H: 72.52935791015625
SENSE daad 41 19-04-2019 11:58:15.600 T: 30.3887996673584 [C]; A:[-4, -8, 206]; H: 74.62744140625
SENSE daaa 31 19-04-2019 11:58:16.043 T: 30.88799858093261 [C]; A:[-34, 50, 214]; H: 72.52935791015625
SENSE daad 42 19-04-2019 11:58:16.180 T: 30.45119857788085 [C]; A:[-6, 0, 200]; H: 74.62744140625
SENSE daaa 32 19-04-2019 11:58:16.615 T: 30.88799858093261 [C]; A:[-32, 56, 212]; H: 72.52935791015625
SENSE daad 43 19-04-2019 11:58:16.760 T: 30.3887996673584 [C]; A:[-10, 0, 200]; H: 74.62744140625
SENSE daaa 33 19-04-2019 11:58:17.190 T: 30.88799858093261 [C]; A:[-34, 54, 210]; H: 72.52935791015625
SENSE daad 44 19-04-2019 11:58:17.331 T: 30.3887996673584 [C]; A:[-6, -4, 210]; H: 74.62744140625
SENSE daaa 34 19-04-2019 11:58:17.767 T: 30.88799858093261 [C]; A:[-34, 56, 214]; H: 72.52935791015625
SENSE daad 45 19-04-2019 11:58:17.901 T: 30.45119857788085 [C]; A:[-8, -4, 194]; H: 74.62744140625
SENSE daaa 35 19-04-2019 11:58:18.343 T: 30.88799858093261 [C]; A:[-34, 56, 218]; H: 72.49884033203125
SENSE daac 53 19-04-2019 11:58:13.732 T: 30.57599830627441 [C]; A:[46, -30, 238]; H: 70.171875
SENSE daaa 36 19-04-2019 11:58:18.919 T: 30.88799858093261 [C]; A:[-32, 48, 212]; H: 72.49884033203125
SENSE daab 37 19-04-2019 11:58:14.151 T: 31.32479858398437 [C]; A:[-8, 6, 232]; H: 71.3162841796875
SENSE daaa 37 19-04-2019 11:58:19.485 T: 30.88799858093261 [C]; A:[-36, 54, 210]; H: 72.49884033203125
SENSE daab 38 19-04-2019 11:58:19.714 T: 31.32479858398437 [C]; A:[-10, 14, 240]; H: 71.17132568359375
SENSE daaa 38 19-04-2019 11:58:20.062 T: 30.88799858093261 [C]; A:[-32, 48, 210]; H: 72.43780517578125
SENSE daab 39 19-04-2019 11:58:20.292 T: 31.32479858398437 [C]; A:[-4, 12, 236]; H: 71.17132568359375
SENSE daaa 39 19-04-2019 11:58:20.639 T: 30.88799858093261 [C]; A:[-36, 56, 204]; H: 72.43780517578125
SENSE daab 40 19-04-2019 11:58:20.864 T: 31.32479858398437 [C]; A:[-6, 14, 240]; H: 71.1484375
SENSE daaa 40 19-04-2019 11:58:21.215 T: 30.95039939880371 [C]; A:[-32, 52, 208]; H: 72.43780517578125
SENSE daab 41 19-04-2019 11:58:21.441 T: 31.38719940185546 [C]; A:[-6, 8, 236]; H: 71.117919921875
SENSE daaa 41 19-04-2019 11:58:21.791 T: 30.88799858093261 [C]; A:[-38, 56, 216]; H: 72.399658203125
SENSE daab 42 19-04-2019 11:58:22.008 T: 31.38719940185546 [C]; A:[-8, 10, 238]; H: 71.117919921875
SENSE daaa 42 19-04-2019 11:58:22.362 T: 30.88799858093261 [C]; A:[-34, 56, 218]; H: 72.369140625
SENSE daab 43 19-04-2019 11:58:22.586 T: 31.38719940185546 [C]; A:[-6, 14, 238]; H: 71.08740234375
SENSE daaa 43 19-04-2019 11:58:22.933 T: 30.88799858093261 [C]; A:[-36, 52, 210]; H: 72.30810546875
SENSE daab 44 19-04-2019 11:58:23.153 T: 31.38719940185546 [C]; A:[-8, 12, 238]; H: 71.056884765625
SENSE daad 46 19-04-2019 11:58:18.482 T: 30.45119857788085 [C]; A:[0, -4, 198]; H: 74.62744140625
SENSE daab 45 19-04-2019 11:58:23.741 T: 31.38719940185546 [C]; A:[-4, 16, 238]; H: 71.056884765625
SENSE daac 54 19-04-2019 11:58:19.073 T: 30.57599830627441 [C]; A:[50, -30, 240]; H: 70.02691650390625
SENSE daab 46 19-04-2019 11:58:24.313 T: 31.38719940185546 [C]; A:[-4, 14, 236]; H: 71.056884765625
SENSE daac 55 19-04-2019 11:58:24.532 T: 30.6383991241455 [C]; A:[48, -30, 244]; H: 69.9124755859375
SENSE daab 47 19-04-2019 11:58:24.890 T: 31.38719940185546 [C]; A:[-6, 12, 234]; H: 71.056884765625
SENSE daac 56 19-04-2019 11:58:25.114 T: 30.6383991241455 [C]; A:[52, -32, 240]; H: 69.9124755859375
SENSE daab 48 19-04-2019 11:58:25.467 T: 31.38719940185546 [C]; A:[-8, 14, 230]; H: 71.03399658203125
SENSE daac 57 19-04-2019 11:58:25.687 T: 30.57599830627441 [C]; A:[44, -28, 238]; H: 69.9124755859375
SENSE daab 49 19-04-2019 11:58:26.039 T: 31.38719940185546 [C]; A:[-10, 14, 232]; H: 71.00347900390625
SENSE daac 58 19-04-2019 11:58:26.264 T: 30.6383991241455 [C]; A:[50, -28, 238]; H: 69.9124755859375
SENSE daab 50 19-04-2019 11:58:26.612 T: 31.38719940185546 [C]; A:[-6, 14, 236]; H: 71.00347900390625
SENSE daac 59 19-04-2019 11:58:26.837 T: 30.6383991241455 [C]; A:[52, -32, 244]; H: 69.9124755859375
SENSE daab 51 19-04-2019 11:58:27.194 T: 31.38719940185546 [C]; A:[-6, 8, 236]; H: 71.00347900390625
SENSE daac 60 19-04-2019 11:58:27.409 T: 30.6383991241455 [C]; A:[48, -30, 240]; H: 69.88958740234375
SENSE daab 52 19-04-2019 11:58:27.762 T: 31.38719940185546 [C]; A:[-10, 14, 230]; H: 70.97296142578125
SENSE daac 61 19-04-2019 11:58:27.981 T: 30.6383991241455 [C]; A:[54, -32, 246]; H: 69.88958740234375
SENSE daaa 44 19-04-2019 11:58:23.514 T: 30.88799858093261 [C]; A:[-34, 56, 204]; H: 72.277587890625
SENSE daac 62 19-04-2019 11:58:28.563 T: 30.6383991241455 [C]; A:[46, -26, 236]; H: 69.88958740234375
SENSE daad 47 19-04-2019 11:58:23.938 T: 30.45119857788085 [C]; A:[0, -6, 182]; H: 74.5206298828125
SENSE daac 63 19-04-2019 11:58:29.136 T: 30.6383991241455 [C]; A:[46, -28, 238]; H: 69.85906982421875
SENSE daac 64 19-04-2019 11:58:29.718 T: 30.6383991241455 [C]; A:[50, -30, 238]; H: 69.82855224609375
SENSE daad 48 19-04-2019 11:58:29.454 T: 30.51359939575195 [C]; A:[-6, -6, 196]; H: 74.43670654296875
SENSE daac 65 19-04-2019 11:58:30.196 T: 30.6383991241455 [C]; A:[44, -30, 248]; H: 69.82855224609375
SENSE daac 66 19-04-2019 11:58:30.773 T: 30.6383991241455 [C]; A:[54, -30, 238]; H: 69.8056640625
SENSE daad 49 19-04-2019 11:58:30.510 T: 30.51359939575195 [C]; A:[-6, 0, 206]; H: 74.40618896484375
SENSE daac 67 19-04-2019 11:58:31.236 T: 30.7007999420166 [C]; A:[48, -32, 242]; H: 69.74462890625
SENSE daac 68 19-04-2019 11:58:31.813 T: 30.6383991241455 [C]; A:[48, -30, 246]; H: 69.74462890625
SENSE daad 50 19-04-2019 11:58:31.550 T: 30.57599830627441 [C]; A:[0, -4, 202]; H: 74.37567138671875
SENSE daac 69 19-04-2019 11:58:32.286 T: 30.6383991241455 [C]; A:[46, -28, 242]; H: 69.74462890625
SENSE daac 70 19-04-2019 11:58:32.854 T: 30.6383991241455 [C]; A:[52, -26, 242]; H: 69.714111328125
SENSE daad 51 19-04-2019 11:58:32.621 T: 30.51359939575195 [C]; A:[-4, -6, 206]; H: 74.322265625
SENSE daac 71 19-04-2019 11:58:33.316 T: 30.6383991241455 [C]; A:[50, -36, 242]; H: 69.714111328125
SENSE daaa 45 19-04-2019 11:58:28.979 T: 30.88799858093261 [C]; A:[-38, 62, 214]; H: 72.11737060546875
SENSE daac 72 19-04-2019 11:58:33.888 T: 30.7007999420166 [C]; A:[52, -30, 242]; H: 69.714111328125
SENSE daad 52 19-04-2019 11:58:33.627 T: 30.57599830627441 [C]; A:[-8, 0, 204]; H: 74.352783203125
SENSE daac 73 19-04-2019 11:58:34.466 T: 30.6383991241455 [C]; A:[52, -32, 242]; H: 69.69122314453125
SENSE daac 74 19-04-2019 11:58:35.033 T: 30.6383991241455 [C]; A:[48, -28, 242]; H: 69.69122314453125
