SENSE daaa 1 24-04-2019 12:12:11.678 T: 27.8927993774414 [C]; A:[26, -4, 192]; H: 67.40240478515625
SENSE daaa 16 24-04-2019 12:12:22.861 T: 27.9552001953125 [C]; A:[24, -8, 208]; H: 67.09722900390625
SENSE daac 19 24-04-2019 12:12:23.031 T: 26.02079963684082 [C]; A:[12, -40, 238]; H: 67.9898681640625
SENSE daaa 17 24-04-2019 12:12:23.272 T: 27.8927993774414 [C]; A:[26, -10, 204]; H: 67.06671142578125
SENSE daac 20 24-04-2019 12:12:23.472 T: 25.95839881896972 [C]; A:[12, -42, 240]; H: 67.9898681640625
SENSE daaa 18 24-04-2019 12:12:23.607 T: 27.8927993774414 [C]; A:[18, 0, 200]; H: 67.03619384765625
SENSE daad 14 24-04-2019 12:12:23.404 T: 27.0191993713379 [C]; A:[120, -10, 200]; H: 67.66943359375
SENSE daac 21 24-04-2019 12:12:23.922 T: 25.95839881896972 [C]; A:[16, -40, 240]; H: 67.9898681640625
SENSE daaa 19 24-04-2019 12:12:24.002 T: 27.8927993774414 [C]; A:[20, 0, 198]; H: 67.0133056640625
SENSE daac 22 24-04-2019 12:12:24.343 T: 25.95839881896972 [C]; A:[16, -42, 246]; H: 67.9898681640625
SENSE daaa 20 24-04-2019 12:12:24.427 T: 27.8927993774414 [C]; A:[22, -6, 198]; H: 67.0133056640625
SENSE daad 15 24-04-2019 12:12:24.273 T: 27.0191993713379 [C]; A:[120, 0, 202]; H: 67.577880859375
SENSE daac 23 24-04-2019 12:12:24.793 T: 25.95839881896972 [C]; A:[18, -44, 248]; H: 67.9593505859375
SENSE daaa 21 24-04-2019 12:12:24.870 T: 27.8927993774414 [C]; A:[18, 0, 194]; H: 67.0133056640625
SENSE daac 24 24-04-2019 12:12:25.214 T: 25.95839881896972 [C]; A:[14, -42, 242]; H: 67.93646240234375
SENSE daaa 22 24-04-2019 12:12:25.298 T: 27.8927993774414 [C]; A:[20, -6, 202]; H: 66.9827880859375
SENSE daad 16 24-04-2019 12:12:25.142 T: 27.0191993713379 [C]; A:[116, 0, 200]; H: 67.47869873046875
SENSE daaa 23 24-04-2019 12:12:25.733 T: 27.8927993774414 [C]; A:[24, -6, 198]; H: 66.9522705078125
SENSE daac 25 24-04-2019 12:12:25.675 T: 25.95839881896972 [C]; A:[14, -46, 242]; H: 67.93646240234375
SENSE daaa 24 24-04-2019 12:12:26.068 T: 27.8927993774414 [C]; A:[20, -8, 200]; H: 66.9522705078125
SENSE daac 26 24-04-2019 12:12:26.125 T: 26.02079963684082 [C]; A:[16, -44, 248]; H: 67.93646240234375
SENSE daad 17 24-04-2019 12:12:26.030 T: 27.0191993713379 [C]; A:[118, -14, 198]; H: 67.4100341796875
SENSE daaa 25 24-04-2019 12:12:26.403 T: 27.8927993774414 [C]; A:[22, -6, 206]; H: 66.92938232421875
SENSE daac 27 24-04-2019 12:12:26.560 T: 25.95839881896972 [C]; A:[16, -40, 248]; H: 67.93646240234375
SENSE daaa 26 24-04-2019 12:12:26.768 T: 27.8927993774414 [C]; A:[20, 0, 202]; H: 66.92938232421875
SENSE daac 28 24-04-2019 12:12:26.990 T: 25.95839881896972 [C]; A:[6, -38, 250]; H: 67.9898681640625
SENSE daaa 27 24-04-2019 12:12:27.103 T: 27.8927993774414 [C]; A:[16, -6, 192]; H: 66.89886474609375
SENSE daad 18 24-04-2019 12:12:26.919 T: 27.0191993713379 [C]; A:[122, -6, 200]; H: 67.42529296875
SENSE daaa 28 24-04-2019 12:12:27.504 T: 27.8927993774414 [C]; A:[24, 0, 196]; H: 66.89886474609375
SENSE daac 29 24-04-2019 12:12:27.448 T: 25.95839881896972 [C]; A:[10, -42, 248]; H: 68.01275634765625
SENSE daaa 29 24-04-2019 12:12:27.839 T: 27.8927993774414 [C]; A:[24, -8, 206]; H: 66.89886474609375
SENSE daac 30 24-04-2019 12:12:27.883 T: 26.02079963684082 [C]; A:[12, -40, 242]; H: 68.04327392578125
SENSE daad 19 24-04-2019 12:12:27.808 T: 27.08160018920898 [C]; A:[120, 0, 200]; H: 67.394775390625
SENSE daaa 30 24-04-2019 12:12:28.174 T: 27.8927993774414 [C]; A:[22, -12, 196]; H: 66.92938232421875
SENSE daac 31 24-04-2019 12:12:28.317 T: 26.02079963684082 [C]; A:[16, -46, 242]; H: 68.04327392578125
SENSE daaa 31 24-04-2019 12:12:28.539 T: 27.8927993774414 [C]; A:[24, -8, 204]; H: 66.92938232421875
SENSE daac 32 24-04-2019 12:12:28.732 T: 26.02079963684082 [C]; A:[16, -42, 244]; H: 68.07379150390625
SENSE daaa 32 24-04-2019 12:12:28.874 T: 27.8927993774414 [C]; A:[22, -4, 194]; H: 66.9522705078125
SENSE daad 20 24-04-2019 12:12:28.663 T: 27.08160018920898 [C]; A:[126, -8, 200]; H: 67.394775390625
SENSE daac 33 24-04-2019 12:12:29.168 T: 26.02079963684082 [C]; A:[12, -38, 242]; H: 68.0966796875
SENSE daaa 33 24-04-2019 12:12:29.239 T: 27.8927993774414 [C]; A:[24, -10, 198]; H: 66.9522705078125
SENSE daaa 34 24-04-2019 12:12:29.670 T: 27.8927993774414 [C]; A:[18, 0, 202]; H: 66.9827880859375
SENSE daac 34 24-04-2019 12:12:29.609 T: 26.02079963684082 [C]; A:[12, -40, 244]; H: 68.127197265625
SENSE daad 21 24-04-2019 12:12:29.541 T: 27.08160018920898 [C]; A:[124, -8, 206]; H: 67.52447509765625
SENSE daaa 35 24-04-2019 12:12:30.004 T: 27.8927993774414 [C]; A:[20, -4, 194]; H: 66.9827880859375
SENSE daac 35 24-04-2019 12:12:30.055 T: 26.02079963684082 [C]; A:[10, -44, 248]; H: 68.21112060546875
SENSE daaa 36 24-04-2019 12:12:30.369 T: 27.8927993774414 [C]; A:[24, -6, 196]; H: 67.0133056640625
SENSE daac 36 24-04-2019 12:12:30.486 T: 26.02079963684082 [C]; A:[12, -48, 246]; H: 68.2645263671875
SENSE daad 22 24-04-2019 12:12:30.410 T: 27.08160018920898 [C]; A:[120, -8, 202]; H: 67.61602783203125
SENSE daaa 37 24-04-2019 12:12:30.704 T: 27.9552001953125 [C]; A:[16, 0, 206]; H: 67.0133056640625
SENSE daac 37 24-04-2019 12:12:30.930 T: 26.02079963684082 [C]; A:[16, -44, 242]; H: 68.31793212890625
SENSE daaa 38 24-04-2019 12:12:31.139 T: 27.8927993774414 [C]; A:[24, -10, 200]; H: 67.03619384765625
SENSE daac 38 24-04-2019 12:12:31.346 T: 26.02079963684082 [C]; A:[18, -42, 248]; H: 68.34844970703125
SENSE daaa 39 24-04-2019 12:12:31.475 T: 27.8927993774414 [C]; A:[30, -10, 202]; H: 67.03619384765625
SENSE daad 23 24-04-2019 12:12:31.279 T: 27.08160018920898 [C]; A:[118, -6, 200]; H: 67.7457275390625
SENSE daaa 40 24-04-2019 12:12:31.850 T: 27.8927993774414 [C]; A:[22, -6, 202]; H: 67.06671142578125
SENSE daac 39 24-04-2019 12:12:31.802 T: 25.95839881896972 [C]; A:[16, -42, 244]; H: 68.37896728515625
SENSE daaa 41 24-04-2019 12:12:32.211 T: 27.8927993774414 [C]; A:[24, -6, 198]; H: 67.09722900390625
SENSE daac 40 24-04-2019 12:12:32.257 T: 25.95839881896972 [C]; A:[12, -42, 248]; H: 68.432373046875
SENSE daad 24 24-04-2019 12:12:32.178 T: 27.08160018920898 [C]; A:[124, -8, 202]; H: 67.81439208984375
SENSE daaa 42 24-04-2019 12:12:32.545 T: 27.9552001953125 [C]; A:[20, -6, 198]; H: 67.09722900390625
SENSE daab 21 24-04-2019 12:12:22.799 T: 29.57759857177734 [C]; A:[52, 0, 230]; H: 64.13702392578125
SENSE daac 41 24-04-2019 12:12:32.707 T: 26.02079963684082 [C]; A:[16, -42, 244]; H: 68.432373046875
SENSE daaa 43 24-04-2019 12:12:32.978 T: 27.8927993774414 [C]; A:[16, -6, 200]; H: 67.18115234375
SENSE daac 42 24-04-2019 12:12:33.153 T: 26.02079963684082 [C]; A:[14, -42, 238]; H: 68.432373046875
SENSE daad 25 24-04-2019 12:12:33.057 T: 27.08160018920898 [C]; A:[120, -8, 208]; H: 67.84490966796875
SENSE daaa 44 24-04-2019 12:12:33.409 T: 27.9552001953125 [C]; A:[20, -4, 202]; H: 67.23455810546875
SENSE daab 22 24-04-2019 12:12:33.347 T: 29.63999938964843 [C]; A:[54, 0, 232]; H: 63.39697265625
SENSE daac 43 24-04-2019 12:12:33.588 T: 26.02079963684082 [C]; A:[12, -40, 244]; H: 68.48577880859375
SENSE daaa 45 24-04-2019 12:12:33.848 T: 27.9552001953125 [C]; A:[20, -6, 200]; H: 67.2879638671875
SENSE daac 44 24-04-2019 12:12:34.010 T: 26.02079963684082 [C]; A:[14, -46, 240]; H: 68.48577880859375
SENSE daad 26 24-04-2019 12:12:33.942 T: 27.08160018920898 [C]; A:[116, -4, 200]; H: 67.87542724609375
SENSE daaa 46 24-04-2019 12:12:34.305 T: 27.8927993774414 [C]; A:[20, 0, 210]; H: 67.37188720703125
SENSE daab 23 24-04-2019 12:12:34.238 T: 29.7023983001709 [C]; A:[48, 2, 232]; H: 63.39697265625
SENSE daac 45 24-04-2019 12:12:34.444 T: 26.02079963684082 [C]; A:[14, -42, 246]; H: 68.48577880859375
SENSE daaa 47 24-04-2019 12:12:34.742 T: 27.8927993774414 [C]; A:[20, -4, 202]; H: 67.3184814453125
SENSE daac 46 24-04-2019 12:12:34.861 T: 26.02079963684082 [C]; A:[12, -38, 242]; H: 68.48577880859375
SENSE daad 27 24-04-2019 12:12:34.790 T: 27.08160018920898 [C]; A:[124, -10, 196]; H: 67.974609375
SENSE daaa 48 24-04-2019 12:12:35.160 T: 27.9552001953125 [C]; A:[24, -4, 208]; H: 67.2879638671875
SENSE daab 24 24-04-2019 12:12:35.099 T: 29.7023983001709 [C]; A:[54, 0, 228]; H: 63.27490234375
SENSE daac 47 24-04-2019 12:12:35.305 T: 26.02079963684082 [C]; A:[14, -42, 248]; H: 68.48577880859375
SENSE daaa 49 24-04-2019 12:12:35.597 T: 27.8927993774414 [C]; A:[22, -8, 198]; H: 67.26507568359375
SENSE daac 48 24-04-2019 12:12:35.732 T: 26.02079963684082 [C]; A:[10, -40, 244]; H: 68.48577880859375
SENSE daad 28 24-04-2019 12:12:35.659 T: 27.08160018920898 [C]; A:[118, -8, 204]; H: 68.07379150390625
SENSE daaa 50 24-04-2019 12:12:36.015 T: 27.8927993774414 [C]; A:[26, -4, 204]; H: 67.20404052734375
SENSE daab 25 24-04-2019 12:12:35.955 T: 29.7023983001709 [C]; A:[48, 0, 230]; H: 63.25201416015625
SENSE daac 49 24-04-2019 12:12:36.182 T: 26.08319854736328 [C]; A:[12, -40, 242]; H: 68.48577880859375
SENSE daaa 51 24-04-2019 12:12:36.468 T: 27.8927993774414 [C]; A:[18, -10, 206]; H: 67.150634765625
SENSE daac 50 24-04-2019 12:12:36.608 T: 26.02079963684082 [C]; A:[10, -38, 240]; H: 68.432373046875
SENSE daad 29 24-04-2019 12:12:36.538 T: 27.08160018920898 [C]; A:[118, -4, 202]; H: 68.10430908203125
SENSE daaa 52 24-04-2019 12:12:36.895 T: 27.9552001953125 [C]; A:[20, 0, 198]; H: 67.09722900390625
SENSE daab 26 24-04-2019 12:12:36.831 T: 29.63999938964843 [C]; A:[50, 0, 234]; H: 63.22149658203125
SENSE daac 51 24-04-2019 12:12:37.052 T: 26.02079963684082 [C]; A:[14, -44, 248]; H: 68.432373046875
SENSE daaa 53 24-04-2019 12:12:37.333 T: 27.9552001953125 [C]; A:[24, -8, 200]; H: 67.06671142578125
SENSE daac 52 24-04-2019 12:12:37.479 T: 26.08319854736328 [C]; A:[14, -36, 244]; H: 68.432373046875
SENSE daad 30 24-04-2019 12:12:37.407 T: 27.0191993713379 [C]; A:[124, -6, 204]; H: 68.07379150390625
SENSE daaa 54 24-04-2019 12:12:37.750 T: 27.9552001953125 [C]; A:[24, -6, 196]; H: 67.03619384765625
SENSE daab 27 24-04-2019 12:12:37.691 T: 29.7023983001709 [C]; A:[52, 0, 224]; H: 63.16046142578125
SENSE daac 53 24-04-2019 12:12:37.923 T: 26.02079963684082 [C]; A:[14, -36, 248]; H: 68.37896728515625
SENSE daaa 55 24-04-2019 12:12:38.190 T: 27.9552001953125 [C]; A:[24, 0, 200]; H: 67.0438232421875
SENSE daac 54 24-04-2019 12:12:38.365 T: 26.08319854736328 [C]; A:[16, -42, 244]; H: 68.31793212890625
SENSE daad 31 24-04-2019 12:12:38.296 T: 27.08160018920898 [C]; A:[124, -8, 202]; H: 68.04327392578125
SENSE daaa 56 24-04-2019 12:12:38.636 T: 27.9552001953125 [C]; A:[22, -6, 198]; H: 66.99041748046875
SENSE daab 28 24-04-2019 12:12:38.572 T: 29.63999938964843 [C]; A:[50, 0, 230]; H: 63.06890869140625
SENSE daac 55 24-04-2019 12:12:38.809 T: 26.08319854736328 [C]; A:[14, -46, 242]; H: 68.2950439453125
SENSE daaa 57 24-04-2019 12:12:39.075 T: 27.8927993774414 [C]; A:[20, -8, 200]; H: 66.95989990234375
SENSE daac 56 24-04-2019 12:12:39.236 T: 26.02079963684082 [C]; A:[14, -44, 242]; H: 68.2340087890625
SENSE daad 32 24-04-2019 12:12:39.165 T: 27.08160018920898 [C]; A:[122, -6, 200]; H: 67.91357421875
SENSE daaa 58 24-04-2019 12:12:39.506 T: 27.9552001953125 [C]; A:[18, -8, 198]; H: 66.93701171875
SENSE daac 57 24-04-2019 12:12:39.680 T: 26.02079963684082 [C]; A:[12, -40, 246]; H: 68.21112060546875
SENSE daac 58 24-04-2019 12:12:40.106 T: 26.08319854736328 [C]; A:[12, -46, 250]; H: 68.127197265625
SENSE daad 33 24-04-2019 12:12:40.040 T: 27.08160018920898 [C]; A:[118, -10, 202]; H: 67.78387451171875
SENSE daac 59 24-04-2019 12:12:40.567 T: 26.02079963684082 [C]; A:[10, -40, 242]; H: 68.0966796875
SENSE daac 60 24-04-2019 12:12:40.992 T: 26.02079963684082 [C]; A:[12, -42, 246]; H: 68.07379150390625
SENSE daad 34 24-04-2019 12:12:40.919 T: 27.08160018920898 [C]; A:[118, -6, 206]; H: 67.6846923828125
SENSE daac 61 24-04-2019 12:12:41.437 T: 26.08319854736328 [C]; A:[16, -40, 246]; H: 68.01275634765625
SENSE daac 62 24-04-2019 12:12:41.862 T: 26.08319854736328 [C]; A:[16, -44, 246]; H: 68.01275634765625
SENSE daad 35 24-04-2019 12:12:41.797 T: 27.14399909973144 [C]; A:[122, -6, 204]; H: 67.52447509765625
SENSE daac 63 24-04-2019 12:12:42.308 T: 26.08319854736328 [C]; A:[16, -42, 244]; H: 67.9898681640625
SENSE daac 64 24-04-2019 12:12:42.739 T: 26.08319854736328 [C]; A:[18, -42, 238]; H: 67.9898681640625
SENSE daad 36 24-04-2019 12:12:42.666 T: 27.14399909973144 [C]; A:[122, -8, 204]; H: 67.455810546875
SENSE daac 65 24-04-2019 12:12:43.184 T: 26.02079963684082 [C]; A:[10, -38, 244]; H: 67.9593505859375
SENSE daac 66 24-04-2019 12:12:43.609 T: 26.08319854736328 [C]; A:[18, -46, 246]; H: 67.9593505859375
SENSE daad 37 24-04-2019 12:12:43.540 T: 27.08160018920898 [C]; A:[126, -10, 200]; H: 67.3642578125
SENSE daac 67 24-04-2019 12:12:44.055 T: 26.08319854736328 [C]; A:[14, -40, 244]; H: 67.9593505859375
SENSE daab 29 24-04-2019 12:12:39.443 T: 29.7023983001709 [C]; A:[54, 0, 230]; H: 62.9239501953125
SENSE daac 68 24-04-2019 12:12:44.481 T: 26.02079963684082 [C]; A:[16, -38, 246]; H: 67.93646240234375
SENSE daaa 59 24-04-2019 12:12:44.659 T: 28.01759910583496 [C]; A:[22, -10, 200]; H: 66.57080078125
SENSE daad 38 24-04-2019 12:12:44.414 T: 27.08160018920898 [C]; A:[122, -12, 202]; H: 67.26507568359375
SENSE daab 30 24-04-2019 12:12:44.598 T: 29.7023983001709 [C]; A:[52, 0, 226]; H: 62.145751953125
SENSE daac 69 24-04-2019 12:12:44.942 T: 26.08319854736328 [C]; A:[14, -38, 242]; H: 67.90594482421875
SENSE daaa 60 24-04-2019 12:12:45.111 T: 28.01759910583496 [C]; A:[20, -6, 208]; H: 66.51739501953125
SENSE daac 70 24-04-2019 12:12:45.368 T: 26.08319854736328 [C]; A:[14, -46, 250]; H: 67.90594482421875
SENSE daad 39 24-04-2019 12:12:45.299 T: 27.14399909973144 [C]; A:[122, -8, 198]; H: 67.1964111328125
SENSE daaa 61 24-04-2019 12:12:45.559 T: 28.01759910583496 [C]; A:[24, -6, 200]; H: 66.48687744140625
SENSE daab 31 24-04-2019 12:12:45.469 T: 29.7023983001709 [C]; A:[52, 0, 230]; H: 62.09234619140625
SENSE daac 71 24-04-2019 12:12:45.802 T: 26.02079963684082 [C]; A:[12, -44, 244]; H: 67.87542724609375
SENSE daaa 62 24-04-2019 12:12:46.007 T: 27.9552001953125 [C]; A:[22, 0, 208]; H: 66.45635986328125
SENSE daac 72 24-04-2019 12:12:46.219 T: 26.08319854736328 [C]; A:[16, -42, 246]; H: 67.87542724609375
SENSE daad 40 24-04-2019 12:12:46.142 T: 27.08160018920898 [C]; A:[122, -10, 198]; H: 67.1353759765625
SENSE daaa 63 24-04-2019 12:12:46.439 T: 28.01759910583496 [C]; A:[22, -4, 202]; H: 66.42584228515625
SENSE daab 32 24-04-2019 12:12:46.379 T: 29.7023983001709 [C]; A:[58, 0, 232]; H: 62.00079345703125
SENSE daac 73 24-04-2019 12:12:46.653 T: 26.08319854736328 [C]; A:[16, -44, 240]; H: 67.822021484375
SENSE daac 74 24-04-2019 12:12:47.085 T: 26.02079963684082 [C]; A:[14, -40, 242]; H: 67.79150390625
SENSE daab 33 24-04-2019 12:12:47.221 T: 29.7023983001709 [C]; A:[54, 0, 220]; H: 61.97027587890625
SENSE daac 75 24-04-2019 12:12:47.517 T: 26.02079963684082 [C]; A:[12, -48, 244]; H: 67.76861572265625
SENSE daab 34 24-04-2019 12:12:47.594 T: 29.7023983001709 [C]; A:[52, 0, 230]; H: 61.93975830078125
SENSE daac 76 24-04-2019 12:12:47.950 T: 26.02079963684082 [C]; A:[12, -40, 242]; H: 67.76861572265625
SENSE daab 35 24-04-2019 12:12:48.036 T: 29.7023983001709 [C]; A:[54, 0, 228]; H: 61.90924072265625
SENSE daac 77 24-04-2019 12:12:48.383 T: 26.08319854736328 [C]; A:[16, -42, 244]; H: 67.73809814453125
SENSE daab 36 24-04-2019 12:12:48.469 T: 29.7023983001709 [C]; A:[50, 0, 234]; H: 61.87872314453125
SENSE daac 78 24-04-2019 12:12:48.815 T: 26.08319854736328 [C]; A:[16, -44, 238]; H: 67.73809814453125
SENSE daab 37 24-04-2019 12:12:48.902 T: 29.7023983001709 [C]; A:[52, 0, 230]; H: 61.87872314453125
SENSE daac 79 24-04-2019 12:12:49.264 T: 26.08319854736328 [C]; A:[14, -46, 244]; H: 67.70758056640625
SENSE daab 38 24-04-2019 12:12:49.345 T: 29.7023983001709 [C]; A:[52, 2, 228]; H: 61.8253173828125
SENSE daac 80 24-04-2019 12:12:49.696 T: 26.08319854736328 [C]; A:[16, -38, 244]; H: 67.6846923828125
SENSE daab 39 24-04-2019 12:12:49.744 T: 29.7023983001709 [C]; A:[52, 0, 230]; H: 61.8253173828125
SENSE daac 81 24-04-2019 12:12:50.129 T: 26.02079963684082 [C]; A:[10, -38, 246]; H: 67.6846923828125
SENSE daab 40 24-04-2019 12:12:50.201 T: 29.63999938964843 [C]; A:[46, 0, 230]; H: 61.7947998046875
