SENSE daaa 1 24-04-2019 22:19:06.825 T: 26.27039909362792 [C]; A:[0, 0, 0]; H: 79.47210693359375
SENSE daad 8 24-04-2019 22:19:12.912 T: 27.83039855957031 [C]; A:[72, 74, 208]; H: 71.1636962890625
SENSE daac 16 24-04-2019 22:19:13.421 T: 28.14239883422851 [C]; A:[22, -48, 240]; H: 69.90484619140625
SENSE daaa 18 24-04-2019 22:19:13.552 T: 26.27039909362792 [C]; A:[-20, -12, 224]; H: 79.4034423828125
SENSE daab 3 24-04-2019 22:19:13.475 T: 30.7007999420166 [C]; A:[54, 0, 230]; H: 66.77679443359375
SENSE daac 17 24-04-2019 22:19:13.836 T: 28.14239883422851 [C]; A:[16, -50, 244]; H: 69.90484619140625
SENSE daaa 19 24-04-2019 22:19:14.002 T: 26.27039909362792 [C]; A:[-18, -14, 220]; H: 79.44158935546875
SENSE daad 9 24-04-2019 22:19:13.761 T: 27.8927993774414 [C]; A:[74, 76, 212]; H: 71.1636962890625
SENSE daac 18 24-04-2019 22:19:14.272 T: 28.14239883422851 [C]; A:[18, -52, 244]; H: 69.90484619140625
SENSE daaa 20 24-04-2019 22:19:14.416 T: 26.27039909362792 [C]; A:[-18, -16, 224]; H: 79.44158935546875
SENSE daab 4 24-04-2019 22:19:14.331 T: 30.7007999420166 [C]; A:[56, 0, 230]; H: 66.71575927734375
SENSE daac 19 24-04-2019 22:19:14.687 T: 28.14239883422851 [C]; A:[18, -50, 242]; H: 69.90484619140625
SENSE daaa 21 24-04-2019 22:19:14.860 T: 26.27039909362792 [C]; A:[-20, -10, 226]; H: 79.44158935546875
SENSE daad 10 24-04-2019 22:19:14.610 T: 27.8927993774414 [C]; A:[76, 72, 208]; H: 71.20184326171875
SENSE daac 20 24-04-2019 22:19:15.128 T: 28.2047996520996 [C]; A:[16, -46, 240]; H: 69.8514404296875
SENSE daaa 22 24-04-2019 22:19:15.300 T: 26.27039909362792 [C]; A:[-16, -16, 224]; H: 79.4034423828125
SENSE daab 5 24-04-2019 22:19:15.207 T: 30.76319885253906 [C]; A:[50, 0, 228]; H: 66.662353515625
SENSE daac 21 24-04-2019 22:19:15.543 T: 28.14239883422851 [C]; A:[22, -54, 242]; H: 69.8514404296875
SENSE daad 11 24-04-2019 22:19:15.469 T: 27.83039855957031 [C]; A:[66, 78, 206]; H: 71.20184326171875
SENSE daaa 23 24-04-2019 22:19:15.749 T: 26.27039909362792 [C]; A:[-18, -10, 226]; H: 79.4034423828125
SENSE daac 22 24-04-2019 22:19:15.979 T: 28.14239883422851 [C]; A:[18, -50, 242]; H: 69.8514404296875
SENSE daaa 24 24-04-2019 22:19:16.194 T: 26.33279991149902 [C]; A:[-16, -10, 218]; H: 79.4034423828125
SENSE daab 6 24-04-2019 22:19:16.097 T: 30.76319885253906 [C]; A:[54, 0, 236]; H: 66.601318359375
SENSE daac 23 24-04-2019 22:19:16.394 T: 28.14239883422851 [C]; A:[20, -52, 250]; H: 69.8514404296875
SENSE daad 12 24-04-2019 22:19:16.318 T: 27.8927993774414 [C]; A:[70, 72, 208]; H: 71.20184326171875
SENSE daaa 25 24-04-2019 22:19:16.627 T: 26.27039909362792 [C]; A:[-22, -14, 218]; H: 79.4034423828125
SENSE daac 24 24-04-2019 22:19:16.830 T: 28.14239883422851 [C]; A:[20, -52, 240]; H: 69.8514404296875
SENSE daaa 26 24-04-2019 22:19:17.043 T: 26.33279991149902 [C]; A:[-20, -12, 216]; H: 79.3729248046875
SENSE daab 7 24-04-2019 22:19:16.959 T: 30.76319885253906 [C]; A:[52, 0, 228]; H: 66.540283203125
SENSE daac 25 24-04-2019 22:19:17.261 T: 28.2047996520996 [C]; A:[18, -50, 246]; H: 69.8514404296875
SENSE daad 13 24-04-2019 22:19:17.187 T: 27.8927993774414 [C]; A:[74, 72, 210]; H: 71.1636962890625
SENSE daaa 27 24-04-2019 22:19:17.492 T: 26.33279991149902 [C]; A:[-18, -10, 224]; H: 79.38055419921875
SENSE daac 26 24-04-2019 22:19:17.696 T: 28.2047996520996 [C]; A:[20, -48, 244]; H: 69.8209228515625
SENSE daaa 28 24-04-2019 22:19:17.936 T: 26.33279991149902 [C]; A:[-18, -12, 218]; H: 79.38055419921875
SENSE daab 8 24-04-2019 22:19:17.858 T: 30.76319885253906 [C]; A:[50, -4, 224]; H: 66.418212890625
SENSE daac 27 24-04-2019 22:19:18.111 T: 28.14239883422851 [C]; A:[20, -44, 244]; H: 69.8209228515625
SENSE daad 14 24-04-2019 22:19:18.042 T: 27.8927993774414 [C]; A:[70, 74, 202]; H: 71.1331787109375
SENSE daaa 29 24-04-2019 22:19:18.369 T: 26.33279991149902 [C]; A:[-20, -12, 216]; H: 79.3424072265625
SENSE daac 28 24-04-2019 22:19:18.547 T: 28.14239883422851 [C]; A:[18, -50, 242]; H: 69.8209228515625
SENSE daaa 30 24-04-2019 22:19:18.785 T: 26.33279991149902 [C]; A:[-20, -14, 216]; H: 79.3118896484375
SENSE daab 9 24-04-2019 22:19:18.699 T: 30.82559967041015 [C]; A:[50, 0, 226]; H: 66.357177734375
SENSE daac 29 24-04-2019 22:19:18.962 T: 28.14239883422851 [C]; A:[20, -44, 242]; H: 69.8209228515625
SENSE daad 15 24-04-2019 22:19:18.890 T: 27.8927993774414 [C]; A:[72, 70, 208]; H: 71.1026611328125
SENSE daaa 31 24-04-2019 22:19:19.223 T: 26.33279991149902 [C]; A:[-18, -14, 224]; H: 79.3118896484375
SENSE daac 30 24-04-2019 22:19:19.413 T: 28.14239883422851 [C]; A:[22, -50, 242]; H: 69.8209228515625
SENSE daaa 32 24-04-2019 22:19:19.644 T: 26.33279991149902 [C]; A:[-20, -14, 220]; H: 79.2813720703125
SENSE daab 10 24-04-2019 22:19:19.560 T: 30.82559967041015 [C]; A:[50, 4, 232]; H: 66.30377197265625
SENSE daac 31 24-04-2019 22:19:19.828 T: 28.14239883422851 [C]; A:[18, -50, 238]; H: 69.8209228515625
SENSE daad 16 24-04-2019 22:19:19.759 T: 27.83039855957031 [C]; A:[68, 74, 208]; H: 71.0721435546875
SENSE daaa 33 24-04-2019 22:19:20.102 T: 26.33279991149902 [C]; A:[-18, -14, 224]; H: 79.2813720703125
SENSE daac 32 24-04-2019 22:19:20.264 T: 28.14239883422851 [C]; A:[20, -50, 238]; H: 69.8209228515625
SENSE daaa 34 24-04-2019 22:19:20.527 T: 26.33279991149902 [C]; A:[-18, -14, 222]; H: 79.2508544921875
SENSE daab 11 24-04-2019 22:19:20.451 T: 30.82559967041015 [C]; A:[54, -4, 230]; H: 66.33428955078125
SENSE daac 33 24-04-2019 22:19:20.679 T: 28.14239883422851 [C]; A:[20, -52, 244]; H: 69.8209228515625
SENSE daaa 35 24-04-2019 22:19:20.961 T: 26.33279991149902 [C]; A:[-18, -16, 220]; H: 79.2508544921875
SENSE daaa 36 24-04-2019 22:19:21.375 T: 26.33279991149902 [C]; A:[-22, -14, 228]; H: 79.21270751953125
SENSE daab 12 24-04-2019 22:19:21.292 T: 30.82559967041015 [C]; A:[48, 2, 228]; H: 66.33428955078125
SENSE daaa 37 24-04-2019 22:19:21.825 T: 26.39519882202148 [C]; A:[-24, -14, 220]; H: 79.21270751953125
SENSE daaa 38 24-04-2019 22:19:22.239 T: 26.33279991149902 [C]; A:[-22, -8, 222]; H: 79.18218994140625
SENSE daab 13 24-04-2019 22:19:22.157 T: 30.82559967041015 [C]; A:[50, 0, 238]; H: 66.30377197265625
SENSE daaa 39 24-04-2019 22:19:22.673 T: 26.33279991149902 [C]; A:[-16, -14, 220]; H: 79.18218994140625
SENSE daaa 40 24-04-2019 22:19:23.102 T: 26.33279991149902 [C]; A:[-18, -8, 222]; H: 79.15167236328125
SENSE daab 14 24-04-2019 22:19:23.024 T: 30.88799858093261 [C]; A:[54, 0, 256]; H: 66.30377197265625
SENSE daaa 41 24-04-2019 22:19:23.547 T: 26.39519882202148 [C]; A:[-16, -16, 216]; H: 79.12115478515625
SENSE daaa 42 24-04-2019 22:19:23.976 T: 26.33279991149902 [C]; A:[-16, -12, 226]; H: 79.12115478515625
SENSE daab 15 24-04-2019 22:19:23.899 T: 30.82559967041015 [C]; A:[54, 4, 230]; H: 66.2503662109375
SENSE daaa 43 24-04-2019 22:19:24.425 T: 26.39519882202148 [C]; A:[-14, -12, 216]; H: 79.12115478515625
SENSE daaa 44 24-04-2019 22:19:24.850 T: 26.39519882202148 [C]; A:[-16, -12, 218]; H: 79.0830078125
SENSE daab 16 24-04-2019 22:19:24.774 T: 30.82559967041015 [C]; A:[50, 0, 230]; H: 66.2198486328125
SENSE daaa 45 24-04-2019 22:19:25.294 T: 26.39519882202148 [C]; A:[-20, -14, 216]; H: 79.0830078125
SENSE daad 17 24-04-2019 22:19:20.608 T: 27.8927993774414 [C]; A:[66, 80, 212]; H: 71.0416259765625
SENSE daaa 46 24-04-2019 22:19:25.718 T: 26.39519882202148 [C]; A:[-18, -8, 230]; H: 79.052490234375
SENSE daab 17 24-04-2019 22:19:25.640 T: 30.88799858093261 [C]; A:[54, -4, 224]; H: 66.1588134765625
SENSE daac 34 24-04-2019 22:19:25.817 T: 28.14239883422851 [C]; A:[18, -52, 238]; H: 69.8514404296875
SENSE daad 18 24-04-2019 22:19:25.742 T: 27.8927993774414 [C]; A:[68, 74, 210]; H: 70.91192626953125
SENSE daaa 47 24-04-2019 22:19:26.168 T: 26.39519882202148 [C]; A:[-18, -12, 224]; H: 79.052490234375
SENSE daac 35 24-04-2019 22:19:26.262 T: 28.14239883422851 [C]; A:[22, -54, 236]; H: 69.8514404296875
SENSE daaa 48 24-04-2019 22:19:26.603 T: 26.39519882202148 [C]; A:[-22, -14, 220]; H: 79.02197265625
SENSE daac 36 24-04-2019 22:19:26.692 T: 28.14239883422851 [C]; A:[18, -46, 242]; H: 69.8514404296875
SENSE daab 18 24-04-2019 22:19:26.496 T: 30.88799858093261 [C]; A:[50, 0, 234]; H: 66.1282958984375
SENSE daad 19 24-04-2019 22:19:26.621 T: 27.8927993774414 [C]; A:[66, 78, 210]; H: 70.91192626953125
SENSE daaa 49 24-04-2019 22:19:27.056 T: 26.39519882202148 [C]; A:[-18, -18, 220]; H: 78.991455078125
SENSE daac 37 24-04-2019 22:19:27.127 T: 28.2047996520996 [C]; A:[24, -50, 236]; H: 69.8514404296875
SENSE daaa 50 24-04-2019 22:19:27.491 T: 26.39519882202148 [C]; A:[-22, -18, 224]; H: 78.991455078125
SENSE daac 38 24-04-2019 22:19:27.543 T: 28.14239883422851 [C]; A:[20, -50, 246]; H: 69.8209228515625
SENSE daab 19 24-04-2019 22:19:27.411 T: 30.88799858093261 [C]; A:[50, 0, 228]; H: 66.0977783203125
SENSE daad 20 24-04-2019 22:19:27.466 T: 27.8927993774414 [C]; A:[66, 74, 204]; H: 70.873779296875
SENSE daaa 51 24-04-2019 22:19:27.941 T: 26.39519882202148 [C]; A:[-18, -12, 220]; H: 78.95330810546875
SENSE daac 39 24-04-2019 22:19:27.983 T: 28.14239883422851 [C]; A:[18, -52, 242]; H: 69.79803466796875
SENSE daaa 52 24-04-2019 22:19:28.360 T: 26.39519882202148 [C]; A:[-10, -18, 222]; H: 78.92279052734375
SENSE daac 40 24-04-2019 22:19:28.409 T: 28.14239883422851 [C]; A:[16, -46, 240]; H: 69.79803466796875
SENSE daab 20 24-04-2019 22:19:28.283 T: 30.95039939880371 [C]; A:[60, 0, 228]; H: 66.0672607421875
SENSE daad 21 24-04-2019 22:19:28.324 T: 27.8927993774414 [C]; A:[70, 78, 204]; H: 70.873779296875
SENSE daaa 53 24-04-2019 22:19:28.803 T: 26.39519882202148 [C]; A:[-18, -16, 220]; H: 78.92279052734375
SENSE daac 41 24-04-2019 22:19:28.844 T: 28.14239883422851 [C]; A:[20, -50, 240]; H: 69.76751708984375
SENSE daaa 54 24-04-2019 22:19:29.228 T: 26.39519882202148 [C]; A:[-18, -14, 220]; H: 78.92279052734375
SENSE daac 42 24-04-2019 22:19:29.280 T: 28.2047996520996 [C]; A:[24, -48, 240]; H: 69.73699951171875
SENSE daab 21 24-04-2019 22:19:29.148 T: 30.88799858093261 [C]; A:[56, 0, 228]; H: 66.0367431640625
SENSE daad 22 24-04-2019 22:19:29.183 T: 27.8927993774414 [C]; A:[70, 72, 204]; H: 70.84326171875
SENSE daaa 55 24-04-2019 22:19:29.662 T: 26.39519882202148 [C]; A:[-22, -6, 224]; H: 78.89227294921875
SENSE daac 43 24-04-2019 22:19:29.714 T: 28.14239883422851 [C]; A:[18, -46, 250]; H: 69.714111328125
SENSE daaa 56 24-04-2019 22:19:30.082 T: 26.39519882202148 [C]; A:[-20, -16, 230]; H: 78.86175537109375
SENSE daac 44 24-04-2019 22:19:30.156 T: 28.14239883422851 [C]; A:[18, -50, 238]; H: 69.68359375
SENSE daab 22 24-04-2019 22:19:30.003 T: 30.95039939880371 [C]; A:[50, 0, 236]; H: 66.0977783203125
SENSE daad 23 24-04-2019 22:19:30.082 T: 27.8927993774414 [C]; A:[72, 78, 210]; H: 70.84326171875
SENSE daaa 57 24-04-2019 22:19:30.525 T: 26.39519882202148 [C]; A:[-20, -14, 214]; H: 78.86175537109375
SENSE daac 45 24-04-2019 22:19:30.600 T: 28.2047996520996 [C]; A:[22, -50, 240]; H: 69.653076171875
SENSE daaa 58 24-04-2019 22:19:30.941 T: 26.45759963989257 [C]; A:[-22, -12, 226]; H: 78.86175537109375
SENSE daac 46 24-04-2019 22:19:31.027 T: 28.2047996520996 [C]; A:[20, -52, 252]; H: 69.63018798828125
SENSE daab 23 24-04-2019 22:19:30.859 T: 30.95039939880371 [C]; A:[54, 0, 238]; H: 66.1588134765625
SENSE daad 24 24-04-2019 22:19:30.951 T: 27.8927993774414 [C]; A:[70, 78, 208]; H: 70.84326171875
SENSE daaa 59 24-04-2019 22:19:31.394 T: 26.39519882202148 [C]; A:[-20, -12, 216]; H: 78.8236083984375
SENSE daac 47 24-04-2019 22:19:31.471 T: 28.2047996520996 [C]; A:[20, -48, 244]; H: 69.59967041015625
SENSE daaa 60 24-04-2019 22:19:31.819 T: 26.45759963989257 [C]; A:[-18, -12, 224]; H: 78.8236083984375
SENSE daab 24 24-04-2019 22:19:31.735 T: 30.95039939880371 [C]; A:[52, 2, 224]; H: 66.1588134765625
SENSE daac 48 24-04-2019 22:19:31.898 T: 28.2047996520996 [C]; A:[18, -52, 242]; H: 69.5462646484375
SENSE daad 25 24-04-2019 22:19:31.820 T: 27.8927993774414 [C]; A:[64, 80, 208]; H: 70.84326171875
SENSE daaa 61 24-04-2019 22:19:32.258 T: 26.39519882202148 [C]; A:[-24, -10, 218]; H: 78.7930908203125
SENSE daac 49 24-04-2019 22:19:32.359 T: 28.2047996520996 [C]; A:[18, -46, 242]; H: 69.5157470703125
SENSE daaa 62 24-04-2019 22:19:32.673 T: 26.45759963989257 [C]; A:[-22, -16, 216]; H: 78.7930908203125
SENSE daab 25 24-04-2019 22:19:32.591 T: 30.95039939880371 [C]; A:[44, 2, 226]; H: 66.1588134765625
SENSE daac 50 24-04-2019 22:19:32.789 T: 28.2047996520996 [C]; A:[20, -50, 240]; H: 69.5157470703125
SENSE daad 26 24-04-2019 22:19:32.733 T: 27.9552001953125 [C]; A:[70, 76, 208]; H: 70.84326171875
SENSE daaa 63 24-04-2019 22:19:33.106 T: 26.45759963989257 [C]; A:[-22, -12, 224]; H: 78.7930908203125
SENSE daaa 64 24-04-2019 22:19:33.552 T: 26.45759963989257 [C]; A:[-16, -12, 224]; H: 78.7625732421875
SENSE daad 27 24-04-2019 22:19:33.553 T: 27.9552001953125 [C]; A:[72, 68, 220]; H: 70.873779296875
SENSE daab 26 24-04-2019 22:19:33.453 T: 30.95039939880371 [C]; A:[50, 0, 238]; H: 66.0977783203125
SENSE daaa 65 24-04-2019 22:19:33.995 T: 26.45759963989257 [C]; A:[-16, -14, 220]; H: 78.7625732421875
SENSE daad 28 24-04-2019 22:19:33.945 T: 27.9552001953125 [C]; A:[72, 74, 208]; H: 70.873779296875
SENSE daaa 66 24-04-2019 22:19:34.424 T: 26.39519882202148 [C]; A:[-22, -10, 218]; H: 78.7625732421875
SENSE daad 29 24-04-2019 22:19:34.397 T: 27.8927993774414 [C]; A:[70, 74, 206]; H: 70.873779296875
SENSE daab 27 24-04-2019 22:19:34.347 T: 30.88799858093261 [C]; A:[54, 0, 216]; H: 66.0672607421875
SENSE daaa 67 24-04-2019 22:19:34.859 T: 26.45759963989257 [C]; A:[-24, -14, 222]; H: 78.7625732421875
SENSE daad 30 24-04-2019 22:19:34.809 T: 27.9552001953125 [C]; A:[72, 72, 206]; H: 70.873779296875
SENSE daaa 68 24-04-2019 22:19:35.273 T: 26.45759963989257 [C]; A:[-22, -14, 220]; H: 78.7320556640625
SENSE daad 31 24-04-2019 22:19:35.241 T: 27.8927993774414 [C]; A:[72, 76, 202]; H: 70.873779296875
SENSE daab 28 24-04-2019 22:19:35.193 T: 30.88799858093261 [C]; A:[52, 0, 224]; H: 66.0672607421875
SENSE daaa 69 24-04-2019 22:19:35.707 T: 26.45759963989257 [C]; A:[-18, -20, 216]; H: 78.7320556640625
SENSE daad 32 24-04-2019 22:19:35.663 T: 27.9552001953125 [C]; A:[66, 76, 206]; H: 70.873779296875
SENSE daaa 70 24-04-2019 22:19:36.131 T: 26.45759963989257 [C]; A:[-22, -12, 226]; H: 78.7015380859375
SENSE daad 33 24-04-2019 22:19:36.091 T: 27.8927993774414 [C]; A:[72, 76, 200]; H: 70.873779296875
SENSE daab 29 24-04-2019 22:19:36.049 T: 30.95039939880371 [C]; A:[50, 0, 230]; H: 66.0672607421875
SENSE daaa 71 24-04-2019 22:19:36.591 T: 26.39519882202148 [C]; A:[-18, -12, 224]; H: 78.7015380859375
SENSE daad 34 24-04-2019 22:19:36.542 T: 27.8927993774414 [C]; A:[68, 78, 204]; H: 70.84326171875
SENSE daaa 72 24-04-2019 22:19:37.005 T: 26.45759963989257 [C]; A:[-16, -16, 226]; H: 78.66339111328125
SENSE daad 35 24-04-2019 22:19:36.974 T: 27.9552001953125 [C]; A:[70, 80, 210]; H: 70.873779296875
SENSE daab 30 24-04-2019 22:19:36.924 T: 30.95039939880371 [C]; A:[48, -2, 226]; H: 66.0672607421875
SENSE daaa 73 24-04-2019 22:19:37.439 T: 26.45759963989257 [C]; A:[-22, -16, 220]; H: 78.66339111328125
SENSE daad 36 24-04-2019 22:19:37.396 T: 27.9552001953125 [C]; A:[66, 78, 208]; H: 70.97296142578125
SENSE daaa 74 24-04-2019 22:19:37.854 T: 26.45759963989257 [C]; A:[-18, -12, 220]; H: 78.66339111328125
SENSE daad 37 24-04-2019 22:19:37.818 T: 27.9552001953125 [C]; A:[64, 78, 214]; H: 71.1636962890625
SENSE daab 31 24-04-2019 22:19:37.770 T: 30.88799858093261 [C]; A:[46, 2, 228]; H: 66.30377197265625
SENSE daaa 75 24-04-2019 22:19:38.303 T: 26.45759963989257 [C]; A:[-20, -12, 212]; H: 78.63287353515625
SENSE daaa 76 24-04-2019 22:19:38.727 T: 26.45759963989257 [C]; A:[-16, -12, 222]; H: 78.63287353515625
SENSE daab 32 24-04-2019 22:19:38.646 T: 30.88799858093261 [C]; A:[54, 0, 234]; H: 66.75390625
SENSE daaa 77 24-04-2019 22:19:39.172 T: 26.45759963989257 [C]; A:[-24, -12, 226]; H: 78.63287353515625
SENSE daaa 78 24-04-2019 22:19:39.586 T: 26.45759963989257 [C]; A:[-16, -18, 230]; H: 78.60235595703125
SENSE daab 33 24-04-2019 22:19:39.502 T: 30.88799858093261 [C]; A:[52, 0, 234]; H: 66.99041748046875
SENSE daaa 79 24-04-2019 22:19:40.021 T: 26.45759963989257 [C]; A:[-12, -8, 224]; H: 78.60235595703125
SENSE daaa 80 24-04-2019 22:19:40.451 T: 26.45759963989257 [C]; A:[-20, -16, 218]; H: 78.6405029296875
SENSE daab 34 24-04-2019 22:19:40.372 T: 30.88799858093261 [C]; A:[54, 0, 228]; H: 67.32611083984375
SENSE daaa 81 24-04-2019 22:19:40.884 T: 26.45759963989257 [C]; A:[-18, -12, 218]; H: 78.6405029296875
SENSE daaa 82 24-04-2019 22:19:41.299 T: 26.45759963989257 [C]; A:[-20, -12, 224]; H: 78.6099853515625
SENSE daab 35 24-04-2019 22:19:41.223 T: 30.88799858093261 [C]; A:[50, 0, 226]; H: 67.5626220703125
SENSE daaa 83 24-04-2019 22:19:41.733 T: 26.45759963989257 [C]; A:[-20, -12, 222]; H: 78.6099853515625
SENSE daaa 84 24-04-2019 22:19:42.148 T: 26.51999855041503 [C]; A:[-16, -14, 222]; H: 78.6099853515625
SENSE daab 36 24-04-2019 22:19:42.073 T: 30.95039939880371 [C]; A:[52, 0, 230]; H: 67.73046875
SENSE daaa 85 24-04-2019 22:19:42.593 T: 26.51999855041503 [C]; A:[-16, -14, 220]; H: 78.5794677734375
SENSE daaa 86 24-04-2019 22:19:43.022 T: 26.45759963989257 [C]; A:[-22, -8, 220]; H: 78.5794677734375
SENSE daad 38 24-04-2019 22:19:42.962 T: 27.9552001953125 [C]; A:[66, 78, 204]; H: 72.0029296875
SENSE daac 51 24-04-2019 22:19:33.224 T: 28.2047996520996 [C]; A:[22, -48, 242]; H: 69.4852294921875
SENSE daaa 87 24-04-2019 22:19:43.419 T: 26.51999855041503 [C]; A:[-20, -12, 216]; H: 78.54132080078125
SENSE daac 52 24-04-2019 22:19:43.543 T: 28.26719856262207 [C]; A:[24, -46, 240]; H: 69.3173828125
SENSE daad 39 24-04-2019 22:19:43.429 T: 27.9552001953125 [C]; A:[70, 78, 212]; H: 71.972412109375
SENSE daaa 88 24-04-2019 22:19:43.777 T: 26.45759963989257 [C]; A:[-20, -16, 222]; H: 78.54132080078125
SENSE daac 53 24-04-2019 22:19:43.982 T: 28.26719856262207 [C]; A:[18, -50, 244]; H: 69.3173828125
SENSE daaa 89 24-04-2019 22:19:44.199 T: 26.45759963989257 [C]; A:[-18, -8, 214]; H: 78.54132080078125
SENSE daac 54 24-04-2019 22:19:44.413 T: 28.26719856262207 [C]; A:[20, -54, 246]; H: 69.29449462890625
SENSE daad 40 24-04-2019 22:19:44.338 T: 27.9552001953125 [C]; A:[70, 76, 210]; H: 71.84271240234375
SENSE daac 55 24-04-2019 22:19:44.854 T: 28.26719856262207 [C]; A:[18, -50, 250]; H: 69.29449462890625
SENSE daac 56 24-04-2019 22:19:45.269 T: 28.26719856262207 [C]; A:[20, -54, 242]; H: 69.29449462890625
SENSE daad 41 24-04-2019 22:19:45.197 T: 27.9552001953125 [C]; A:[64, 74, 208]; H: 71.75115966796875
