SENSE daaa 1 24-04-2019 07:17:58.151 T: 30.3887996673584 [C]; A:[-26, 58, 192]; H: 69.927734375
SENSE daac 6 24-04-2019 07:18:01.109 T: 29.14079856872558 [C]; A:[-36, 0, 228]; H: 72.0181884765625
SENSE daab 7 24-04-2019 07:18:01.328 T: 30.13919830322265 [C]; A:[-14, -54, 220]; H: 70.40838623046875
SENSE daac 7 24-04-2019 07:18:01.571 T: 29.14079856872558 [C]; A:[-30, -8, 232]; H: 71.9876708984375
SENSE daaa 15 24-04-2019 07:18:03.918 T: 30.3887996673584 [C]; A:[-30, 60, 192]; H: 69.897216796875
SENSE daaa 16 24-04-2019 07:18:04.284 T: 30.3887996673584 [C]; A:[-32, 58, 192]; H: 69.927734375
SENSE daaa 17 24-04-2019 07:18:04.593 T: 30.3263988494873 [C]; A:[-26, 56, 196]; H: 69.897216796875
SENSE daaa 18 24-04-2019 07:18:04.948 T: 30.3263988494873 [C]; A:[-28, 54, 194]; H: 69.897216796875
SENSE daaa 19 24-04-2019 07:18:05.303 T: 30.3887996673584 [C]; A:[-30, 54, 194]; H: 69.897216796875
SENSE daad 9 24-04-2019 07:18:02.533 T: 29.95199966430664 [C]; A:[146, 60, 196]; H: 68.5086669921875
SENSE daad 10 24-04-2019 07:18:02.777 T: 29.95199966430664 [C]; A:[152, 58, 204]; H: 68.5086669921875
SENSE daaa 20 24-04-2019 07:18:05.813 T: 30.3887996673584 [C]; A:[-32, 62, 194]; H: 69.927734375
SENSE daaa 21 24-04-2019 07:18:06.168 T: 30.3887996673584 [C]; A:[-30, 56, 192]; H: 69.897216796875
SENSE daad 11 24-04-2019 07:18:03.422 T: 30.0143985748291 [C]; A:[148, 56, 194]; H: 68.50103759765625
SENSE daab 13 24-04-2019 07:18:03.801 T: 30.13919830322265 [C]; A:[-14, -60, 224]; H: 70.37786865234375
SENSE daac 11 24-04-2019 07:18:03.651 T: 29.14079856872558 [C]; A:[-34, -6, 228]; H: 71.9571533203125
SENSE daaa 22 24-04-2019 07:18:06.754 T: 30.3887996673584 [C]; A:[-28, 60, 192]; H: 69.927734375
SENSE daaa 23 24-04-2019 07:18:07.109 T: 30.3887996673584 [C]; A:[-30, 54, 192]; H: 69.86669921875
SENSE daaa 24 24-04-2019 07:18:07.429 T: 30.3263988494873 [C]; A:[-30, 60, 194]; H: 69.897216796875
SENSE daaa 25 24-04-2019 07:18:07.784 T: 30.3263988494873 [C]; A:[-32, 50, 194]; H: 69.897216796875
SENSE daab 17 24-04-2019 07:18:05.552 T: 30.20159912109375 [C]; A:[-16, -64, 216]; H: 70.37786865234375
SENSE daaa 26 24-04-2019 07:18:08.214 T: 30.3887996673584 [C]; A:[-30, 60, 198]; H: 69.90484619140625
SENSE daac 16 24-04-2019 07:18:05.861 T: 29.14079856872558 [C]; A:[-34, -2, 234]; H: 71.9571533203125
SENSE daaa 27 24-04-2019 07:18:08.659 T: 30.3887996673584 [C]; A:[-30, 52, 200]; H: 69.86669921875
SENSE daaa 28 24-04-2019 07:18:09.014 T: 30.3887996673584 [C]; A:[-30, 54, 192]; H: 69.90484619140625
SENSE daaa 29 24-04-2019 07:18:09.369 T: 30.3887996673584 [C]; A:[-30, 56, 192]; H: 69.90484619140625
SENSE daad 18 24-04-2019 07:18:06.575 T: 29.95199966430664 [C]; A:[150, 60, 198]; H: 68.554443359375
SENSE daaa 30 24-04-2019 07:18:09.804 T: 30.3887996673584 [C]; A:[-26, 52, 196]; H: 69.90484619140625
SENSE daac 19 24-04-2019 07:18:07.253 T: 29.14079856872558 [C]; A:[-32, 0, 224]; H: 71.9571533203125
SENSE daad 20 24-04-2019 07:18:07.493 T: 29.95199966430664 [C]; A:[146, 54, 192]; H: 68.554443359375
SENSE daaa 31 24-04-2019 07:18:10.304 T: 30.3263988494873 [C]; A:[-30, 54, 198]; H: 69.897216796875
SENSE daac 20 24-04-2019 07:18:07.947 T: 29.07839965820312 [C]; A:[-38, 0, 230]; H: 71.9571533203125
SENSE daac 21 24-04-2019 07:18:08.301 T: 29.14079856872558 [C]; A:[-40, 0, 226]; H: 71.9571533203125
SENSE daab 23 24-04-2019 07:18:08.542 T: 30.0767993927002 [C]; A:[-22, -58, 220]; H: 70.34735107421875
SENSE daad 21 24-04-2019 07:18:08.185 T: 29.88959884643554 [C]; A:[146, 62, 198]; H: 68.554443359375
SENSE daac 22 24-04-2019 07:18:08.792 T: 29.14079856872558 [C]; A:[-30, -6, 224]; H: 71.9571533203125
SENSE daaa 32 24-04-2019 07:18:11.039 T: 30.3887996673584 [C]; A:[-32, 58, 198]; H: 69.927734375
SENSE daac 23 24-04-2019 07:18:09.219 T: 29.14079856872558 [C]; A:[-38, 0, 236]; H: 71.9571533203125
SENSE daaa 33 24-04-2019 07:18:11.469 T: 30.3887996673584 [C]; A:[-34, 60, 192]; H: 69.897216796875
SENSE daaa 34 24-04-2019 07:18:11.819 T: 30.3887996673584 [C]; A:[-28, 54, 192]; H: 69.897216796875
SENSE daaa 35 24-04-2019 07:18:12.174 T: 30.3887996673584 [C]; A:[-30, 56, 188]; H: 69.927734375
SENSE daaa 36 24-04-2019 07:18:12.539 T: 30.3263988494873 [C]; A:[-30, 54, 188]; H: 69.897216796875
SENSE daab 28 24-04-2019 07:18:10.559 T: 30.20159912109375 [C]; A:[-16, -58, 212]; H: 70.31683349609375
SENSE daaa 37 24-04-2019 07:18:12.970 T: 30.3263988494873 [C]; A:[-32, 58, 194]; H: 69.897216796875
SENSE daaa 38 24-04-2019 07:18:13.325 T: 30.3887996673584 [C]; A:[-30, 56, 196]; H: 69.897216796875
SENSE daac 26 24-04-2019 07:18:10.802 T: 29.07839965820312 [C]; A:[-40, 0, 228]; H: 71.9876708984375
SENSE daaa 39 24-04-2019 07:18:13.755 T: 30.3263988494873 [C]; A:[-28, 60, 196]; H: 69.897216796875
SENSE daad 28 24-04-2019 07:18:11.066 T: 29.88959884643554 [C]; A:[150, 54, 194]; H: 68.554443359375
SENSE daaa 40 24-04-2019 07:18:14.210 T: 30.3887996673584 [C]; A:[-24, 56, 190]; H: 69.897216796875
SENSE daac 27 24-04-2019 07:18:11.560 T: 29.07839965820312 [C]; A:[-36, 0, 234]; H: 71.9876708984375
SENSE daad 29 24-04-2019 07:18:11.805 T: 29.95199966430664 [C]; A:[152, 56, 194]; H: 68.554443359375
SENSE daaa 41 24-04-2019 07:18:14.720 T: 30.3263988494873 [C]; A:[-28, 56, 198]; H: 69.897216796875
SENSE daaa 42 24-04-2019 07:18:15.080 T: 30.3887996673584 [C]; A:[-32, 60, 196]; H: 69.897216796875
SENSE daad 30 24-04-2019 07:18:12.272 T: 29.88959884643554 [C]; A:[148, 62, 190]; H: 68.554443359375
SENSE daaa 43 24-04-2019 07:18:15.460 T: 30.3263988494873 [C]; A:[-34, 56, 194]; H: 69.897216796875
SENSE daaa 44 24-04-2019 07:18:15.825 T: 30.3887996673584 [C]; A:[-36, 62, 192]; H: 69.897216796875
SENSE daad 32 24-04-2019 07:18:13.091 T: 29.88959884643554 [C]; A:[146, 58, 196]; H: 68.5849609375
SENSE daaa 45 24-04-2019 07:18:16.255 T: 30.3263988494873 [C]; A:[-32, 56, 194]; H: 69.897216796875
SENSE daac 32 24-04-2019 07:18:13.680 T: 29.07839965820312 [C]; A:[-32, 0, 226]; H: 72.0181884765625
SENSE daaa 46 24-04-2019 07:18:16.685 T: 30.3887996673584 [C]; A:[-32, 56, 198]; H: 69.92010498046875
SENSE daac 33 24-04-2019 07:18:14.100 T: 29.07839965820312 [C]; A:[-36, -2, 230]; H: 72.0181884765625
SENSE daaa 47 24-04-2019 07:18:17.136 T: 30.3887996673584 [C]; A:[-30, 60, 202]; H: 69.95062255859375
SENSE daaa 48 24-04-2019 07:18:17.500 T: 30.3263988494873 [C]; A:[-28, 58, 192]; H: 69.98114013671875
SENSE daaa 50 24-04-2019 07:18:18.141 T: 30.3887996673584 [C]; A:[-20, 56, 192]; H: 70.0345458984375
SENSE daab 39 24-04-2019 07:18:15.718 T: 30.13919830322265 [C]; A:[-16, -58, 222]; H: 70.2481689453125
SENSE daad 38 24-04-2019 07:18:15.615 T: 29.82719993591308 [C]; A:[146, 58, 194]; H: 68.5849609375
SENSE daaa 51 24-04-2019 07:18:18.606 T: 30.3263988494873 [C]; A:[-32, 62, 192]; H: 70.0650634765625
SENSE daac 37 24-04-2019 07:18:15.964 T: 29.07839965820312 [C]; A:[-36, 0, 224]; H: 72.0487060546875
SENSE daaa 52 24-04-2019 07:18:19.046 T: 30.3263988494873 [C]; A:[-24, 52, 192]; H: 70.0650634765625
SENSE daad 40 24-04-2019 07:18:16.626 T: 29.82719993591308 [C]; A:[146, 62, 196]; H: 68.554443359375
SENSE daaa 53 24-04-2019 07:18:19.481 T: 30.3263988494873 [C]; A:[-32, 60, 192]; H: 70.0955810546875
SENSE daac 40 24-04-2019 07:18:17.225 T: 29.07839965820312 [C]; A:[-38, 0, 230]; H: 72.08685302734375
SENSE daad 41 24-04-2019 07:18:17.090 T: 29.88959884643554 [C]; A:[146, 60, 194]; H: 68.53155517578125
SENSE daad 43 24-04-2019 07:18:18.003 T: 29.88959884643554 [C]; A:[148, 58, 196]; H: 68.50103759765625
SENSE daaa 55 24-04-2019 07:18:20.411 T: 30.3887996673584 [C]; A:[-32, 54, 202]; H: 70.11846923828125
SENSE daaa 56 24-04-2019 07:18:20.766 T: 30.3263988494873 [C]; A:[-32, 56, 200]; H: 70.17950439453125
SENSE daab 45 24-04-2019 07:18:18.868 T: 30.13919830322265 [C]; A:[-18, -60, 220]; H: 70.2481689453125
SENSE daaa 57 24-04-2019 07:18:21.206 T: 30.3263988494873 [C]; A:[-28, 50, 194]; H: 70.17950439453125
SENSE daaa 58 24-04-2019 07:18:21.561 T: 30.3887996673584 [C]; A:[-32, 58, 192]; H: 70.202392578125
SENSE daab 46 24-04-2019 07:18:19.300 T: 30.13919830322265 [C]; A:[-20, -62, 222]; H: 70.2481689453125
SENSE daaa 59 24-04-2019 07:18:21.947 T: 30.3263988494873 [C]; A:[-30, 56, 198]; H: 70.202392578125
SENSE daab 47 24-04-2019 07:18:19.757 T: 30.20159912109375 [C]; A:[-18, -60, 224]; H: 70.2481689453125
SENSE daaa 60 24-04-2019 07:18:22.377 T: 30.3887996673584 [C]; A:[-30, 56, 196]; H: 70.23291015625
SENSE daab 48 24-04-2019 07:18:20.232 T: 30.13919830322265 [C]; A:[-16, -58, 218]; H: 70.2481689453125
SENSE daad 48 24-04-2019 07:18:20.750 T: 29.82719993591308 [C]; A:[144, 64, 194]; H: 68.50103759765625
SENSE daaa 62 24-04-2019 07:18:23.252 T: 30.3887996673584 [C]; A:[-32, 58, 196]; H: 70.23291015625
SENSE daac 47 24-04-2019 07:18:20.981 T: 29.07839965820312 [C]; A:[-36, 0, 228]; H: 72.11737060546875
SENSE daac 48 24-04-2019 07:18:21.343 T: 29.01599884033203 [C]; A:[-36, 0, 234]; H: 72.11737060546875
SENSE daad 49 24-04-2019 07:18:21.226 T: 29.82719993591308 [C]; A:[146, 62, 192]; H: 68.50103759765625
SENSE daaa 63 24-04-2019 07:18:23.827 T: 30.3887996673584 [C]; A:[-28, 54, 192]; H: 70.23291015625
SENSE daab 52 24-04-2019 07:18:22.195 T: 30.13919830322265 [C]; A:[-20, -54, 218]; H: 70.2176513671875
SENSE daaa 64 24-04-2019 07:18:24.262 T: 30.3887996673584 [C]; A:[-26, 52, 194]; H: 70.23291015625
SENSE daaa 65 24-04-2019 07:18:24.637 T: 30.3887996673584 [C]; A:[-30, 58, 194]; H: 70.23291015625
SENSE daab 54 24-04-2019 07:18:22.966 T: 30.13919830322265 [C]; A:[-22, -56, 220]; H: 70.2176513671875
SENSE daaa 66 24-04-2019 07:18:25.092 T: 30.3887996673584 [C]; A:[-30, 58, 190]; H: 70.23291015625
SENSE daaa 67 24-04-2019 07:18:25.407 T: 30.3263988494873 [C]; A:[-28, 58, 192]; H: 70.23291015625
SENSE daab 55 24-04-2019 07:18:23.502 T: 30.13919830322265 [C]; A:[-16, -58, 220]; H: 70.2176513671875
SENSE daaa 69 24-04-2019 07:18:26.157 T: 30.3887996673584 [C]; A:[-26, 64, 192]; H: 70.23291015625
SENSE daac 52 24-04-2019 07:18:23.752 T: 29.07839965820312 [C]; A:[-34, -6, 234]; H: 72.1097412109375
SENSE daaa 70 24-04-2019 07:18:26.608 T: 30.3263988494873 [C]; A:[-36, 60, 192]; H: 70.23291015625
SENSE daab 56 24-04-2019 07:18:24.082 T: 30.20159912109375 [C]; A:[-16, -58, 216]; H: 70.2176513671875
SENSE daaa 71 24-04-2019 07:18:27.063 T: 30.3887996673584 [C]; A:[-32, 54, 176]; H: 70.23291015625
SENSE daaa 72 24-04-2019 07:18:27.378 T: 30.3263988494873 [C]; A:[-30, 60, 192]; H: 70.23291015625
SENSE daab 58 24-04-2019 07:18:24.927 T: 30.13919830322265 [C]; A:[-16, -58, 228]; H: 70.1871337890625
SENSE daaa 73 24-04-2019 07:18:27.813 T: 30.3887996673584 [C]; A:[-30, 58, 198]; H: 70.202392578125
SENSE daaa 74 24-04-2019 07:18:28.168 T: 30.3887996673584 [C]; A:[-30, 60, 194]; H: 70.202392578125
SENSE daaa 75 24-04-2019 07:18:28.533 T: 30.3887996673584 [C]; A:[-32, 58, 192]; H: 70.202392578125
SENSE daab 60 24-04-2019 07:18:25.989 T: 30.20159912109375 [C]; A:[-20, -56, 212]; H: 70.1871337890625
SENSE daaa 76 24-04-2019 07:18:28.918 T: 30.3263988494873 [C]; A:[-24, 56, 194]; H: 70.202392578125
SENSE daab 61 24-04-2019 07:18:26.434 T: 30.13919830322265 [C]; A:[-16, -62, 224]; H: 70.1871337890625
SENSE daaa 77 24-04-2019 07:18:29.358 T: 30.3887996673584 [C]; A:[-32, 64, 192]; H: 70.202392578125
SENSE daab 62 24-04-2019 07:18:26.882 T: 30.13919830322265 [C]; A:[-16, -60, 212]; H: 70.1871337890625
SENSE daad 60 24-04-2019 07:18:26.845 T: 29.82719993591308 [C]; A:[146, 54, 196]; H: 68.5849609375
SENSE daaa 78 24-04-2019 07:18:29.863 T: 30.3263988494873 [C]; A:[-30, 58, 192]; H: 70.202392578125
SENSE daab 63 24-04-2019 07:18:27.633 T: 30.20159912109375 [C]; A:[-20, -60, 216]; H: 70.14898681640625
SENSE daaa 79 24-04-2019 07:18:30.298 T: 30.3263988494873 [C]; A:[-26, 58, 194]; H: 70.202392578125
SENSE daaa 80 24-04-2019 07:18:30.653 T: 30.3887996673584 [C]; A:[-30, 56, 190]; H: 70.21002197265625
SENSE daac 61 24-04-2019 07:18:28.345 T: 29.01599884033203 [C]; A:[-38, 0, 228]; H: 72.1402587890625
SENSE daad 64 24-04-2019 07:18:28.945 T: 29.82719993591308 [C]; A:[146, 56, 192]; H: 68.615478515625
SENSE daab 66 24-04-2019 07:18:29.240 T: 30.13919830322265 [C]; A:[-16, -60, 218]; H: 70.14898681640625
SENSE daab 67 24-04-2019 07:18:29.607 T: 30.20159912109375 [C]; A:[-20, -60, 220]; H: 70.11846923828125
SENSE daaa 83 24-04-2019 07:18:32.003 T: 30.3887996673584 [C]; A:[-32, 54, 194]; H: 70.21002197265625
SENSE daab 68 24-04-2019 07:18:30.119 T: 30.13919830322265 [C]; A:[-18, -64, 216]; H: 70.11846923828125
SENSE daac 65 24-04-2019 07:18:30.383 T: 29.01599884033203 [C]; A:[-34, 0, 222]; H: 72.1402587890625
SENSE daad 67 24-04-2019 07:18:30.624 T: 29.82719993591308 [C]; A:[148, 54, 194]; H: 68.615478515625
SENSE daab 70 24-04-2019 07:18:31.008 T: 30.13919830322265 [C]; A:[-18, -64, 218]; H: 70.11846923828125
SENSE daaa 84 24-04-2019 07:18:32.639 T: 30.3887996673584 [C]; A:[-32, 58, 190]; H: 70.17950439453125
SENSE daad 68 24-04-2019 07:18:31.091 T: 29.82719993591308 [C]; A:[150, 60, 204]; H: 68.615478515625
SENSE daac 67 24-04-2019 07:18:31.316 T: 29.01599884033203 [C]; A:[-40, 0, 224]; H: 72.1402587890625
SENSE daaa 85 24-04-2019 07:18:33.154 T: 30.3887996673584 [C]; A:[-32, 58, 194]; H: 70.17950439453125
SENSE daaa 86 24-04-2019 07:18:33.509 T: 30.3887996673584 [C]; A:[-30, 58, 198]; H: 70.1566162109375
SENSE daad 69 24-04-2019 07:18:31.546 T: 29.82719993591308 [C]; A:[152, 58, 196]; H: 68.615478515625
SENSE daac 68 24-04-2019 07:18:31.790 T: 29.01599884033203 [C]; A:[-40, 0, 226]; H: 72.1402587890625
SENSE daad 70 24-04-2019 07:18:32.035 T: 29.82719993591308 [C]; A:[142, 58, 198]; H: 68.615478515625
SENSE daac 69 24-04-2019 07:18:32.264 T: 29.01599884033203 [C]; A:[-40, 0, 224]; H: 72.1402587890625
SENSE daaa 87 24-04-2019 07:18:34.124 T: 30.3887996673584 [C]; A:[-30, 56, 196]; H: 70.1566162109375
SENSE daaa 88 24-04-2019 07:18:34.479 T: 30.3887996673584 [C]; A:[-30, 62, 194]; H: 70.11846923828125
SENSE daaa 89 24-04-2019 07:18:34.834 T: 30.3263988494873 [C]; A:[-26, 52, 192]; H: 70.11846923828125
SENSE daab 73 24-04-2019 07:18:32.899 T: 30.13919830322265 [C]; A:[-20, -62, 220]; H: 70.11846923828125
SENSE daaa 90 24-04-2019 07:18:35.284 T: 30.3887996673584 [C]; A:[-28, 58, 194]; H: 70.1566162109375
SENSE daaa 91 24-04-2019 07:18:35.604 T: 30.3887996673584 [C]; A:[-28, 54, 192]; H: 70.1566162109375
SENSE daad 72 24-04-2019 07:18:33.375 T: 29.82719993591308 [C]; A:[148, 56, 198]; H: 68.615478515625
SENSE daac 71 24-04-2019 07:18:33.617 T: 29.01599884033203 [C]; A:[-36, 0, 230]; H: 72.1402587890625
SENSE daaa 92 24-04-2019 07:18:36.104 T: 30.3263988494873 [C]; A:[-26, 56, 188]; H: 70.1566162109375
SENSE daad 73 24-04-2019 07:18:33.888 T: 29.82719993591308 [C]; A:[144, 62, 194]; H: 68.64599609375
SENSE daab 76 24-04-2019 07:18:34.730 T: 30.20159912109375 [C]; A:[-16, -60, 216]; H: 70.08795166015625
SENSE daac 72 24-04-2019 07:18:34.591 T: 29.01599884033203 [C]; A:[-36, -8, 224]; H: 72.1402587890625
SENSE daaa 95 24-04-2019 07:18:37.344 T: 30.3887996673584 [C]; A:[-28, 54, 192]; H: 70.1566162109375
SENSE daad 75 24-04-2019 07:18:35.219 T: 29.82719993591308 [C]; A:[148, 54, 194]; H: 68.60784912109375
SENSE daaa 96 24-04-2019 07:18:37.833 T: 30.3887996673584 [C]; A:[-30, 54, 194]; H: 70.1566162109375
SENSE daac 74 24-04-2019 07:18:36.103 T: 29.01599884033203 [C]; A:[-36, 0, 224]; H: 72.1402587890625
SENSE daaa 97 24-04-2019 07:18:38.264 T: 30.3887996673584 [C]; A:[-30, 56, 190]; H: 70.1566162109375
SENSE daab 79 24-04-2019 07:18:36.356 T: 30.20159912109375 [C]; A:[-18, -62, 216]; H: 70.08795166015625
SENSE daaa 98 24-04-2019 07:18:38.709 T: 30.3887996673584 [C]; A:[-30, 54, 192]; H: 70.1260986328125
SENSE daac 75 24-04-2019 07:18:36.602 T: 29.01599884033203 [C]; A:[-34, 0, 228]; H: 72.1707763671875
SENSE daaa 99 24-04-2019 07:18:39.150 T: 30.3887996673584 [C]; A:[-26, 60, 200]; H: 70.1260986328125
SENSE daab 81 24-04-2019 07:18:37.165 T: 30.13919830322265 [C]; A:[-14, -60, 214]; H: 70.08795166015625
SENSE daad 78 24-04-2019 07:18:37.225 T: 29.82719993591308 [C]; A:[146, 58, 194]; H: 68.60784912109375
SENSE daaa 100 24-04-2019 07:18:39.680 T: 30.3887996673584 [C]; A:[-32, 60, 192]; H: 70.1260986328125
SENSE daaa 101 24-04-2019 07:18:40.035 T: 30.3887996673584 [C]; A:[-32, 56, 192]; H: 70.1260986328125
SENSE daac 78 24-04-2019 07:18:37.932 T: 29.01599884033203 [C]; A:[-34, 0, 226]; H: 72.1707763671875
SENSE daaa 102 24-04-2019 07:18:40.465 T: 30.3887996673584 [C]; A:[-32, 58, 192]; H: 70.1260986328125
SENSE daaa 103 24-04-2019 07:18:40.795 T: 30.3887996673584 [C]; A:[-32, 60, 196]; H: 70.1260986328125
SENSE daab 84 24-04-2019 07:18:38.531 T: 30.13919830322265 [C]; A:[-18, -60, 212]; H: 70.05743408203125
SENSE daaa 104 24-04-2019 07:18:41.235 T: 30.3887996673584 [C]; A:[-30, 54, 194]; H: 70.1260986328125
SENSE daab 85 24-04-2019 07:18:38.978 T: 30.13919830322265 [C]; A:[-18, -62, 208]; H: 70.05743408203125
SENSE daaa 105 24-04-2019 07:18:41.680 T: 30.3887996673584 [C]; A:[-28, 56, 196]; H: 70.1260986328125
SENSE daab 86 24-04-2019 07:18:39.423 T: 30.13919830322265 [C]; A:[-24, -56, 220]; H: 70.05743408203125
SENSE daaa 106 24-04-2019 07:18:42.085 T: 30.3887996673584 [C]; A:[-30, 54, 192]; H: 70.1260986328125
SENSE daaa 107 24-04-2019 07:18:42.440 T: 30.3887996673584 [C]; A:[-24, 54, 200]; H: 70.1260986328125
SENSE daaa 108 24-04-2019 07:18:42.795 T: 30.3263988494873 [C]; A:[-26, 54, 196]; H: 70.1260986328125
SENSE daab 88 24-04-2019 07:18:40.334 T: 30.20159912109375 [C]; A:[-16, -60, 224]; H: 70.05743408203125
SENSE daac 84 24-04-2019 07:18:40.595 T: 29.01599884033203 [C]; A:[-32, 0, 224]; H: 72.2012939453125
SENSE daaa 109 24-04-2019 07:18:43.310 T: 30.3887996673584 [C]; A:[-28, 54, 188]; H: 70.10321044921875
SENSE daab 89 24-04-2019 07:18:41.058 T: 30.20159912109375 [C]; A:[-16, -64, 220]; H: 70.05743408203125
SENSE daaa 110 24-04-2019 07:18:43.740 T: 30.3887996673584 [C]; A:[-30, 56, 198]; H: 70.10321044921875
SENSE daab 90 24-04-2019 07:18:41.498 T: 30.20159912109375 [C]; A:[-14, -64, 216]; H: 70.02691650390625
SENSE daaa 111 24-04-2019 07:18:44.175 T: 30.3887996673584 [C]; A:[-26, 52, 194]; H: 70.10321044921875
SENSE daaa 112 24-04-2019 07:18:44.531 T: 30.3887996673584 [C]; A:[-30, 58, 188]; H: 70.10321044921875
SENSE daaa 113 24-04-2019 07:18:44.891 T: 30.3887996673584 [C]; A:[-30, 54, 196]; H: 70.10321044921875
SENSE daac 87 24-04-2019 07:18:42.542 T: 29.01599884033203 [C]; A:[-36, 0, 234]; H: 72.2012939453125
SENSE daad 89 24-04-2019 07:18:42.779 T: 29.82719993591308 [C]; A:[144, 56, 194]; H: 68.6612548828125
SENSE daab 93 24-04-2019 07:18:43.148 T: 30.20159912109375 [C]; A:[-12, -62, 218]; H: 70.02691650390625
SENSE daaa 114 24-04-2019 07:18:45.486 T: 30.3887996673584 [C]; A:[-26, 52, 190]; H: 70.10321044921875
SENSE daaa 115 24-04-2019 07:18:45.841 T: 30.3887996673584 [C]; A:[-30, 54, 192]; H: 70.10321044921875
SENSE daab 94 24-04-2019 07:18:43.565 T: 30.20159912109375 [C]; A:[-18, -58, 210]; H: 70.02691650390625
SENSE daaa 116 24-04-2019 07:18:46.266 T: 30.3887996673584 [C]; A:[-28, 52, 192]; H: 70.07269287109375
SENSE daab 95 24-04-2019 07:18:44.002 T: 30.20159912109375 [C]; A:[-18, -60, 216]; H: 70.02691650390625
SENSE daaa 117 24-04-2019 07:18:46.706 T: 30.3887996673584 [C]; A:[-28, 56, 192]; H: 70.07269287109375
SENSE daaa 118 24-04-2019 07:18:47.061 T: 30.3887996673584 [C]; A:[-32, 54, 190]; H: 70.07269287109375
SENSE daad 94 24-04-2019 07:18:44.858 T: 29.82719993591308 [C]; A:[144, 60, 192]; H: 68.6917724609375
SENSE daaa 119 24-04-2019 07:18:47.501 T: 30.3887996673584 [C]; A:[-32, 54, 192]; H: 70.07269287109375
SENSE daab 98 24-04-2019 07:18:45.208 T: 30.20159912109375 [C]; A:[-20, -56, 218]; H: 70.02691650390625
SENSE daaa 120 24-04-2019 07:18:47.926 T: 30.3887996673584 [C]; A:[-26, 56, 190]; H: 70.07269287109375
SENSE daaa 121 24-04-2019 07:18:48.281 T: 30.3887996673584 [C]; A:[-30, 56, 192]; H: 70.07269287109375
SENSE daab 100 24-04-2019 07:18:46.095 T: 30.13919830322265 [C]; A:[-14, -64, 222]; H: 69.98876953125
SENSE daac 94 24-04-2019 07:18:45.964 T: 29.01599884033203 [C]; A:[-38, 0, 228]; H: 72.23944091796875
SENSE daac 95 24-04-2019 07:18:46.337 T: 29.01599884033203 [C]; A:[-34, 0, 232]; H: 72.26995849609375
SENSE daaa 122 24-04-2019 07:18:48.866 T: 30.3887996673584 [C]; A:[-28, 56, 192]; H: 70.07269287109375
SENSE daad 97 24-04-2019 07:18:46.579 T: 29.82719993591308 [C]; A:[146, 56, 198]; H: 68.6917724609375
SENSE daaa 123 24-04-2019 07:18:49.348 T: 30.3887996673584 [C]; A:[-30, 52, 188]; H: 70.07269287109375
SENSE daad 98 24-04-2019 07:18:47.084 T: 29.82719993591308 [C]; A:[150, 60, 192]; H: 68.6917724609375
