SENSE daaa 1 25-04-2019 05:08:09.159 T: 28.82879829406738 [C]; A:[152, -6, 176]; H: 70.25579833984375
SENSE daab 14 25-04-2019 05:08:18.011 T: 30.3887996673584 [C]; A:[26, 22, 236]; H: 66.0367431640625
SENSE daab 15 25-04-2019 05:08:18.437 T: 30.45119857788085 [C]; A:[28, 24, 238]; H: 66.0367431640625
SENSE daad 5 25-04-2019 05:08:18.359 T: 26.83199882507324 [C]; A:[-16, -12, 228]; H: 73.13970947265625
SENSE daab 16 25-04-2019 05:08:18.888 T: 30.45119857788085 [C]; A:[24, 26, 236]; H: 66.0367431640625
SENSE daab 17 25-04-2019 05:08:19.308 T: 30.45119857788085 [C]; A:[24, 22, 236]; H: 66.0062255859375
SENSE daad 6 25-04-2019 05:08:19.233 T: 26.83199882507324 [C]; A:[-8, -10, 232]; H: 73.1778564453125
SENSE daaa 15 25-04-2019 05:08:19.931 T: 28.95359992980957 [C]; A:[148, -6, 174]; H: 70.25579833984375
SENSE daab 18 25-04-2019 05:08:19.733 T: 30.45119857788085 [C]; A:[30, 16, 228]; H: 66.0062255859375
SENSE daaa 16 25-04-2019 05:08:20.360 T: 28.89119911193847 [C]; A:[150, -4, 168]; H: 70.22528076171875
SENSE daaa 17 25-04-2019 05:08:20.785 T: 28.95359992980957 [C]; A:[152, -4, 174]; H: 70.22528076171875
SENSE daab 19 25-04-2019 05:08:20.706 T: 30.45119857788085 [C]; A:[26, 22, 232]; H: 65.9757080078125
SENSE daaa 18 25-04-2019 05:08:21.251 T: 28.82879829406738 [C]; A:[158, -8, 172]; H: 70.22528076171875
SENSE daaa 19 25-04-2019 05:08:21.673 T: 28.89119911193847 [C]; A:[152, -6, 182]; H: 70.22528076171875
SENSE daab 20 25-04-2019 05:08:21.592 T: 30.45119857788085 [C]; A:[30, 16, 234]; H: 65.9451904296875
SENSE daaa 20 25-04-2019 05:08:22.108 T: 28.95359992980957 [C]; A:[152, -8, 178]; H: 70.22528076171875
SENSE daaa 21 25-04-2019 05:08:22.527 T: 28.89119911193847 [C]; A:[162, -8, 178]; H: 70.19476318359375
SENSE daab 21 25-04-2019 05:08:22.448 T: 30.45119857788085 [C]; A:[24, 18, 230]; H: 65.9146728515625
SENSE daaa 22 25-04-2019 05:08:22.961 T: 28.95359992980957 [C]; A:[152, -8, 166]; H: 70.19476318359375
SENSE daaa 23 25-04-2019 05:08:23.406 T: 28.95359992980957 [C]; A:[152, -6, 170]; H: 70.19476318359375
SENSE daab 22 25-04-2019 05:08:23.323 T: 30.51359939575195 [C]; A:[28, 18, 234]; H: 65.8841552734375
SENSE daaa 24 25-04-2019 05:08:23.865 T: 28.89119911193847 [C]; A:[152, -8, 180]; H: 70.19476318359375
SENSE daaa 25 25-04-2019 05:08:24.279 T: 28.95359992980957 [C]; A:[152, -6, 174]; H: 70.19476318359375
SENSE daab 23 25-04-2019 05:08:24.199 T: 30.45119857788085 [C]; A:[24, 16, 238]; H: 65.8536376953125
SENSE daaa 26 25-04-2019 05:08:24.709 T: 28.95359992980957 [C]; A:[150, -4, 176]; H: 70.19476318359375
SENSE daaa 27 25-04-2019 05:08:25.081 T: 28.95359992980957 [C]; A:[150, -8, 174]; H: 70.19476318359375
SENSE daaa 28 25-04-2019 05:08:25.433 T: 28.95359992980957 [C]; A:[154, -12, 180]; H: 70.19476318359375
SENSE daaa 29 25-04-2019 05:08:25.789 T: 28.95359992980957 [C]; A:[156, -10, 178]; H: 70.19476318359375
SENSE daaa 30 25-04-2019 05:08:26.137 T: 28.95359992980957 [C]; A:[150, -6, 176]; H: 70.19476318359375
SENSE daaa 31 25-04-2019 05:08:26.504 T: 28.95359992980957 [C]; A:[152, -8, 178]; H: 70.19476318359375
SENSE daaa 32 25-04-2019 05:08:26.851 T: 28.89119911193847 [C]; A:[156, -8, 168]; H: 70.19476318359375
SENSE daaa 33 25-04-2019 05:08:27.194 T: 28.95359992980957 [C]; A:[152, 0, 180]; H: 70.19476318359375
SENSE daaa 34 25-04-2019 05:08:27.562 T: 28.95359992980957 [C]; A:[156, -10, 168]; H: 70.19476318359375
SENSE daaa 35 25-04-2019 05:08:27.909 T: 28.95359992980957 [C]; A:[150, 0, 180]; H: 70.19476318359375
SENSE daaa 36 25-04-2019 05:08:28.276 T: 29.01599884033203 [C]; A:[152, -6, 178]; H: 70.19476318359375
SENSE daaa 37 25-04-2019 05:08:28.609 T: 28.95359992980957 [C]; A:[156, -10, 180]; H: 70.19476318359375
SENSE daaa 38 25-04-2019 05:08:28.966 T: 28.95359992980957 [C]; A:[156, -10, 166]; H: 70.16424560546875
SENSE daac 1 25-04-2019 05:08:09.591 T: 26.76959991455078 [C]; A:[10, -40, 252]; H: 73.29229736328125
SENSE daad 7 25-04-2019 05:08:29.553 T: 26.76959991455078 [C]; A:[-16, -12, 228]; H: 73.2694091796875
SENSE daac 2 25-04-2019 05:08:30.099 T: 26.89439964294433 [C]; A:[4, -38, 246]; H: 73.1473388671875
SENSE daac 3 25-04-2019 05:08:30.542 T: 26.89439964294433 [C]; A:[6, -36, 242]; H: 73.1473388671875
SENSE daad 8 25-04-2019 05:08:30.471 T: 26.83199882507324 [C]; A:[-12, -12, 226]; H: 73.2694091796875
SENSE daac 4 25-04-2019 05:08:31.049 T: 26.89439964294433 [C]; A:[6, -38, 254]; H: 73.1473388671875
SENSE daac 5 25-04-2019 05:08:31.482 T: 26.89439964294433 [C]; A:[4, -44, 244]; H: 73.1473388671875
SENSE daad 9 25-04-2019 05:08:31.405 T: 26.83199882507324 [C]; A:[-16, -8, 230]; H: 73.2388916015625
SENSE daac 6 25-04-2019 05:08:31.970 T: 26.89439964294433 [C]; A:[2, -36, 248]; H: 73.12445068359375
SENSE daac 7 25-04-2019 05:08:32.413 T: 26.83199882507324 [C]; A:[6, -38, 242]; H: 73.12445068359375
SENSE daaa 39 25-04-2019 05:08:33.995 T: 28.95359992980957 [C]; A:[156, -8, 174]; H: 70.11083984375
SENSE daaa 40 25-04-2019 05:08:34.322 T: 28.95359992980957 [C]; A:[154, -8, 178]; H: 70.11083984375
SENSE daaa 41 25-04-2019 05:08:34.695 T: 29.01599884033203 [C]; A:[154, -10, 180]; H: 70.07269287109375
SENSE daaa 42 25-04-2019 05:08:35.027 T: 29.01599884033203 [C]; A:[154, -8, 172]; H: 70.07269287109375
SENSE daaa 43 25-04-2019 05:08:35.379 T: 28.95359992980957 [C]; A:[150, -12, 172]; H: 70.04217529296875
SENSE daaa 44 25-04-2019 05:08:35.727 T: 28.95359992980957 [C]; A:[154, -10, 172]; H: 70.04217529296875
SENSE daaa 45 25-04-2019 05:08:36.084 T: 28.95359992980957 [C]; A:[156, -8, 170]; H: 70.04217529296875
SENSE daaa 46 25-04-2019 05:08:36.441 T: 28.95359992980957 [C]; A:[154, -10, 166]; H: 70.01165771484375
SENSE daaa 47 25-04-2019 05:08:36.805 T: 29.01599884033203 [C]; A:[148, -4, 178]; H: 69.98114013671875
SENSE daaa 48 25-04-2019 05:08:37.156 T: 29.01599884033203 [C]; A:[152, 0, 176]; H: 69.95062255859375
SENSE daaa 49 25-04-2019 05:08:37.499 T: 28.95359992980957 [C]; A:[154, -4, 178]; H: 69.9124755859375
SENSE daaa 50 25-04-2019 05:08:37.947 T: 28.95359992980957 [C]; A:[158, -8, 174]; H: 69.8819580078125
SENSE daaa 51 25-04-2019 05:08:38.376 T: 28.95359992980957 [C]; A:[158, -4, 172]; H: 69.8514404296875
SENSE daac 8 25-04-2019 05:08:38.296 T: 26.89439964294433 [C]; A:[4, -40, 242]; H: 72.9794921875
SENSE daaa 52 25-04-2019 05:08:38.822 T: 29.01599884033203 [C]; A:[156, -8, 176]; H: 69.8209228515625
SENSE daaa 53 25-04-2019 05:08:39.240 T: 29.01599884033203 [C]; A:[148, -8, 168]; H: 69.8209228515625
SENSE daaa 54 25-04-2019 05:08:39.674 T: 28.95359992980957 [C]; A:[154, -4, 178]; H: 69.78277587890625
SENSE daaa 55 25-04-2019 05:08:40.103 T: 28.95359992980957 [C]; A:[150, 0, 174]; H: 69.75225830078125
SENSE daab 24 25-04-2019 05:08:40.029 T: 30.51359939575195 [C]; A:[28, 22, 232]; H: 67.0133056640625
SENSE daaa 56 25-04-2019 05:08:40.553 T: 28.95359992980957 [C]; A:[154, -6, 172]; H: 69.72174072265625
SENSE daaa 57 25-04-2019 05:08:40.972 T: 28.95359992980957 [C]; A:[152, -8, 166]; H: 69.72174072265625
SENSE daab 25 25-04-2019 05:08:40.896 T: 30.51359939575195 [C]; A:[26, 22, 238]; H: 66.74627685546875
SENSE daaa 58 25-04-2019 05:08:41.422 T: 28.95359992980957 [C]; A:[154, -12, 176]; H: 69.69122314453125
SENSE daaa 59 25-04-2019 05:08:41.851 T: 28.95359992980957 [C]; A:[154, -8, 176]; H: 69.66070556640625
SENSE daab 26 25-04-2019 05:08:41.775 T: 30.51359939575195 [C]; A:[24, 22, 228]; H: 66.540283203125
SENSE daaa 60 25-04-2019 05:08:42.290 T: 28.95359992980957 [C]; A:[150, -4, 168]; H: 69.66070556640625
SENSE daad 10 25-04-2019 05:08:32.338 T: 26.76959991455078 [C]; A:[-16, -6, 232]; H: 73.2388916015625
SENSE daab 27 25-04-2019 05:08:42.646 T: 30.51359939575195 [C]; A:[30, 20, 232]; H: 66.357177734375
SENSE daab 28 25-04-2019 05:08:43.064 T: 30.51359939575195 [C]; A:[24, 20, 228]; H: 66.30377197265625
SENSE daad 11 25-04-2019 05:08:42.986 T: 26.83199882507324 [C]; A:[-14, -12, 230]; H: 73.04815673828125
SENSE daab 29 25-04-2019 05:08:43.503 T: 30.51359939575195 [C]; A:[30, 16, 230]; H: 66.24273681640625
SENSE daab 30 25-04-2019 05:08:43.925 T: 30.51359939575195 [C]; A:[30, 20, 240]; H: 66.18170166015625
SENSE daad 12 25-04-2019 05:08:43.850 T: 26.83199882507324 [C]; A:[-12, -10, 230]; H: 73.04815673828125
SENSE daab 31 25-04-2019 05:08:44.364 T: 30.51359939575195 [C]; A:[30, 24, 230]; H: 66.12066650390625
SENSE daab 32 25-04-2019 05:08:44.780 T: 30.51359939575195 [C]; A:[28, 22, 232]; H: 66.09014892578125
SENSE daad 13 25-04-2019 05:08:44.705 T: 26.83199882507324 [C]; A:[-18, -4, 230]; H: 73.04815673828125
SENSE daab 33 25-04-2019 05:08:45.210 T: 30.45119857788085 [C]; A:[26, 18, 236]; H: 66.05963134765625
SENSE daab 34 25-04-2019 05:08:45.626 T: 30.51359939575195 [C]; A:[24, 22, 232]; H: 66.0062255859375
SENSE daad 14 25-04-2019 05:08:45.559 T: 26.83199882507324 [C]; A:[-14, -12, 234]; H: 73.010009765625
SENSE daab 35 25-04-2019 05:08:46.071 T: 30.51359939575195 [C]; A:[26, 22, 234]; H: 66.0062255859375
SENSE daab 36 25-04-2019 05:08:46.505 T: 30.51359939575195 [C]; A:[32, 20, 228]; H: 65.9757080078125
SENSE daad 15 25-04-2019 05:08:46.433 T: 26.83199882507324 [C]; A:[-14, -12, 230]; H: 73.010009765625
SENSE daab 37 25-04-2019 05:08:46.931 T: 30.51359939575195 [C]; A:[28, 20, 230]; H: 65.9451904296875
SENSE daaa 61 25-04-2019 05:08:47.367 T: 28.95359992980957 [C]; A:[154, -10, 174]; H: 69.5615234375
SENSE daab 38 25-04-2019 05:08:47.347 T: 30.45119857788085 [C]; A:[28, 22, 234]; H: 65.9146728515625
SENSE daaa 62 25-04-2019 05:08:47.815 T: 28.95359992980957 [C]; A:[156, -10, 178]; H: 69.5615234375
SENSE daaa 63 25-04-2019 05:08:48.244 T: 28.95359992980957 [C]; A:[150, -4, 170]; H: 69.5615234375
SENSE daab 39 25-04-2019 05:08:48.163 T: 30.45119857788085 [C]; A:[24, 22, 230]; H: 65.8841552734375
SENSE daaa 64 25-04-2019 05:08:48.683 T: 29.01599884033203 [C]; A:[152, -8, 172]; H: 69.5615234375
SENSE daaa 65 25-04-2019 05:08:49.123 T: 28.95359992980957 [C]; A:[154, -6, 178]; H: 69.5615234375
SENSE daab 40 25-04-2019 05:08:49.030 T: 30.45119857788085 [C]; A:[26, 20, 234]; H: 65.8536376953125
SENSE daac 9 25-04-2019 05:08:39.157 T: 26.89439964294433 [C]; A:[6, -38, 244]; H: 72.9794921875
SENSE daab 41 25-04-2019 05:08:49.661 T: 30.45119857788085 [C]; A:[30, 20, 222]; H: 65.8231201171875
SENSE daab 42 25-04-2019 05:08:50.088 T: 30.45119857788085 [C]; A:[26, 18, 232]; H: 65.7620849609375
SENSE daac 10 25-04-2019 05:08:50.018 T: 26.9567985534668 [C]; A:[8, -40, 242]; H: 72.79638671875
SENSE daab 43 25-04-2019 05:08:50.533 T: 30.3887996673584 [C]; A:[24, 22, 230]; H: 65.7620849609375
SENSE daab 44 25-04-2019 05:08:50.949 T: 30.45119857788085 [C]; A:[22, 20, 234]; H: 65.7620849609375
SENSE daac 11 25-04-2019 05:08:50.878 T: 26.9567985534668 [C]; A:[4, -32, 244]; H: 72.71246337890625
SENSE daab 45 25-04-2019 05:08:51.395 T: 30.45119857788085 [C]; A:[26, 22, 232]; H: 65.7620849609375
SENSE daab 46 25-04-2019 05:08:51.825 T: 30.45119857788085 [C]; A:[22, 20, 230]; H: 65.7926025390625
SENSE daac 12 25-04-2019 05:08:51.750 T: 26.9567985534668 [C]; A:[8, -38, 242]; H: 72.6590576171875
SENSE daab 47 25-04-2019 05:08:52.269 T: 30.45119857788085 [C]; A:[26, 24, 230]; H: 65.7926025390625
SENSE daad 16 25-04-2019 05:08:47.277 T: 26.83199882507324 [C]; A:[-14, -10, 224]; H: 73.010009765625
SENSE daab 48 25-04-2019 05:08:52.703 T: 30.51359939575195 [C]; A:[22, 24, 230]; H: 65.7926025390625
SENSE daab 49 25-04-2019 05:08:53.142 T: 30.45119857788085 [C]; A:[24, 24, 232]; H: 65.8231201171875
SENSE daad 17 25-04-2019 05:08:53.068 T: 26.89439964294433 [C]; A:[-16, -8, 236]; H: 72.9794921875
SENSE daab 50 25-04-2019 05:08:53.583 T: 30.51359939575195 [C]; A:[32, 24, 228]; H: 65.8231201171875
SENSE daaa 66 25-04-2019 05:08:54.138 T: 28.95359992980957 [C]; A:[152, -8, 178]; H: 69.50048828125
SENSE daab 51 25-04-2019 05:08:53.999 T: 30.45119857788085 [C]; A:[28, 22, 236]; H: 65.8231201171875
SENSE daad 18 25-04-2019 05:08:53.927 T: 26.83199882507324 [C]; A:[-10, -8, 224]; H: 72.9794921875
SENSE daab 52 25-04-2019 05:08:54.651 T: 30.45119857788085 [C]; A:[26, 22, 232]; H: 65.7926025390625
SENSE daab 53 25-04-2019 05:08:55.077 T: 30.51359939575195 [C]; A:[30, 22, 230]; H: 65.7926025390625
SENSE daad 19 25-04-2019 05:08:55.006 T: 26.89439964294433 [C]; A:[-16, -12, 230]; H: 72.9794921875
SENSE daab 54 25-04-2019 05:08:55.513 T: 30.51359939575195 [C]; A:[24, 22, 224]; H: 65.7620849609375
SENSE daab 55 25-04-2019 05:08:55.935 T: 30.45119857788085 [C]; A:[24, 18, 238]; H: 65.73919677734375
SENSE daad 20 25-04-2019 05:08:55.864 T: 26.89439964294433 [C]; A:[-14, -12, 228]; H: 72.9794921875
SENSE daab 56 25-04-2019 05:08:56.359 T: 30.51359939575195 [C]; A:[26, 24, 230]; H: 65.73919677734375
SENSE daab 57 25-04-2019 05:08:56.775 T: 30.51359939575195 [C]; A:[28, 16, 232]; H: 65.73919677734375
SENSE daad 21 25-04-2019 05:08:56.703 T: 26.83199882507324 [C]; A:[-16, -10, 226]; H: 72.948974609375
SENSE daac 13 25-04-2019 05:08:57.334 T: 26.9567985534668 [C]; A:[8, -42, 246]; H: 72.521728515625
SENSE daac 14 25-04-2019 05:08:57.752 T: 26.9567985534668 [C]; A:[6, -40, 242]; H: 72.521728515625
SENSE daad 22 25-04-2019 05:08:57.677 T: 26.89439964294433 [C]; A:[-16, -14, 226]; H: 72.98712158203125
SENSE daac 15 25-04-2019 05:08:58.235 T: 27.0191993713379 [C]; A:[2, -38, 242]; H: 72.521728515625
SENSE daac 16 25-04-2019 05:08:58.663 T: 26.9567985534668 [C]; A:[2, -40, 244]; H: 72.521728515625
SENSE daad 23 25-04-2019 05:08:58.581 T: 26.89439964294433 [C]; A:[-8, -8, 228]; H: 72.948974609375
SENSE daaa 67 25-04-2019 05:08:59.345 T: 28.95359992980957 [C]; A:[154, -8, 182]; H: 69.43182373046875
SENSE daac 17 25-04-2019 05:08:59.165 T: 26.9567985534668 [C]; A:[2, -32, 244]; H: 72.54461669921875
SENSE daaa 68 25-04-2019 05:08:59.808 T: 28.95359992980957 [C]; A:[152, -6, 180]; H: 69.43182373046875
SENSE daaa 69 25-04-2019 05:09:00.222 T: 28.95359992980957 [C]; A:[152, -8, 168]; H: 69.43182373046875
SENSE daac 18 25-04-2019 05:09:00.141 T: 26.9567985534668 [C]; A:[6, -36, 246]; H: 72.54461669921875
SENSE daaa 70 25-04-2019 05:09:00.657 T: 29.01599884033203 [C]; A:[152, -8, 178]; H: 69.43182373046875
SENSE daaa 71 25-04-2019 05:09:01.071 T: 28.95359992980957 [C]; A:[152, 0, 178]; H: 69.43182373046875
SENSE daac 19 25-04-2019 05:09:00.992 T: 26.9567985534668 [C]; A:[6, -40, 246]; H: 72.521728515625
SENSE daaa 72 25-04-2019 05:09:01.517 T: 29.01599884033203 [C]; A:[152, -8, 176]; H: 69.43182373046875
SENSE daab 58 25-04-2019 05:09:02.044 T: 30.51359939575195 [C]; A:[28, 18, 238]; H: 65.64764404296875
SENSE daac 20 25-04-2019 05:09:01.868 T: 26.9567985534668 [C]; A:[6, -40, 242]; H: 72.521728515625
SENSE daab 59 25-04-2019 05:09:02.478 T: 30.51359939575195 [C]; A:[28, 22, 226]; H: 65.64764404296875
SENSE daab 60 25-04-2019 05:09:02.893 T: 30.51359939575195 [C]; A:[28, 20, 232]; H: 65.64764404296875
SENSE daac 21 25-04-2019 05:09:02.819 T: 27.0191993713379 [C]; A:[8, -40, 248]; H: 72.521728515625
SENSE daab 61 25-04-2019 05:09:03.344 T: 30.51359939575195 [C]; A:[26, 22, 228]; H: 65.64764404296875
SENSE daab 62 25-04-2019 05:09:03.760 T: 30.51359939575195 [C]; A:[24, 20, 230]; H: 65.61712646484375
SENSE daac 22 25-04-2019 05:09:03.685 T: 26.9567985534668 [C]; A:[4, -40, 242]; H: 72.4912109375
SENSE daab 63 25-04-2019 05:09:04.204 T: 30.51359939575195 [C]; A:[24, 20, 226]; H: 65.61712646484375
SENSE daab 64 25-04-2019 05:09:04.621 T: 30.51359939575195 [C]; A:[24, 24, 228]; H: 65.61712646484375
SENSE daad 24 25-04-2019 05:08:59.524 T: 26.89439964294433 [C]; A:[-10, -8, 228]; H: 72.98712158203125
SENSE daab 65 25-04-2019 05:09:05.125 T: 30.51359939575195 [C]; A:[28, 18, 230]; H: 65.61712646484375
SENSE daab 66 25-04-2019 05:09:05.541 T: 30.51359939575195 [C]; A:[24, 26, 230]; H: 65.61712646484375
SENSE daab 67 25-04-2019 05:09:05.884 T: 30.45119857788085 [C]; A:[30, 14, 236]; H: 65.61712646484375
SENSE daab 68 25-04-2019 05:09:06.228 T: 30.51359939575195 [C]; A:[26, 22, 228]; H: 65.61712646484375
SENSE daaa 73 25-04-2019 05:09:06.653 T: 28.95359992980957 [C]; A:[154, -6, 180]; H: 69.40130615234375
SENSE daab 69 25-04-2019 05:09:06.571 T: 30.51359939575195 [C]; A:[28, 20, 222]; H: 65.58660888671875
SENSE daaa 74 25-04-2019 05:09:07.111 T: 28.95359992980957 [C]; A:[156, -10, 172]; H: 69.40130615234375
SENSE daaa 75 25-04-2019 05:09:07.540 T: 29.01599884033203 [C]; A:[160, -8, 168]; H: 69.40130615234375
SENSE daab 70 25-04-2019 05:09:07.461 T: 30.51359939575195 [C]; A:[28, 18, 232]; H: 65.58660888671875
SENSE daaa 76 25-04-2019 05:09:07.990 T: 28.95359992980957 [C]; A:[156, -8, 176]; H: 69.37078857421875
SENSE daaa 77 25-04-2019 05:09:08.419 T: 28.95359992980957 [C]; A:[152, -4, 172]; H: 69.37078857421875
SENSE daab 71 25-04-2019 05:09:08.338 T: 30.51359939575195 [C]; A:[28, 20, 230]; H: 65.58660888671875
SENSE daaa 78 25-04-2019 05:09:08.868 T: 29.01599884033203 [C]; A:[150, -6, 178]; H: 69.37078857421875
SENSE daaa 79 25-04-2019 05:09:09.283 T: 29.01599884033203 [C]; A:[150, -6, 176]; H: 69.37078857421875
SENSE daab 72 25-04-2019 05:09:09.208 T: 30.51359939575195 [C]; A:[28, 20, 232]; H: 65.58660888671875
SENSE daaa 80 25-04-2019 05:09:09.717 T: 29.01599884033203 [C]; A:[158, -6, 176]; H: 69.37078857421875
SENSE daaa 81 25-04-2019 05:09:10.147 T: 29.01599884033203 [C]; A:[154, -8, 176]; H: 69.37078857421875
SENSE daab 73 25-04-2019 05:09:10.073 T: 30.51359939575195 [C]; A:[26, 22, 230]; H: 65.58660888671875
SENSE daaa 82 25-04-2019 05:09:10.591 T: 28.95359992980957 [C]; A:[154, -8, 172]; H: 69.37078857421875
SENSE daad 25 25-04-2019 05:09:05.464 T: 26.89439964294433 [C]; A:[-16, -8, 232]; H: 72.89556884765625
SENSE daaa 83 25-04-2019 05:09:11.038 T: 29.01599884033203 [C]; A:[154, -8, 174]; H: 69.37078857421875
SENSE daaa 84 25-04-2019 05:09:11.462 T: 28.95359992980957 [C]; A:[152, -14, 168]; H: 69.37078857421875
SENSE daad 26 25-04-2019 05:09:11.383 T: 26.9567985534668 [C]; A:[-14, -8, 226]; H: 72.857421875
SENSE daad 27 25-04-2019 05:09:11.910 T: 26.9567985534668 [C]; A:[-12, -8, 232]; H: 72.857421875
SENSE daad 28 25-04-2019 05:09:12.377 T: 26.9567985534668 [C]; A:[-16, -8, 226]; H: 72.857421875
SENSE daad 29 25-04-2019 05:09:12.823 T: 26.89439964294433 [C]; A:[-12, -10, 228]; H: 72.826904296875
SENSE daad 30 25-04-2019 05:09:13.280 T: 26.9567985534668 [C]; A:[-14, -6, 232]; H: 72.826904296875
SENSE daad 31 25-04-2019 05:09:13.737 T: 26.9567985534668 [C]; A:[-12, -8, 228]; H: 72.79638671875
SENSE daad 32 25-04-2019 05:09:14.195 T: 26.9567985534668 [C]; A:[-14, -6, 226]; H: 72.79638671875
SENSE daad 33 25-04-2019 05:09:14.651 T: 26.9567985534668 [C]; A:[-16, -6, 226]; H: 72.79638671875
SENSE daab 74 25-04-2019 05:09:15.268 T: 30.57599830627441 [C]; A:[24, 18, 238]; H: 65.55609130859375
SENSE daad 34 25-04-2019 05:09:15.088 T: 26.9567985534668 [C]; A:[-16, -8, 236]; H: 72.79638671875
SENSE daab 75 25-04-2019 05:09:15.717 T: 30.57599830627441 [C]; A:[26, 20, 236]; H: 65.55609130859375
SENSE daad 35 25-04-2019 05:09:16.066 T: 26.9567985534668 [C]; A:[-16, -8, 230]; H: 72.765869140625
SENSE daaa 85 25-04-2019 05:09:16.592 T: 28.95359992980957 [C]; A:[154, -12, 176]; H: 69.37078857421875
SENSE daaa 86 25-04-2019 05:09:16.974 T: 29.01599884033203 [C]; A:[154, -10, 168]; H: 69.3326416015625
SENSE daaa 87 25-04-2019 05:09:17.326 T: 29.01599884033203 [C]; A:[156, -12, 172]; H: 69.37078857421875
SENSE daaa 88 25-04-2019 05:09:17.659 T: 29.01599884033203 [C]; A:[154, -8, 174]; H: 69.37078857421875
SENSE daaa 89 25-04-2019 05:09:18.011 T: 29.01599884033203 [C]; A:[150, -6, 170]; H: 69.3326416015625
SENSE daaa 90 25-04-2019 05:09:18.348 T: 29.01599884033203 [C]; A:[152, -6, 174]; H: 69.3326416015625
SENSE daaa 91 25-04-2019 05:09:18.701 T: 28.95359992980957 [C]; A:[154, -8, 176]; H: 69.3326416015625
