SENSE daaa 1 24-04-2019 06:55:36.336 T: 30.82559967041015 [C]; A:[-36, 62, 200]; H: 68.737548828125
SENSE daab 31 24-04-2019 06:55:53.035 T: 29.95199966430664 [C]; A:[-14, -58, 218]; H: 70.86614990234375
SENSE daaa 48 24-04-2019 06:55:55.697 T: 30.82559967041015 [C]; A:[-28, 56, 214]; H: 68.676513671875
SENSE daaa 49 24-04-2019 06:55:56.067 T: 30.82559967041015 [C]; A:[-28, 58, 198]; H: 68.676513671875
SENSE daab 32 24-04-2019 06:55:53.547 T: 29.88959884643554 [C]; A:[-16, -56, 214]; H: 70.86614990234375
SENSE daac 29 24-04-2019 06:55:53.791 T: 28.2047996520996 [C]; A:[-28, 0, 228]; H: 74.963134765625
SENSE daad 29 24-04-2019 06:55:54.032 T: 28.51679992675781 [C]; A:[152, 56, 202]; H: 72.69720458984375
SENSE daaa 50 24-04-2019 06:55:56.682 T: 30.82559967041015 [C]; A:[-30, 56, 192]; H: 68.64599609375
SENSE daac 30 24-04-2019 06:55:54.261 T: 28.2047996520996 [C]; A:[-30, 0, 228]; H: 74.902099609375
SENSE daaa 51 24-04-2019 06:55:57.112 T: 30.82559967041015 [C]; A:[-32, 50, 200]; H: 68.64599609375
SENSE daab 35 24-04-2019 06:55:55.087 T: 29.88959884643554 [C]; A:[-16, -58, 220]; H: 70.86614990234375
SENSE daaa 52 24-04-2019 06:55:57.517 T: 30.82559967041015 [C]; A:[-30, 54, 194]; H: 68.64599609375
SENSE daab 36 24-04-2019 06:55:55.518 T: 29.88959884643554 [C]; A:[-18, -62, 216]; H: 70.86614990234375
SENSE daaa 54 24-04-2019 06:55:58.262 T: 30.88799858093261 [C]; A:[-32, 54, 198]; H: 68.64599609375
SENSE daab 38 24-04-2019 06:55:56.362 T: 29.88959884643554 [C]; A:[-16, -62, 246]; H: 70.96533203125
SENSE daaa 55 24-04-2019 06:55:58.697 T: 30.82559967041015 [C]; A:[-30, 56, 192]; H: 68.62310791015625
SENSE daac 34 24-04-2019 06:55:56.240 T: 28.2047996520996 [C]; A:[-30, -6, 230]; H: 74.80291748046875
SENSE daaa 56 24-04-2019 06:55:59.127 T: 30.82559967041015 [C]; A:[-30, 52, 194]; H: 68.62310791015625
SENSE daab 39 24-04-2019 06:55:56.934 T: 29.88959884643554 [C]; A:[-14, -64, 218]; H: 71.056884765625
SENSE daaa 57 24-04-2019 06:55:59.557 T: 30.82559967041015 [C]; A:[-32, 52, 192]; H: 68.62310791015625
SENSE daaa 58 24-04-2019 06:55:59.882 T: 30.88799858093261 [C]; A:[-30, 54, 192]; H: 68.62310791015625
SENSE daaa 59 24-04-2019 06:56:00.237 T: 30.88799858093261 [C]; A:[-26, 60, 198]; H: 68.62310791015625
SENSE daac 37 24-04-2019 06:55:57.990 T: 28.2047996520996 [C]; A:[-26, -8, 230]; H: 74.74951171875
SENSE daaa 60 24-04-2019 06:56:00.678 T: 30.88799858093261 [C]; A:[-36, 60, 200]; H: 68.62310791015625
SENSE daad 37 24-04-2019 06:55:58.248 T: 28.51679992675781 [C]; A:[152, 56, 192]; H: 72.582763671875
SENSE daaa 61 24-04-2019 06:56:01.113 T: 30.88799858093261 [C]; A:[-30, 56, 194]; H: 68.62310791015625
SENSE daac 38 24-04-2019 06:55:58.462 T: 28.2047996520996 [C]; A:[-32, 0, 226]; H: 74.718994140625
SENSE daaa 62 24-04-2019 06:56:01.543 T: 30.82559967041015 [C]; A:[-32, 58, 192]; H: 68.62310791015625
SENSE daad 39 24-04-2019 06:55:59.066 T: 28.51679992675781 [C]; A:[154, 56, 194]; H: 72.582763671875
SENSE daaa 63 24-04-2019 06:56:01.973 T: 30.82559967041015 [C]; A:[-30, 58, 200]; H: 68.62310791015625
SENSE daaa 64 24-04-2019 06:56:02.333 T: 30.82559967041015 [C]; A:[-28, 58, 194]; H: 68.62310791015625
SENSE daaa 65 24-04-2019 06:56:02.658 T: 30.82559967041015 [C]; A:[-32, 56, 192]; H: 68.62310791015625
SENSE daac 41 24-04-2019 06:56:00.342 T: 28.26719856262207 [C]; A:[-32, 0, 226]; H: 74.61981201171875
SENSE daaa 66 24-04-2019 06:56:03.088 T: 30.82559967041015 [C]; A:[-30, 58, 190]; H: 68.62310791015625
SENSE daaa 67 24-04-2019 06:56:03.458 T: 30.82559967041015 [C]; A:[-24, 58, 194]; H: 68.62310791015625
SENSE daab 47 24-04-2019 06:56:00.959 T: 29.88959884643554 [C]; A:[-16, -62, 220]; H: 71.2857666015625
SENSE daac 43 24-04-2019 06:56:01.201 T: 28.26719856262207 [C]; A:[-28, 0, 230]; H: 74.5511474609375
SENSE daab 48 24-04-2019 06:56:01.435 T: 29.95199966430664 [C]; A:[-16, -62, 218]; H: 71.2552490234375
SENSE daad 42 24-04-2019 06:56:01.070 T: 28.57919883728027 [C]; A:[152, 54, 194]; H: 72.52935791015625
SENSE daaa 68 24-04-2019 06:56:04.108 T: 30.82559967041015 [C]; A:[-30, 50, 194]; H: 68.62310791015625
SENSE daac 44 24-04-2019 06:56:01.686 T: 28.2047996520996 [C]; A:[-26, -4, 226]; H: 74.5511474609375
SENSE daac 45 24-04-2019 06:56:02.108 T: 28.26719856262207 [C]; A:[-28, -4, 232]; H: 74.5511474609375
SENSE daab 51 24-04-2019 06:56:02.910 T: 29.95199966430664 [C]; A:[-18, -58, 216]; H: 71.18658447265625
SENSE daaa 70 24-04-2019 06:56:05.028 T: 30.88799858093261 [C]; A:[-26, 58, 200]; H: 68.62310791015625
SENSE daaa 71 24-04-2019 06:56:05.348 T: 30.82559967041015 [C]; A:[-32, 56, 192]; H: 68.62310791015625
SENSE daab 53 24-04-2019 06:56:03.730 T: 29.95199966430664 [C]; A:[-14, -62, 214]; H: 71.12554931640625
SENSE daaa 72 24-04-2019 06:56:05.778 T: 30.82559967041015 [C]; A:[-26, 58, 196]; H: 68.62310791015625
SENSE daaa 73 24-04-2019 06:56:06.138 T: 30.82559967041015 [C]; A:[-32, 60, 194]; H: 68.62310791015625
SENSE daaa 74 24-04-2019 06:56:06.493 T: 30.82559967041015 [C]; A:[-32, 58, 196]; H: 68.62310791015625
SENSE daaa 75 24-04-2019 06:56:06.859 T: 30.88799858093261 [C]; A:[-30, 52, 192]; H: 68.59259033203125
SENSE daab 54 24-04-2019 06:56:04.362 T: 29.88959884643554 [C]; A:[-18, -62, 220]; H: 71.056884765625
SENSE daaa 76 24-04-2019 06:56:07.248 T: 30.88799858093261 [C]; A:[-30, 56, 188]; H: 68.59259033203125
SENSE daaa 77 24-04-2019 06:56:07.603 T: 30.88799858093261 [C]; A:[-32, 56, 194]; H: 68.59259033203125
SENSE daab 55 24-04-2019 06:56:04.847 T: 29.95199966430664 [C]; A:[-18, -60, 222]; H: 71.0263671875
SENSE daaa 78 24-04-2019 06:56:08.013 T: 30.88799858093261 [C]; A:[-28, 54, 198]; H: 68.59259033203125
SENSE daaa 79 24-04-2019 06:56:08.368 T: 30.82559967041015 [C]; A:[-32, 56, 192]; H: 68.59259033203125
SENSE daab 56 24-04-2019 06:56:05.602 T: 29.95199966430664 [C]; A:[-14, -60, 218]; H: 70.96533203125
SENSE daaa 80 24-04-2019 06:56:08.819 T: 30.82559967041015 [C]; A:[-30, 58, 192]; H: 68.59259033203125
SENSE daab 58 24-04-2019 06:56:06.392 T: 29.95199966430664 [C]; A:[-16, -62, 216]; H: 70.89666748046875
SENSE daac 52 24-04-2019 06:56:06.244 T: 28.26719856262207 [C]; A:[-26, 0, 230]; H: 74.39093017578125
SENSE daaa 81 24-04-2019 06:56:09.324 T: 30.82559967041015 [C]; A:[-30, 58, 192]; H: 68.59259033203125
SENSE daac 53 24-04-2019 06:56:06.681 T: 28.26719856262207 [C]; A:[-28, 0, 232]; H: 74.39093017578125
SENSE daaa 82 24-04-2019 06:56:09.759 T: 30.88799858093261 [C]; A:[-32, 58, 192]; H: 68.59259033203125
SENSE daac 55 24-04-2019 06:56:07.713 T: 28.26719856262207 [C]; A:[-28, -6, 228]; H: 74.36041259765625
SENSE daaa 83 24-04-2019 06:56:10.189 T: 30.82559967041015 [C]; A:[-30, 54, 190]; H: 68.59259033203125
SENSE daaa 84 24-04-2019 06:56:10.544 T: 30.82559967041015 [C]; A:[-30, 56, 192]; H: 68.59259033203125
SENSE daac 56 24-04-2019 06:56:08.480 T: 28.32959938049316 [C]; A:[-28, 0, 230]; H: 74.32989501953125
SENSE daaa 85 24-04-2019 06:56:10.984 T: 30.82559967041015 [C]; A:[-22, 54, 234]; H: 68.59259033203125
SENSE daaa 86 24-04-2019 06:56:11.339 T: 30.88799858093261 [C]; A:[-32, 56, 200]; H: 68.56207275390625
SENSE daab 63 24-04-2019 06:56:09.101 T: 29.95199966430664 [C]; A:[-16, -60, 224]; H: 70.7364501953125
SENSE daaa 87 24-04-2019 06:56:11.769 T: 30.82559967041015 [C]; A:[-30, 60, 192]; H: 68.59259033203125
SENSE daaa 88 24-04-2019 06:56:12.124 T: 30.88799858093261 [C]; A:[-26, 56, 190]; H: 68.56207275390625
SENSE daab 64 24-04-2019 06:56:09.584 T: 29.88959884643554 [C]; A:[-14, -64, 212]; H: 70.7059326171875
SENSE daaa 89 24-04-2019 06:56:12.519 T: 30.82559967041015 [C]; A:[-28, 58, 194]; H: 68.56207275390625
SENSE daab 65 24-04-2019 06:56:10.014 T: 29.95199966430664 [C]; A:[-16, -62, 222]; H: 70.7059326171875
SENSE daaa 90 24-04-2019 06:56:12.969 T: 30.88799858093261 [C]; A:[-32, 52, 198]; H: 68.56207275390625
SENSE daac 60 24-04-2019 06:56:10.649 T: 28.32959938049316 [C]; A:[-26, -4, 228]; H: 74.26123046875
SENSE daaa 91 24-04-2019 06:56:13.359 T: 30.88799858093261 [C]; A:[-30, 56, 192]; H: 68.56207275390625
SENSE daad 60 24-04-2019 06:56:10.891 T: 28.64159965515136 [C]; A:[150, 52, 196]; H: 72.277587890625
SENSE daac 61 24-04-2019 06:56:11.149 T: 28.32959938049316 [C]; A:[-32, -4, 232]; H: 74.26123046875
SENSE daaa 92 24-04-2019 06:56:13.864 T: 30.82559967041015 [C]; A:[-30, 56, 192]; H: 68.56207275390625
SENSE daac 62 24-04-2019 06:56:11.518 T: 28.26719856262207 [C]; A:[-32, -4, 228]; H: 74.26123046875
SENSE daaa 94 24-04-2019 06:56:14.624 T: 30.82559967041015 [C]; A:[-30, 50, 198]; H: 68.56207275390625
SENSE daaa 95 24-04-2019 06:56:14.990 T: 30.88799858093261 [C]; A:[-30, 58, 194]; H: 68.56207275390625
SENSE daad 64 24-04-2019 06:56:12.660 T: 28.57919883728027 [C]; A:[152, 54, 196]; H: 72.30810546875
SENSE daac 65 24-04-2019 06:56:13.010 T: 28.26719856262207 [C]; A:[-26, 0, 230]; H: 74.230712890625
SENSE daaa 96 24-04-2019 06:56:15.529 T: 30.82559967041015 [C]; A:[-32, 56, 192]; H: 68.5391845703125
SENSE daab 72 24-04-2019 06:56:13.619 T: 29.88959884643554 [C]; A:[-16, -58, 216]; H: 70.60675048828125
SENSE daaa 97 24-04-2019 06:56:15.984 T: 30.88799858093261 [C]; A:[-30, 56, 192]; H: 68.5391845703125
SENSE daac 66 24-04-2019 06:56:13.861 T: 28.32959938049316 [C]; A:[-32, -2, 230]; H: 74.2001953125
SENSE daaa 98 24-04-2019 06:56:16.429 T: 30.82559967041015 [C]; A:[-32, 56, 192]; H: 68.5391845703125
SENSE daab 73 24-04-2019 06:56:14.127 T: 29.95199966430664 [C]; A:[-16, -66, 216]; H: 70.57623291015625
SENSE daaa 99 24-04-2019 06:56:16.865 T: 30.88799858093261 [C]; A:[-32, 54, 198]; H: 68.5391845703125
SENSE daaa 100 24-04-2019 06:56:17.230 T: 30.82559967041015 [C]; A:[-26, 58, 194]; H: 68.5391845703125
SENSE daad 67 24-04-2019 06:56:14.632 T: 28.57919883728027 [C]; A:[156, 58, 196]; H: 72.369140625
SENSE daaa 101 24-04-2019 06:56:17.675 T: 30.82559967041015 [C]; A:[-30, 56, 192]; H: 68.5391845703125
SENSE daac 69 24-04-2019 06:56:15.182 T: 28.39199829101562 [C]; A:[-30, -4, 232]; H: 74.169677734375
SENSE daaa 102 24-04-2019 06:56:18.105 T: 30.82559967041015 [C]; A:[-32, 56, 192]; H: 68.5086669921875
SENSE daab 77 24-04-2019 06:56:15.812 T: 29.95199966430664 [C]; A:[-18, -62, 212]; H: 70.54571533203125
SENSE daaa 103 24-04-2019 06:56:18.535 T: 30.82559967041015 [C]; A:[-30, 56, 192]; H: 68.5086669921875
SENSE daab 78 24-04-2019 06:56:16.257 T: 29.95199966430664 [C]; A:[-16, -58, 222]; H: 70.54571533203125
SENSE daaa 104 24-04-2019 06:56:18.935 T: 30.88799858093261 [C]; A:[-32, 58, 192]; H: 68.5086669921875
SENSE daab 79 24-04-2019 06:56:16.691 T: 29.95199966430664 [C]; A:[-20, -60, 214]; H: 70.54571533203125
SENSE daaa 105 24-04-2019 06:56:19.375 T: 30.82559967041015 [C]; A:[-32, 54, 198]; H: 68.5086669921875
SENSE daaa 106 24-04-2019 06:56:19.730 T: 30.82559967041015 [C]; A:[-26, 52, 194]; H: 68.5086669921875
SENSE daab 81 24-04-2019 06:56:17.530 T: 29.95199966430664 [C]; A:[-16, -58, 224]; H: 70.54571533203125
SENSE daad 73 24-04-2019 06:56:17.244 T: 28.64159965515136 [C]; A:[150, 56, 194]; H: 72.31573486328125
SENSE daaa 107 24-04-2019 06:56:20.240 T: 30.88799858093261 [C]; A:[-34, 62, 192]; H: 68.5086669921875
SENSE daaa 108 24-04-2019 06:56:20.600 T: 30.82559967041015 [C]; A:[-30, 54, 190]; H: 68.5086669921875
SENSE daab 83 24-04-2019 06:56:18.369 T: 29.95199966430664 [C]; A:[-14, -62, 220]; H: 70.57623291015625
SENSE daaa 109 24-04-2019 06:56:21.030 T: 30.82559967041015 [C]; A:[-28, 58, 192]; H: 68.5086669921875
SENSE daab 84 24-04-2019 06:56:19.202 T: 29.95199966430664 [C]; A:[-20, -64, 216]; H: 70.6754150390625
SENSE daaa 111 24-04-2019 06:56:21.760 T: 30.82559967041015 [C]; A:[-28, 58, 192]; H: 68.5086669921875
SENSE daaa 112 24-04-2019 06:56:22.115 T: 30.82559967041015 [C]; A:[-28, 54, 196]; H: 68.5086669921875
SENSE daaa 113 24-04-2019 06:56:22.490 T: 30.88799858093261 [C]; A:[-30, 56, 192]; H: 68.5086669921875
SENSE daab 86 24-04-2019 06:56:20.000 T: 29.88959884643554 [C]; A:[-20, -60, 222]; H: 70.80511474609375
SENSE daaa 114 24-04-2019 06:56:22.920 T: 30.82559967041015 [C]; A:[-26, 58, 192]; H: 68.5086669921875
SENSE daaa 115 24-04-2019 06:56:23.256 T: 30.82559967041015 [C]; A:[-32, 56, 192]; H: 68.5086669921875
SENSE daad 79 24-04-2019 06:56:20.506 T: 28.64159965515136 [C]; A:[154, 50, 196]; H: 72.5369873046875
SENSE daaa 116 24-04-2019 06:56:23.685 T: 30.82559967041015 [C]; A:[-28, 56, 192]; H: 68.5086669921875
SENSE daaa 117 24-04-2019 06:56:24.061 T: 30.88799858093261 [C]; A:[-30, 54, 190]; H: 68.5086669921875
SENSE daac 81 24-04-2019 06:56:21.136 T: 28.39199829101562 [C]; A:[-30, 0, 234]; H: 74.169677734375
SENSE daad 80 24-04-2019 06:56:21.017 T: 28.70399856567382 [C]; A:[162, 50, 200]; H: 72.5675048828125
SENSE daaa 118 24-04-2019 06:56:24.561 T: 30.82559967041015 [C]; A:[-30, 56, 192]; H: 68.5086669921875
SENSE daac 83 24-04-2019 06:56:22.230 T: 28.32959938049316 [C]; A:[-30, 0, 230]; H: 74.10101318359375
SENSE daad 83 24-04-2019 06:56:22.483 T: 28.70399856567382 [C]; A:[152, 56, 194]; H: 72.48358154296875
SENSE daaa 119 24-04-2019 06:56:25.076 T: 30.88799858093261 [C]; A:[-30, 52, 196]; H: 68.5086669921875
SENSE daac 85 24-04-2019 06:56:23.075 T: 28.39199829101562 [C]; A:[-28, 0, 224]; H: 74.10101318359375
SENSE daaa 120 24-04-2019 06:56:25.536 T: 30.82559967041015 [C]; A:[-30, 52, 192]; H: 68.5086669921875
SENSE daab 93 24-04-2019 06:56:23.542 T: 29.95199966430664 [C]; A:[-20, -58, 218]; H: 71.0721435546875
SENSE daac 86 24-04-2019 06:56:23.793 T: 28.39199829101562 [C]; A:[-26, 0, 226]; H: 74.10101318359375
SENSE daad 86 24-04-2019 06:56:24.048 T: 28.70399856567382 [C]; A:[154, 50, 194]; H: 72.43017578125
SENSE daaa 121 24-04-2019 06:56:26.121 T: 30.82559967041015 [C]; A:[-28, 58, 196]; H: 68.5086669921875
SENSE daab 95 24-04-2019 06:56:24.424 T: 29.95199966430664 [C]; A:[-20, -62, 218]; H: 71.0416259765625
SENSE daad 87 24-04-2019 06:56:24.520 T: 28.70399856567382 [C]; A:[150, 52, 194]; H: 72.43017578125
SENSE daac 89 24-04-2019 06:56:25.181 T: 28.32959938049316 [C]; A:[-32, 0, 224]; H: 74.10101318359375
SENSE daaa 123 24-04-2019 06:56:27.056 T: 30.88799858093261 [C]; A:[-28, 56, 192]; H: 68.5086669921875
SENSE daaa 124 24-04-2019 06:56:27.377 T: 30.88799858093261 [C]; A:[-26, 58, 198]; H: 68.5086669921875
