SENSE daaa 1 24-04-2019 21:20:50.628 T: 30.76319885253906 [C]; A:[48, -6, 224]; H: 67.41766357421875
SENSE daab 22 24-04-2019 21:20:59.090 T: 26.9567985534668 [C]; A:[12, -44, 242]; H: 71.73590087890625
SENSE daad 10 24-04-2019 21:20:59.099 T: 27.45599937438964 [C]; A:[6, 6, 240]; H: 73.26177978515625
SENSE daaa 23 24-04-2019 21:20:59.413 T: 30.88799858093261 [C]; A:[56, -8, 224]; H: 68.127197265625
SENSE daab 23 24-04-2019 21:20:59.493 T: 26.9567985534668 [C]; A:[16, -54, 242]; H: 71.73590087890625
SENSE daad 11 24-04-2019 21:20:59.498 T: 27.45599937438964 [C]; A:[12, 6, 242]; H: 73.26177978515625
SENSE daaa 24 24-04-2019 21:20:59.820 T: 30.88799858093261 [C]; A:[52, 0, 230]; H: 68.127197265625
SENSE daab 24 24-04-2019 21:20:59.906 T: 26.89439964294433 [C]; A:[16, -48, 240]; H: 71.7130126953125
SENSE daad 12 24-04-2019 21:20:59.906 T: 27.45599937438964 [C]; A:[8, 8, 238]; H: 73.29229736328125
SENSE daaa 25 24-04-2019 21:21:00.229 T: 30.88799858093261 [C]; A:[52, -4, 232]; H: 68.127197265625
SENSE daab 25 24-04-2019 21:21:00.305 T: 26.89439964294433 [C]; A:[12, -46, 240]; H: 71.7130126953125
SENSE daac 13 24-04-2019 21:20:55.550 T: 27.76799964904785 [C]; A:[56, 26, 230]; H: 75.3751220703125
SENSE daaa 26 24-04-2019 21:21:00.627 T: 30.88799858093261 [C]; A:[56, -8, 228]; H: 68.066162109375
SENSE daab 26 24-04-2019 21:21:00.730 T: 26.9567985534668 [C]; A:[12, -50, 240]; H: 71.7130126953125
SENSE daac 14 24-04-2019 21:21:00.784 T: 27.83039855957031 [C]; A:[60, 28, 220]; H: 75.50482177734375
SENSE daaa 27 24-04-2019 21:21:01.040 T: 30.88799858093261 [C]; A:[56, -6, 226]; H: 68.01275634765625
SENSE daab 27 24-04-2019 21:21:01.121 T: 26.9567985534668 [C]; A:[12, -48, 240]; H: 71.7130126953125
SENSE daac 15 24-04-2019 21:21:01.186 T: 27.83039855957031 [C]; A:[56, 20, 222]; H: 75.573486328125
SENSE daaa 28 24-04-2019 21:21:01.438 T: 30.88799858093261 [C]; A:[46, -8, 230]; H: 67.9593505859375
SENSE daab 28 24-04-2019 21:21:01.514 T: 26.9567985534668 [C]; A:[12, -46, 244]; H: 71.6824951171875
SENSE daac 16 24-04-2019 21:21:01.578 T: 27.83039855957031 [C]; A:[60, 22, 228]; H: 75.53533935546875
SENSE daaa 29 24-04-2019 21:21:01.836 T: 30.88799858093261 [C]; A:[52, -6, 238]; H: 67.8983154296875
SENSE daab 29 24-04-2019 21:21:01.917 T: 26.9567985534668 [C]; A:[16, -42, 244]; H: 71.7130126953125
SENSE daac 17 24-04-2019 21:21:01.981 T: 27.83039855957031 [C]; A:[60, 26, 222]; H: 75.47430419921875
SENSE daaa 30 24-04-2019 21:21:02.244 T: 30.88799858093261 [C]; A:[54, -4, 230]; H: 67.81439208984375
SENSE daab 30 24-04-2019 21:21:02.320 T: 26.9567985534668 [C]; A:[24, -52, 246]; H: 71.7130126953125
SENSE daac 18 24-04-2019 21:21:02.393 T: 27.83039855957031 [C]; A:[58, 24, 220]; H: 75.3751220703125
SENSE daaa 31 24-04-2019 21:21:02.642 T: 30.88799858093261 [C]; A:[48, 0, 220]; H: 67.699951171875
SENSE daab 31 24-04-2019 21:21:02.723 T: 26.9567985534668 [C]; A:[16, -48, 234]; H: 71.7130126953125
SENSE daac 19 24-04-2019 21:21:02.795 T: 27.83039855957031 [C]; A:[60, 24, 228]; H: 75.21490478515625
SENSE daaa 32 24-04-2019 21:21:03.050 T: 30.95039939880371 [C]; A:[54, -6, 234]; H: 67.5626220703125
SENSE daab 32 24-04-2019 21:21:03.136 T: 26.9567985534668 [C]; A:[18, -52, 238]; H: 71.7130126953125
SENSE daac 20 24-04-2019 21:21:03.198 T: 27.83039855957031 [C]; A:[60, 28, 226]; H: 75.11572265625
SENSE daaa 33 24-04-2019 21:21:03.453 T: 30.88799858093261 [C]; A:[56, -8, 230]; H: 67.47869873046875
SENSE daab 33 24-04-2019 21:21:03.540 T: 26.9567985534668 [C]; A:[14, -48, 244]; H: 71.7130126953125
SENSE daac 21 24-04-2019 21:21:03.609 T: 27.83039855957031 [C]; A:[64, 20, 230]; H: 75.0546875
SENSE daaa 34 24-04-2019 21:21:03.861 T: 30.88799858093261 [C]; A:[54, -8, 226]; H: 67.3642578125
SENSE daab 34 24-04-2019 21:21:03.942 T: 26.9567985534668 [C]; A:[18, -52, 248]; H: 71.7130126953125
SENSE daac 22 24-04-2019 21:21:04.011 T: 27.83039855957031 [C]; A:[60, 18, 232]; H: 74.99365234375
SENSE daaa 35 24-04-2019 21:21:04.259 T: 30.95039939880371 [C]; A:[48, -4, 230]; H: 67.24981689453125
SENSE daab 35 24-04-2019 21:21:04.345 T: 26.9567985534668 [C]; A:[20, -52, 242]; H: 71.73590087890625
SENSE daac 23 24-04-2019 21:21:04.414 T: 27.83039855957031 [C]; A:[60, 22, 224]; H: 74.86395263671875
SENSE daaa 36 24-04-2019 21:21:04.667 T: 30.88799858093261 [C]; A:[54, -6, 228]; H: 67.1964111328125
SENSE daab 36 24-04-2019 21:21:04.748 T: 27.0191993713379 [C]; A:[16, -48, 240]; H: 71.76641845703125
SENSE daac 24 24-04-2019 21:21:04.816 T: 27.83039855957031 [C]; A:[60, 26, 222]; H: 74.7342529296875
SENSE daaa 37 24-04-2019 21:21:05.075 T: 30.88799858093261 [C]; A:[52, -6, 230]; H: 67.1353759765625
SENSE daab 37 24-04-2019 21:21:05.152 T: 26.9567985534668 [C]; A:[18, -50, 246]; H: 71.79693603515625
SENSE daad 13 24-04-2019 21:21:00.331 T: 27.45599937438964 [C]; A:[4, 12, 232]; H: 73.315185546875
SENSE daaa 38 24-04-2019 21:21:05.473 T: 30.88799858093261 [C]; A:[50, 0, 226]; H: 67.1353759765625
SENSE daab 38 24-04-2019 21:21:05.555 T: 26.9567985534668 [C]; A:[14, -44, 242]; H: 71.79693603515625
SENSE daad 14 24-04-2019 21:21:05.570 T: 27.45599937438964 [C]; A:[4, 10, 232]; H: 73.04052734375
SENSE daaa 39 24-04-2019 21:21:05.886 T: 30.95039939880371 [C]; A:[54, 0, 226]; H: 67.11248779296875
SENSE daab 39 24-04-2019 21:21:05.963 T: 27.0191993713379 [C]; A:[14, -48, 242]; H: 71.850341796875
SENSE daad 15 24-04-2019 21:21:05.968 T: 27.51840019226074 [C]; A:[6, 12, 238]; H: 72.98712158203125
SENSE daaa 40 24-04-2019 21:21:06.284 T: 30.95039939880371 [C]; A:[54, -8, 226]; H: 67.08197021484375
SENSE daab 40 24-04-2019 21:21:06.366 T: 26.9567985534668 [C]; A:[12, -48, 244]; H: 71.850341796875
SENSE daad 16 24-04-2019 21:21:06.381 T: 27.45599937438964 [C]; A:[2, 10, 244]; H: 72.8421630859375
SENSE daaa 41 24-04-2019 21:21:06.692 T: 30.88799858093261 [C]; A:[54, 0, 232]; H: 67.05145263671875
SENSE daab 41 24-04-2019 21:21:06.779 T: 27.0191993713379 [C]; A:[12, -48, 242]; H: 71.880859375
SENSE daad 17 24-04-2019 21:21:06.780 T: 27.45599937438964 [C]; A:[0, 10, 242]; H: 72.7353515625
SENSE daaa 42 24-04-2019 21:21:07.100 T: 30.95039939880371 [C]; A:[52, -8, 234]; H: 67.028564453125
SENSE daab 42 24-04-2019 21:21:07.172 T: 26.9567985534668 [C]; A:[18, -46, 248]; H: 71.880859375
SENSE daad 18 24-04-2019 21:21:07.178 T: 27.45599937438964 [C]; A:[4, 10, 244]; H: 72.5675048828125
SENSE daaa 43 24-04-2019 21:21:07.498 T: 30.95039939880371 [C]; A:[52, -6, 232]; H: 66.998046875
SENSE daab 43 24-04-2019 21:21:07.575 T: 26.9567985534668 [C]; A:[14, -48, 242]; H: 71.880859375
SENSE daad 19 24-04-2019 21:21:07.586 T: 27.45599937438964 [C]; A:[8, 6, 234]; H: 72.5064697265625
SENSE daaa 44 24-04-2019 21:21:07.896 T: 30.95039939880371 [C]; A:[54, -6, 226]; H: 67.05908203125
SENSE daab 44 24-04-2019 21:21:07.968 T: 26.9567985534668 [C]; A:[14, -46, 246]; H: 71.850341796875
SENSE daad 20 24-04-2019 21:21:07.976 T: 27.45599937438964 [C]; A:[6, 10, 240]; H: 72.5064697265625
SENSE daaa 45 24-04-2019 21:21:08.294 T: 30.95039939880371 [C]; A:[52, -8, 232]; H: 67.028564453125
SENSE daab 45 24-04-2019 21:21:08.371 T: 26.9567985534668 [C]; A:[10, -44, 242]; H: 71.850341796875
SENSE daad 21 24-04-2019 21:21:08.383 T: 27.51840019226074 [C]; A:[2, 12, 238]; H: 72.5675048828125
SENSE daaa 46 24-04-2019 21:21:08.693 T: 30.95039939880371 [C]; A:[52, -4, 228]; H: 67.05908203125
SENSE daab 46 24-04-2019 21:21:08.780 T: 27.0191993713379 [C]; A:[14, -50, 252]; H: 71.79693603515625
SENSE daad 22 24-04-2019 21:21:08.782 T: 27.45599937438964 [C]; A:[8, 6, 240]; H: 72.62091064453125
SENSE daaa 47 24-04-2019 21:21:09.100 T: 30.95039939880371 [C]; A:[56, -6, 232]; H: 67.089599609375
SENSE daab 47 24-04-2019 21:21:09.183 T: 27.0191993713379 [C]; A:[18, -50, 236]; H: 71.79693603515625
SENSE daad 23 24-04-2019 21:21:09.190 T: 27.45599937438964 [C]; A:[6, 12, 244]; H: 72.67431640625
SENSE daaa 48 24-04-2019 21:21:09.508 T: 30.95039939880371 [C]; A:[50, -4, 236]; H: 67.05908203125
SENSE daab 48 24-04-2019 21:21:09.586 T: 26.9567985534668 [C]; A:[16, -50, 246]; H: 71.76641845703125
SENSE daad 24 24-04-2019 21:21:09.599 T: 27.51840019226074 [C]; A:[6, 8, 242]; H: 72.704833984375
SENSE daaa 49 24-04-2019 21:21:09.906 T: 30.95039939880371 [C]; A:[52, -8, 234]; H: 67.05908203125
SENSE daab 49 24-04-2019 21:21:09.989 T: 26.9567985534668 [C]; A:[14, -48, 242]; H: 71.76641845703125
SENSE daac 25 24-04-2019 21:21:05.218 T: 27.83039855957031 [C]; A:[62, 26, 222]; H: 74.7342529296875
SENSE daaa 50 24-04-2019 21:21:10.314 T: 30.95039939880371 [C]; A:[52, -8, 228]; H: 67.05908203125
SENSE daab 50 24-04-2019 21:21:10.392 T: 26.9567985534668 [C]; A:[14, -50, 246]; H: 71.73590087890625
SENSE daac 26 24-04-2019 21:21:10.462 T: 27.8927993774414 [C]; A:[60, 22, 224]; H: 74.99365234375
SENSE daaa 51 24-04-2019 21:21:10.722 T: 30.95039939880371 [C]; A:[52, -6, 230]; H: 67.03619384765625
SENSE daab 51 24-04-2019 21:21:10.805 T: 27.0191993713379 [C]; A:[16, -48, 244]; H: 71.73590087890625
SENSE daac 27 24-04-2019 21:21:10.874 T: 27.8927993774414 [C]; A:[62, 24, 222]; H: 74.89447021484375
SENSE daaa 52 24-04-2019 21:21:11.126 T: 30.95039939880371 [C]; A:[50, 0, 230]; H: 67.00567626953125
SENSE daab 52 24-04-2019 21:21:11.204 T: 27.0191993713379 [C]; A:[14, -50, 244]; H: 71.73590087890625
SENSE daac 28 24-04-2019 21:21:11.276 T: 27.8927993774414 [C]; A:[62, 24, 222]; H: 74.7647705078125
SENSE daaa 53 24-04-2019 21:21:11.533 T: 31.01279830932617 [C]; A:[50, -8, 232]; H: 66.94464111328125
SENSE daab 53 24-04-2019 21:21:11.616 T: 26.9567985534668 [C]; A:[14, -50, 242]; H: 71.73590087890625
SENSE daac 29 24-04-2019 21:21:11.678 T: 27.8927993774414 [C]; A:[62, 26, 222]; H: 74.7342529296875
SENSE daaa 54 24-04-2019 21:21:11.936 T: 30.95039939880371 [C]; A:[50, -6, 230]; H: 67.00567626953125
SENSE daab 54 24-04-2019 21:21:12.019 T: 27.0191993713379 [C]; A:[10, -42, 244]; H: 71.73590087890625
SENSE daac 30 24-04-2019 21:21:12.090 T: 27.83039855957031 [C]; A:[58, 22, 220]; H: 74.7342529296875
SENSE daaa 55 24-04-2019 21:21:12.344 T: 30.95039939880371 [C]; A:[54, -4, 240]; H: 67.089599609375
SENSE daab 55 24-04-2019 21:21:12.422 T: 27.0191993713379 [C]; A:[20, -48, 248]; H: 71.76641845703125
SENSE daac 31 24-04-2019 21:21:12.493 T: 27.8927993774414 [C]; A:[62, 24, 226]; H: 74.7647705078125
SENSE daaa 56 24-04-2019 21:21:12.742 T: 30.95039939880371 [C]; A:[54, -12, 228]; H: 67.1964111328125
SENSE daab 56 24-04-2019 21:21:12.825 T: 27.0191993713379 [C]; A:[18, -50, 240]; H: 71.76641845703125
SENSE daac 32 24-04-2019 21:21:12.895 T: 27.8927993774414 [C]; A:[62, 24, 218]; H: 74.83343505859375
SENSE daaa 57 24-04-2019 21:21:13.150 T: 30.95039939880371 [C]; A:[52, -10, 230]; H: 67.31085205078125
SENSE daab 57 24-04-2019 21:21:13.228 T: 27.0191993713379 [C]; A:[14, -46, 246]; H: 71.76641845703125
SENSE daac 33 24-04-2019 21:21:13.303 T: 27.8927993774414 [C]; A:[60, 28, 224]; H: 74.89447021484375
SENSE daaa 58 24-04-2019 21:21:13.573 T: 30.95039939880371 [C]; A:[50, -6, 232]; H: 67.394775390625
SENSE daab 58 24-04-2019 21:21:13.642 T: 27.0191993713379 [C]; A:[14, -50, 240]; H: 71.76641845703125
SENSE daac 34 24-04-2019 21:21:13.704 T: 27.8927993774414 [C]; A:[62, 22, 224]; H: 74.95550537109375
SENSE daaa 59 24-04-2019 21:21:13.962 T: 31.01279830932617 [C]; A:[54, -10, 232]; H: 67.41766357421875
SENSE daab 59 24-04-2019 21:21:14.040 T: 27.0191993713379 [C]; A:[16, -50, 244]; H: 71.76641845703125
SENSE daac 35 24-04-2019 21:21:14.107 T: 27.8927993774414 [C]; A:[52, 28, 222]; H: 74.99365234375
SENSE daaa 60 24-04-2019 21:21:14.364 T: 30.95039939880371 [C]; A:[52, 0, 224]; H: 67.50921630859375
SENSE daab 60 24-04-2019 21:21:14.453 T: 27.0191993713379 [C]; A:[12, -52, 242]; H: 71.76641845703125
SENSE daac 36 24-04-2019 21:21:14.519 T: 27.8927993774414 [C]; A:[62, 24, 222]; H: 74.95550537109375
SENSE daaa 61 24-04-2019 21:21:14.772 T: 30.95039939880371 [C]; A:[56, -6, 226]; H: 67.486328125
SENSE daab 61 24-04-2019 21:21:14.856 T: 27.0191993713379 [C]; A:[18, -48, 242]; H: 71.79693603515625
SENSE daad 25 24-04-2019 21:21:10.002 T: 27.51840019226074 [C]; A:[6, 10, 244]; H: 72.67431640625
SENSE daaa 62 24-04-2019 21:21:15.170 T: 30.95039939880371 [C]; A:[54, -8, 228]; H: 67.42529296875
SENSE daab 62 24-04-2019 21:21:15.259 T: 27.0191993713379 [C]; A:[14, -46, 240]; H: 71.79693603515625
SENSE daad 26 24-04-2019 21:21:15.267 T: 27.51840019226074 [C]; A:[8, 4, 242]; H: 72.88031005859375
SENSE daaa 63 24-04-2019 21:21:15.578 T: 30.88799858093261 [C]; A:[52, -4, 228]; H: 67.34136962890625
SENSE daab 63 24-04-2019 21:21:15.662 T: 27.0191993713379 [C]; A:[12, -52, 244]; H: 71.850341796875
SENSE daad 27 24-04-2019 21:21:15.665 T: 27.45599937438964 [C]; A:[6, 10, 240]; H: 72.88031005859375
SENSE daaa 64 24-04-2019 21:21:15.986 T: 30.95039939880371 [C]; A:[54, -6, 224]; H: 67.2879638671875
SENSE daab 64 24-04-2019 21:21:16.065 T: 26.9567985534668 [C]; A:[14, -50, 244]; H: 71.850341796875
SENSE daad 28 24-04-2019 21:21:16.073 T: 27.51840019226074 [C]; A:[4, 10, 242]; H: 72.826904296875
SENSE daaa 65 24-04-2019 21:21:16.390 T: 31.01279830932617 [C]; A:[52, -8, 228]; H: 67.20404052734375
SENSE daab 65 24-04-2019 21:21:16.474 T: 27.0191993713379 [C]; A:[18, -48, 248]; H: 71.79693603515625
SENSE daad 29 24-04-2019 21:21:16.471 T: 27.51840019226074 [C]; A:[2, 12, 244]; H: 72.79638671875
SENSE daaa 66 24-04-2019 21:21:16.792 T: 31.01279830932617 [C]; A:[54, -4, 230]; H: 67.1201171875
SENSE daab 66 24-04-2019 21:21:16.876 T: 27.08160018920898 [C]; A:[12, -52, 248]; H: 71.79693603515625
SENSE daad 30 24-04-2019 21:21:16.880 T: 27.51840019226074 [C]; A:[4, 16, 242]; H: 72.79638671875
SENSE daaa 67 24-04-2019 21:21:17.195 T: 31.01279830932617 [C]; A:[50, -6, 246]; H: 67.05908203125
SENSE daab 67 24-04-2019 21:21:17.279 T: 27.0191993713379 [C]; A:[14, -50, 244]; H: 71.76641845703125
SENSE daad 31 24-04-2019 21:21:17.279 T: 27.51840019226074 [C]; A:[2, 12, 238]; H: 72.74298095703125
SENSE daaa 68 24-04-2019 21:21:17.598 T: 30.95039939880371 [C]; A:[54, -6, 232]; H: 67.05908203125
SENSE daab 68 24-04-2019 21:21:17.682 T: 27.08160018920898 [C]; A:[6, -48, 244]; H: 71.76641845703125
SENSE daad 32 24-04-2019 21:21:17.702 T: 27.51840019226074 [C]; A:[6, 10, 256]; H: 72.79638671875
SENSE daaa 69 24-04-2019 21:21:18.006 T: 30.95039939880371 [C]; A:[54, 0, 222]; H: 67.17352294921875
SENSE daab 69 24-04-2019 21:21:18.085 T: 27.0191993713379 [C]; A:[14, -48, 240]; H: 71.73590087890625
SENSE daad 33 24-04-2019 21:21:18.091 T: 27.51840019226074 [C]; A:[4, 8, 238]; H: 72.88031005859375
SENSE daaa 70 24-04-2019 21:21:18.414 T: 30.95039939880371 [C]; A:[50, -4, 232]; H: 67.2879638671875
SENSE daab 70 24-04-2019 21:21:18.488 T: 27.0191993713379 [C]; A:[10, -52, 244]; H: 71.7130126953125
SENSE daad 34 24-04-2019 21:21:18.503 T: 27.51840019226074 [C]; A:[8, 10, 238]; H: 72.9642333984375
SENSE daaa 71 24-04-2019 21:21:18.818 T: 30.95039939880371 [C]; A:[48, 0, 230]; H: 67.37188720703125
SENSE daab 71 24-04-2019 21:21:18.916 T: 27.0191993713379 [C]; A:[16, -48, 246]; H: 71.6824951171875
SENSE daad 35 24-04-2019 21:21:18.907 T: 27.51840019226074 [C]; A:[8, 6, 238]; H: 73.07867431640625
SENSE daaa 72 24-04-2019 21:21:19.215 T: 31.01279830932617 [C]; A:[52, -8, 230]; H: 67.42529296875
SENSE daab 72 24-04-2019 21:21:19.300 T: 27.08160018920898 [C]; A:[14, -44, 244]; H: 71.65960693359375
SENSE daad 36 24-04-2019 21:21:19.310 T: 27.51840019226074 [C]; A:[6, 8, 242]; H: 73.07867431640625
SENSE daaa 73 24-04-2019 21:21:19.628 T: 30.95039939880371 [C]; A:[54, 0, 228]; H: 67.455810546875
SENSE daab 73 24-04-2019 21:21:19.703 T: 27.0191993713379 [C]; A:[14, -44, 242]; H: 71.62908935546875
SENSE daac 37 24-04-2019 21:21:14.921 T: 27.8927993774414 [C]; A:[60, 24, 228]; H: 74.89447021484375
SENSE daaa 74 24-04-2019 21:21:20.026 T: 30.95039939880371 [C]; A:[50, 0, 230]; H: 67.455810546875
SENSE daab 74 24-04-2019 21:21:20.116 T: 27.0191993713379 [C]; A:[20, -50, 246]; H: 71.62908935546875
SENSE daac 38 24-04-2019 21:21:20.180 T: 27.9552001953125 [C]; A:[58, 24, 216]; H: 74.9326171875
SENSE daaa 75 24-04-2019 21:21:20.434 T: 30.95039939880371 [C]; A:[50, -4, 226]; H: 67.41766357421875
SENSE daab 75 24-04-2019 21:21:20.519 T: 27.0191993713379 [C]; A:[14, -52, 240]; H: 71.59857177734375
