SENSE daaa 1 19-04-2019 09:30:30.244 T: 28.57919883728027 [C]; A:[0, 0, 0]; H: 74.8563232421875
SENSE daaa 10 19-04-2019 09:30:40.268 T: 28.64159965515136 [C]; A:[14, -10, 252]; H: 74.74951171875
SENSE daad 11 19-04-2019 09:30:40.180 T: 27.76799964904785 [C]; A:[98, -6, 192]; H: 80.21978759765625
SENSE daaa 11 19-04-2019 09:30:40.746 T: 28.64159965515136 [C]; A:[12, -14, 244]; H: 74.69610595703125
SENSE daaa 12 19-04-2019 09:30:41.334 T: 28.64159965515136 [C]; A:[12, -8, 250]; H: 74.69610595703125
SENSE daad 12 19-04-2019 09:30:41.250 T: 27.76799964904785 [C]; A:[100, 0, 190]; H: 80.21978759765625
SENSE daaa 13 19-04-2019 09:30:41.821 T: 28.57919883728027 [C]; A:[14, -12, 250]; H: 74.69610595703125
SENSE daaa 14 19-04-2019 09:30:42.399 T: 28.64159965515136 [C]; A:[14, -14, 250]; H: 74.69610595703125
SENSE daad 13 19-04-2019 09:30:42.305 T: 27.76799964904785 [C]; A:[100, 0, 184]; H: 80.21978759765625
SENSE daaa 15 19-04-2019 09:30:42.866 T: 28.64159965515136 [C]; A:[10, -14, 250]; H: 74.69610595703125
SENSE daaa 16 19-04-2019 09:30:43.439 T: 28.64159965515136 [C]; A:[12, -14, 250]; H: 74.6732177734375
SENSE daad 14 19-04-2019 09:30:43.345 T: 27.83039855957031 [C]; A:[94, 0, 184]; H: 80.21978759765625
SENSE daaa 17 19-04-2019 09:30:43.922 T: 28.64159965515136 [C]; A:[12, -16, 244]; H: 74.6732177734375
SENSE daaa 18 19-04-2019 09:30:44.504 T: 28.64159965515136 [C]; A:[12, -14, 246]; H: 74.6732177734375
SENSE daad 15 19-04-2019 09:30:44.400 T: 27.76799964904785 [C]; A:[98, 0, 190]; H: 80.21978759765625
SENSE daaa 19 19-04-2019 09:30:44.982 T: 28.70399856567382 [C]; A:[6, -16, 248]; H: 74.6427001953125
SENSE daab 7 19-04-2019 09:30:34.989 T: 28.76639938354492 [C]; A:[10, -76, 212]; H: 76.63397216796875
SENSE daaa 20 19-04-2019 09:30:45.633 T: 28.64159965515136 [C]; A:[6, -14, 246]; H: 74.6427001953125
SENSE daad 16 19-04-2019 09:30:45.545 T: 27.76799964904785 [C]; A:[96, 0, 188]; H: 80.21978759765625
SENSE daaa 21 19-04-2019 09:30:46.122 T: 28.64159965515136 [C]; A:[14, -14, 250]; H: 74.6427001953125
SENSE daaa 22 19-04-2019 09:30:46.699 T: 28.70399856567382 [C]; A:[14, -12, 248]; H: 74.6427001953125
SENSE daaa 23 19-04-2019 09:30:47.162 T: 28.64159965515136 [C]; A:[12, -14, 246]; H: 74.6121826171875
SENSE daaa 24 19-04-2019 09:30:47.738 T: 28.64159965515136 [C]; A:[8, -18, 252]; H: 74.6121826171875
SENSE daac 3 19-04-2019 09:30:47.582 T: 29.26559829711914 [C]; A:[10, -28, 230]; H: 75.60400390625
SENSE daaa 25 19-04-2019 09:30:48.217 T: 28.64159965515136 [C]; A:[12, -14, 250]; H: 74.6121826171875
SENSE daaa 26 19-04-2019 09:30:48.806 T: 28.64159965515136 [C]; A:[12, -14, 250]; H: 74.5816650390625
SENSE daac 4 19-04-2019 09:30:48.642 T: 29.32799911499023 [C]; A:[14, -24, 230]; H: 75.60400390625
SENSE daaa 27 19-04-2019 09:30:49.292 T: 28.70399856567382 [C]; A:[14, -14, 242]; H: 74.5816650390625
SENSE daaa 28 19-04-2019 09:30:49.860 T: 28.70399856567382 [C]; A:[4, -14, 240]; H: 74.5816650390625
SENSE daac 5 19-04-2019 09:30:49.731 T: 29.26559829711914 [C]; A:[4, -24, 226]; H: 75.55059814453125
SENSE daaa 29 19-04-2019 09:30:50.362 T: 28.70399856567382 [C]; A:[12, -8, 246]; H: 74.55877685546875
SENSE daaa 30 19-04-2019 09:30:50.930 T: 28.70399856567382 [C]; A:[12, -16, 252]; H: 74.55877685546875
SENSE daac 6 19-04-2019 09:30:50.782 T: 29.32799911499023 [C]; A:[8, -26, 230]; H: 75.55059814453125
SENSE daaa 31 19-04-2019 09:30:51.408 T: 28.70399856567382 [C]; A:[14, -10, 250]; H: 74.55877685546875
SENSE daad 17 19-04-2019 09:30:46.615 T: 27.83039855957031 [C]; A:[98, 0, 176]; H: 80.18927001953125
SENSE daaa 32 19-04-2019 09:30:51.950 T: 28.70399856567382 [C]; A:[8, -16, 248]; H: 74.52825927734375
SENSE daaa 33 19-04-2019 09:30:52.522 T: 28.70399856567382 [C]; A:[16, -14, 250]; H: 74.52825927734375
SENSE daad 18 19-04-2019 09:30:52.410 T: 27.83039855957031 [C]; A:[96, 0, 184]; H: 80.20452880859375
SENSE daaa 34 19-04-2019 09:30:52.995 T: 28.70399856567382 [C]; A:[20, -20, 248]; H: 74.52825927734375
SENSE daaa 35 19-04-2019 09:30:53.563 T: 28.70399856567382 [C]; A:[10, -14, 250]; H: 74.49774169921875
SENSE daad 19 19-04-2019 09:30:53.493 T: 27.83039855957031 [C]; A:[94, 2, 190]; H: 80.20452880859375
SENSE daaa 36 19-04-2019 09:30:54.041 T: 28.70399856567382 [C]; A:[12, -14, 246]; H: 74.49774169921875
SENSE daaa 37 19-04-2019 09:30:54.618 T: 28.76639938354492 [C]; A:[8, -10, 248]; H: 74.49774169921875
SENSE daad 20 19-04-2019 09:30:54.515 T: 27.83039855957031 [C]; A:[98, 2, 176]; H: 80.17401123046875
SENSE daaa 38 19-04-2019 09:30:55.091 T: 28.76639938354492 [C]; A:[14, -18, 248]; H: 74.49774169921875
SENSE daaa 39 19-04-2019 09:30:55.741 T: 28.76639938354492 [C]; A:[8, -16, 246]; H: 74.49774169921875
SENSE daaa 40 19-04-2019 09:30:56.310 T: 28.76639938354492 [C]; A:[16, -12, 250]; H: 74.474853515625
SENSE daab 8 19-04-2019 09:30:56.083 T: 28.82879829406738 [C]; A:[10, -78, 220]; H: 76.5042724609375
SENSE daaa 41 19-04-2019 09:30:56.783 T: 28.70399856567382 [C]; A:[10, -14, 248]; H: 74.474853515625
SENSE daaa 42 19-04-2019 09:30:57.355 T: 28.76639938354492 [C]; A:[14, -14, 248]; H: 74.474853515625
SENSE daab 9 19-04-2019 09:30:57.121 T: 28.89119911193847 [C]; A:[8, -72, 222]; H: 76.4737548828125
SENSE daaa 43 19-04-2019 09:30:57.818 T: 28.76639938354492 [C]; A:[12, -14, 250]; H: 74.474853515625
SENSE daaa 44 19-04-2019 09:30:58.391 T: 28.76639938354492 [C]; A:[12, -14, 254]; H: 74.4443359375
SENSE daab 10 19-04-2019 09:30:58.164 T: 28.89119911193847 [C]; A:[8, -74, 214]; H: 76.4737548828125
SENSE daaa 45 19-04-2019 09:30:58.854 T: 28.76639938354492 [C]; A:[12, -12, 248]; H: 74.4443359375
SENSE daaa 46 19-04-2019 09:30:59.421 T: 28.76639938354492 [C]; A:[10, -12, 248]; H: 74.39093017578125
SENSE daab 11 19-04-2019 09:30:59.197 T: 28.82879829406738 [C]; A:[12, -78, 224]; H: 76.4737548828125
SENSE daaa 47 19-04-2019 09:30:59.884 T: 28.76639938354492 [C]; A:[10, -16, 242]; H: 74.39093017578125
SENSE daaa 48 19-04-2019 09:31:00.461 T: 28.76639938354492 [C]; A:[14, -12, 246]; H: 74.36041259765625
SENSE daab 12 19-04-2019 09:31:00.221 T: 28.82879829406738 [C]; A:[8, -78, 216]; H: 76.4737548828125
SENSE daad 21 19-04-2019 09:30:55.651 T: 27.83039855957031 [C]; A:[96, 0, 180]; H: 80.17401123046875
SENSE daab 13 19-04-2019 09:31:01.188 T: 28.82879829406738 [C]; A:[6, -78, 216]; H: 76.43560791015625
SENSE daad 22 19-04-2019 09:31:01.655 T: 27.8927993774414 [C]; A:[96, 2, 184]; H: 80.151123046875
SENSE daab 14 19-04-2019 09:31:01.759 T: 28.89119911193847 [C]; A:[10, -74, 222]; H: 76.43560791015625
SENSE daad 23 19-04-2019 09:31:02.320 T: 27.8927993774414 [C]; A:[96, 2, 182]; H: 80.12060546875
SENSE daab 15 19-04-2019 09:31:02.479 T: 28.89119911193847 [C]; A:[6, -78, 220]; H: 76.43560791015625
SENSE daad 24 19-04-2019 09:31:03.085 T: 27.8927993774414 [C]; A:[100, 0, 178]; H: 80.12060546875
SENSE daab 16 19-04-2019 09:31:03.239 T: 28.89119911193847 [C]; A:[12, -78, 248]; H: 76.43560791015625
SENSE daad 25 19-04-2019 09:31:03.856 T: 27.83039855957031 [C]; A:[98, 0, 188]; H: 80.09771728515625
SENSE daab 17 19-04-2019 09:31:04.009 T: 28.89119911193847 [C]; A:[4, -76, 218]; H: 76.4432373046875
SENSE daad 26 19-04-2019 09:31:04.620 T: 27.8927993774414 [C]; A:[96, 0, 184]; H: 80.09771728515625
SENSE daab 18 19-04-2019 09:31:04.774 T: 28.89119911193847 [C]; A:[10, -76, 216]; H: 76.40509033203125
SENSE daaa 49 19-04-2019 09:31:05.781 T: 28.76639938354492 [C]; A:[14, -16, 248]; H: 74.28411865234375
SENSE daad 27 19-04-2019 09:31:05.395 T: 27.8927993774414 [C]; A:[100, 0, 188]; H: 80.09771728515625
SENSE daab 19 19-04-2019 09:31:05.554 T: 28.89119911193847 [C]; A:[8, -76, 214]; H: 76.4432373046875
SENSE daad 28 19-04-2019 09:31:06.620 T: 27.8927993774414 [C]; A:[94, 0, 188]; H: 80.06719970703125
SENSE daab 20 19-04-2019 09:31:06.781 T: 28.89119911193847 [C]; A:[6, -72, 218]; H: 76.4127197265625
SENSE daad 29 19-04-2019 09:31:07.385 T: 27.8927993774414 [C]; A:[100, -4, 182]; H: 80.06719970703125
SENSE daab 21 19-04-2019 09:31:07.551 T: 28.89119911193847 [C]; A:[2, -76, 210]; H: 76.4127197265625
SENSE daad 30 19-04-2019 09:31:08.170 T: 27.8927993774414 [C]; A:[98, 0, 178]; H: 80.03668212890625
SENSE daab 22 19-04-2019 09:31:08.330 T: 28.89119911193847 [C]; A:[14, -76, 210]; H: 76.4127197265625
SENSE daad 31 19-04-2019 09:31:08.926 T: 27.8927993774414 [C]; A:[100, 0, 186]; H: 80.03668212890625
SENSE daab 23 19-04-2019 09:31:09.100 T: 28.89119911193847 [C]; A:[12, -76, 222]; H: 76.4127197265625
SENSE daad 32 19-04-2019 09:31:09.710 T: 27.9552001953125 [C]; A:[96, 0, 178]; H: 80.00616455078125
SENSE daab 24 19-04-2019 09:31:09.865 T: 28.95359992980957 [C]; A:[10, -76, 216]; H: 76.3822021484375
SENSE daad 33 19-04-2019 09:31:10.475 T: 27.8927993774414 [C]; A:[96, 0, 186]; H: 80.00616455078125
SENSE daaa 50 19-04-2019 09:31:10.930 T: 28.82879829406738 [C]; A:[12, -16, 252]; H: 74.17730712890625
SENSE daab 25 19-04-2019 09:31:10.635 T: 28.89119911193847 [C]; A:[8, -78, 210]; H: 76.3822021484375
SENSE daaa 51 19-04-2019 09:31:11.406 T: 28.82879829406738 [C]; A:[14, -14, 246]; H: 74.17730712890625
SENSE daab 26 19-04-2019 09:31:11.738 T: 28.95359992980957 [C]; A:[14, -82, 216]; H: 76.3822021484375
SENSE daaa 52 19-04-2019 09:31:12.085 T: 28.82879829406738 [C]; A:[10, -16, 248]; H: 74.14678955078125
SENSE daaa 53 19-04-2019 09:31:12.649 T: 28.82879829406738 [C]; A:[10, -14, 250]; H: 74.14678955078125
SENSE daab 27 19-04-2019 09:31:12.428 T: 28.95359992980957 [C]; A:[8, -76, 216]; H: 76.3822021484375
SENSE daaa 54 19-04-2019 09:31:13.113 T: 28.82879829406738 [C]; A:[10, -14, 248]; H: 74.14678955078125
SENSE daaa 55 19-04-2019 09:31:13.680 T: 28.82879829406738 [C]; A:[8, -14, 246]; H: 74.0933837890625
SENSE daab 28 19-04-2019 09:31:13.446 T: 28.95359992980957 [C]; A:[12, -76, 210]; H: 76.3822021484375
SENSE daaa 56 19-04-2019 09:31:14.143 T: 28.89119911193847 [C]; A:[14, -8, 252]; H: 74.0933837890625
SENSE daaa 57 19-04-2019 09:31:14.716 T: 28.89119911193847 [C]; A:[10, -12, 244]; H: 74.0628662109375
SENSE daab 29 19-04-2019 09:31:14.484 T: 28.95359992980957 [C]; A:[8, -78, 208]; H: 76.3516845703125
SENSE daaa 58 19-04-2019 09:31:15.193 T: 28.82879829406738 [C]; A:[12, -12, 248]; H: 74.0628662109375
SENSE daaa 59 19-04-2019 09:31:15.847 T: 28.82879829406738 [C]; A:[12, -12, 248]; H: 74.0628662109375
SENSE daab 30 19-04-2019 09:31:15.538 T: 28.95359992980957 [C]; A:[4, -76, 218]; H: 76.3516845703125
SENSE daaa 60 19-04-2019 09:31:16.308 T: 28.89119911193847 [C]; A:[12, -16, 242]; H: 74.0323486328125
SENSE daab 31 19-04-2019 09:31:16.645 T: 28.95359992980957 [C]; A:[8, -78, 214]; H: 76.31353759765625
SENSE daaa 61 19-04-2019 09:31:16.987 T: 28.82879829406738 [C]; A:[8, -8, 248]; H: 74.0323486328125
SENSE daaa 62 19-04-2019 09:31:17.551 T: 28.89119911193847 [C]; A:[10, -12, 252]; H: 74.00946044921875
SENSE daab 32 19-04-2019 09:31:17.330 T: 28.95359992980957 [C]; A:[10, -78, 210]; H: 76.31353759765625
SENSE daaa 63 19-04-2019 09:31:18.025 T: 28.89119911193847 [C]; A:[12, -8, 250]; H: 74.00946044921875
SENSE daaa 64 19-04-2019 09:31:18.592 T: 28.89119911193847 [C]; A:[14, -14, 248]; H: 74.00946044921875
SENSE daab 33 19-04-2019 09:31:18.363 T: 28.95359992980957 [C]; A:[8, -74, 218]; H: 76.31353759765625
SENSE daaa 65 19-04-2019 09:31:19.065 T: 28.89119911193847 [C]; A:[14, -16, 246]; H: 73.97894287109375
SENSE daaa 66 19-04-2019 09:31:19.638 T: 28.95359992980957 [C]; A:[10, -16, 248]; H: 73.97894287109375
SENSE daab 34 19-04-2019 09:31:19.416 T: 28.95359992980957 [C]; A:[6, -72, 214]; H: 76.28302001953125
SENSE daaa 67 19-04-2019 09:31:20.115 T: 28.89119911193847 [C]; A:[4, -16, 244]; H: 73.97894287109375
SENSE daaa 68 19-04-2019 09:31:20.687 T: 28.89119911193847 [C]; A:[16, -16, 246]; H: 73.94842529296875
SENSE daab 35 19-04-2019 09:31:20.449 T: 28.95359992980957 [C]; A:[8, -78, 222]; H: 76.28302001953125
SENSE daab 36 19-04-2019 09:31:21.408 T: 28.95359992980957 [C]; A:[8, -76, 216]; H: 76.25250244140625
SENSE daab 37 19-04-2019 09:31:21.924 T: 28.95359992980957 [C]; A:[6, -74, 214]; H: 76.25250244140625
SENSE daab 38 19-04-2019 09:31:22.431 T: 28.95359992980957 [C]; A:[6, -74, 214]; H: 76.25250244140625
SENSE daab 39 19-04-2019 09:31:22.937 T: 28.95359992980957 [C]; A:[10, -78, 212]; H: 76.25250244140625
SENSE daab 40 19-04-2019 09:31:23.434 T: 29.01599884033203 [C]; A:[10, -74, 214]; H: 76.22198486328125
SENSE daab 41 19-04-2019 09:31:23.926 T: 28.95359992980957 [C]; A:[8, -78, 192]; H: 76.22198486328125
SENSE daab 42 19-04-2019 09:31:24.422 T: 28.95359992980957 [C]; A:[12, -76, 216]; H: 76.22198486328125
SENSE daab 43 19-04-2019 09:31:24.940 T: 29.01599884033203 [C]; A:[12, -78, 216]; H: 76.22198486328125
SENSE daab 44 19-04-2019 09:31:25.441 T: 29.01599884033203 [C]; A:[10, -82, 212]; H: 76.19146728515625
SENSE daaa 69 19-04-2019 09:31:25.825 T: 28.89119911193847 [C]; A:[10, -10, 248]; H: 73.78057861328125
SENSE daaa 70 19-04-2019 09:31:26.482 T: 28.95359992980957 [C]; A:[12, -16, 252]; H: 73.78057861328125
SENSE daab 45 19-04-2019 09:31:26.171 T: 29.01599884033203 [C]; A:[8, -78, 216]; H: 76.19146728515625
SENSE daaa 71 19-04-2019 09:31:27.152 T: 28.95359992980957 [C]; A:[12, -14, 248]; H: 73.7576904296875
SENSE daac 7 19-04-2019 09:31:27.003 T: 29.764799118042 [C]; A:[8, -28, 230]; H: 74.54351806640625
SENSE daaa 72 19-04-2019 09:31:27.625 T: 28.95359992980957 [C]; A:[14, -12, 246]; H: 73.7271728515625
SENSE daaa 73 19-04-2019 09:31:28.202 T: 28.95359992980957 [C]; A:[12, -12, 256]; H: 73.7271728515625
SENSE daac 8 19-04-2019 09:31:28.047 T: 29.82719993591308 [C]; A:[4, -22, 230]; H: 74.5206298828125
SENSE daaa 74 19-04-2019 09:31:28.675 T: 28.95359992980957 [C]; A:[16, -16, 248]; H: 73.6966552734375
SENSE daaa 75 19-04-2019 09:31:29.263 T: 28.95359992980957 [C]; A:[14, -16, 244]; H: 73.6966552734375
SENSE daac 9 19-04-2019 09:31:29.112 T: 29.82719993591308 [C]; A:[8, -26, 232]; H: 74.4595947265625
SENSE daaa 76 19-04-2019 09:31:29.730 T: 28.95359992980957 [C]; A:[8, -14, 248]; H: 73.742431640625
SENSE daaa 77 19-04-2019 09:31:30.308 T: 28.95359992980957 [C]; A:[10, -12, 252]; H: 73.7119140625
SENSE daac 10 19-04-2019 09:31:30.137 T: 29.82719993591308 [C]; A:[4, -24, 236]; H: 74.4290771484375
SENSE daac 11 19-04-2019 09:31:31.083 T: 29.82719993591308 [C]; A:[6, -24, 230]; H: 74.37567138671875
SENSE daad 34 19-04-2019 09:31:31.347 T: 28.07999992370605 [C]; A:[94, 2, 188]; H: 79.662841796875
SENSE daad 35 19-04-2019 09:31:32.272 T: 28.07999992370605 [C]; A:[102, 0, 184]; H: 79.63232421875
SENSE daad 36 19-04-2019 09:31:32.907 T: 28.07999992370605 [C]; A:[96, 0, 182]; H: 79.63232421875
SENSE daad 37 19-04-2019 09:31:33.547 T: 28.07999992370605 [C]; A:[96, 2, 184]; H: 79.601806640625
SENSE daad 38 19-04-2019 09:31:34.187 T: 28.07999992370605 [C]; A:[98, 0, 190]; H: 79.601806640625
SENSE daad 39 19-04-2019 09:31:34.827 T: 28.07999992370605 [C]; A:[100, 0, 184]; H: 79.57891845703125
SENSE daad 40 19-04-2019 09:31:35.452 T: 28.07999992370605 [C]; A:[96, 0, 180]; H: 79.57891845703125
SENSE daad 41 19-04-2019 09:31:36.092 T: 28.14239883422851 [C]; A:[98, 0, 180]; H: 79.57891845703125
SENSE daab 46 19-04-2019 09:31:31.644 T: 29.01599884033203 [C]; A:[10, -76, 216]; H: 76.122802734375
SENSE daad 42 19-04-2019 09:31:36.753 T: 28.14239883422851 [C]; A:[96, 4, 186]; H: 79.54840087890625
SENSE daac 12 19-04-2019 09:31:32.038 T: 29.88959884643554 [C]; A:[8, -26, 230]; H: 74.34515380859375
SENSE daab 47 19-04-2019 09:31:37.215 T: 29.07839965820312 [C]; A:[10, -80, 220]; H: 76.09991455078125
SENSE daad 43 19-04-2019 09:31:37.557 T: 28.14239883422851 [C]; A:[98, 0, 188]; H: 79.54840087890625
SENSE daac 13 19-04-2019 09:31:37.830 T: 29.95199966430664 [C]; A:[8, -26, 236]; H: 74.19256591796875
SENSE daab 48 19-04-2019 09:31:38.070 T: 29.01599884033203 [C]; A:[8, -80, 218]; H: 76.09991455078125
SENSE daad 44 19-04-2019 09:31:38.512 T: 28.14239883422851 [C]; A:[100, 0, 178]; H: 79.51788330078125
SENSE daac 14 19-04-2019 09:31:38.771 T: 29.88959884643554 [C]; A:[6, -24, 230]; H: 74.13153076171875
SENSE daab 49 19-04-2019 09:31:39.018 T: 29.07839965820312 [C]; A:[6, -78, 224]; H: 76.06939697265625
SENSE daad 45 19-04-2019 09:31:39.457 T: 28.14239883422851 [C]; A:[98, 0, 180]; H: 79.51788330078125
SENSE daac 15 19-04-2019 09:31:39.711 T: 29.95199966430664 [C]; A:[6, -22, 238]; H: 74.108642578125
SENSE daaa 78 19-04-2019 09:31:40.719 T: 29.07839965820312 [C]; A:[8, -12, 246]; H: 73.5135498046875
SENSE daad 46 19-04-2019 09:31:40.402 T: 28.14239883422851 [C]; A:[98, 0, 186]; H: 79.4949951171875
SENSE daaa 79 19-04-2019 09:31:41.182 T: 29.07839965820312 [C]; A:[12, -10, 244]; H: 73.5135498046875
SENSE daaa 80 19-04-2019 09:31:41.760 T: 29.07839965820312 [C]; A:[12, -12, 248]; H: 73.49066162109375
SENSE daad 47 19-04-2019 09:31:41.637 T: 28.2047996520996 [C]; A:[96, 0, 184]; H: 79.4644775390625
SENSE daaa 81 19-04-2019 09:31:42.222 T: 29.07839965820312 [C]; A:[14, -12, 246]; H: 73.49066162109375
SENSE daaa 82 19-04-2019 09:31:42.800 T: 29.01599884033203 [C]; A:[14, -12, 248]; H: 73.49066162109375
SENSE daad 48 19-04-2019 09:31:42.678 T: 28.14239883422851 [C]; A:[94, 0, 188]; H: 79.4644775390625
SENSE daaa 83 19-04-2019 09:31:43.268 T: 29.07839965820312 [C]; A:[12, -10, 250]; H: 73.46014404296875
SENSE daaa 84 19-04-2019 09:31:43.845 T: 29.07839965820312 [C]; A:[12, -12, 244]; H: 73.46014404296875
SENSE daad 49 19-04-2019 09:31:43.712 T: 28.14239883422851 [C]; A:[102, 0, 178]; H: 79.4339599609375
SENSE daaa 85 19-04-2019 09:31:44.308 T: 29.07839965820312 [C]; A:[8, -14, 244]; H: 73.46014404296875
SENSE daaa 86 19-04-2019 09:31:44.885 T: 29.07839965820312 [C]; A:[10, -16, 248]; H: 73.42962646484375
SENSE daab 50 19-04-2019 09:31:39.966 T: 29.07839965820312 [C]; A:[8, -72, 210]; H: 76.06939697265625
SENSE daaa 87 19-04-2019 09:31:45.348 T: 29.07839965820312 [C]; A:[14, -16, 254]; H: 73.42962646484375
SENSE daac 16 19-04-2019 09:31:40.562 T: 30.0143985748291 [C]; A:[12, -26, 226]; H: 74.047607421875
SENSE daaa 88 19-04-2019 09:31:45.871 T: 29.07839965820312 [C]; A:[14, -18, 250]; H: 73.42962646484375
SENSE daaa 89 19-04-2019 09:31:46.448 T: 29.07839965820312 [C]; A:[12, -14, 250]; H: 73.40673828125
SENSE daac 17 19-04-2019 09:31:46.284 T: 30.0767993927002 [C]; A:[6, -28, 230]; H: 73.79583740234375
SENSE daaa 90 19-04-2019 09:31:46.911 T: 29.07839965820312 [C]; A:[14, -12, 250]; H: 73.40673828125
SENSE daaa 91 19-04-2019 09:31:47.483 T: 29.07839965820312 [C]; A:[16, -16, 252]; H: 73.376220703125
SENSE daac 18 19-04-2019 09:31:47.320 T: 30.0767993927002 [C]; A:[6, -26, 232]; H: 73.803466796875
SENSE daaa 92 19-04-2019 09:31:47.956 T: 29.07839965820312 [C]; A:[10, -14, 248]; H: 73.376220703125
SENSE daaa 93 19-04-2019 09:31:48.529 T: 29.07839965820312 [C]; A:[14, -20, 242]; H: 73.376220703125
SENSE daac 19 19-04-2019 09:31:48.379 T: 30.0767993927002 [C]; A:[4, -28, 238]; H: 73.75006103515625
SENSE daaa 94 19-04-2019 09:31:48.991 T: 29.14079856872558 [C]; A:[14, -12, 246]; H: 73.345703125
SENSE daaa 95 19-04-2019 09:31:49.564 T: 29.14079856872558 [C]; A:[14, -14, 248]; H: 73.345703125
SENSE daac 20 19-04-2019 09:31:49.389 T: 30.0767993927002 [C]; A:[8, -28, 232]; H: 73.6966552734375
SENSE daaa 96 19-04-2019 09:31:50.067 T: 29.07839965820312 [C]; A:[14, -14, 248]; H: 73.345703125
SENSE daaa 97 19-04-2019 09:31:50.738 T: 29.07839965820312 [C]; A:[12, -10, 246]; H: 73.315185546875
SENSE daaa 98 19-04-2019 09:31:51.300 T: 29.14079856872558 [C]; A:[12, -12, 250]; H: 73.315185546875
SENSE daab 51 19-04-2019 09:31:51.082 T: 29.14079856872558 [C]; A:[6, -74, 214]; H: 75.84051513671875
SENSE daaa 99 19-04-2019 09:31:51.774 T: 29.07839965820312 [C]; A:[8, -12, 248]; H: 73.315185546875
SENSE daaa 100 19-04-2019 09:31:52.326 T: 29.14079856872558 [C]; A:[10, -14, 246]; H: 73.315185546875
SENSE daab 52 19-04-2019 09:31:52.100 T: 29.14079856872558 [C]; A:[8, -70, 210]; H: 75.80999755859375
SENSE daaa 101 19-04-2019 09:31:52.799 T: 29.14079856872558 [C]; A:[14, -14, 248]; H: 73.315185546875
SENSE daaa 102 19-04-2019 09:31:53.371 T: 29.14079856872558 [C]; A:[14, -18, 252]; H: 73.29229736328125
