SENSE daaa 1 25-04-2019 04:58:41.155 T: 27.9552001953125 [C]; A:[-12, -16, 222]; H: 69.469970703125
SENSE daaa 14 25-04-2019 04:58:45.934 T: 27.9552001953125 [C]; A:[-20, -6, 228]; H: 69.43182373046875
SENSE daac 6 25-04-2019 04:58:45.922 T: 29.95199966430664 [C]; A:[28, 22, 232]; H: 67.84490966796875
SENSE daaa 15 25-04-2019 04:58:46.276 T: 27.9552001953125 [C]; A:[-14, -6, 230]; H: 69.43182373046875
SENSE daad 1 25-04-2019 04:58:41.480 T: 27.51840019226074 [C]; A:[0, 0, 0]; H: 73.6661376953125
SENSE daac 7 25-04-2019 04:58:46.295 T: 29.95199966430664 [C]; A:[26, 16, 238]; H: 67.81439208984375
SENSE daaa 16 25-04-2019 04:58:46.609 T: 27.9552001953125 [C]; A:[-14, -6, 230]; H: 69.43182373046875
SENSE daad 2 25-04-2019 04:58:46.784 T: 27.51840019226074 [C]; A:[152, -6, 174]; H: 73.6661376953125
SENSE daaa 17 25-04-2019 04:58:46.981 T: 27.9552001953125 [C]; A:[-16, -8, 230]; H: 69.43182373046875
SENSE daac 8 25-04-2019 04:58:46.857 T: 29.95199966430664 [C]; A:[28, 20, 232]; H: 67.73046875
SENSE daaa 18 25-04-2019 04:58:47.354 T: 27.9552001953125 [C]; A:[-12, -8, 228]; H: 69.43182373046875
SENSE daac 9 25-04-2019 04:58:47.414 T: 29.95199966430664 [C]; A:[24, 22, 232]; H: 67.66943359375
SENSE daaa 19 25-04-2019 04:58:47.687 T: 27.9552001953125 [C]; A:[-16, -10, 266]; H: 69.43182373046875
SENSE daac 10 25-04-2019 04:58:47.758 T: 29.95199966430664 [C]; A:[22, 22, 234]; H: 67.61602783203125
SENSE daaa 20 25-04-2019 04:58:48.045 T: 27.9552001953125 [C]; A:[-14, -8, 224]; H: 69.43182373046875
SENSE daac 11 25-04-2019 04:58:48.121 T: 29.95199966430664 [C]; A:[22, 22, 232]; H: 67.5626220703125
SENSE daaa 21 25-04-2019 04:58:48.387 T: 27.9552001953125 [C]; A:[-12, -12, 228]; H: 69.43182373046875
SENSE daac 12 25-04-2019 04:58:48.474 T: 29.88959884643554 [C]; A:[24, 20, 230]; H: 67.5015869140625
SENSE daaa 22 25-04-2019 04:58:48.719 T: 28.01759910583496 [C]; A:[-14, -12, 228]; H: 69.43182373046875
SENSE daac 13 25-04-2019 04:58:48.817 T: 29.95199966430664 [C]; A:[26, 20, 230]; H: 67.44818115234375
SENSE daaa 23 25-04-2019 04:58:49.072 T: 28.01759910583496 [C]; A:[-12, -10, 228]; H: 69.43182373046875
SENSE daac 14 25-04-2019 04:58:49.181 T: 29.95199966430664 [C]; A:[28, 18, 232]; H: 67.41766357421875
SENSE daaa 24 25-04-2019 04:58:49.415 T: 28.01759910583496 [C]; A:[-12, -10, 230]; H: 69.469970703125
SENSE daac 15 25-04-2019 04:58:49.524 T: 29.88959884643554 [C]; A:[30, 22, 228]; H: 67.394775390625
SENSE daaa 25 25-04-2019 04:58:49.747 T: 28.01759910583496 [C]; A:[-14, -10, 226]; H: 69.469970703125
SENSE daac 16 25-04-2019 04:58:49.867 T: 29.95199966430664 [C]; A:[20, 24, 230]; H: 67.3642578125
SENSE daaa 26 25-04-2019 04:58:50.090 T: 27.9552001953125 [C]; A:[-12, -10, 228]; H: 69.469970703125
SENSE daac 17 25-04-2019 04:58:50.211 T: 29.95199966430664 [C]; A:[26, 22, 234]; H: 67.333740234375
SENSE daaa 27 25-04-2019 04:58:50.448 T: 28.01759910583496 [C]; A:[-14, -14, 228]; H: 69.469970703125
SENSE daab 10 25-04-2019 04:58:45.609 T: 27.5807991027832 [C]; A:[2, -40, 238]; H: 70.82037353515625
SENSE daac 18 25-04-2019 04:58:50.554 T: 29.95199966430664 [C]; A:[26, 20, 238]; H: 67.333740234375
SENSE daaa 28 25-04-2019 04:58:50.790 T: 28.01759910583496 [C]; A:[-14, -10, 228]; H: 69.469970703125
SENSE daab 11 25-04-2019 04:58:50.885 T: 27.5807991027832 [C]; A:[6, -38, 242]; H: 70.85089111328125
SENSE daaa 29 25-04-2019 04:58:51.163 T: 27.9552001953125 [C]; A:[-14, -6, 228]; H: 69.469970703125
SENSE daab 12 25-04-2019 04:58:51.393 T: 27.5807991027832 [C]; A:[8, -38, 248]; H: 70.85089111328125
SENSE daaa 30 25-04-2019 04:58:51.505 T: 28.01759910583496 [C]; A:[-16, -10, 234]; H: 69.469970703125
SENSE daac 19 25-04-2019 04:58:51.235 T: 29.95199966430664 [C]; A:[24, 20, 234]; H: 67.333740234375
SENSE daab 13 25-04-2019 04:58:51.834 T: 27.5807991027832 [C]; A:[10, -38, 248]; H: 70.85089111328125
SENSE daaa 31 25-04-2019 04:58:51.907 T: 28.01759910583496 [C]; A:[-16, -10, 226]; H: 69.469970703125
SENSE daaa 32 25-04-2019 04:58:52.339 T: 27.9552001953125 [C]; A:[-20, -4, 224]; H: 69.469970703125
SENSE daab 14 25-04-2019 04:58:52.319 T: 27.5807991027832 [C]; A:[2, -34, 246]; H: 70.85089111328125
SENSE daad 3 25-04-2019 04:58:47.300 T: 27.51840019226074 [C]; A:[150, -4, 172]; H: 73.6661376953125
SENSE daaa 33 25-04-2019 04:58:52.708 T: 27.9552001953125 [C]; A:[-14, -8, 228]; H: 69.469970703125
SENSE daab 15 25-04-2019 04:58:52.756 T: 27.5807991027832 [C]; A:[2, -36, 248]; H: 70.82037353515625
SENSE daaa 34 25-04-2019 04:58:53.079 T: 28.01759910583496 [C]; A:[-14, -4, 220]; H: 69.469970703125
SENSE daab 16 25-04-2019 04:58:53.260 T: 27.51840019226074 [C]; A:[8, -36, 244]; H: 70.82037353515625
SENSE daaa 35 25-04-2019 04:58:53.422 T: 28.01759910583496 [C]; A:[-12, -8, 222]; H: 69.469970703125
SENSE daad 4 25-04-2019 04:58:53.178 T: 27.51840019226074 [C]; A:[152, -4, 178]; H: 73.53643798828125
SENSE daaa 36 25-04-2019 04:58:53.765 T: 28.01759910583496 [C]; A:[-16, -8, 228]; H: 69.469970703125
SENSE daab 17 25-04-2019 04:58:53.691 T: 27.51840019226074 [C]; A:[4, -38, 246]; H: 70.82037353515625
SENSE daaa 37 25-04-2019 04:58:54.097 T: 27.9552001953125 [C]; A:[-18, -8, 232]; H: 69.469970703125
SENSE daab 18 25-04-2019 04:58:54.192 T: 27.5807991027832 [C]; A:[6, -38, 246]; H: 70.82037353515625
SENSE daad 5 25-04-2019 04:58:54.122 T: 27.51840019226074 [C]; A:[154, -10, 176]; H: 73.53643798828125
SENSE daaa 38 25-04-2019 04:58:54.440 T: 28.01759910583496 [C]; A:[-16, -8, 230]; H: 69.469970703125
SENSE daab 19 25-04-2019 04:58:54.636 T: 27.5807991027832 [C]; A:[4, -42, 250]; H: 70.82037353515625
SENSE daaa 39 25-04-2019 04:58:54.852 T: 28.01759910583496 [C]; A:[-18, -8, 226]; H: 69.469970703125
SENSE daab 20 25-04-2019 04:58:55.131 T: 27.5807991027832 [C]; A:[6, -42, 246]; H: 70.82037353515625
SENSE daaa 40 25-04-2019 04:58:55.210 T: 28.01759910583496 [C]; A:[-18, -6, 232]; H: 69.469970703125
SENSE daad 6 25-04-2019 04:58:55.056 T: 27.51840019226074 [C]; A:[156, -8, 182]; H: 73.50592041015625
SENSE daab 21 25-04-2019 04:58:55.567 T: 27.5807991027832 [C]; A:[8, -40, 244]; H: 70.82037353515625
SENSE daaa 41 25-04-2019 04:58:55.652 T: 27.9552001953125 [C]; A:[-10, -10, 230]; H: 69.43182373046875
SENSE daaa 42 25-04-2019 04:58:56.074 T: 27.9552001953125 [C]; A:[-12, -10, 232]; H: 69.43182373046875
SENSE daab 22 25-04-2019 04:58:56.068 T: 27.5807991027832 [C]; A:[6, -38, 246]; H: 70.7974853515625
SENSE daad 7 25-04-2019 04:58:55.984 T: 27.51840019226074 [C]; A:[154, -10, 180]; H: 73.50592041015625
SENSE daaa 43 25-04-2019 04:58:56.407 T: 27.9552001953125 [C]; A:[-16, -8, 230]; H: 69.43182373046875
SENSE daab 23 25-04-2019 04:58:56.504 T: 27.5807991027832 [C]; A:[4, -42, 266]; H: 70.7974853515625
SENSE daaa 44 25-04-2019 04:58:56.779 T: 27.9552001953125 [C]; A:[-14, -12, 230]; H: 69.43182373046875
SENSE daab 24 25-04-2019 04:58:57.003 T: 27.5807991027832 [C]; A:[6, -40, 242]; H: 70.7974853515625
SENSE daaa 45 25-04-2019 04:58:57.112 T: 28.01759910583496 [C]; A:[-12, -8, 230]; H: 69.43182373046875
SENSE daad 8 25-04-2019 04:58:56.927 T: 27.51840019226074 [C]; A:[152, -8, 180]; H: 73.4677734375
SENSE daab 25 25-04-2019 04:58:57.439 T: 27.5807991027832 [C]; A:[8, -38, 246]; H: 70.7974853515625
SENSE daaa 46 25-04-2019 04:58:57.519 T: 28.01759910583496 [C]; A:[-18, -10, 228]; H: 69.43182373046875
SENSE daaa 47 25-04-2019 04:58:57.951 T: 28.01759910583496 [C]; A:[-14, -4, 228]; H: 69.43182373046875
SENSE daab 26 25-04-2019 04:58:57.924 T: 27.6431999206543 [C]; A:[2, -34, 246]; H: 70.8280029296875
SENSE daad 9 25-04-2019 04:58:57.846 T: 27.51840019226074 [C]; A:[152, -6, 174]; H: 73.4677734375
SENSE daaa 48 25-04-2019 04:58:58.284 T: 28.01759910583496 [C]; A:[-20, -10, 226]; H: 69.43182373046875
SENSE daab 27 25-04-2019 04:58:58.376 T: 27.6431999206543 [C]; A:[4, -36, 246]; H: 70.80511474609375
SENSE daaa 49 25-04-2019 04:58:58.646 T: 28.01759910583496 [C]; A:[-16, -8, 228]; H: 69.40130615234375
SENSE daab 28 25-04-2019 04:58:58.884 T: 27.5807991027832 [C]; A:[10, -38, 248]; H: 70.80511474609375
SENSE daaa 50 25-04-2019 04:58:58.979 T: 28.01759910583496 [C]; A:[-16, -6, 228]; H: 69.40130615234375
SENSE daad 10 25-04-2019 04:58:58.814 T: 27.51840019226074 [C]; A:[152, -8, 180]; H: 73.4677734375
SENSE daab 29 25-04-2019 04:58:59.320 T: 27.5807991027832 [C]; A:[6, -36, 246]; H: 70.80511474609375
SENSE daaa 51 25-04-2019 04:58:59.391 T: 28.01759910583496 [C]; A:[-16, -6, 236]; H: 69.40130615234375
SENSE daaa 52 25-04-2019 04:58:59.829 T: 28.01759910583496 [C]; A:[-18, -8, 226]; H: 69.43182373046875
SENSE daab 30 25-04-2019 04:58:59.805 T: 27.5807991027832 [C]; A:[8, -38, 248]; H: 70.80511474609375
SENSE daad 11 25-04-2019 04:58:59.732 T: 27.51840019226074 [C]; A:[150, -6, 168]; H: 73.4677734375
SENSE daaa 53 25-04-2019 04:59:00.161 T: 28.01759910583496 [C]; A:[-16, -8, 228]; H: 69.43182373046875
SENSE daab 31 25-04-2019 04:59:00.242 T: 27.5807991027832 [C]; A:[2, -38, 244]; H: 70.80511474609375
SENSE daaa 54 25-04-2019 04:59:00.543 T: 28.01759910583496 [C]; A:[-14, -8, 226]; H: 69.43182373046875
SENSE daab 32 25-04-2019 04:59:00.756 T: 27.5807991027832 [C]; A:[6, -32, 246]; H: 70.80511474609375
SENSE daaa 55 25-04-2019 04:59:00.876 T: 28.01759910583496 [C]; A:[-16, -6, 230]; H: 69.43182373046875
SENSE daad 12 25-04-2019 04:59:00.686 T: 27.51840019226074 [C]; A:[152, -8, 174]; H: 73.437255859375
SENSE daaa 56 25-04-2019 04:59:01.268 T: 28.01759910583496 [C]; A:[-16, -8, 232]; H: 69.43182373046875
SENSE daab 33 25-04-2019 04:59:01.201 T: 27.6431999206543 [C]; A:[6, -36, 244]; H: 70.80511474609375
SENSE daaa 57 25-04-2019 04:59:01.611 T: 28.01759910583496 [C]; A:[-14, -4, 224]; H: 69.43182373046875
SENSE daab 34 25-04-2019 04:59:01.697 T: 27.6431999206543 [C]; A:[0, -36, 250]; H: 70.80511474609375
SENSE daad 13 25-04-2019 04:59:01.619 T: 27.51840019226074 [C]; A:[150, -8, 178]; H: 73.437255859375
SENSE daaa 58 25-04-2019 04:59:01.944 T: 28.01759910583496 [C]; A:[-14, -6, 232]; H: 69.43182373046875
SENSE daab 35 25-04-2019 04:59:02.132 T: 27.6431999206543 [C]; A:[2, -36, 246]; H: 70.77459716796875
SENSE daaa 59 25-04-2019 04:59:02.342 T: 28.01759910583496 [C]; A:[-16, -6, 228]; H: 69.43182373046875
SENSE daaa 60 25-04-2019 04:59:02.674 T: 28.07999992370605 [C]; A:[-18, -6, 228]; H: 69.43182373046875
SENSE daab 36 25-04-2019 04:59:02.617 T: 27.6431999206543 [C]; A:[6, -36, 248]; H: 70.74407958984375
SENSE daad 14 25-04-2019 04:59:02.543 T: 27.5807991027832 [C]; A:[156, -6, 176]; H: 73.437255859375
SENSE daaa 61 25-04-2019 04:59:03.006 T: 28.01759910583496 [C]; A:[-16, -6, 228]; H: 69.43182373046875
SENSE daab 37 25-04-2019 04:59:03.069 T: 27.6431999206543 [C]; A:[6, -40, 244]; H: 70.74407958984375
SENSE daaa 62 25-04-2019 04:59:03.389 T: 28.01759910583496 [C]; A:[-12, -16, 230]; H: 69.43182373046875
SENSE daab 38 25-04-2019 04:59:03.573 T: 27.6431999206543 [C]; A:[2, -36, 242]; H: 70.74407958984375
SENSE daaa 63 25-04-2019 04:59:03.732 T: 28.01759910583496 [C]; A:[-10, -8, 232]; H: 69.43182373046875
SENSE daad 15 25-04-2019 04:59:03.491 T: 27.51840019226074 [C]; A:[152, -8, 178]; H: 73.437255859375
SENSE daab 39 25-04-2019 04:59:04.018 T: 27.5807991027832 [C]; A:[6, -40, 244]; H: 70.690673828125
SENSE daaa 64 25-04-2019 04:59:04.074 T: 28.01759910583496 [C]; A:[-10, -10, 230]; H: 69.3936767578125
SENSE daaa 65 25-04-2019 04:59:04.532 T: 28.01759910583496 [C]; A:[-16, -8, 220]; H: 69.3936767578125
SENSE daab 40 25-04-2019 04:59:04.513 T: 27.6431999206543 [C]; A:[8, -40, 234]; H: 70.690673828125
SENSE daad 16 25-04-2019 04:59:04.444 T: 27.51840019226074 [C]; A:[152, -8, 174]; H: 73.437255859375
SENSE daaa 66 25-04-2019 04:59:04.874 T: 28.01759910583496 [C]; A:[-16, -10, 230]; H: 69.3936767578125
SENSE daab 41 25-04-2019 04:59:04.950 T: 27.5807991027832 [C]; A:[4, -36, 244]; H: 70.66015625
SENSE daaa 67 25-04-2019 04:59:05.236 T: 28.01759910583496 [C]; A:[-16, -12, 232]; H: 69.3936767578125
SENSE daab 42 25-04-2019 04:59:05.464 T: 27.6431999206543 [C]; A:[6, -40, 246]; H: 70.66015625
SENSE daaa 68 25-04-2019 04:59:05.579 T: 28.07999992370605 [C]; A:[-16, -8, 232]; H: 69.3936767578125
SENSE daad 17 25-04-2019 04:59:05.392 T: 27.51840019226074 [C]; A:[154, -8, 180]; H: 73.40673828125
SENSE daaa 69 25-04-2019 04:59:05.971 T: 28.01759910583496 [C]; A:[-16, -6, 230]; H: 69.3936767578125
SENSE daab 43 25-04-2019 04:59:05.900 T: 27.5807991027832 [C]; A:[6, -36, 244]; H: 70.63726806640625
SENSE daaa 70 25-04-2019 04:59:06.314 T: 28.01759910583496 [C]; A:[-12, -14, 228]; H: 69.3936767578125
SENSE daab 44 25-04-2019 04:59:06.396 T: 27.6431999206543 [C]; A:[6, -36, 244]; H: 70.63726806640625
SENSE daad 18 25-04-2019 04:59:06.322 T: 27.5807991027832 [C]; A:[150, -6, 172]; H: 73.40673828125
SENSE daaa 71 25-04-2019 04:59:06.663 T: 28.01759910583496 [C]; A:[-16, -8, 230]; H: 69.3936767578125
SENSE daab 45 25-04-2019 04:59:06.830 T: 27.5807991027832 [C]; A:[6, -38, 244]; H: 70.60675048828125
SENSE daaa 72 25-04-2019 04:59:07.044 T: 28.01759910583496 [C]; A:[-14, -10, 226]; H: 69.4241943359375
SENSE daaa 73 25-04-2019 04:59:07.377 T: 28.01759910583496 [C]; A:[-10, -12, 230]; H: 69.3936767578125
SENSE daab 46 25-04-2019 04:59:07.333 T: 27.6431999206543 [C]; A:[6, -34, 240]; H: 70.60675048828125
SENSE daac 20 25-04-2019 04:58:52.171 T: 29.95199966430664 [C]; A:[32, 22, 234]; H: 67.30322265625
SENSE daaa 74 25-04-2019 04:59:07.719 T: 28.01759910583496 [C]; A:[-12, -8, 232]; H: 69.3936767578125
SENSE daac 21 25-04-2019 04:59:08.101 T: 29.82719993591308 [C]; A:[22, 22, 230]; H: 67.211669921875
SENSE daac 22 25-04-2019 04:59:08.450 T: 29.82719993591308 [C]; A:[26, 26, 232]; H: 67.211669921875
SENSE daac 23 25-04-2019 04:59:08.818 T: 29.82719993591308 [C]; A:[24, 16, 226]; H: 67.2421875
SENSE daac 24 25-04-2019 04:59:09.181 T: 29.82719993591308 [C]; A:[24, 22, 230]; H: 67.272705078125
SENSE daac 25 25-04-2019 04:59:09.565 T: 29.82719993591308 [C]; A:[26, 24, 238]; H: 67.29559326171875
SENSE daac 26 25-04-2019 04:59:09.922 T: 29.82719993591308 [C]; A:[26, 24, 234]; H: 67.35662841796875
SENSE daac 27 25-04-2019 04:59:10.281 T: 29.82719993591308 [C]; A:[28, 26, 234]; H: 67.4100341796875
SENSE daac 28 25-04-2019 04:59:10.639 T: 29.88959884643554 [C]; A:[26, 18, 232]; H: 67.4405517578125
SENSE daac 29 25-04-2019 04:59:10.992 T: 29.82719993591308 [C]; A:[28, 18, 236]; H: 67.4710693359375
SENSE daac 30 25-04-2019 04:59:11.350 T: 29.88959884643554 [C]; A:[24, 16, 234]; H: 67.4710693359375
SENSE daac 31 25-04-2019 04:59:11.709 T: 29.88959884643554 [C]; A:[22, 18, 230]; H: 67.4710693359375
SENSE daad 19 25-04-2019 04:59:07.239 T: 27.5807991027832 [C]; A:[154, -8, 180]; H: 73.40673828125
SENSE daac 32 25-04-2019 04:59:12.052 T: 29.88959884643554 [C]; A:[30, 16, 230]; H: 67.49395751953125
SENSE daab 47 25-04-2019 04:59:07.778 T: 27.6431999206543 [C]; A:[6, -38, 242]; H: 70.57623291015625
SENSE daad 20 25-04-2019 04:59:12.537 T: 27.5807991027832 [C]; A:[154, -6, 176]; H: 73.6661376953125
SENSE daaa 75 25-04-2019 04:59:12.747 T: 28.01759910583496 [C]; A:[-16, -8, 226]; H: 69.4241943359375
SENSE daab 48 25-04-2019 04:59:12.956 T: 27.6431999206543 [C]; A:[6, -40, 242]; H: 70.4923095703125
SENSE daaa 76 25-04-2019 04:59:13.211 T: 28.01759910583496 [C]; A:[-12, -12, 230]; H: 69.469970703125
SENSE daab 49 25-04-2019 04:59:13.443 T: 27.70559883117675 [C]; A:[4, -38, 246]; H: 70.4923095703125
SENSE daaa 77 25-04-2019 04:59:13.554 T: 28.01759910583496 [C]; A:[-12, -14, 226]; H: 69.469970703125
SENSE daad 21 25-04-2019 04:59:13.376 T: 27.5807991027832 [C]; A:[148, -4, 180]; H: 73.6966552734375
SENSE daab 50 25-04-2019 04:59:13.884 T: 27.6431999206543 [C]; A:[4, -36, 244]; H: 70.4923095703125
SENSE daaa 78 25-04-2019 04:59:13.962 T: 28.01759910583496 [C]; A:[-14, -10, 230]; H: 69.469970703125
SENSE daaa 79 25-04-2019 04:59:14.388 T: 28.01759910583496 [C]; A:[-12, -4, 230]; H: 69.469970703125
SENSE daab 51 25-04-2019 04:59:14.369 T: 27.6431999206543 [C]; A:[6, -38, 244]; H: 70.4923095703125
SENSE daad 22 25-04-2019 04:59:14.295 T: 27.5807991027832 [C]; A:[154, -8, 174]; H: 73.76531982421875
SENSE daaa 80 25-04-2019 04:59:14.721 T: 27.9552001953125 [C]; A:[-16, -4, 224]; H: 69.469970703125
SENSE daab 52 25-04-2019 04:59:14.806 T: 27.70559883117675 [C]; A:[6, -40, 246]; H: 70.46942138671875
SENSE daaa 81 25-04-2019 04:59:15.093 T: 28.01759910583496 [C]; A:[-18, -4, 230]; H: 69.469970703125
SENSE daab 53 25-04-2019 04:59:15.305 T: 27.70559883117675 [C]; A:[2, -36, 250]; H: 70.46942138671875
SENSE daaa 82 25-04-2019 04:59:15.436 T: 28.01759910583496 [C]; A:[-16, -12, 230]; H: 69.469970703125
SENSE daad 23 25-04-2019 04:59:15.233 T: 27.5807991027832 [C]; A:[156, -12, 176]; H: 73.76531982421875
SENSE daab 54 25-04-2019 04:59:15.750 T: 27.6431999206543 [C]; A:[2, -40, 240]; H: 70.46942138671875
SENSE daaa 83 25-04-2019 04:59:15.818 T: 28.01759910583496 [C]; A:[-14, -6, 228]; H: 69.469970703125
SENSE daaa 84 25-04-2019 04:59:16.276 T: 28.01759910583496 [C]; A:[-12, -4, 230]; H: 69.469970703125
SENSE daab 55 25-04-2019 04:59:16.241 T: 27.70559883117675 [C]; A:[10, -40, 246]; H: 70.46942138671875
SENSE daad 24 25-04-2019 04:59:16.172 T: 27.5807991027832 [C]; A:[158, -8, 168]; H: 73.79583740234375
SENSE daaa 85 25-04-2019 04:59:16.608 T: 28.01759910583496 [C]; A:[-12, -10, 224]; H: 69.469970703125
SENSE daab 56 25-04-2019 04:59:16.692 T: 27.70559883117675 [C]; A:[8, -38, 248]; H: 70.46942138671875
SENSE daaa 86 25-04-2019 04:59:16.980 T: 28.01759910583496 [C]; A:[-12, -10, 228]; H: 69.469970703125
SENSE daab 57 25-04-2019 04:59:17.191 T: 27.70559883117675 [C]; A:[8, -38, 246]; H: 70.46942138671875
SENSE daaa 87 25-04-2019 04:59:17.323 T: 28.01759910583496 [C]; A:[-16, -12, 236]; H: 69.469970703125
SENSE daad 25 25-04-2019 04:59:17.120 T: 27.5807991027832 [C]; A:[152, -8, 176]; H: 73.79583740234375
SENSE daab 58 25-04-2019 04:59:17.627 T: 27.70559883117675 [C]; A:[0, -36, 240]; H: 70.46942138671875
SENSE daaa 88 25-04-2019 04:59:17.705 T: 28.01759910583496 [C]; A:[-12, -10, 228]; H: 69.469970703125
SENSE daac 33 25-04-2019 04:59:12.604 T: 29.88959884643554 [C]; A:[28, 22, 238]; H: 67.49395751953125
SENSE daaa 89 25-04-2019 04:59:18.132 T: 28.01759910583496 [C]; A:[-16, -10, 228]; H: 69.43182373046875
SENSE daab 59 25-04-2019 04:59:18.075 T: 27.70559883117675 [C]; A:[2, -36, 244]; H: 70.46942138671875
SENSE daaa 90 25-04-2019 04:59:18.481 T: 28.01759910583496 [C]; A:[-12, -10, 230]; H: 69.43182373046875
SENSE daab 60 25-04-2019 04:59:18.576 T: 27.70559883117675 [C]; A:[8, -38, 244]; H: 70.46942138671875
SENSE daac 34 25-04-2019 04:59:18.425 T: 29.95199966430664 [C]; A:[26, 20, 236]; H: 67.84490966796875
SENSE daaa 91 25-04-2019 04:59:18.823 T: 28.01759910583496 [C]; A:[-16, 0, 230]; H: 69.43182373046875
SENSE daab 61 25-04-2019 04:59:19.011 T: 27.6431999206543 [C]; A:[2, -40, 244]; H: 70.46942138671875
SENSE daaa 92 25-04-2019 04:59:19.225 T: 28.01759910583496 [C]; A:[-16, -8, 232]; H: 69.43182373046875
SENSE daaa 93 25-04-2019 04:59:19.557 T: 28.01759910583496 [C]; A:[-8, -10, 228]; H: 69.43182373046875
SENSE daab 62 25-04-2019 04:59:19.496 T: 27.6431999206543 [C]; A:[10, -44, 246]; H: 70.46942138671875
SENSE daac 35 25-04-2019 04:59:19.346 T: 29.95199966430664 [C]; A:[30, 18, 234]; H: 67.95172119140625
SENSE daab 63 25-04-2019 04:59:19.933 T: 27.6431999206543 [C]; A:[0, -34, 242]; H: 70.46942138671875
SENSE daab 64 25-04-2019 04:59:20.457 T: 27.70559883117675 [C]; A:[4, -40, 246]; H: 70.46942138671875
SENSE daac 36 25-04-2019 04:59:20.306 T: 30.0143985748291 [C]; A:[30, 18, 254]; H: 67.95172119140625
SENSE daab 65 25-04-2019 04:59:20.907 T: 27.6431999206543 [C]; A:[6, -36, 240]; H: 70.46942138671875
SENSE daab 66 25-04-2019 04:59:21.392 T: 27.70559883117675 [C]; A:[8, -38, 246]; H: 70.46942138671875
SENSE daac 37 25-04-2019 04:59:21.242 T: 29.95199966430664 [C]; A:[26, 22, 230]; H: 67.84490966796875
SENSE daab 67 25-04-2019 04:59:21.828 T: 27.6431999206543 [C]; A:[8, -40, 242]; H: 70.46942138671875
