SENSE daaa 1 25-04-2019 04:36:57.665 T: 27.8927993774414 [C]; A:[-20, -16, 224]; H: 69.87432861328125
SENSE daac 5 25-04-2019 04:37:01.496 T: 30.76319885253906 [C]; A:[-8, 54, 230]; H: 65.23565673828125
SENSE daaa 13 25-04-2019 04:37:02.030 T: 27.9552001953125 [C]; A:[-16, -4, 230]; H: 69.87432861328125
SENSE daab 10 25-04-2019 04:37:02.098 T: 27.8927993774414 [C]; A:[4, -36, 250]; H: 69.9735107421875
SENSE daaa 14 25-04-2019 04:37:02.398 T: 27.8927993774414 [C]; A:[-18, -8, 232]; H: 69.87432861328125
SENSE daab 11 25-04-2019 04:37:02.616 T: 27.8927993774414 [C]; A:[8, -42, 240]; H: 70.0040283203125
SENSE daac 6 25-04-2019 04:37:02.466 T: 30.7007999420166 [C]; A:[-12, 56, 228]; H: 65.32720947265625
SENSE daaa 15 25-04-2019 04:37:02.829 T: 27.8927993774414 [C]; A:[-18, -18, 230]; H: 69.90484619140625
SENSE daab 12 25-04-2019 04:37:03.052 T: 27.8927993774414 [C]; A:[2, -36, 236]; H: 70.0040283203125
SENSE daad 1 25-04-2019 04:36:57.984 T: 28.39199829101562 [C]; A:[0, 0, 0]; H: 73.193115234375
SENSE daaa 16 25-04-2019 04:37:03.247 T: 27.8927993774414 [C]; A:[-14, -6, 230]; H: 70.0040283203125
SENSE daab 13 25-04-2019 04:37:03.484 T: 27.8927993774414 [C]; A:[4, -34, 250]; H: 70.05743408203125
SENSE daaa 17 25-04-2019 04:37:03.694 T: 27.9552001953125 [C]; A:[-16, -8, 226]; H: 70.10321044921875
SENSE daad 2 25-04-2019 04:37:03.907 T: 28.32959938049316 [C]; A:[192, -8, 142]; H: 74.48248291015625
SENSE daaa 18 25-04-2019 04:37:04.134 T: 27.8927993774414 [C]; A:[-16, -8, 226]; H: 70.202392578125
SENSE daad 3 25-04-2019 04:37:04.339 T: 28.32959938049316 [C]; A:[192, -8, 136]; H: 74.6427001953125
SENSE daaa 19 25-04-2019 04:37:04.592 T: 27.9552001953125 [C]; A:[-16, -10, 234]; H: 70.23291015625
SENSE daad 4 25-04-2019 04:37:04.741 T: 28.32959938049316 [C]; A:[192, -12, 138]; H: 74.7342529296875
SENSE daaa 20 25-04-2019 04:37:05.023 T: 27.8927993774414 [C]; A:[-14, -8, 226]; H: 70.263427734375
SENSE daad 5 25-04-2019 04:37:05.153 T: 28.32959938049316 [C]; A:[192, -8, 140]; H: 74.83343505859375
SENSE daaa 21 25-04-2019 04:37:05.455 T: 27.8927993774414 [C]; A:[-16, -6, 234]; H: 70.263427734375
SENSE daad 6 25-04-2019 04:37:05.565 T: 28.32959938049316 [C]; A:[186, -6, 140]; H: 74.83343505859375
SENSE daaa 22 25-04-2019 04:37:05.887 T: 27.8927993774414 [C]; A:[-18, -10, 234]; H: 70.263427734375
SENSE daad 7 25-04-2019 04:37:06.022 T: 28.39199829101562 [C]; A:[194, -6, 140]; H: 74.83343505859375
SENSE daaa 23 25-04-2019 04:37:06.319 T: 27.8927993774414 [C]; A:[-10, -14, 230]; H: 70.263427734375
SENSE daad 8 25-04-2019 04:37:06.433 T: 28.32959938049316 [C]; A:[192, -10, 136]; H: 74.80291748046875
SENSE daaa 24 25-04-2019 04:37:06.756 T: 27.8927993774414 [C]; A:[-16, -8, 228]; H: 70.263427734375
SENSE daad 9 25-04-2019 04:37:06.855 T: 28.32959938049316 [C]; A:[192, -8, 142]; H: 74.7342529296875
SENSE daaa 25 25-04-2019 04:37:07.188 T: 27.8927993774414 [C]; A:[-12, -10, 236]; H: 70.23291015625
SENSE daad 10 25-04-2019 04:37:07.277 T: 28.32959938049316 [C]; A:[196, -6, 146]; H: 74.7037353515625
SENSE daaa 26 25-04-2019 04:37:07.562 T: 27.8927993774414 [C]; A:[-16, -12, 228]; H: 70.23291015625
SENSE daac 7 25-04-2019 04:37:07.680 T: 30.7007999420166 [C]; A:[-10, 58, 228]; H: 65.61712646484375
SENSE daaa 27 25-04-2019 04:37:07.894 T: 27.9552001953125 [C]; A:[-14, -10, 228]; H: 70.202392578125
SENSE daac 8 25-04-2019 04:37:08.038 T: 30.7007999420166 [C]; A:[-12, 56, 224]; H: 65.59423828125
SENSE daaa 28 25-04-2019 04:37:08.227 T: 27.8927993774414 [C]; A:[-14, -6, 228]; H: 70.202392578125
SENSE daaa 29 25-04-2019 04:37:08.599 T: 27.9552001953125 [C]; A:[-14, -10, 226]; H: 70.16424560546875
SENSE daab 14 25-04-2019 04:37:08.629 T: 27.8927993774414 [C]; A:[2, -36, 238]; H: 70.22528076171875
SENSE daac 9 25-04-2019 04:37:08.407 T: 30.7007999420166 [C]; A:[-12, 54, 224]; H: 65.59423828125
SENSE daaa 30 25-04-2019 04:37:08.967 T: 27.8927993774414 [C]; A:[-16, 0, 228]; H: 70.16424560546875
SENSE daab 15 25-04-2019 04:37:09.074 T: 27.8927993774414 [C]; A:[4, -36, 246]; H: 70.19476318359375
SENSE daaa 31 25-04-2019 04:37:09.329 T: 27.9552001953125 [C]; A:[-10, -8, 232]; H: 70.16424560546875
SENSE daab 16 25-04-2019 04:37:09.569 T: 27.8927993774414 [C]; A:[8, -42, 246]; H: 70.171875
SENSE daaa 32 25-04-2019 04:37:09.671 T: 27.8927993774414 [C]; A:[-14, -6, 230]; H: 70.13372802734375
SENSE daac 10 25-04-2019 04:37:09.422 T: 30.7007999420166 [C]; A:[-10, 58, 226]; H: 65.502685546875
SENSE daab 17 25-04-2019 04:37:10.000 T: 27.8927993774414 [C]; A:[4, -38, 248]; H: 70.171875
SENSE daaa 33 25-04-2019 04:37:10.063 T: 27.9552001953125 [C]; A:[-14, -10, 222]; H: 70.10321044921875
SENSE daaa 34 25-04-2019 04:37:10.475 T: 27.8927993774414 [C]; A:[-10, -8, 226]; H: 70.10321044921875
SENSE daab 18 25-04-2019 04:37:10.475 T: 27.8927993774414 [C]; A:[6, -36, 242]; H: 70.171875
SENSE daac 11 25-04-2019 04:37:10.327 T: 30.6383991241455 [C]; A:[-12, 62, 232]; H: 65.47216796875
SENSE daaa 35 25-04-2019 04:37:10.818 T: 27.8927993774414 [C]; A:[-16, -6, 230]; H: 70.10321044921875
SENSE daab 19 25-04-2019 04:37:10.927 T: 27.8927993774414 [C]; A:[8, -38, 246]; H: 70.171875
SENSE daaa 36 25-04-2019 04:37:11.176 T: 27.8927993774414 [C]; A:[-14, -4, 232]; H: 70.07269287109375
SENSE daab 20 25-04-2019 04:37:11.426 T: 27.8927993774414 [C]; A:[4, -38, 242]; H: 70.11083984375
SENSE daaa 37 25-04-2019 04:37:11.529 T: 27.8927993774414 [C]; A:[-16, -10, 224]; H: 70.07269287109375
SENSE daac 12 25-04-2019 04:37:11.283 T: 30.7007999420166 [C]; A:[-6, 52, 230]; H: 65.441650390625
SENSE daab 21 25-04-2019 04:37:11.861 T: 27.8927993774414 [C]; A:[6, -38, 242]; H: 70.11083984375
SENSE daab 22 25-04-2019 04:37:12.361 T: 27.8927993774414 [C]; A:[4, -38, 248]; H: 70.08795166015625
SENSE daab 23 25-04-2019 04:37:12.897 T: 27.83039855957031 [C]; A:[6, -38, 248]; H: 70.08795166015625
SENSE daab 24 25-04-2019 04:37:13.487 T: 27.83039855957031 [C]; A:[8, -42, 246]; H: 70.05743408203125
SENSE daad 11 25-04-2019 04:37:13.403 T: 28.26719856262207 [C]; A:[192, -8, 144]; H: 73.254150390625
SENSE daab 25 25-04-2019 04:37:14.022 T: 27.8927993774414 [C]; A:[10, -42, 244]; H: 70.05743408203125
SENSE daab 26 25-04-2019 04:37:14.597 T: 27.83039855957031 [C]; A:[2, -36, 244]; H: 70.05743408203125
SENSE daad 12 25-04-2019 04:37:14.530 T: 28.32959938049316 [C]; A:[192, -6, 142]; H: 73.06341552734375
SENSE daab 27 25-04-2019 04:37:15.132 T: 27.8927993774414 [C]; A:[4, -40, 244]; H: 70.05743408203125
SENSE daab 28 25-04-2019 04:37:15.722 T: 27.83039855957031 [C]; A:[8, -36, 246]; H: 70.05743408203125
SENSE daad 13 25-04-2019 04:37:15.643 T: 28.32959938049316 [C]; A:[192, -12, 142]; H: 72.9031982421875
SENSE daab 29 25-04-2019 04:37:16.257 T: 27.8927993774414 [C]; A:[6, -38, 244]; H: 70.02691650390625
SENSE daaa 38 25-04-2019 04:37:11.930 T: 27.9552001953125 [C]; A:[-14, -8, 224]; H: 70.0345458984375
SENSE daab 30 25-04-2019 04:37:16.831 T: 27.8927993774414 [C]; A:[4, -36, 242]; H: 70.02691650390625
SENSE daaa 39 25-04-2019 04:37:17.035 T: 27.9552001953125 [C]; A:[-14, -8, 236]; H: 69.90484619140625
SENSE daad 14 25-04-2019 04:37:16.749 T: 28.32959938049316 [C]; A:[192, -10, 140]; H: 72.77349853515625
SENSE daaa 40 25-04-2019 04:37:17.377 T: 27.8927993774414 [C]; A:[-18, -8, 234]; H: 69.87432861328125
SENSE daab 31 25-04-2019 04:37:17.357 T: 27.8927993774414 [C]; A:[8, -36, 240]; H: 70.02691650390625
SENSE daac 13 25-04-2019 04:37:12.214 T: 30.7007999420166 [C]; A:[-4, 48, 232]; H: 65.441650390625
SENSE daab 32 25-04-2019 04:37:17.892 T: 27.83039855957031 [C]; A:[6, -40, 246]; H: 70.02691650390625
SENSE daab 33 25-04-2019 04:37:18.389 T: 27.8927993774414 [C]; A:[0, -36, 250]; H: 70.02691650390625
SENSE daac 14 25-04-2019 04:37:18.244 T: 30.7007999420166 [C]; A:[-6, 52, 232]; H: 65.14410400390625
SENSE daab 34 25-04-2019 04:37:18.825 T: 27.8927993774414 [C]; A:[0, -34, 240]; H: 70.02691650390625
SENSE daab 35 25-04-2019 04:37:19.320 T: 27.8927993774414 [C]; A:[6, -38, 240]; H: 70.02691650390625
SENSE daac 15 25-04-2019 04:37:19.179 T: 30.7007999420166 [C]; A:[-14, 54, 232]; H: 65.0906982421875
SENSE daab 36 25-04-2019 04:37:19.756 T: 27.83039855957031 [C]; A:[6, -40, 246]; H: 70.02691650390625
SENSE daab 37 25-04-2019 04:37:20.256 T: 27.8927993774414 [C]; A:[4, -38, 240]; H: 70.02691650390625
SENSE daac 16 25-04-2019 04:37:20.115 T: 30.7007999420166 [C]; A:[-8, 50, 226]; H: 65.26617431640625
SENSE daab 38 25-04-2019 04:37:20.692 T: 27.8927993774414 [C]; A:[4, -40, 244]; H: 70.02691650390625
SENSE daab 39 25-04-2019 04:37:21.177 T: 27.8927993774414 [C]; A:[6, -42, 246]; H: 70.02691650390625
SENSE daac 17 25-04-2019 04:37:21.030 T: 30.7007999420166 [C]; A:[-12, 52, 230]; H: 65.441650390625
SENSE daab 40 25-04-2019 04:37:21.613 T: 27.8927993774414 [C]; A:[0, -42, 244]; H: 70.02691650390625
SENSE daab 41 25-04-2019 04:37:22.113 T: 27.8927993774414 [C]; A:[6, -36, 248]; H: 70.02691650390625
SENSE daac 18 25-04-2019 04:37:21.966 T: 30.7007999420166 [C]; A:[-10, 48, 232]; H: 65.47216796875
SENSE daaa 41 25-04-2019 04:37:17.710 T: 27.9552001953125 [C]; A:[-16, -6, 238]; H: 69.87432861328125
SENSE daab 42 25-04-2019 04:37:22.558 T: 27.8927993774414 [C]; A:[4, -36, 244]; H: 70.02691650390625
SENSE daaa 42 25-04-2019 04:37:22.809 T: 27.8927993774414 [C]; A:[-12, -8, 232]; H: 69.81329345703125
SENSE daab 43 25-04-2019 04:37:23.053 T: 27.8927993774414 [C]; A:[6, -36, 244]; H: 70.02691650390625
SENSE daaa 43 25-04-2019 04:37:23.167 T: 27.8927993774414 [C]; A:[-14, -12, 234]; H: 69.81329345703125
SENSE daac 19 25-04-2019 04:37:22.907 T: 30.7007999420166 [C]; A:[-10, 58, 230]; H: 65.47216796875
SENSE daab 44 25-04-2019 04:37:23.489 T: 27.8927993774414 [C]; A:[6, -36, 240]; H: 70.02691650390625
SENSE daaa 44 25-04-2019 04:37:23.559 T: 27.8927993774414 [C]; A:[-12, -6, 228]; H: 69.81329345703125
SENSE daaa 45 25-04-2019 04:37:23.991 T: 27.8927993774414 [C]; A:[-14, -6, 228]; H: 69.81329345703125
SENSE daab 45 25-04-2019 04:37:23.974 T: 27.8927993774414 [C]; A:[6, -40, 242]; H: 70.05743408203125
SENSE daac 20 25-04-2019 04:37:23.832 T: 30.7007999420166 [C]; A:[-8, 60, 230]; H: 65.441650390625
SENSE daaa 46 25-04-2019 04:37:24.324 T: 27.9552001953125 [C]; A:[-18, -4, 224]; H: 69.81329345703125
SENSE daab 46 25-04-2019 04:37:24.417 T: 27.8927993774414 [C]; A:[8, -34, 242]; H: 70.05743408203125
SENSE daaa 47 25-04-2019 04:37:24.696 T: 27.9552001953125 [C]; A:[-12, -10, 234]; H: 69.81329345703125
SENSE daab 47 25-04-2019 04:37:24.915 T: 27.83039855957031 [C]; A:[6, -38, 242]; H: 70.05743408203125
SENSE daaa 48 25-04-2019 04:37:25.034 T: 27.8927993774414 [C]; A:[-12, -10, 226]; H: 69.775146484375
SENSE daac 21 25-04-2019 04:37:24.767 T: 30.7007999420166 [C]; A:[-14, 52, 230]; H: 65.38824462890625
SENSE daab 48 25-04-2019 04:37:25.351 T: 27.8927993774414 [C]; A:[6, -36, 244]; H: 70.05743408203125
SENSE daaa 49 25-04-2019 04:37:25.421 T: 27.8927993774414 [C]; A:[-14, -8, 230]; H: 69.81329345703125
SENSE daaa 50 25-04-2019 04:37:25.848 T: 27.8927993774414 [C]; A:[-14, -6, 234]; H: 69.775146484375
SENSE daab 49 25-04-2019 04:37:25.836 T: 27.8927993774414 [C]; A:[2, -36, 240]; H: 70.05743408203125
SENSE daac 22 25-04-2019 04:37:25.693 T: 30.7007999420166 [C]; A:[-10, 54, 234]; H: 65.32720947265625
SENSE daaa 51 25-04-2019 04:37:26.180 T: 27.9552001953125 [C]; A:[-16, -8, 232]; H: 69.775146484375
SENSE daab 50 25-04-2019 04:37:26.283 T: 27.8927993774414 [C]; A:[8, -40, 240]; H: 70.05743408203125
SENSE daaa 52 25-04-2019 04:37:26.553 T: 27.8927993774414 [C]; A:[-16, -8, 226]; H: 69.775146484375
SENSE daab 51 25-04-2019 04:37:26.807 T: 27.8927993774414 [C]; A:[8, -36, 242]; H: 70.05743408203125
SENSE daaa 53 25-04-2019 04:37:26.885 T: 27.8927993774414 [C]; A:[-14, -6, 224]; H: 69.775146484375
SENSE daab 52 25-04-2019 04:37:27.242 T: 27.8927993774414 [C]; A:[8, -34, 240]; H: 70.05743408203125
SENSE daaa 54 25-04-2019 04:37:27.307 T: 27.9552001953125 [C]; A:[-16, -8, 234]; H: 69.775146484375
SENSE daaa 55 25-04-2019 04:37:27.754 T: 27.9552001953125 [C]; A:[-16, -6, 228]; H: 69.775146484375
SENSE daab 53 25-04-2019 04:37:27.727 T: 27.8927993774414 [C]; A:[6, -36, 242]; H: 70.05743408203125
SENSE daad 15 25-04-2019 04:37:27.652 T: 28.26719856262207 [C]; A:[192, -8, 144]; H: 72.34625244140625
SENSE daaa 56 25-04-2019 04:37:28.097 T: 27.9552001953125 [C]; A:[-8, -6, 232]; H: 69.775146484375
SENSE daab 54 25-04-2019 04:37:28.164 T: 27.8927993774414 [C]; A:[10, -36, 244]; H: 70.05743408203125
SENSE daaa 57 25-04-2019 04:37:28.469 T: 27.9552001953125 [C]; A:[-12, -8, 232]; H: 69.775146484375
SENSE daab 55 25-04-2019 04:37:28.668 T: 27.8927993774414 [C]; A:[4, -38, 244]; H: 70.05743408203125
SENSE daaa 58 25-04-2019 04:37:28.802 T: 27.9552001953125 [C]; A:[-14, -6, 236]; H: 69.775146484375
SENSE daad 16 25-04-2019 04:37:28.590 T: 28.26719856262207 [C]; A:[192, -8, 136]; H: 72.277587890625
SENSE daab 56 25-04-2019 04:37:29.119 T: 27.8927993774414 [C]; A:[4, -40, 242]; H: 70.05743408203125
SENSE daab 57 25-04-2019 04:37:29.604 T: 27.83039855957031 [C]; A:[10, -40, 246]; H: 70.05743408203125
SENSE daad 17 25-04-2019 04:37:29.528 T: 28.26719856262207 [C]; A:[192, -8, 134]; H: 72.216552734375
SENSE daab 58 25-04-2019 04:37:30.049 T: 27.8927993774414 [C]; A:[10, -40, 246]; H: 70.05743408203125
SENSE daab 59 25-04-2019 04:37:30.544 T: 27.8927993774414 [C]; A:[8, -40, 244]; H: 70.02691650390625
SENSE daad 18 25-04-2019 04:37:30.462 T: 28.32959938049316 [C]; A:[190, -6, 140]; H: 72.14788818359375
SENSE daab 60 25-04-2019 04:37:30.996 T: 27.8927993774414 [C]; A:[8, -36, 242]; H: 70.02691650390625
SENSE daab 61 25-04-2019 04:37:31.495 T: 27.8927993774414 [C]; A:[12, -40, 238]; H: 70.02691650390625
SENSE daad 19 25-04-2019 04:37:31.415 T: 28.26719856262207 [C]; A:[192, -4, 138]; H: 72.14788818359375
SENSE daab 62 25-04-2019 04:37:31.931 T: 27.8927993774414 [C]; A:[4, -40, 242]; H: 70.02691650390625
SENSE daab 63 25-04-2019 04:37:32.416 T: 27.8927993774414 [C]; A:[8, -34, 246]; H: 70.02691650390625
SENSE daad 20 25-04-2019 04:37:32.333 T: 28.26719856262207 [C]; A:[196, -8, 142]; H: 72.11737060546875
SENSE daab 64 25-04-2019 04:37:32.861 T: 27.8927993774414 [C]; A:[6, -36, 242]; H: 70.0040283203125
SENSE daab 65 25-04-2019 04:37:33.372 T: 27.8927993774414 [C]; A:[4, -42, 240]; H: 70.0040283203125
SENSE daad 21 25-04-2019 04:37:33.292 T: 28.26719856262207 [C]; A:[192, -10, 140]; H: 72.125
SENSE daab 66 25-04-2019 04:37:33.807 T: 27.8927993774414 [C]; A:[4, -34, 248]; H: 69.9735107421875
SENSE daaa 59 25-04-2019 04:37:29.184 T: 27.9552001953125 [C]; A:[-16, -8, 226]; H: 69.775146484375
SENSE daaa 60 25-04-2019 04:37:34.298 T: 27.8927993774414 [C]; A:[-16, 0, 226]; H: 69.74462890625
SENSE daab 67 25-04-2019 04:37:34.292 T: 27.8927993774414 [C]; A:[6, -36, 246]; H: 69.9735107421875
SENSE daad 22 25-04-2019 04:37:34.210 T: 28.26719856262207 [C]; A:[194, -8, 130]; H: 72.094482421875
SENSE daaa 61 25-04-2019 04:37:34.631 T: 27.9552001953125 [C]; A:[-12, -4, 230]; H: 69.74462890625
SENSE daab 68 25-04-2019 04:37:34.729 T: 27.8927993774414 [C]; A:[12, -44, 240]; H: 69.9735107421875
SENSE daaa 62 25-04-2019 04:37:34.999 T: 27.9552001953125 [C]; A:[-14, -8, 228]; H: 69.74462890625
SENSE daab 69 25-04-2019 04:37:35.238 T: 27.8927993774414 [C]; A:[10, -38, 242]; H: 69.9735107421875
SENSE daaa 63 25-04-2019 04:37:35.341 T: 27.9552001953125 [C]; A:[-16, -6, 228]; H: 69.74462890625
SENSE daad 23 25-04-2019 04:37:35.158 T: 28.26719856262207 [C]; A:[192, -6, 140]; H: 72.094482421875
SENSE daaa 64 25-04-2019 04:37:35.753 T: 27.9552001953125 [C]; A:[-14, -8, 230]; H: 69.74462890625
SENSE daab 70 25-04-2019 04:37:35.689 T: 27.8927993774414 [C]; A:[10, -40, 244]; H: 69.9735107421875
SENSE daaa 65 25-04-2019 04:37:36.086 T: 27.9552001953125 [C]; A:[-12, -8, 234]; H: 69.74462890625
SENSE daab 71 25-04-2019 04:37:36.195 T: 27.8927993774414 [C]; A:[6, -36, 260]; H: 69.9735107421875
SENSE daad 24 25-04-2019 04:37:36.112 T: 28.32959938049316 [C]; A:[192, -8, 146]; H: 72.02581787109375
SENSE daaa 66 25-04-2019 04:37:36.418 T: 27.9552001953125 [C]; A:[-12, -8, 234]; H: 69.74462890625
SENSE daab 72 25-04-2019 04:37:36.629 T: 27.8927993774414 [C]; A:[8, -36, 244]; H: 69.9735107421875
SENSE daaa 67 25-04-2019 04:37:36.840 T: 27.9552001953125 [C]; A:[-14, -8, 230]; H: 69.74462890625
SENSE daab 73 25-04-2019 04:37:37.114 T: 27.8927993774414 [C]; A:[2, -40, 244]; H: 69.9735107421875
SENSE daaa 68 25-04-2019 04:37:37.198 T: 28.01759910583496 [C]; A:[-16, -6, 236]; H: 69.74462890625
SENSE daad 25 25-04-2019 04:37:37.035 T: 28.26719856262207 [C]; A:[192, -6, 140]; H: 71.99530029296875
SENSE daaa 69 25-04-2019 04:37:37.620 T: 27.9552001953125 [C]; A:[-14, -10, 228]; H: 69.74462890625
SENSE daab 74 25-04-2019 04:37:37.550 T: 27.8927993774414 [C]; A:[2, -34, 242]; H: 69.9735107421875
SENSE daaa 70 25-04-2019 04:37:37.953 T: 27.9552001953125 [C]; A:[-12, -8, 234]; H: 69.74462890625
SENSE daab 75 25-04-2019 04:37:38.051 T: 27.8927993774414 [C]; A:[6, -36, 238]; H: 69.9735107421875
SENSE daad 26 25-04-2019 04:37:37.973 T: 28.26719856262207 [C]; A:[192, -6, 142]; H: 71.93426513671875
SENSE daaa 71 25-04-2019 04:37:38.295 T: 27.9552001953125 [C]; A:[-16, -8, 228]; H: 69.74462890625
SENSE daab 76 25-04-2019 04:37:38.486 T: 27.8927993774414 [C]; A:[6, -44, 266]; H: 69.9735107421875
SENSE daaa 72 25-04-2019 04:37:38.687 T: 27.9552001953125 [C]; A:[-12, -6, 230]; H: 69.714111328125
SENSE daaa 73 25-04-2019 04:37:39.030 T: 28.01759910583496 [C]; A:[-14, -10, 230]; H: 69.714111328125
SENSE daab 77 25-04-2019 04:37:38.971 T: 27.8927993774414 [C]; A:[6, -40, 244]; H: 69.9735107421875
SENSE daad 27 25-04-2019 04:37:38.892 T: 28.32959938049316 [C]; A:[196, -8, 136]; H: 71.90374755859375
SENSE daaa 74 25-04-2019 04:37:39.363 T: 27.9552001953125 [C]; A:[-14, -4, 226]; H: 69.714111328125
SENSE daab 78 25-04-2019 04:37:39.418 T: 27.8927993774414 [C]; A:[6, -40, 246]; H: 69.9735107421875
SENSE daaa 75 25-04-2019 04:37:39.721 T: 27.9552001953125 [C]; A:[-10, -8, 230]; H: 69.714111328125
SENSE daab 79 25-04-2019 04:37:39.937 T: 27.8927993774414 [C]; A:[4, -36, 242]; H: 69.9735107421875
SENSE daaa 76 25-04-2019 04:37:40.063 T: 27.9552001953125 [C]; A:[-16, 0, 228]; H: 69.714111328125
SENSE daad 28 25-04-2019 04:37:39.850 T: 28.26719856262207 [C]; A:[192, -10, 142]; H: 71.90374755859375
SENSE daab 80 25-04-2019 04:37:40.372 T: 27.8927993774414 [C]; A:[2, -34, 248]; H: 69.9735107421875
SENSE daaa 77 25-04-2019 04:37:40.445 T: 27.9552001953125 [C]; A:[-16, -6, 228]; H: 69.68359375
SENSE daaa 78 25-04-2019 04:37:40.862 T: 27.9552001953125 [C]; A:[-16, -10, 230]; H: 69.68359375
SENSE daab 81 25-04-2019 04:37:40.857 T: 27.8927993774414 [C]; A:[6, -40, 244]; H: 69.9735107421875
SENSE daad 29 25-04-2019 04:37:40.779 T: 28.26719856262207 [C]; A:[194, -12, 134]; H: 71.8656005859375
SENSE daaa 79 25-04-2019 04:37:41.210 T: 27.9552001953125 [C]; A:[-12, -6, 232]; H: 69.68359375
SENSE daab 82 25-04-2019 04:37:41.294 T: 27.8927993774414 [C]; A:[6, -42, 244]; H: 69.9735107421875
SENSE daaa 80 25-04-2019 04:37:41.567 T: 27.9552001953125 [C]; A:[-18, 0, 228]; H: 69.68359375
SENSE daab 83 25-04-2019 04:37:41.802 T: 27.8927993774414 [C]; A:[4, -40, 244]; H: 69.9735107421875
SENSE daaa 81 25-04-2019 04:37:41.905 T: 27.9552001953125 [C]; A:[-14, -8, 234]; H: 69.68359375
SENSE daac 23 25-04-2019 04:37:26.658 T: 30.76319885253906 [C]; A:[-14, 54, 230]; H: 65.23565673828125
SENSE daaa 82 25-04-2019 04:37:42.303 T: 28.01759910583496 [C]; A:[-16, -10, 232]; H: 69.68359375
SENSE daab 84 25-04-2019 04:37:42.249 T: 27.8927993774414 [C]; A:[4, -38, 242]; H: 69.9735107421875
SENSE daaa 83 25-04-2019 04:37:42.645 T: 27.9552001953125 [C]; A:[-14, -8, 226]; H: 69.68359375
SENSE daab 85 25-04-2019 04:37:42.734 T: 27.8927993774414 [C]; A:[8, -36, 248]; H: 69.9735107421875
SENSE daac 24 25-04-2019 04:37:42.587 T: 30.6383991241455 [C]; A:[-12, 54, 230]; H: 65.380615234375
SENSE daaa 84 25-04-2019 04:37:42.973 T: 27.9552001953125 [C]; A:[-6, -12, 234]; H: 69.68359375
SENSE daab 86 25-04-2019 04:37:43.169 T: 27.8927993774414 [C]; A:[8, -42, 248]; H: 69.9735107421875
