SENSE daaa 1 20-04-2019 14:12:30.635 T: 30.6383991241455 [C]; A:[0, 0, 0]; H: 70.34735107421875
SENSE daab 4 20-04-2019 14:12:32.110 T: 29.26559829711914 [C]; A:[-40, -14, 244]; H: 71.27813720703125
SENSE daac 7 20-04-2019 14:12:32.887 T: 29.82719993591308 [C]; A:[114, -16, 208]; H: 70.3397216796875
SENSE daaa 7 20-04-2019 14:12:33.104 T: 30.7007999420166 [C]; A:[16, -30, 236]; H: 70.1871337890625
SENSE daad 4 20-04-2019 14:12:32.038 T: 29.26559829711914 [C]; A:[-30, 44, 196]; H: 74.05523681640625
SENSE daac 8 20-04-2019 14:12:33.309 T: 29.82719993591308 [C]; A:[110, -16, 206]; H: 70.3397216796875
SENSE daaa 8 20-04-2019 14:12:33.467 T: 30.7007999420166 [C]; A:[18, -32, 232]; H: 70.1871337890625
SENSE daad 5 20-04-2019 14:12:32.400 T: 29.26559829711914 [C]; A:[-30, 38, 192]; H: 74.05523681640625
SENSE daab 6 20-04-2019 14:12:32.915 T: 29.20319938659667 [C]; A:[-40, -16, 242]; H: 71.24761962890625
SENSE daac 9 20-04-2019 14:12:33.731 T: 29.88959884643554 [C]; A:[114, -12, 204]; H: 70.3397216796875
SENSE daaa 9 20-04-2019 14:12:33.895 T: 30.7007999420166 [C]; A:[14, -30, 228]; H: 70.13372802734375
SENSE daad 6 20-04-2019 14:12:32.767 T: 29.20319938659667 [C]; A:[-32, 44, 196]; H: 74.05523681640625
SENSE daac 10 20-04-2019 14:12:34.158 T: 29.88959884643554 [C]; A:[110, -12, 204]; H: 70.3397216796875
SENSE daaa 10 20-04-2019 14:12:34.253 T: 30.7007999420166 [C]; A:[16, -28, 234]; H: 70.13372802734375
SENSE daad 7 20-04-2019 14:12:33.125 T: 29.20319938659667 [C]; A:[-30, 42, 200]; H: 74.05523681640625
SENSE daaa 11 20-04-2019 14:12:34.617 T: 30.7007999420166 [C]; A:[14, -32, 234]; H: 70.07269287109375
SENSE daac 11 20-04-2019 14:12:34.590 T: 29.88959884643554 [C]; A:[116, -16, 208]; H: 70.3092041015625
SENSE daab 8 20-04-2019 14:12:33.713 T: 29.26559829711914 [C]; A:[-40, -18, 246]; H: 71.24761962890625
SENSE daac 12 20-04-2019 14:12:34.968 T: 29.88959884643554 [C]; A:[112, -10, 208]; H: 70.27105712890625
SENSE daab 9 20-04-2019 14:12:34.140 T: 29.20319938659667 [C]; A:[-32, -20, 248]; H: 71.2247314453125
SENSE daac 13 20-04-2019 14:12:35.326 T: 29.88959884643554 [C]; A:[116, -20, 202]; H: 70.27105712890625
SENSE daad 9 20-04-2019 14:12:33.969 T: 29.26559829711914 [C]; A:[-30, 42, 200]; H: 74.05523681640625
SENSE daab 10 20-04-2019 14:12:34.498 T: 29.26559829711914 [C]; A:[-34, -18, 246]; H: 71.2247314453125
SENSE daac 14 20-04-2019 14:12:35.748 T: 29.88959884643554 [C]; A:[116, -14, 200]; H: 70.24053955078125
SENSE daaa 14 20-04-2019 14:12:35.851 T: 30.7007999420166 [C]; A:[12, -30, 230]; H: 70.019287109375
SENSE daad 10 20-04-2019 14:12:34.400 T: 29.26559829711914 [C]; A:[-32, 40, 198]; H: 74.05523681640625
SENSE daab 11 20-04-2019 14:12:34.866 T: 29.20319938659667 [C]; A:[-36, -16, 244]; H: 71.2247314453125
SENSE daac 15 20-04-2019 14:12:36.175 T: 29.82719993591308 [C]; A:[118, -18, 204]; H: 70.21002197265625
SENSE daaa 15 20-04-2019 14:12:36.274 T: 30.76319885253906 [C]; A:[14, -24, 232]; H: 69.98876953125
SENSE daab 12 20-04-2019 14:12:35.264 T: 29.26559829711914 [C]; A:[-40, -14, 248]; H: 71.1942138671875
SENSE daac 16 20-04-2019 14:12:36.538 T: 29.88959884643554 [C]; A:[118, -20, 208]; H: 70.17950439453125
SENSE daaa 16 20-04-2019 14:12:36.702 T: 30.7007999420166 [C]; A:[12, -28, 230]; H: 69.958251953125
SENSE daab 13 20-04-2019 14:12:35.657 T: 29.20319938659667 [C]; A:[-40, -16, 244]; H: 71.1942138671875
SENSE daac 17 20-04-2019 14:12:36.896 T: 29.88959884643554 [C]; A:[116, -8, 206]; H: 70.17950439453125
SENSE daaa 17 20-04-2019 14:12:37.145 T: 30.76319885253906 [C]; A:[16, -32, 230]; H: 69.958251953125
SENSE daad 12 20-04-2019 14:12:35.206 T: 29.26559829711914 [C]; A:[-32, 42, 202]; H: 74.05523681640625
SENSE daad 13 20-04-2019 14:12:35.561 T: 29.20319938659667 [C]; A:[-26, 44, 200]; H: 74.05523681640625
SENSE daab 14 20-04-2019 14:12:36.097 T: 29.20319938659667 [C]; A:[-34, -16, 248]; H: 71.1942138671875
SENSE daac 18 20-04-2019 14:12:37.412 T: 29.88959884643554 [C]; A:[112, -16, 206]; H: 70.14898681640625
SENSE daaa 18 20-04-2019 14:12:37.577 T: 30.76319885253906 [C]; A:[12, -34, 224]; H: 69.93536376953125
SENSE daad 14 20-04-2019 14:12:35.985 T: 29.26559829711914 [C]; A:[-28, 38, 192]; H: 74.05523681640625
SENSE daab 15 20-04-2019 14:12:36.513 T: 29.26559829711914 [C]; A:[-38, -16, 242]; H: 71.1942138671875
SENSE daac 19 20-04-2019 14:12:37.849 T: 29.88959884643554 [C]; A:[114, -16, 204]; H: 70.14898681640625
SENSE daaa 19 20-04-2019 14:12:38.015 T: 30.76319885253906 [C]; A:[14, -28, 228]; H: 69.90484619140625
SENSE daab 16 20-04-2019 14:12:36.952 T: 29.26559829711914 [C]; A:[-42, -14, 246]; H: 71.1636962890625
SENSE daac 20 20-04-2019 14:12:38.207 T: 29.88959884643554 [C]; A:[114, -18, 200]; H: 70.11083984375
SENSE daaa 20 20-04-2019 14:12:38.438 T: 30.76319885253906 [C]; A:[18, -28, 232]; H: 69.90484619140625
SENSE daac 21 20-04-2019 14:12:38.559 T: 29.88959884643554 [C]; A:[114, -12, 204]; H: 70.080322265625
SENSE daaa 21 20-04-2019 14:12:38.792 T: 30.76319885253906 [C]; A:[14, -32, 230]; H: 69.90484619140625
SENSE daac 22 20-04-2019 14:12:38.968 T: 29.95199966430664 [C]; A:[112, -14, 202]; H: 70.080322265625
SENSE daab 17 20-04-2019 14:12:37.385 T: 29.20319938659667 [C]; A:[-36, -20, 248]; H: 71.1636962890625
SENSE daaa 22 20-04-2019 14:12:39.235 T: 30.76319885253906 [C]; A:[16, -28, 236]; H: 69.84381103515625
SENSE daad 17 20-04-2019 14:12:37.148 T: 29.26559829711914 [C]; A:[-36, 46, 194]; H: 74.05523681640625
SENSE daac 23 20-04-2019 14:12:39.399 T: 29.88959884643554 [C]; A:[114, -16, 210]; H: 70.0498046875
SENSE daab 18 20-04-2019 14:12:37.827 T: 29.26559829711914 [C]; A:[-42, -12, 248]; H: 71.14080810546875
SENSE daaa 23 20-04-2019 14:12:39.662 T: 30.82559967041015 [C]; A:[18, -30, 238]; H: 69.84381103515625
SENSE daac 24 20-04-2019 14:12:39.762 T: 29.88959884643554 [C]; A:[114, -10, 206]; H: 70.0498046875
SENSE daab 19 20-04-2019 14:12:38.256 T: 29.20319938659667 [C]; A:[-40, -12, 248]; H: 71.14080810546875
SENSE daaa 24 20-04-2019 14:12:40.090 T: 30.76319885253906 [C]; A:[12, -26, 232]; H: 69.8209228515625
SENSE daac 25 20-04-2019 14:12:40.157 T: 29.88959884643554 [C]; A:[114, -12, 202]; H: 70.019287109375
SENSE daad 19 20-04-2019 14:12:38.086 T: 29.20319938659667 [C]; A:[-30, 38, 198]; H: 74.05523681640625
SENSE daac 26 20-04-2019 14:12:40.611 T: 29.88959884643554 [C]; A:[112, -18, 204]; H: 70.019287109375
SENSE daaa 26 20-04-2019 14:12:40.777 T: 30.82559967041015 [C]; A:[14, -32, 228]; H: 69.7904052734375
SENSE daad 20 20-04-2019 14:12:38.443 T: 29.26559829711914 [C]; A:[-32, 44, 200]; H: 74.05523681640625
SENSE daad 21 20-04-2019 14:12:38.817 T: 29.32799911499023 [C]; A:[-32, 40, 202]; H: 74.05523681640625
SENSE daaa 27 20-04-2019 14:12:41.156 T: 30.82559967041015 [C]; A:[18, -30, 232]; H: 69.7904052734375
SENSE daac 27 20-04-2019 14:12:41.118 T: 29.88959884643554 [C]; A:[114, -16, 204]; H: 69.98114013671875
SENSE daab 21 20-04-2019 14:12:39.042 T: 29.26559829711914 [C]; A:[-32, -18, 248]; H: 71.14080810546875
SENSE daad 22 20-04-2019 14:12:39.214 T: 29.26559829711914 [C]; A:[-28, 40, 196]; H: 74.05523681640625
SENSE daaa 28 20-04-2019 14:12:41.583 T: 30.82559967041015 [C]; A:[14, -26, 234]; H: 69.79803466796875
SENSE daac 28 20-04-2019 14:12:41.550 T: 29.88959884643554 [C]; A:[112, -18, 208]; H: 69.95062255859375
SENSE daaa 29 20-04-2019 14:12:41.946 T: 30.82559967041015 [C]; A:[16, -28, 240]; H: 69.79803466796875
SENSE daac 29 20-04-2019 14:12:41.902 T: 29.88959884643554 [C]; A:[116, -16, 206]; H: 69.95062255859375
SENSE daab 22 20-04-2019 14:12:39.474 T: 29.20319938659667 [C]; A:[-36, -16, 246]; H: 71.14080810546875
SENSE daad 24 20-04-2019 14:12:39.996 T: 29.26559829711914 [C]; A:[-34, 40, 232]; H: 74.05523681640625
SENSE daaa 30 20-04-2019 14:12:42.374 T: 30.76319885253906 [C]; A:[12, -24, 230]; H: 69.76751708984375
SENSE daac 30 20-04-2019 14:12:42.335 T: 29.88959884643554 [C]; A:[112, -16, 206]; H: 69.92010498046875
SENSE daab 23 20-04-2019 14:12:39.901 T: 29.26559829711914 [C]; A:[-40, -16, 244]; H: 71.14080810546875
SENSE daad 26 20-04-2019 14:12:40.857 T: 29.32799911499023 [C]; A:[-30, 42, 198]; H: 74.05523681640625
SENSE daad 26 20-04-2019 14:12:40.857 T: 29.32799911499023 [C]; A:[-30, 42, 198]; H: 74.05523681640625
SENSE daaa 32 20-04-2019 14:12:43.136 T: 30.82559967041015 [C]; A:[14, -28, 232]; H: 69.74462890625
SENSE daac 32 20-04-2019 14:12:43.174 T: 29.95199966430664 [C]; A:[114, -12, 202]; H: 69.88958740234375
SENSE daac 33 20-04-2019 14:12:43.537 T: 29.95199966430664 [C]; A:[112, -12, 206]; H: 69.88958740234375
SENSE daaa 34 20-04-2019 14:12:43.812 T: 30.82559967041015 [C]; A:[16, -32, 234]; H: 69.714111328125
SENSE daad 27 20-04-2019 14:12:41.353 T: 29.26559829711914 [C]; A:[-32, 40, 192]; H: 74.05523681640625
SENSE daac 34 20-04-2019 14:12:43.964 T: 29.95199966430664 [C]; A:[114, -18, 202]; H: 69.88958740234375
SENSE daaa 35 20-04-2019 14:12:44.166 T: 30.82559967041015 [C]; A:[12, -28, 230]; H: 69.66070556640625
SENSE daac 35 20-04-2019 14:12:44.336 T: 29.95199966430664 [C]; A:[110, -16, 200]; H: 69.85906982421875
SENSE daab 27 20-04-2019 14:12:41.394 T: 29.26559829711914 [C]; A:[-40, -22, 242]; H: 71.14080810546875
SENSE daab 28 20-04-2019 14:12:41.831 T: 29.26559829711914 [C]; A:[-38, -16, 246]; H: 71.11029052734375
SENSE daab 29 20-04-2019 14:12:42.185 T: 29.26559829711914 [C]; A:[-36, -22, 250]; H: 71.11029052734375
SENSE daad 29 20-04-2019 14:12:42.142 T: 29.26559829711914 [C]; A:[-28, 44, 204]; H: 74.05523681640625
SENSE daaa 36 20-04-2019 14:12:44.758 T: 30.82559967041015 [C]; A:[10, -24, 238]; H: 69.63018798828125
SENSE daac 36 20-04-2019 14:12:44.768 T: 29.95199966430664 [C]; A:[114, -18, 200]; H: 69.85906982421875
SENSE daab 30 20-04-2019 14:12:42.615 T: 29.26559829711914 [C]; A:[-38, -16, 248]; H: 71.07977294921875
SENSE daad 30 20-04-2019 14:12:42.570 T: 29.26559829711914 [C]; A:[-32, 42, 200]; H: 74.05523681640625
SENSE daaa 37 20-04-2019 14:12:45.191 T: 30.88799858093261 [C]; A:[18, -30, 232]; H: 69.59967041015625
SENSE daac 37 20-04-2019 14:12:45.211 T: 29.95199966430664 [C]; A:[120, -14, 206]; H: 69.82855224609375
SENSE daad 31 20-04-2019 14:12:42.971 T: 29.26559829711914 [C]; A:[-30, 44, 192]; H: 74.05523681640625
SENSE daaa 38 20-04-2019 14:12:45.549 T: 30.88799858093261 [C]; A:[12, -26, 236]; H: 69.56915283203125
SENSE daaa 39 20-04-2019 14:12:45.912 T: 30.88799858093261 [C]; A:[14, -32, 226]; H: 69.5462646484375
SENSE daac 39 20-04-2019 14:12:45.966 T: 29.95199966430664 [C]; A:[116, -16, 208]; H: 69.82855224609375
SENSE daab 33 20-04-2019 14:12:43.698 T: 29.26559829711914 [C]; A:[-40, -16, 246]; H: 71.07977294921875
SENSE daaa 40 20-04-2019 14:12:46.340 T: 30.88799858093261 [C]; A:[12, -28, 226]; H: 69.5157470703125
SENSE daac 40 20-04-2019 14:12:46.323 T: 29.95199966430664 [C]; A:[112, -14, 204]; H: 69.7904052734375
SENSE daaa 41 20-04-2019 14:12:46.698 T: 30.88799858093261 [C]; A:[16, -30, 234]; H: 69.4852294921875
SENSE daac 41 20-04-2019 14:12:46.743 T: 29.95199966430664 [C]; A:[112, -16, 204]; H: 69.7904052734375
SENSE daab 35 20-04-2019 14:12:44.405 T: 29.26559829711914 [C]; A:[-36, -18, 248]; H: 71.0263671875
SENSE daaa 42 20-04-2019 14:12:47.136 T: 30.88799858093261 [C]; A:[14, -28, 240]; H: 69.4852294921875
SENSE daac 42 20-04-2019 14:12:47.113 T: 29.95199966430664 [C]; A:[114, -14, 198]; H: 69.7904052734375
SENSE daad 35 20-04-2019 14:12:44.576 T: 29.20319938659667 [C]; A:[-30, 42, 202]; H: 74.05523681640625
SENSE daaa 43 20-04-2019 14:12:47.500 T: 30.88799858093261 [C]; A:[14, -28, 234]; H: 69.43182373046875
SENSE daac 43 20-04-2019 14:12:47.540 T: 29.95199966430664 [C]; A:[114, -20, 210]; H: 69.7598876953125
SENSE daad 36 20-04-2019 14:12:45.017 T: 29.26559829711914 [C]; A:[-32, 42, 198]; H: 74.05523681640625
SENSE daaa 44 20-04-2019 14:12:47.858 T: 30.88799858093261 [C]; A:[14, -30, 232]; H: 69.43182373046875
SENSE daab 36 20-04-2019 14:12:44.997 T: 29.26559829711914 [C]; A:[-38, -18, 248]; H: 71.0263671875
SENSE daab 38 20-04-2019 14:12:45.797 T: 29.20319938659667 [C]; A:[-38, -12, 248]; H: 70.995849609375
SENSE daad 37 20-04-2019 14:12:45.449 T: 29.26559829711914 [C]; A:[-30, 38, 198]; H: 74.05523681640625
SENSE daab 39 20-04-2019 14:12:46.156 T: 29.26559829711914 [C]; A:[-38, -12, 248]; H: 70.995849609375
SENSE daac 45 20-04-2019 14:12:48.360 T: 30.0143985748291 [C]; A:[112, -14, 206]; H: 69.7293701171875
SENSE daaa 45 20-04-2019 14:12:48.465 T: 30.88799858093261 [C]; A:[14, -32, 232]; H: 69.40130615234375
SENSE daab 40 20-04-2019 14:12:46.586 T: 29.26559829711914 [C]; A:[-40, -16, 246]; H: 70.995849609375
SENSE daac 46 20-04-2019 14:12:48.712 T: 29.95199966430664 [C]; A:[110, -12, 208]; H: 69.7293701171875
SENSE daaa 46 20-04-2019 14:12:48.898 T: 30.88799858093261 [C]; A:[12, -24, 226]; H: 69.37841796875
SENSE daab 41 20-04-2019 14:12:46.943 T: 29.26559829711914 [C]; A:[-42, -10, 248]; H: 70.97296142578125
SENSE daac 47 20-04-2019 14:12:49.084 T: 30.0143985748291 [C]; A:[112, -8, 204]; H: 69.7293701171875
SENSE daab 42 20-04-2019 14:12:47.386 T: 29.20319938659667 [C]; A:[-40, -16, 248]; H: 70.97296142578125
SENSE daab 43 20-04-2019 14:12:47.739 T: 29.26559829711914 [C]; A:[-34, -18, 246]; H: 70.97296142578125
SENSE daab 44 20-04-2019 14:12:48.097 T: 29.26559829711914 [C]; A:[-38, -16, 248]; H: 70.94244384765625
SENSE daac 48 20-04-2019 14:12:49.447 T: 30.0143985748291 [C]; A:[116, -16, 202]; H: 69.6988525390625
SENSE daaa 47 20-04-2019 14:12:49.550 T: 30.95039939880371 [C]; A:[16, -32, 236]; H: 69.347900390625
SENSE daac 49 20-04-2019 14:12:49.805 T: 30.0143985748291 [C]; A:[112, -16, 202]; H: 69.6988525390625
SENSE daaa 48 20-04-2019 14:12:49.903 T: 30.95039939880371 [C]; A:[14, -26, 230]; H: 69.3173828125
SENSE daad 42 20-04-2019 14:12:47.345 T: 29.26559829711914 [C]; A:[-32, 46, 200]; H: 74.0323486328125
SENSE daaa 49 20-04-2019 14:12:50.261 T: 30.95039939880371 [C]; A:[16, -30, 228]; H: 69.3173828125
SENSE daac 50 20-04-2019 14:12:50.237 T: 30.0143985748291 [C]; A:[112, -14, 210]; H: 69.70648193359375
SENSE daab 45 20-04-2019 14:12:48.708 T: 29.26559829711914 [C]; A:[-38, -14, 250]; H: 70.94244384765625
SENSE daac 51 20-04-2019 14:12:50.595 T: 30.0143985748291 [C]; A:[108, -16, 206]; H: 69.70648193359375
SENSE daaa 50 20-04-2019 14:12:50.689 T: 30.95039939880371 [C]; A:[14, -28, 230]; H: 69.3173828125
SENSE daad 43 20-04-2019 14:12:47.773 T: 29.26559829711914 [C]; A:[-32, 42, 196]; H: 74.0323486328125
SENSE daab 46 20-04-2019 14:12:49.137 T: 29.26559829711914 [C]; A:[-38, -18, 246]; H: 70.94244384765625
SENSE daad 44 20-04-2019 14:12:48.171 T: 29.26559829711914 [C]; A:[-28, 40, 194]; H: 74.0323486328125
SENSE daaa 51 20-04-2019 14:12:51.122 T: 30.88799858093261 [C]; A:[12, -28, 236]; H: 69.3173828125
SENSE daac 52 20-04-2019 14:12:51.096 T: 30.0143985748291 [C]; A:[122, -14, 208]; H: 69.67596435546875
SENSE daaa 52 20-04-2019 14:12:51.491 T: 30.95039939880371 [C]; A:[18, -28, 230]; H: 69.3173828125
SENSE daac 53 20-04-2019 14:12:51.469 T: 30.0143985748291 [C]; A:[114, -16, 202]; H: 69.67596435546875
SENSE daad 46 20-04-2019 14:12:48.951 T: 29.32799911499023 [C]; A:[-28, 38, 196]; H: 74.0323486328125
SENSE daaa 53 20-04-2019 14:12:51.854 T: 31.01279830932617 [C]; A:[16, -30, 234]; H: 69.3173828125
SENSE daac 54 20-04-2019 14:12:51.891 T: 30.0143985748291 [C]; A:[118, -16, 204]; H: 69.67596435546875
SENSE daad 48 20-04-2019 14:12:49.684 T: 29.26559829711914 [C]; A:[-30, 46, 234]; H: 74.0323486328125
SENSE daaa 54 20-04-2019 14:12:52.212 T: 31.01279830932617 [C]; A:[18, -28, 230]; H: 69.3173828125
SENSE daac 55 20-04-2019 14:12:52.323 T: 29.95199966430664 [C]; A:[108, -14, 206]; H: 69.64544677734375
SENSE daab 48 20-04-2019 14:12:50.149 T: 29.26559829711914 [C]; A:[-38, -14, 246]; H: 70.94244384765625
SENSE daad 49 20-04-2019 14:12:50.037 T: 29.32799911499023 [C]; A:[-32, 44, 194]; H: 74.0323486328125
SENSE daaa 55 20-04-2019 14:12:52.655 T: 31.01279830932617 [C]; A:[12, -26, 236]; H: 69.3173828125
SENSE daad 50 20-04-2019 14:12:50.468 T: 29.32799911499023 [C]; A:[-30, 38, 194]; H: 74.0323486328125
SENSE daad 51 20-04-2019 14:12:50.826 T: 29.26559829711914 [C]; A:[-32, 42, 190]; H: 74.0323486328125
SENSE daab 49 20-04-2019 14:12:50.506 T: 29.26559829711914 [C]; A:[-36, -16, 240]; H: 70.91192626953125
SENSE daac 56 20-04-2019 14:12:52.899 T: 30.0143985748291 [C]; A:[110, -12, 202]; H: 69.64544677734375
SENSE daaa 56 20-04-2019 14:12:53.088 T: 31.01279830932617 [C]; A:[12, -24, 230]; H: 69.3173828125
SENSE daaa 56 20-04-2019 14:12:53.088 T: 31.01279830932617 [C]; A:[12, -24, 230]; H: 69.3173828125
SENSE daac 57 20-04-2019 14:12:53.272 T: 30.0143985748291 [C]; A:[114, -8, 204]; H: 69.64544677734375
SENSE daab 50 20-04-2019 14:12:50.938 T: 29.26559829711914 [C]; A:[-38, -18, 248]; H: 70.91192626953125
SENSE daad 52 20-04-2019 14:12:51.344 T: 29.26559829711914 [C]; A:[-32, 44, 192]; H: 74.0323486328125
SENSE daad 53 20-04-2019 14:12:51.701 T: 29.26559829711914 [C]; A:[-28, 36, 196]; H: 74.0323486328125
SENSE daab 51 20-04-2019 14:12:51.377 T: 29.26559829711914 [C]; A:[-40, -12, 246]; H: 70.91192626953125
SENSE daac 58 20-04-2019 14:12:53.769 T: 30.0143985748291 [C]; A:[120, -28, 204]; H: 69.61492919921875
SENSE daaa 58 20-04-2019 14:12:53.934 T: 31.01279830932617 [C]; A:[10, -30, 236]; H: 69.35552978515625
SENSE daab 52 20-04-2019 14:12:51.734 T: 29.26559829711914 [C]; A:[-38, -20, 242]; H: 70.91192626953125
SENSE daab 53 20-04-2019 14:12:51.981 T: 29.26559829711914 [C]; A:[-38, -16, 240]; H: 70.91192626953125
SENSE daab 55 20-04-2019 14:12:52.476 T: 29.20319938659667 [C]; A:[-42, -14, 244]; H: 70.88140869140625
SENSE daad 54 20-04-2019 14:12:52.124 T: 29.26559829711914 [C]; A:[-26, 38, 194]; H: 74.0323486328125
SENSE daad 55 20-04-2019 14:12:52.554 T: 29.32799911499023 [C]; A:[-32, 40, 194]; H: 74.0323486328125
SENSE daaa 59 20-04-2019 14:12:54.545 T: 31.01279830932617 [C]; A:[18, -32, 230]; H: 69.3021240234375
SENSE daac 60 20-04-2019 14:12:54.598 T: 30.0143985748291 [C]; A:[112, -12, 206]; H: 69.61492919921875
SENSE daab 56 20-04-2019 14:12:52.896 T: 29.26559829711914 [C]; A:[-32, -16, 244]; H: 70.88140869140625
SENSE daaa 60 20-04-2019 14:12:54.978 T: 31.01279830932617 [C]; A:[14, -28, 230]; H: 69.3021240234375
SENSE daac 61 20-04-2019 14:12:54.956 T: 30.0143985748291 [C]; A:[116, -12, 204]; H: 69.5767822265625
SENSE daad 56 20-04-2019 14:12:53.146 T: 29.26559829711914 [C]; A:[-34, 42, 200]; H: 74.0323486328125
SENSE daaa 61 20-04-2019 14:12:55.368 T: 31.01279830932617 [C]; A:[16, -32, 230]; H: 69.2410888671875
SENSE daac 62 20-04-2019 14:12:55.393 T: 30.0143985748291 [C]; A:[112, -14, 208]; H: 69.5767822265625
SENSE daad 57 20-04-2019 14:12:53.505 T: 29.32799911499023 [C]; A:[-28, 40, 196]; H: 74.0323486328125
SENSE daaa 62 20-04-2019 14:12:55.735 T: 31.01279830932617 [C]; A:[14, -32, 236]; H: 69.2410888671875
SENSE daac 63 20-04-2019 14:12:55.840 T: 30.0767993927002 [C]; A:[114, -16, 204]; H: 69.5767822265625
SENSE daab 58 20-04-2019 14:12:53.740 T: 29.20319938659667 [C]; A:[-36, -20, 246]; H: 70.88140869140625
SENSE daaa 63 20-04-2019 14:12:56.158 T: 31.01279830932617 [C]; A:[18, -26, 234]; H: 69.2105712890625
SENSE daac 64 20-04-2019 14:12:56.193 T: 30.0767993927002 [C]; A:[112, -10, 200]; H: 69.5767822265625
SENSE daaa 64 20-04-2019 14:12:56.516 T: 31.01279830932617 [C]; A:[16, -26, 236]; H: 69.18768310546875
SENSE daac 65 20-04-2019 14:12:56.545 T: 30.0767993927002 [C]; A:[110, -22, 204]; H: 69.5767822265625
SENSE daad 59 20-04-2019 14:12:54.334 T: 29.32799911499023 [C]; A:[-32, 40, 198]; H: 74.0323486328125
SENSE daaa 65 20-04-2019 14:12:56.874 T: 31.01279830932617 [C]; A:[8, -28, 234]; H: 69.15716552734375
SENSE daac 66 20-04-2019 14:12:56.982 T: 30.0143985748291 [C]; A:[114, -8, 206]; H: 69.5462646484375
SENSE daab 60 20-04-2019 14:12:54.785 T: 29.26559829711914 [C]; A:[-36, -14, 242]; H: 70.88140869140625
SENSE daaa 66 20-04-2019 14:12:57.297 T: 31.01279830932617 [C]; A:[10, -26, 232]; H: 69.12664794921875
SENSE daac 67 20-04-2019 14:12:57.340 T: 30.0767993927002 [C]; A:[120, -22, 202]; H: 69.5462646484375
SENSE daab 61 20-04-2019 14:12:55.219 T: 29.26559829711914 [C]; A:[-38, -18, 248]; H: 70.88140869140625
SENSE daac 68 20-04-2019 14:12:57.703 T: 30.0767993927002 [C]; A:[114, -14, 216]; H: 69.5462646484375
SENSE daaa 67 20-04-2019 14:12:57.735 T: 31.01279830932617 [C]; A:[14, -30, 240]; H: 69.12664794921875
SENSE daac 69 20-04-2019 14:12:58.070 T: 30.0767993927002 [C]; A:[114, -16, 208]; H: 69.5157470703125
SENSE daaa 68 20-04-2019 14:12:58.143 T: 31.07519912719726 [C]; A:[12, -30, 240]; H: 69.103759765625
SENSE daad 61 20-04-2019 14:12:55.196 T: 29.26559829711914 [C]; A:[-24, 40, 196]; H: 74.0323486328125
SENSE daaa 69 20-04-2019 14:12:58.496 T: 31.07519912719726 [C]; A:[6, -24, 232]; H: 69.0732421875
SENSE daac 70 20-04-2019 14:12:58.553 T: 30.0767993927002 [C]; A:[120, -12, 202]; H: 69.5157470703125
SENSE daab 63 20-04-2019 14:12:55.974 T: 29.20319938659667 [C]; A:[-42, -18, 242]; H: 70.88140869140625
SENSE daaa 70 20-04-2019 14:12:58.924 T: 31.07519912719726 [C]; A:[16, -32, 226]; H: 69.042724609375
SENSE daac 71 20-04-2019 14:12:58.951 T: 30.0767993927002 [C]; A:[114, -4, 206]; H: 69.5157470703125
SENSE daac 72 20-04-2019 14:12:59.312 T: 30.0767993927002 [C]; A:[114, -22, 204]; H: 69.5157470703125
