SENSE daaa 1 19-04-2019 11:21:30.768 T: 30.0767993927002 [C]; A:[-4, 8, 212]; H: 74.2764892578125
SENSE daaa 11 19-04-2019 11:21:46.117 T: 30.13919830322265 [C]; A:[-8, 32, 214]; H: 74.2459716796875
SENSE daad 15 19-04-2019 11:21:46.119 T: 30.45119857788085 [C]; A:[-6, 138, 194]; H: 73.7119140625
SENSE daaa 12 19-04-2019 11:21:46.589 T: 30.13919830322265 [C]; A:[-14, 24, 216]; H: 74.2459716796875
SENSE daad 16 19-04-2019 11:21:46.811 T: 30.51359939575195 [C]; A:[-8, 134, 198]; H: 73.7119140625
SENSE daaa 13 19-04-2019 11:21:47.160 T: 30.13919830322265 [C]; A:[-10, 30, 218]; H: 74.2459716796875
SENSE daad 17 19-04-2019 11:21:47.378 T: 30.51359939575195 [C]; A:[-6, 132, 198]; H: 73.7119140625
SENSE daaa 14 19-04-2019 11:21:47.727 T: 30.13919830322265 [C]; A:[-8, 32, 218]; H: 74.2154541015625
SENSE daad 18 19-04-2019 11:21:47.945 T: 30.51359939575195 [C]; A:[-8, 136, 198]; H: 73.75006103515625
SENSE daaa 15 19-04-2019 11:21:48.312 T: 30.13919830322265 [C]; A:[0, 24, 218]; H: 74.2154541015625
SENSE daad 19 19-04-2019 11:21:48.528 T: 30.51359939575195 [C]; A:[0, 132, 200]; H: 73.75006103515625
SENSE daaa 16 19-04-2019 11:21:48.888 T: 30.13919830322265 [C]; A:[-8, 32, 214]; H: 74.2154541015625
SENSE daad 20 19-04-2019 11:21:49.106 T: 30.51359939575195 [C]; A:[-4, 140, 202]; H: 73.75006103515625
SENSE daaa 17 19-04-2019 11:21:49.454 T: 30.13919830322265 [C]; A:[-10, 30, 214]; H: 74.2154541015625
SENSE daad 21 19-04-2019 11:21:49.677 T: 30.51359939575195 [C]; A:[-4, 130, 198]; H: 73.75006103515625
SENSE daaa 18 19-04-2019 11:21:50.030 T: 30.13919830322265 [C]; A:[-6, 26, 216]; H: 74.2154541015625
SENSE daac 18 19-04-2019 11:21:45.476 T: 29.764799118042 [C]; A:[58, -96, 220]; H: 72.57513427734375
SENSE daaa 19 19-04-2019 11:21:50.616 T: 30.13919830322265 [C]; A:[-8, 30, 218]; H: 74.2459716796875
SENSE daab 10 19-04-2019 11:21:45.808 T: 29.88959884643554 [C]; A:[-8, 6, 198]; H: 76.00836181640625
SENSE daaa 20 19-04-2019 11:21:51.188 T: 30.13919830322265 [C]; A:[-12, 24, 212]; H: 74.2764892578125
SENSE daab 11 19-04-2019 11:21:51.510 T: 29.88959884643554 [C]; A:[-4, 6, 202]; H: 75.94732666015625
SENSE daaa 21 19-04-2019 11:21:51.844 T: 30.13919830322265 [C]; A:[-8, 26, 216]; H: 74.2764892578125
SENSE daaa 22 19-04-2019 11:21:52.330 T: 30.13919830322265 [C]; A:[-12, 30, 210]; H: 74.2764892578125
SENSE daab 12 19-04-2019 11:21:52.190 T: 29.88959884643554 [C]; A:[-4, 6, 198]; H: 75.9244384765625
SENSE daaa 23 19-04-2019 11:21:52.792 T: 30.13919830322265 [C]; A:[-8, 28, 216]; H: 74.2764892578125
SENSE daaa 24 19-04-2019 11:21:53.363 T: 30.13919830322265 [C]; A:[-16, 26, 216]; H: 74.2764892578125
SENSE daab 13 19-04-2019 11:21:53.115 T: 29.88959884643554 [C]; A:[-6, 0, 206]; H: 75.8939208984375
SENSE daaa 25 19-04-2019 11:21:53.840 T: 30.13919830322265 [C]; A:[-8, 28, 218]; H: 74.2764892578125
SENSE daaa 26 19-04-2019 11:21:54.406 T: 30.13919830322265 [C]; A:[-8, 24, 218]; H: 74.31463623046875
SENSE daab 14 19-04-2019 11:21:54.176 T: 29.88959884643554 [C]; A:[-14, 4, 196]; H: 75.8634033203125
SENSE daaa 27 19-04-2019 11:21:54.868 T: 30.0767993927002 [C]; A:[-12, 30, 226]; H: 74.31463623046875
SENSE daad 22 19-04-2019 11:21:50.260 T: 30.51359939575195 [C]; A:[0, 134, 196]; H: 73.75006103515625
SENSE daaa 28 19-04-2019 11:21:55.434 T: 30.13919830322265 [C]; A:[-12, 28, 220]; H: 74.34515380859375
SENSE daab 15 19-04-2019 11:21:55.211 T: 29.88959884643554 [C]; A:[-8, 6, 198]; H: 75.84051513671875
SENSE daaa 29 19-04-2019 11:21:56.025 T: 30.13919830322265 [C]; A:[-10, 28, 220]; H: 74.34515380859375
SENSE daaa 30 19-04-2019 11:21:56.602 T: 30.13919830322265 [C]; A:[-12, 24, 224]; H: 74.31463623046875
SENSE daab 16 19-04-2019 11:21:56.366 T: 29.88959884643554 [C]; A:[-8, 12, 204]; H: 75.80999755859375
SENSE daaa 31 19-04-2019 11:21:57.063 T: 30.13919830322265 [C]; A:[-4, 24, 212]; H: 74.31463623046875
SENSE daaa 32 19-04-2019 11:21:57.630 T: 30.13919830322265 [C]; A:[-16, 36, 218]; H: 74.352783203125
SENSE daab 17 19-04-2019 11:21:57.392 T: 29.88959884643554 [C]; A:[-10, 6, 202]; H: 75.77947998046875
SENSE daaa 33 19-04-2019 11:21:58.092 T: 30.13919830322265 [C]; A:[-6, 20, 212]; H: 74.2764892578125
SENSE daaa 34 19-04-2019 11:21:58.663 T: 30.13919830322265 [C]; A:[-6, 22, 216]; H: 74.2764892578125
SENSE daab 18 19-04-2019 11:21:58.427 T: 29.95199966430664 [C]; A:[-14, 2, 208]; H: 75.74896240234375
SENSE daaa 35 19-04-2019 11:21:59.124 T: 30.20159912109375 [C]; A:[-8, 24, 216]; H: 74.322265625
SENSE daaa 36 19-04-2019 11:21:59.706 T: 30.13919830322265 [C]; A:[-10, 24, 220]; H: 74.322265625
SENSE daab 19 19-04-2019 11:21:59.462 T: 29.95199966430664 [C]; A:[-6, 4, 200]; H: 75.72607421875
SENSE daaa 37 19-04-2019 11:22:00.178 T: 30.13919830322265 [C]; A:[-8, 22, 220]; H: 74.322265625
SENSE daab 20 19-04-2019 11:22:00.493 T: 29.95199966430664 [C]; A:[-10, 0, 204]; H: 75.6650390625
SENSE daac 19 19-04-2019 11:21:50.836 T: 29.82719993591308 [C]; A:[56, -98, 224]; H: 72.40728759765625
SENSE daaa 38 19-04-2019 11:22:00.830 T: 30.20159912109375 [C]; A:[-10, 24, 216]; H: 74.352783203125
SENSE daab 21 19-04-2019 11:22:01.163 T: 29.95199966430664 [C]; A:[-18, 2, 204]; H: 75.6650390625
SENSE daaa 39 19-04-2019 11:22:01.613 T: 30.20159912109375 [C]; A:[-8, 24, 222]; H: 74.352783203125
SENSE daaa 40 19-04-2019 11:22:02.185 T: 30.13919830322265 [C]; A:[-12, 26, 218]; H: 74.352783203125
SENSE daab 22 19-04-2019 11:22:01.948 T: 29.95199966430664 [C]; A:[-12, 4, 200]; H: 75.64215087890625
SENSE daaa 41 19-04-2019 11:22:02.656 T: 30.20159912109375 [C]; A:[-6, 24, 210]; H: 74.322265625
SENSE daab 23 19-04-2019 11:22:02.973 T: 29.95199966430664 [C]; A:[-10, 4, 208]; H: 75.61163330078125
SENSE daaa 42 19-04-2019 11:22:03.319 T: 30.20159912109375 [C]; A:[-8, 22, 226]; H: 74.322265625
SENSE daaa 43 19-04-2019 11:22:03.804 T: 30.20159912109375 [C]; A:[-12, 28, 216]; H: 74.322265625
SENSE daab 24 19-04-2019 11:22:03.643 T: 29.95199966430664 [C]; A:[-6, 0, 212]; H: 75.61163330078125
SENSE daaa 44 19-04-2019 11:22:04.276 T: 30.13919830322265 [C]; A:[-10, 26, 218]; H: 74.322265625
SENSE daaa 45 19-04-2019 11:22:04.842 T: 30.20159912109375 [C]; A:[-4, 22, 214]; H: 74.291748046875
SENSE daab 25 19-04-2019 11:22:04.619 T: 30.0143985748291 [C]; A:[-8, 6, 198]; H: 75.58111572265625
SENSE daaa 46 19-04-2019 11:22:05.304 T: 30.20159912109375 [C]; A:[-6, 24, 218]; H: 74.291748046875
SENSE daad 23 19-04-2019 11:21:55.654 T: 30.57599830627441 [C]; A:[-4, 138, 196]; H: 73.6966552734375
SENSE daaa 47 19-04-2019 11:22:05.875 T: 30.20159912109375 [C]; A:[-8, 24, 220]; H: 74.25360107421875
SENSE daab 26 19-04-2019 11:22:05.624 T: 29.95199966430664 [C]; A:[0, 0, 200]; H: 75.5582275390625
SENSE daaa 48 19-04-2019 11:22:06.476 T: 30.20159912109375 [C]; A:[-6, 28, 250]; H: 74.25360107421875
SENSE daaa 49 19-04-2019 11:22:07.053 T: 30.20159912109375 [C]; A:[-14, 24, 216]; H: 74.22308349609375
SENSE daab 27 19-04-2019 11:22:06.805 T: 29.95199966430664 [C]; A:[-16, 8, 202]; H: 75.5582275390625
SENSE daaa 50 19-04-2019 11:22:07.510 T: 30.20159912109375 [C]; A:[-12, 26, 222]; H: 74.19256591796875
SENSE daab 28 19-04-2019 11:22:07.835 T: 29.95199966430664 [C]; A:[-8, 6, 204]; H: 75.5582275390625
SENSE daaa 51 19-04-2019 11:22:08.177 T: 30.13919830322265 [C]; A:[-8, 24, 216]; H: 74.19256591796875
SENSE daaa 52 19-04-2019 11:22:08.672 T: 30.20159912109375 [C]; A:[-16, 32, 226]; H: 74.19256591796875
SENSE daab 29 19-04-2019 11:22:08.505 T: 30.0143985748291 [C]; A:[-8, 10, 200]; H: 75.5277099609375
SENSE daaa 53 19-04-2019 11:22:09.144 T: 30.20159912109375 [C]; A:[-10, 26, 216]; H: 74.16204833984375
SENSE daaa 54 19-04-2019 11:22:09.710 T: 30.13919830322265 [C]; A:[-8, 18, 222]; H: 74.16204833984375
SENSE daab 30 19-04-2019 11:22:09.470 T: 30.0143985748291 [C]; A:[-8, 8, 204]; H: 75.5277099609375
SENSE daaa 55 19-04-2019 11:22:10.178 T: 30.20159912109375 [C]; A:[-6, 22, 220]; H: 74.13153076171875
SENSE daaa 56 19-04-2019 11:22:10.743 T: 30.20159912109375 [C]; A:[-12, 18, 218]; H: 74.13153076171875
SENSE daab 31 19-04-2019 11:22:10.505 T: 30.0143985748291 [C]; A:[-4, 2, 198]; H: 75.5277099609375
SENSE daad 24 19-04-2019 11:22:06.114 T: 30.7007999420166 [C]; A:[0, 132, 196]; H: 73.50592041015625
SENSE daab 32 19-04-2019 11:22:11.500 T: 30.0143985748291 [C]; A:[-4, 2, 198]; H: 75.5277099609375
SENSE daad 25 19-04-2019 11:22:11.718 T: 30.76319885253906 [C]; A:[-4, 138, 198]; H: 73.39910888671875
SENSE daab 33 19-04-2019 11:22:12.051 T: 30.0143985748291 [C]; A:[-6, 2, 202]; H: 75.4971923828125
SENSE daad 26 19-04-2019 11:22:12.296 T: 30.76319885253906 [C]; A:[0, 134, 204]; H: 73.36859130859375
SENSE daab 34 19-04-2019 11:22:12.611 T: 30.0143985748291 [C]; A:[-8, 4, 204]; H: 75.54296875
SENSE daad 27 19-04-2019 11:22:12.862 T: 30.7007999420166 [C]; A:[-8, 134, 194]; H: 73.33807373046875
SENSE daab 35 19-04-2019 11:22:13.190 T: 30.0767993927002 [C]; A:[-10, 4, 206]; H: 75.54296875
SENSE daad 28 19-04-2019 11:22:13.425 T: 30.76319885253906 [C]; A:[-6, 134, 198]; H: 73.33807373046875
SENSE daab 36 19-04-2019 11:22:13.761 T: 30.0767993927002 [C]; A:[-8, 4, 194]; H: 75.54296875
SENSE daad 29 19-04-2019 11:22:13.997 T: 30.76319885253906 [C]; A:[0, 134, 198]; H: 73.30755615234375
SENSE daab 37 19-04-2019 11:22:14.321 T: 30.0143985748291 [C]; A:[-6, 2, 204]; H: 75.512451171875
SENSE daad 30 19-04-2019 11:22:14.564 T: 30.7007999420166 [C]; A:[-6, 136, 194]; H: 73.28466796875
SENSE daab 38 19-04-2019 11:22:14.891 T: 30.0143985748291 [C]; A:[-12, 4, 200]; H: 75.512451171875
SENSE daad 31 19-04-2019 11:22:15.126 T: 30.76319885253906 [C]; A:[0, 136, 200]; H: 73.28466796875
SENSE daab 39 19-04-2019 11:22:15.471 T: 30.0767993927002 [C]; A:[-4, 8, 204]; H: 75.48193359375
SENSE daad 32 19-04-2019 11:22:15.704 T: 30.76319885253906 [C]; A:[-10, 138, 198]; H: 73.2236328125
SENSE daaa 57 19-04-2019 11:22:11.215 T: 30.20159912109375 [C]; A:[-8, 22, 220]; H: 74.0933837890625
SENSE daac 20 19-04-2019 11:22:01.268 T: 29.88959884643554 [C]; A:[54, -92, 226]; H: 71.99530029296875
SENSE daaa 58 19-04-2019 11:22:16.644 T: 30.26399993896484 [C]; A:[-12, 22, 220]; H: 74.0628662109375
SENSE daac 21 19-04-2019 11:22:16.865 T: 30.0143985748291 [C]; A:[60, -88, 226]; H: 71.7435302734375
SENSE daaa 59 19-04-2019 11:22:17.225 T: 30.20159912109375 [C]; A:[-12, 26, 224]; H: 74.0628662109375
SENSE daac 22 19-04-2019 11:22:17.437 T: 29.95199966430664 [C]; A:[56, -88, 224]; H: 71.7435302734375
SENSE daaa 60 19-04-2019 11:22:17.796 T: 30.20159912109375 [C]; A:[-8, 18, 216]; H: 74.0628662109375
SENSE daac 23 19-04-2019 11:22:18.020 T: 30.0767993927002 [C]; A:[58, -90, 228]; H: 71.7435302734375
SENSE daaa 61 19-04-2019 11:22:18.373 T: 30.26399993896484 [C]; A:[-10, 24, 222]; H: 74.0628662109375
SENSE daac 24 19-04-2019 11:22:18.597 T: 29.95199966430664 [C]; A:[56, -86, 228]; H: 71.7435302734375
SENSE daaa 62 19-04-2019 11:22:18.944 T: 30.26399993896484 [C]; A:[-8, 26, 220]; H: 74.0323486328125
SENSE daac 25 19-04-2019 11:22:19.169 T: 30.0143985748291 [C]; A:[58, -90, 228]; H: 71.7435302734375
SENSE daaa 63 19-04-2019 11:22:19.521 T: 30.20159912109375 [C]; A:[-10, 18, 210]; H: 74.0323486328125
SENSE daac 26 19-04-2019 11:22:19.762 T: 30.0143985748291 [C]; A:[58, -94, 224]; H: 71.72064208984375
SENSE daaa 64 19-04-2019 11:22:20.106 T: 30.26399993896484 [C]; A:[-14, 20, 212]; H: 74.0323486328125
SENSE daac 27 19-04-2019 11:22:20.324 T: 30.0143985748291 [C]; A:[52, -86, 230]; H: 71.72064208984375
SENSE daaa 65 19-04-2019 11:22:20.672 T: 30.26399993896484 [C]; A:[-8, 22, 218]; H: 74.0018310546875
SENSE daab 40 19-04-2019 11:22:16.052 T: 30.0767993927002 [C]; A:[-6, 2, 210]; H: 75.48193359375
SENSE daad 33 19-04-2019 11:22:16.292 T: 30.76319885253906 [C]; A:[-6, 138, 204]; H: 73.2236328125
SENSE daab 41 19-04-2019 11:22:21.548 T: 30.0767993927002 [C]; A:[-8, 4, 204]; H: 75.451416015625
SENSE daad 34 19-04-2019 11:22:21.765 T: 30.82559967041015 [C]; A:[-8, 138, 198]; H: 73.00238037109375
SENSE daab 42 19-04-2019 11:22:22.088 T: 30.13919830322265 [C]; A:[-8, 2, 198]; H: 75.451416015625
SENSE daad 35 19-04-2019 11:22:22.327 T: 30.82559967041015 [C]; A:[0, 128, 202]; H: 72.97186279296875
SENSE daab 43 19-04-2019 11:22:22.668 T: 30.13919830322265 [C]; A:[-10, 6, 206]; H: 75.451416015625
SENSE daad 36 19-04-2019 11:22:22.909 T: 30.82559967041015 [C]; A:[0, 134, 196]; H: 72.97186279296875
SENSE daab 44 19-04-2019 11:22:23.238 T: 30.0767993927002 [C]; A:[0, 2, 204]; H: 75.42852783203125
SENSE daad 37 19-04-2019 11:22:23.482 T: 30.82559967041015 [C]; A:[-4, 134, 202]; H: 72.94134521484375
SENSE daab 45 19-04-2019 11:22:23.828 T: 30.13919830322265 [C]; A:[0, 0, 206]; H: 75.39801025390625
SENSE daad 38 19-04-2019 11:22:24.054 T: 30.82559967041015 [C]; A:[0, 132, 200]; H: 72.91845703125
SENSE daab 46 19-04-2019 11:22:24.389 T: 30.0767993927002 [C]; A:[-6, 2, 200]; H: 75.36749267578125
SENSE daad 39 19-04-2019 11:22:24.642 T: 30.88799858093261 [C]; A:[0, 130, 200]; H: 72.91845703125
SENSE daab 47 19-04-2019 11:22:24.979 T: 30.13919830322265 [C]; A:[-8, 6, 202]; H: 75.3446044921875
SENSE daad 40 19-04-2019 11:22:25.213 T: 30.82559967041015 [C]; A:[-6, 134, 198]; H: 72.887939453125
SENSE daab 48 19-04-2019 11:22:25.549 T: 30.13919830322265 [C]; A:[-6, 8, 200]; H: 75.3140869140625
SENSE daac 28 19-04-2019 11:22:20.906 T: 30.0143985748291 [C]; A:[58, -86, 230]; H: 71.69012451171875
SENSE daaa 66 19-04-2019 11:22:21.259 T: 30.26399993896484 [C]; A:[-8, 16, 220]; H: 73.9713134765625
SENSE daac 29 19-04-2019 11:22:26.366 T: 30.0143985748291 [C]; A:[56, -92, 220]; H: 71.52227783203125
SENSE daaa 67 19-04-2019 11:22:26.728 T: 30.26399993896484 [C]; A:[-12, 22, 216]; H: 73.84161376953125
SENSE daac 30 19-04-2019 11:22:26.948 T: 30.0143985748291 [C]; A:[56, -88, 226]; H: 71.49176025390625
SENSE daaa 68 19-04-2019 11:22:27.298 T: 30.26399993896484 [C]; A:[-12, 26, 220]; H: 73.84161376953125
SENSE daac 31 19-04-2019 11:22:27.520 T: 30.0143985748291 [C]; A:[58, -88, 226]; H: 71.49176025390625
SENSE daaa 69 19-04-2019 11:22:27.880 T: 30.26399993896484 [C]; A:[-8, 22, 222]; H: 73.84161376953125
SENSE daac 32 19-04-2019 11:22:28.102 T: 30.0143985748291 [C]; A:[58, -96, 226]; H: 71.52227783203125
SENSE daaa 70 19-04-2019 11:22:28.451 T: 30.26399993896484 [C]; A:[-12, 22, 218]; H: 73.84161376953125
SENSE daac 33 19-04-2019 11:22:28.675 T: 30.0143985748291 [C]; A:[60, -90, 226]; H: 71.52227783203125
SENSE daaa 71 19-04-2019 11:22:29.028 T: 30.26399993896484 [C]; A:[-12, 28, 222]; H: 73.81109619140625
SENSE daac 34 19-04-2019 11:22:29.247 T: 30.0143985748291 [C]; A:[60, -86, 222]; H: 71.52227783203125
SENSE daaa 72 19-04-2019 11:22:29.598 T: 30.26399993896484 [C]; A:[-10, 22, 218]; H: 73.81109619140625
SENSE daac 35 19-04-2019 11:22:29.825 T: 30.0143985748291 [C]; A:[60, -86, 224]; H: 71.52227783203125
SENSE daaa 73 19-04-2019 11:22:30.179 T: 30.3263988494873 [C]; A:[-14, 20, 216]; H: 73.81109619140625
SENSE daac 36 19-04-2019 11:22:30.406 T: 30.0767993927002 [C]; A:[60, -88, 224]; H: 71.52227783203125
SENSE daad 41 19-04-2019 11:22:25.800 T: 30.82559967041015 [C]; A:[-8, 140, 200]; H: 72.857421875
SENSE daab 49 19-04-2019 11:22:26.129 T: 30.13919830322265 [C]; A:[-6, 4, 198]; H: 75.2835693359375
SENSE daaa 74 19-04-2019 11:22:30.760 T: 30.3263988494873 [C]; A:[-12, 24, 218]; H: 73.77294921875
SENSE daac 37 19-04-2019 11:22:30.979 T: 30.0767993927002 [C]; A:[54, -90, 220]; H: 71.57568359375
SENSE daaa 75 19-04-2019 11:22:36.014 T: 30.3263988494873 [C]; A:[-12, 22, 220]; H: 74.13916015625
SENSE daad 42 19-04-2019 11:22:31.284 T: 30.88799858093261 [C]; A:[0, 130, 196]; H: 72.7811279296875
SENSE daaa 76 19-04-2019 11:22:36.590 T: 30.3263988494873 [C]; A:[-8, 18, 228]; H: 74.169677734375
SENSE daab 50 19-04-2019 11:22:36.922 T: 30.26399993896484 [C]; A:[-8, 6, 200]; H: 75.15386962890625
SENSE daad 43 19-04-2019 11:22:36.877 T: 30.95039939880371 [C]; A:[-4, 136, 198]; H: 72.61328125
SENSE daab 51 19-04-2019 11:22:37.572 T: 30.26399993896484 [C]; A:[-10, 4, 200]; H: 75.1309814453125
SENSE daad 44 19-04-2019 11:22:37.798 T: 31.01279830932617 [C]; A:[-6, 136, 200]; H: 72.582763671875
SENSE daab 52 19-04-2019 11:22:38.119 T: 30.26399993896484 [C]; A:[-8, 6, 198]; H: 75.1004638671875
SENSE daad 45 19-04-2019 11:22:38.346 T: 30.95039939880371 [C]; A:[0, 132, 202]; H: 72.55987548828125
SENSE daab 53 19-04-2019 11:22:38.672 T: 30.26399993896484 [C]; A:[0, 2, 208]; H: 75.1004638671875
SENSE daad 46 19-04-2019 11:22:38.922 T: 31.01279830932617 [C]; A:[-4, 130, 192]; H: 72.52935791015625
SENSE daab 54 19-04-2019 11:22:39.242 T: 30.26399993896484 [C]; A:[-8, 2, 204]; H: 75.0699462890625
SENSE daad 47 19-04-2019 11:22:39.485 T: 31.01279830932617 [C]; A:[0, 136, 204]; H: 72.49884033203125
SENSE daab 55 19-04-2019 11:22:39.813 T: 30.26399993896484 [C]; A:[-8, 4, 200]; H: 75.0699462890625
SENSE daad 48 19-04-2019 11:22:40.057 T: 31.01279830932617 [C]; A:[-4, 134, 200]; H: 72.49884033203125
SENSE daab 56 19-04-2019 11:22:40.393 T: 30.26399993896484 [C]; A:[-8, 6, 200]; H: 75.0699462890625
SENSE daad 49 19-04-2019 11:22:40.619 T: 31.01279830932617 [C]; A:[-6, 136, 202]; H: 72.4454345703125
SENSE daab 57 19-04-2019 11:22:40.953 T: 30.26399993896484 [C]; A:[-6, 6, 204]; H: 75.0699462890625
SENSE daac 38 19-04-2019 11:22:36.234 T: 30.0767993927002 [C]; A:[58, -90, 222]; H: 71.46124267578125
SENSE daab 58 19-04-2019 11:22:41.533 T: 30.3263988494873 [C]; A:[-8, 8, 200]; H: 75.0699462890625
SENSE daac 39 19-04-2019 11:22:41.774 T: 30.0767993927002 [C]; A:[56, -86, 230]; H: 71.46124267578125
