SENSE daaa 1 01-01-1970 07:00:33.215 T: 26.14559936523437 [C]; A:[-6, 10, 234]; H: 64.35064697265625
SENSE daaa 5 01-01-1970 07:00:34.544 T: 26.20800018310546 [C]; A:[2, 6, 230]; H: 64.38116455078125
SENSE daab 5 01-01-1970 07:00:31.900 T: 26.27039909362792 [C]; A:[2, -30, 244]; H: 62.7255859375
SENSE daac 5 01-01-1970 07:00:27.710 T: 26.64480018615722 [C]; A:[0, 12, 232]; H: 64.9991455078125
SENSE daad 5 01-01-1970 07:00:37.082 T: 25.77120018005371 [C]; A:[0, 60, 190]; H: 67.7762451171875
SENSE daaa 6 01-01-1970 07:00:34.878 T: 26.14559936523437 [C]; A:[0, 8, 230]; H: 64.38116455078125
SENSE daab 6 01-01-1970 07:00:32.234 T: 26.33279991149902 [C]; A:[4, -36, 242]; H: 62.7255859375
SENSE daac 6 01-01-1970 07:00:28.045 T: 26.70719909667968 [C]; A:[0, 14, 236]; H: 64.9991455078125
SENSE daad 6 01-01-1970 07:00:37.416 T: 25.70879936218261 [C]; A:[0, 64, 200]; H: 67.7762451171875
SENSE daaa 7 01-01-1970 07:00:35.217 T: 26.14559936523437 [C]; A:[0, 6, 232]; H: 64.38116455078125
SENSE daab 7 01-01-1970 07:00:32.572 T: 26.27039909362792 [C]; A:[0, -34, 246]; H: 62.7255859375
SENSE daac 7 01-01-1970 07:00:28.382 T: 26.64480018615722 [C]; A:[0, 12, 236]; H: 64.9991455078125
SENSE daad 7 01-01-1970 07:00:37.753 T: 25.70879936218261 [C]; A:[0, 64, 192]; H: 67.7762451171875
SENSE daaa 8 01-01-1970 07:00:35.553 T: 26.14559936523437 [C]; A:[0, 8, 232]; H: 64.38116455078125
SENSE daab 8 01-01-1970 07:00:32.908 T: 26.27039909362792 [C]; A:[0, -36, 264]; H: 62.7255859375
SENSE daac 8 01-01-1970 07:00:28.718 T: 26.64480018615722 [C]; A:[0, 12, 236]; H: 64.9991455078125
SENSE daad 8 01-01-1970 07:00:38.089 T: 25.77120018005371 [C]; A:[4, 56, 198]; H: 67.7762451171875
SENSE daaa 9 01-01-1970 07:00:35.886 T: 26.20800018310546 [C]; A:[2, 6, 226]; H: 64.38116455078125
SENSE daab 9 01-01-1970 07:00:33.240 T: 26.27039909362792 [C]; A:[4, -32, 246]; H: 62.7255859375
SENSE daac 9 01-01-1970 07:00:29.049 T: 26.70719909667968 [C]; A:[0, 14, 236]; H: 64.9991455078125
SENSE daad 9 01-01-1970 07:00:38.420 T: 25.77120018005371 [C]; A:[0, 60, 200]; H: 67.7762451171875
SENSE daaa 10 01-01-1970 07:00:36.217 T: 26.14559936523437 [C]; A:[2, 6, 220]; H: 64.38116455078125
SENSE daab 10 01-01-1970 07:00:33.571 T: 26.27039909362792 [C]; A:[0, -32, 250]; H: 62.66455078125
SENSE daac 10 01-01-1970 07:00:29.382 T: 26.64480018615722 [C]; A:[0, 10, 240]; H: 64.9991455078125
SENSE daad 10 01-01-1970 07:00:38.754 T: 25.77120018005371 [C]; A:[2, 60, 182]; H: 67.7457275390625
SENSE daaa 11 01-01-1970 07:00:36.552 T: 26.20800018310546 [C]; A:[0, 4, 230]; H: 64.38116455078125
SENSE daab 11 01-01-1970 07:00:33.908 T: 26.27039909362792 [C]; A:[0, -34, 246]; H: 62.66455078125
SENSE daac 11 01-01-1970 07:00:29.718 T: 26.70719909667968 [C]; A:[0, 18, 236]; H: 64.9991455078125
SENSE daad 11 01-01-1970 07:00:39.089 T: 25.70879936218261 [C]; A:[0, 60, 196]; H: 67.72283935546875
SENSE daaa 12 01-01-1970 07:00:36.886 T: 26.14559936523437 [C]; A:[2, 8, 230]; H: 64.38116455078125
SENSE daab 12 01-01-1970 07:00:34.242 T: 26.27039909362792 [C]; A:[2, -34, 248]; H: 62.66455078125
SENSE daac 12 01-01-1970 07:00:30.052 T: 26.64480018615722 [C]; A:[0, 14, 234]; H: 64.9991455078125
SENSE daad 12 01-01-1970 07:00:39.424 T: 25.77120018005371 [C]; A:[0, 60, 206]; H: 67.72283935546875
SENSE daaa 13 01-01-1970 07:00:37.221 T: 26.20800018310546 [C]; A:[0, 6, 224]; H: 64.38116455078125
SENSE daab 13 01-01-1970 07:00:34.576 T: 26.27039909362792 [C]; A:[2, -40, 246]; H: 62.66455078125
SENSE daac 13 01-01-1970 07:00:30.386 T: 26.70719909667968 [C]; A:[0, 12, 230]; H: 64.9991455078125
SENSE daad 13 01-01-1970 07:00:39.758 T: 25.77120018005371 [C]; A:[2, 56, 198]; H: 67.72283935546875
SENSE daaa 14 01-01-1970 07:00:37.558 T: 26.20800018310546 [C]; A:[0, 4, 230]; H: 64.38116455078125
SENSE daab 14 01-01-1970 07:00:34.914 T: 26.27039909362792 [C]; A:[4, -34, 248]; H: 62.66455078125
SENSE daac 14 01-01-1970 07:00:30.724 T: 26.70719909667968 [C]; A:[0, 14, 236]; H: 64.9991455078125
SENSE daad 14 01-01-1970 07:00:40.095 T: 25.77120018005371 [C]; A:[0, 50, 196]; H: 67.69232177734375
SENSE daaa 15 01-01-1970 07:00:37.893 T: 26.20800018310546 [C]; A:[0, 4, 236]; H: 64.35064697265625
SENSE daab 15 01-01-1970 07:00:35.248 T: 26.27039909362792 [C]; A:[0, -38, 250]; H: 62.66455078125
SENSE daac 15 01-01-1970 07:00:31.059 T: 26.70719909667968 [C]; A:[0, 8, 238]; H: 64.9991455078125
SENSE daad 15 01-01-1970 07:00:40.430 T: 25.77120018005371 [C]; A:[0, 60, 202]; H: 67.69232177734375
SENSE daaa 16 01-01-1970 07:00:38.229 T: 26.20800018310546 [C]; A:[0, 8, 230]; H: 64.35064697265625
SENSE daab 16 01-01-1970 07:00:35.584 T: 26.33279991149902 [C]; A:[0, -30, 248]; H: 62.66455078125
SENSE daac 16 01-01-1970 07:00:31.395 T: 26.70719909667968 [C]; A:[2, 10, 256]; H: 64.9991455078125
SENSE daad 16 01-01-1970 07:00:40.765 T: 25.77120018005371 [C]; A:[0, 56, 198]; H: 67.69232177734375
SENSE daaa 17 01-01-1970 07:00:38.564 T: 26.14559936523437 [C]; A:[0, 6, 226]; H: 64.35064697265625
SENSE daab 17 01-01-1970 07:00:35.920 T: 26.33279991149902 [C]; A:[2, -36, 248]; H: 62.66455078125
SENSE daac 17 01-01-1970 07:00:31.730 T: 26.70719909667968 [C]; A:[2, 14, 236]; H: 64.9686279296875
SENSE daad 17 01-01-1970 07:00:41.100 T: 25.77120018005371 [C]; A:[0, 64, 194]; H: 67.72283935546875
SENSE daaa 18 01-01-1970 07:00:38.897 T: 26.20800018310546 [C]; A:[0, 8, 236]; H: 64.35064697265625
SENSE daab 18 01-01-1970 07:00:36.252 T: 26.33279991149902 [C]; A:[2, -30, 248]; H: 62.66455078125
SENSE daac 18 01-01-1970 07:00:32.062 T: 26.70719909667968 [C]; A:[0, 10, 234]; H: 64.9686279296875
SENSE daad 18 01-01-1970 07:00:41.433 T: 25.77120018005371 [C]; A:[0, 60, 200]; H: 67.72283935546875
SENSE daaa 19 01-01-1970 07:00:39.231 T: 26.20800018310546 [C]; A:[0, 4, 226]; H: 64.35064697265625
SENSE daab 19 01-01-1970 07:00:36.586 T: 26.27039909362792 [C]; A:[0, -36, 242]; H: 62.66455078125
SENSE daac 19 01-01-1970 07:00:32.397 T: 26.70719909667968 [C]; A:[2, 16, 238]; H: 64.9686279296875
SENSE daad 19 01-01-1970 07:00:41.767 T: 25.83359909057617 [C]; A:[2, 62, 190]; H: 67.7457275390625
SENSE daaa 20 01-01-1970 07:00:39.566 T: 26.14559936523437 [C]; A:[0, 4, 234]; H: 64.35064697265625
SENSE daab 20 01-01-1970 07:00:36.921 T: 26.33279991149902 [C]; A:[4, -36, 240]; H: 62.7255859375
SENSE daac 20 01-01-1970 07:00:32.732 T: 26.70719909667968 [C]; A:[0, 10, 230]; H: 64.9686279296875
SENSE daad 20 01-01-1970 07:00:42.102 T: 25.70879936218261 [C]; A:[0, 56, 192]; H: 67.7457275390625
SENSE daaa 21 01-01-1970 07:00:39.903 T: 26.20800018310546 [C]; A:[0, 6, 232]; H: 64.35064697265625
SENSE daab 21 01-01-1970 07:00:37.258 T: 26.33279991149902 [C]; A:[2, -36, 252]; H: 62.66455078125
SENSE daac 21 01-01-1970 07:00:33.068 T: 26.70719909667968 [C]; A:[2, 10, 238]; H: 64.9686279296875
SENSE daad 21 01-01-1970 07:00:42.437 T: 25.77120018005371 [C]; A:[0, 60, 194]; H: 67.7762451171875
SENSE daaa 22 01-01-1970 07:00:40.236 T: 26.20800018310546 [C]; A:[2, 8, 228]; H: 64.35064697265625
SENSE daab 22 01-01-1970 07:00:37.590 T: 26.33279991149902 [C]; A:[2, -36, 250]; H: 62.7255859375
SENSE daac 22 01-01-1970 07:00:33.401 T: 26.70719909667968 [C]; A:[0, 14, 234]; H: 64.9686279296875
SENSE daad 22 01-01-1970 07:00:42.771 T: 25.83359909057617 [C]; A:[0, 58, 228]; H: 67.7762451171875
SENSE daaa 23 01-01-1970 07:00:40.573 T: 26.20800018310546 [C]; A:[0, 6, 242]; H: 64.35064697265625
SENSE daab 23 01-01-1970 07:00:37.928 T: 26.33279991149902 [C]; A:[0, -32, 246]; H: 62.7255859375
SENSE daac 23 01-01-1970 07:00:33.743 T: 26.70719909667968 [C]; A:[0, 14, 226]; H: 64.9381103515625
SENSE daad 23 01-01-1970 07:00:43.112 T: 25.83359909057617 [C]; A:[0, 58, 194]; H: 67.7762451171875
SENSE daaa 24 01-01-1970 07:00:40.913 T: 26.20800018310546 [C]; A:[0, 0, 224]; H: 64.35064697265625
SENSE daab 24 01-01-1970 07:00:38.268 T: 26.33279991149902 [C]; A:[0, -36, 248]; H: 62.7255859375
SENSE daac 24 01-01-1970 07:00:34.078 T: 26.70719909667968 [C]; A:[2, 4, 224]; H: 64.9381103515625
SENSE daad 24 01-01-1970 07:00:43.447 T: 25.83359909057617 [C]; A:[0, 62, 190]; H: 67.8067626953125
SENSE daaa 25 01-01-1970 07:00:41.244 T: 26.20800018310546 [C]; A:[-6, 12, 232]; H: 64.35064697265625
SENSE daab 25 01-01-1970 07:00:38.598 T: 26.33279991149902 [C]; A:[0, -38, 244]; H: 62.7255859375
SENSE daac 25 01-01-1970 07:00:34.410 T: 26.70719909667968 [C]; A:[2, 10, 236]; H: 64.9381103515625
SENSE daad 25 01-01-1970 07:00:43.779 T: 25.83359909057617 [C]; A:[2, 64, 200]; H: 67.8067626953125
SENSE daaa 26 01-01-1970 07:00:41.579 T: 26.20800018310546 [C]; A:[0, 6, 222]; H: 64.35064697265625
SENSE daab 26 01-01-1970 07:00:38.934 T: 26.33279991149902 [C]; A:[0, -38, 246]; H: 62.7255859375
SENSE daac 26 01-01-1970 07:00:34.745 T: 26.70719909667968 [C]; A:[2, 14, 232]; H: 64.9075927734375
SENSE daad 26 01-01-1970 07:00:44.114 T: 25.83359909057617 [C]; A:[0, 64, 192]; H: 67.82965087890625
SENSE daaa 27 01-01-1970 07:00:41.914 T: 26.20800018310546 [C]; A:[-4, 4, 230]; H: 64.35064697265625
SENSE daab 27 01-01-1970 07:00:39.268 T: 26.33279991149902 [C]; A:[0, -36, 248]; H: 62.7255859375
SENSE daac 27 01-01-1970 07:00:35.079 T: 26.70719909667968 [C]; A:[-2, 18, 240]; H: 64.9075927734375
SENSE daad 27 01-01-1970 07:00:44.449 T: 25.83359909057617 [C]; A:[4, 54, 228]; H: 67.86016845703125
SENSE daaa 28 01-01-1970 07:00:42.247 T: 26.20800018310546 [C]; A:[0, 8, 228]; H: 64.35064697265625
SENSE daab 28 01-01-1970 07:00:39.601 T: 26.33279991149902 [C]; A:[0, -36, 244]; H: 62.7255859375
SENSE daac 28 01-01-1970 07:00:35.413 T: 26.76959991455078 [C]; A:[0, 14, 232]; H: 64.9075927734375
SENSE daad 28 01-01-1970 07:00:44.782 T: 25.77120018005371 [C]; A:[0, 62, 196]; H: 67.86016845703125
SENSE daaa 29 01-01-1970 07:00:42.581 T: 26.20800018310546 [C]; A:[0, 8, 232]; H: 64.35064697265625
SENSE daab 29 01-01-1970 07:00:39.936 T: 26.27039909362792 [C]; A:[4, -34, 246]; H: 62.7255859375
SENSE daac 29 01-01-1970 07:00:35.747 T: 26.70719909667968 [C]; A:[0, 14, 226]; H: 64.9075927734375
SENSE daad 29 01-01-1970 07:00:45.117 T: 25.83359909057617 [C]; A:[0, 64, 192]; H: 67.89068603515625
SENSE daaa 30 01-01-1970 07:00:42.916 T: 26.14559936523437 [C]; A:[0, 4, 232]; H: 64.35064697265625
SENSE daab 30 01-01-1970 07:00:40.271 T: 26.27039909362792 [C]; A:[4, -32, 248]; H: 62.7255859375
SENSE daac 30 01-01-1970 07:00:36.082 T: 26.76959991455078 [C]; A:[0, 10, 228]; H: 64.9075927734375
SENSE daad 30 01-01-1970 07:00:45.451 T: 25.83359909057617 [C]; A:[0, 66, 198]; H: 67.91357421875
SENSE daaa 31 01-01-1970 07:00:43.249 T: 26.20800018310546 [C]; A:[2, 10, 230]; H: 64.35064697265625
SENSE daab 31 01-01-1970 07:00:40.603 T: 26.33279991149902 [C]; A:[0, -30, 242]; H: 62.7255859375
SENSE daac 31 01-01-1970 07:00:36.414 T: 26.70719909667968 [C]; A:[0, 10, 236]; H: 64.8465576171875
SENSE daad 31 01-01-1970 07:00:45.784 T: 25.83359909057617 [C]; A:[0, 60, 216]; H: 67.91357421875
SENSE daaa 32 01-01-1970 07:00:43.584 T: 26.20800018310546 [C]; A:[0, 4, 234]; H: 64.39642333984375
SENSE daab 32 01-01-1970 07:00:40.940 T: 26.33279991149902 [C]; A:[0, -40, 252]; H: 62.66455078125
SENSE daac 32 01-01-1970 07:00:36.751 T: 26.70719909667968 [C]; A:[0, 16, 230]; H: 64.8465576171875
SENSE daad 32 01-01-1970 07:00:46.120 T: 25.77120018005371 [C]; A:[-6, 30, 198]; H: 67.91357421875
SENSE daaa 33 01-01-1970 07:00:43.919 T: 26.20800018310546 [C]; A:[4, 8, 234]; H: 64.35064697265625
SENSE daab 33 01-01-1970 07:00:41.275 T: 26.33279991149902 [C]; A:[2, -32, 252]; H: 62.66455078125
SENSE daac 33 01-01-1970 07:00:37.086 T: 26.70719909667968 [C]; A:[0, 14, 236]; H: 64.8160400390625
SENSE daad 33 01-01-1970 07:00:46.455 T: 25.83359909057617 [C]; A:[0, 32, 200]; H: 67.91357421875
SENSE daaa 34 01-01-1970 07:00:44.256 T: 26.14559936523437 [C]; A:[0, 10, 222]; H: 64.39642333984375
SENSE daab 34 01-01-1970 07:00:41.611 T: 26.33279991149902 [C]; A:[0, -38, 246]; H: 62.66455078125
SENSE daac 34 01-01-1970 07:00:37.420 T: 26.70719909667968 [C]; A:[0, 10, 236]; H: 64.79315185546875
SENSE daad 34 01-01-1970 07:00:46.789 T: 25.83359909057617 [C]; A:[0, 62, 194]; H: 67.91357421875
SENSE daaa 35 01-01-1970 07:00:44.592 T: 26.20800018310546 [C]; A:[-6, 6, 232]; H: 64.39642333984375
SENSE daab 35 01-01-1970 07:00:41.947 T: 26.33279991149902 [C]; A:[2, -38, 246]; H: 62.66455078125
SENSE daac 35 01-01-1970 07:00:37.758 T: 26.70719909667968 [C]; A:[-6, 22, 232]; H: 64.79315185546875
SENSE daad 35 01-01-1970 07:00:47.127 T: 25.83359909057617 [C]; A:[0, 60, 196]; H: 67.91357421875
SENSE daaa 36 01-01-1970 07:00:44.927 T: 26.20800018310546 [C]; A:[0, 6, 232]; H: 64.39642333984375
SENSE daab 36 01-01-1970 07:00:42.283 T: 26.33279991149902 [C]; A:[2, -38, 244]; H: 62.634033203125
SENSE daac 36 01-01-1970 07:00:38.094 T: 26.70719909667968 [C]; A:[6, 12, 236]; H: 64.79315185546875
SENSE daad 36 01-01-1970 07:00:47.463 T: 25.83359909057617 [C]; A:[0, 58, 200]; H: 67.91357421875
SENSE daaa 37 01-01-1970 07:00:45.262 T: 26.20800018310546 [C]; A:[0, 10, 228]; H: 64.39642333984375
SENSE daab 37 01-01-1970 07:00:42.615 T: 26.27039909362792 [C]; A:[-172, 104, 268]; H: 62.634033203125
SENSE daac 37 01-01-1970 07:00:38.424 T: 26.70719909667968 [C]; A:[0, 10, 226]; H: 64.76263427734375
SENSE daad 37 01-01-1970 07:00:47.791 T: 25.83359909057617 [C]; A:[6, 68, 212]; H: 67.89068603515625
SENSE daaa 38 01-01-1970 07:00:45.589 T: 26.20800018310546 [C]; A:[-4, 0, 232]; H: 64.39642333984375
SENSE daab 38 01-01-1970 07:00:42.943 T: 26.33279991149902 [C]; A:[2, -34, 248]; H: 62.634033203125
SENSE daac 38 01-01-1970 07:00:38.754 T: 26.70719909667968 [C]; A:[0, 12, 232]; H: 64.76263427734375
SENSE daad 38 01-01-1970 07:00:48.123 T: 25.83359909057617 [C]; A:[6, 60, 196]; H: 67.86016845703125
SENSE daaa 39 01-01-1970 07:00:45.922 T: 26.20800018310546 [C]; A:[0, -20, 234]; H: 64.39642333984375
SENSE daab 39 01-01-1970 07:00:43.277 T: 26.33279991149902 [C]; A:[0, -32, 246]; H: 62.634033203125
SENSE daac 39 01-01-1970 07:00:39.088 T: 26.70719909667968 [C]; A:[0, 8, 242]; H: 64.73211669921875
SENSE daad 39 01-01-1970 07:00:48.456 T: 25.83359909057617 [C]; A:[0, 66, 198]; H: 67.82965087890625
SENSE daaa 40 01-01-1970 07:00:46.254 T: 26.20800018310546 [C]; A:[0, 12, 232]; H: 64.39642333984375
SENSE daab 40 01-01-1970 07:00:43.608 T: 26.33279991149902 [C]; A:[0, -30, 250]; H: 62.634033203125
SENSE daac 40 01-01-1970 07:00:39.417 T: 26.70719909667968 [C]; A:[0, 14, 228]; H: 64.73211669921875
SENSE daad 40 01-01-1970 07:00:48.786 T: 25.83359909057617 [C]; A:[4, 62, 198]; H: 67.8372802734375
SENSE daaa 41 01-01-1970 07:00:46.586 T: 26.20800018310546 [C]; A:[0, 4, 238]; H: 64.4193115234375
SENSE daab 41 01-01-1970 07:00:43.941 T: 26.33279991149902 [C]; A:[2, -36, 242]; H: 62.634033203125
SENSE daac 41 01-01-1970 07:00:39.752 T: 26.70719909667968 [C]; A:[0, 12, 228]; H: 64.70159912109375
SENSE daad 41 01-01-1970 07:00:49.121 T: 25.89599990844726 [C]; A:[0, 64, 194]; H: 67.81439208984375
SENSE daaa 42 01-01-1970 07:00:46.922 T: 26.27039909362792 [C]; A:[4, 6, 232]; H: 64.4193115234375
SENSE daab 42 01-01-1970 07:00:44.277 T: 26.33279991149902 [C]; A:[2, -36, 248]; H: 62.634033203125
SENSE daac 42 01-01-1970 07:00:40.087 T: 26.70719909667968 [C]; A:[0, 14, 238]; H: 64.67108154296875
SENSE daad 42 01-01-1970 07:00:49.455 T: 25.89599990844726 [C]; A:[0, 58, 192]; H: 67.78387451171875
SENSE daaa 43 01-01-1970 07:00:47.256 T: 26.20800018310546 [C]; A:[0, 8, 224]; H: 64.39642333984375
SENSE daab 43 01-01-1970 07:00:44.611 T: 26.33279991149902 [C]; A:[6, -42, 248]; H: 62.634033203125
SENSE daac 43 01-01-1970 07:00:40.421 T: 26.70719909667968 [C]; A:[0, 14, 234]; H: 64.67108154296875
SENSE daad 43 01-01-1970 07:00:49.789 T: 25.83359909057617 [C]; A:[0, 62, 196]; H: 67.75335693359375
SENSE daaa 44 01-01-1970 07:00:47.591 T: 26.20800018310546 [C]; A:[0, 0, 224]; H: 64.39642333984375
SENSE daab 44 01-01-1970 07:00:44.945 T: 26.33279991149902 [C]; A:[4, -36, 248]; H: 62.634033203125
SENSE daac 44 01-01-1970 07:00:40.756 T: 26.70719909667968 [C]; A:[0, 12, 236]; H: 64.64056396484375
SENSE daad 44 01-01-1970 07:00:50.125 T: 25.83359909057617 [C]; A:[0, 64, 194]; H: 67.75335693359375
SENSE daaa 45 01-01-1970 07:00:47.926 T: 26.20800018310546 [C]; A:[0, 8, 230]; H: 64.4193115234375
SENSE daab 45 01-01-1970 07:00:45.281 T: 26.33279991149902 [C]; A:[2, -36, 248]; H: 62.634033203125
SENSE daac 45 01-01-1970 07:00:41.091 T: 26.70719909667968 [C]; A:[4, 14, 236]; H: 64.61767578125
SENSE daad 45 01-01-1970 07:00:50.463 T: 25.89599990844726 [C]; A:[-6, 64, 198]; H: 67.72283935546875
SENSE daaa 46 01-01-1970 07:00:48.264 T: 26.20800018310546 [C]; A:[0, 8, 228]; H: 64.39642333984375
SENSE daab 46 01-01-1970 07:00:45.618 T: 26.33279991149902 [C]; A:[2, -36, 248]; H: 62.634033203125
SENSE daac 46 01-01-1970 07:00:41.430 T: 26.70719909667968 [C]; A:[0, 12, 236]; H: 64.61767578125
SENSE daad 46 01-01-1970 07:00:50.797 T: 25.83359909057617 [C]; A:[0, 58, 192]; H: 67.699951171875
SENSE daaa 47 01-01-1970 07:00:48.598 T: 26.20800018310546 [C]; A:[0, 6, 228]; H: 64.39642333984375
SENSE daab 47 01-01-1970 07:00:45.953 T: 26.33279991149902 [C]; A:[4, -32, 246]; H: 62.634033203125
SENSE daac 47 01-01-1970 07:00:41.764 T: 26.70719909667968 [C]; A:[0, 4, 230]; H: 64.61767578125
SENSE daad 47 01-01-1970 07:00:51.132 T: 25.83359909057617 [C]; A:[6, 62, 192]; H: 67.66943359375
SENSE daaa 48 01-01-1970 07:00:48.932 T: 26.20800018310546 [C]; A:[0, 4, 224]; H: 64.4193115234375
SENSE daab 48 01-01-1970 07:00:46.288 T: 26.39519882202148 [C]; A:[4, -38, 244]; H: 62.634033203125
SENSE daac 48 01-01-1970 07:00:42.098 T: 26.70719909667968 [C]; A:[4, 10, 234]; H: 64.587158203125
SENSE daad 48 01-01-1970 07:00:51.465 T: 25.83359909057617 [C]; A:[0, 58, 196]; H: 67.61602783203125
SENSE daaa 49 01-01-1970 07:00:49.265 T: 26.20800018310546 [C]; A:[0, 2, 230]; H: 64.4193115234375
SENSE daab 49 01-01-1970 07:00:46.620 T: 26.33279991149902 [C]; A:[4, -38, 248]; H: 62.634033203125
SENSE daac 49 01-01-1970 07:00:42.431 T: 26.70719909667968 [C]; A:[0, 20, 234]; H: 64.556640625
SENSE daad 49 01-01-1970 07:00:51.799 T: 25.83359909057617 [C]; A:[0, 64, 196]; H: 67.58551025390625
SENSE daaa 50 01-01-1970 07:00:49.599 T: 26.27039909362792 [C]; A:[0, 12, 234]; H: 64.39642333984375
SENSE daab 50 01-01-1970 07:00:46.953 T: 26.39519882202148 [C]; A:[2, -30, 244]; H: 62.634033203125
SENSE daac 50 01-01-1970 07:00:42.764 T: 26.70719909667968 [C]; A:[0, 16, 232]; H: 64.556640625
SENSE daad 50 01-01-1970 07:00:52.132 T: 25.83359909057617 [C]; A:[4, 60, 196]; H: 67.58551025390625
SENSE daaa 51 01-01-1970 07:00:49.932 T: 26.20800018310546 [C]; A:[0, 4, 230]; H: 64.39642333984375
SENSE daab 51 01-01-1970 07:00:47.291 T: 26.39519882202148 [C]; A:[0, -40, 248]; H: 62.634033203125
SENSE daac 51 01-01-1970 07:00:43.101 T: 26.64480018615722 [C]; A:[2, 12, 236]; H: 64.526123046875
SENSE daad 51 01-01-1970 07:00:52.469 T: 25.89599990844726 [C]; A:[0, 58, 198]; H: 67.58551025390625
SENSE daaa 52 01-01-1970 07:00:50.271 T: 26.27039909362792 [C]; A:[0, 10, 230]; H: 64.39642333984375
SENSE daab 52 01-01-1970 07:00:47.627 T: 26.39519882202148 [C]; A:[-4, -48, 244]; H: 62.634033203125
SENSE daac 52 01-01-1970 07:00:43.438 T: 26.70719909667968 [C]; A:[-14, -6, 216]; H: 64.465087890625
SENSE daad 52 01-01-1970 07:00:52.805 T: 25.83359909057617 [C]; A:[4, 54, 198]; H: 67.58551025390625
SENSE daaa 53 01-01-1970 07:00:50.606 T: 26.20800018310546 [C]; A:[-4, 12, 230]; H: 64.39642333984375
SENSE daab 53 01-01-1970 07:00:47.961 T: 26.39519882202148 [C]; A:[4, -32, 244]; H: 62.634033203125
SENSE daac 53 01-01-1970 07:00:43.772 T: 26.70719909667968 [C]; A:[-10, 16, 234]; H: 64.465087890625
SENSE daad 53 01-01-1970 07:00:53.139 T: 25.89599990844726 [C]; A:[-50, 36, 110]; H: 67.58551025390625
SENSE daaa 54 01-01-1970 07:00:50.942 T: 26.20800018310546 [C]; A:[0, 12, 234]; H: 64.39642333984375
SENSE daab 54 01-01-1970 07:00:48.297 T: 26.33279991149902 [C]; A:[4, -32, 242]; H: 62.634033203125
SENSE daac 54 01-01-1970 07:00:44.107 T: 26.64480018615722 [C]; A:[0, 14, 232]; H: 64.465087890625
SENSE daad 54 01-01-1970 07:00:53.475 T: 25.89599990844726 [C]; A:[0, 62, 192]; H: 67.58551025390625
SENSE daaa 55 01-01-1970 07:00:51.276 T: 26.27039909362792 [C]; A:[0, 12, 230]; H: 64.39642333984375
SENSE daab 55 01-01-1970 07:00:48.632 T: 26.39519882202148 [C]; A:[0, -48, 240]; H: 62.634033203125
SENSE daac 55 01-01-1970 07:00:44.442 T: 26.64480018615722 [C]; A:[0, 10, 238]; H: 64.4345703125
SENSE daad 55 01-01-1970 07:00:53.809 T: 25.89599990844726 [C]; A:[0, 64, 192]; H: 67.64654541015625
SENSE daaa 56 01-01-1970 07:00:51.608 T: 26.27039909362792 [C]; A:[0, 2, 232]; H: 64.39642333984375
SENSE daab 56 01-01-1970 07:00:48.962 T: 26.33279991149902 [C]; A:[6, -36, 248]; H: 62.634033203125
SENSE daac 56 01-01-1970 07:00:44.773 T: 26.64480018615722 [C]; A:[4, 14, 232]; H: 64.404052734375
SENSE daad 56 01-01-1970 07:00:54.140 T: 25.89599990844726 [C]; A:[0, 58, 200]; H: 67.699951171875
