SENSE daaa 1 20-04-2019 13:23:00.831 T: 33.88319778442382 [C]; A:[-76, 96, 206]; H: 61.9168701171875
SENSE daaa 28 20-04-2019 13:23:11.842 T: 33.94559860229492 [C]; A:[-58, 90, 212]; H: 61.8558349609375
SENSE daad 17 20-04-2019 13:23:09.787 T: 30.26399993896484 [C]; A:[16, -30, 242]; H: 68.31793212890625
SENSE daab 21 20-04-2019 13:23:10.664 T: 33.25919723510742 [C]; A:[0, -64, 222]; H: 64.41168212890625
SENSE daaa 29 20-04-2019 13:23:12.345 T: 33.94559860229492 [C]; A:[-64, 84, 212]; H: 61.8253173828125
SENSE daac 20 20-04-2019 13:23:10.910 T: 30.76319885253906 [C]; A:[0, 0, 198]; H: 70.84326171875
SENSE daaa 30 20-04-2019 13:23:12.773 T: 33.94559860229492 [C]; A:[-60, 86, 212]; H: 61.8253173828125
SENSE daad 20 20-04-2019 13:23:11.169 T: 30.3263988494873 [C]; A:[16, -36, 278]; H: 68.31793212890625
SENSE daaa 31 20-04-2019 13:23:13.221 T: 33.94559860229492 [C]; A:[-56, 86, 220]; H: 61.8253173828125
SENSE daab 22 20-04-2019 13:23:11.507 T: 33.1968002319336 [C]; A:[-10, -52, 224]; H: 64.2972412109375
SENSE daaa 32 20-04-2019 13:23:13.648 T: 33.94559860229492 [C]; A:[-62, 88, 218]; H: 61.8253173828125
SENSE daaa 33 20-04-2019 13:23:14.002 T: 33.94559860229492 [C]; A:[-62, 88, 218]; H: 61.8253173828125
SENSE daaa 34 20-04-2019 13:23:14.360 T: 33.94559860229492 [C]; A:[-54, 86, 220]; H: 61.8253173828125
SENSE daab 23 20-04-2019 13:23:12.082 T: 33.25919723510742 [C]; A:[-6, -58, 224]; H: 64.2972412109375
SENSE daaa 35 20-04-2019 13:23:14.743 T: 33.94559860229492 [C]; A:[-56, 92, 218]; H: 61.7947998046875
SENSE daaa 36 20-04-2019 13:23:15.107 T: 33.94559860229492 [C]; A:[-58, 88, 220]; H: 61.7642822265625
SENSE daab 24 20-04-2019 13:23:12.584 T: 33.1968002319336 [C]; A:[-4, -56, 220]; H: 64.3582763671875
SENSE daac 23 20-04-2019 13:23:12.821 T: 30.76319885253906 [C]; A:[0, -10, 200]; H: 70.812744140625
SENSE daab 25 20-04-2019 13:23:13.093 T: 33.1968002319336 [C]; A:[-12, -52, 230]; H: 64.44219970703125
SENSE daad 23 20-04-2019 13:23:13.062 T: 30.3263988494873 [C]; A:[18, -36, 248]; H: 68.28741455078125
SENSE daaa 37 20-04-2019 13:23:15.723 T: 33.94559860229492 [C]; A:[-58, 82, 214]; H: 61.7642822265625
SENSE daad 24 20-04-2019 13:23:13.580 T: 30.26399993896484 [C]; A:[14, -32, 242]; H: 68.28741455078125
SENSE daac 25 20-04-2019 13:23:13.796 T: 30.76319885253906 [C]; A:[0, -6, 198]; H: 70.78985595703125
SENSE daac 26 20-04-2019 13:23:14.165 T: 30.76319885253906 [C]; A:[2, -8, 200]; H: 70.78985595703125
SENSE daaa 39 20-04-2019 13:23:16.629 T: 33.94559860229492 [C]; A:[-58, 86, 220]; H: 61.7032470703125
SENSE daac 28 20-04-2019 13:23:15.199 T: 30.76319885253906 [C]; A:[-6, -4, 196]; H: 70.75933837890625
SENSE daaa 40 20-04-2019 13:23:17.072 T: 33.94559860229492 [C]; A:[-60, 86, 214]; H: 61.7032470703125
SENSE daad 28 20-04-2019 13:23:15.462 T: 30.26399993896484 [C]; A:[14, -34, 238]; H: 68.25689697265625
SENSE daaa 42 20-04-2019 13:23:17.843 T: 33.94559860229492 [C]; A:[-62, 86, 214]; H: 61.7032470703125
SENSE daaa 43 20-04-2019 13:23:18.201 T: 33.94559860229492 [C]; A:[-62, 82, 218]; H: 61.7032470703125
SENSE daab 30 20-04-2019 13:23:15.968 T: 33.1968002319336 [C]; A:[-6, -58, 224]; H: 64.587158203125
SENSE daaa 44 20-04-2019 13:23:18.604 T: 33.94559860229492 [C]; A:[-60, 88, 216]; H: 61.7032470703125
SENSE daaa 45 20-04-2019 13:23:18.962 T: 33.94559860229492 [C]; A:[-60, 82, 216]; H: 61.7032470703125
SENSE daab 31 20-04-2019 13:23:16.441 T: 33.1968002319336 [C]; A:[0, -64, 228]; H: 64.61767578125
SENSE daaa 46 20-04-2019 13:23:19.400 T: 33.94559860229492 [C]; A:[-56, 86, 216]; H: 61.7337646484375
SENSE daab 32 20-04-2019 13:23:16.879 T: 33.1968002319336 [C]; A:[-8, -62, 228]; H: 64.648193359375
SENSE daaa 47 20-04-2019 13:23:19.833 T: 33.94559860229492 [C]; A:[-58, 80, 218]; H: 61.7337646484375
SENSE daad 31 20-04-2019 13:23:17.383 T: 30.3263988494873 [C]; A:[12, -34, 244]; H: 68.2340087890625
SENSE daab 34 20-04-2019 13:23:17.723 T: 33.1968002319336 [C]; A:[-10, -58, 228]; H: 64.76263427734375
SENSE daac 32 20-04-2019 13:23:17.598 T: 30.76319885253906 [C]; A:[0, -8, 198]; H: 70.72882080078125
SENSE daac 33 20-04-2019 13:23:17.965 T: 30.76319885253906 [C]; A:[0, -8, 198]; H: 70.72882080078125
SENSE daad 32 20-04-2019 13:23:17.854 T: 30.3263988494873 [C]; A:[12, -26, 242]; H: 68.2340087890625
SENSE daaa 48 20-04-2019 13:23:20.559 T: 33.94559860229492 [C]; A:[-64, 88, 214]; H: 61.7337646484375
SENSE daac 34 20-04-2019 13:23:19.053 T: 30.76319885253906 [C]; A:[2, -4, 200]; H: 70.72882080078125
SENSE daaa 49 20-04-2019 13:23:20.982 T: 33.94559860229492 [C]; A:[-58, 86, 216]; H: 61.7032470703125
SENSE daaa 50 20-04-2019 13:23:21.361 T: 33.94559860229492 [C]; A:[-58, 84, 212]; H: 61.7032470703125
SENSE daab 38 20-04-2019 13:23:19.645 T: 33.1968002319336 [C]; A:[-8, -58, 224]; H: 64.9381103515625
SENSE daaa 51 20-04-2019 13:23:21.788 T: 33.94559860229492 [C]; A:[-64, 90, 214]; H: 61.7337646484375
SENSE daab 39 20-04-2019 13:23:20.071 T: 33.1968002319336 [C]; A:[-6, -66, 226]; H: 64.9686279296875
SENSE daaa 52 20-04-2019 13:23:22.216 T: 33.94559860229492 [C]; A:[-58, 88, 208]; H: 61.7337646484375
SENSE daad 35 20-04-2019 13:23:19.764 T: 30.3263988494873 [C]; A:[16, -38, 248]; H: 68.2034912109375
SENSE daac 37 20-04-2019 13:23:20.309 T: 30.76319885253906 [C]; A:[0, -8, 204]; H: 70.7059326171875
SENSE daaa 53 20-04-2019 13:23:22.714 T: 33.94559860229492 [C]; A:[-60, 90, 220]; H: 61.7337646484375
SENSE daaa 54 20-04-2019 13:23:23.072 T: 33.94559860229492 [C]; A:[-62, 84, 216]; H: 61.7337646484375
SENSE daab 40 20-04-2019 13:23:20.799 T: 33.25919723510742 [C]; A:[-8, -62, 222]; H: 65.02203369140625
SENSE daaa 55 20-04-2019 13:23:23.510 T: 33.94559860229492 [C]; A:[-62, 82, 210]; H: 61.7337646484375
SENSE daaa 56 20-04-2019 13:23:23.829 T: 33.94559860229492 [C]; A:[-62, 84, 212]; H: 61.7642822265625
SENSE daab 42 20-04-2019 13:23:21.599 T: 33.1968002319336 [C]; A:[-6, -64, 226]; H: 64.9686279296875
SENSE daaa 57 20-04-2019 13:23:24.261 T: 33.94559860229492 [C]; A:[-62, 88, 220]; H: 61.7642822265625
SENSE daab 43 20-04-2019 13:23:22.029 T: 33.25919723510742 [C]; A:[-8, -62, 224]; H: 64.9381103515625
SENSE daac 40 20-04-2019 13:23:22.296 T: 30.76319885253906 [C]; A:[0, 0, 198]; H: 70.7059326171875
SENSE daab 44 20-04-2019 13:23:22.527 T: 33.1968002319336 [C]; A:[-8, -62, 224]; H: 64.8770751953125
SENSE daad 40 20-04-2019 13:23:22.546 T: 30.3263988494873 [C]; A:[14, -30, 244]; H: 68.1729736328125
SENSE daac 41 20-04-2019 13:23:22.760 T: 30.76319885253906 [C]; A:[0, -12, 204]; H: 70.7059326171875
SENSE daaa 58 20-04-2019 13:23:24.958 T: 34.00799942016601 [C]; A:[-58, 86, 216]; H: 61.7642822265625
SENSE daab 46 20-04-2019 13:23:23.373 T: 33.1968002319336 [C]; A:[-8, -60, 224]; H: 64.76263427734375
SENSE daaa 59 20-04-2019 13:23:25.401 T: 33.94559860229492 [C]; A:[-58, 90, 216]; H: 61.7642822265625
SENSE daad 43 20-04-2019 13:23:23.838 T: 30.3263988494873 [C]; A:[16, -36, 244]; H: 68.15008544921875
SENSE daaa 60 20-04-2019 13:23:25.829 T: 33.94559860229492 [C]; A:[-60, 92, 222]; H: 61.7642822265625
SENSE daaa 61 20-04-2019 13:23:26.182 T: 33.94559860229492 [C]; A:[-54, 84, 218]; H: 61.7642822265625
SENSE daaa 62 20-04-2019 13:23:26.540 T: 33.94559860229492 [C]; A:[-56, 88, 216]; H: 61.7642822265625
SENSE daad 44 20-04-2019 13:23:24.573 T: 30.3263988494873 [C]; A:[16, -34, 242]; H: 68.15008544921875
SENSE daaa 63 20-04-2019 13:23:26.973 T: 33.94559860229492 [C]; A:[-60, 90, 216]; H: 61.7642822265625
SENSE daaa 64 20-04-2019 13:23:27.337 T: 33.94559860229492 [C]; A:[-58, 86, 214]; H: 61.7642822265625
SENSE daaa 65 20-04-2019 13:23:27.695 T: 33.94559860229492 [C]; A:[-58, 84, 210]; H: 61.7642822265625
SENSE daab 48 20-04-2019 13:23:25.215 T: 33.1968002319336 [C]; A:[-8, -60, 222]; H: 64.53375244140625
SENSE daaa 66 20-04-2019 13:23:28.128 T: 34.00799942016601 [C]; A:[-56, 86, 220]; H: 61.7947998046875
SENSE daaa 67 20-04-2019 13:23:28.481 T: 34.00799942016601 [C]; A:[-62, 88, 214]; H: 61.7947998046875
SENSE daab 49 20-04-2019 13:23:25.641 T: 33.1968002319336 [C]; A:[-8, -62, 228]; H: 64.47271728515625
SENSE daac 46 20-04-2019 13:23:25.902 T: 30.82559967041015 [C]; A:[0, -8, 200]; H: 70.6448974609375
SENSE daad 46 20-04-2019 13:23:26.153 T: 30.3263988494873 [C]; A:[18, -30, 246]; H: 68.08905029296875
SENSE daaa 68 20-04-2019 13:23:29.078 T: 34.00799942016601 [C]; A:[-58, 90, 212]; H: 61.8253173828125
SENSE daac 47 20-04-2019 13:23:26.367 T: 30.82559967041015 [C]; A:[0, -4, 192]; H: 70.6448974609375
SENSE daaa 69 20-04-2019 13:23:29.536 T: 34.00799942016601 [C]; A:[-60, 92, 216]; H: 61.8253173828125
SENSE daaa 70 20-04-2019 13:23:29.859 T: 33.94559860229492 [C]; A:[-56, 84, 214]; H: 61.8253173828125
SENSE daaa 71 20-04-2019 13:23:30.218 T: 34.00799942016601 [C]; A:[-54, 88, 214]; H: 61.8253173828125
SENSE daac 50 20-04-2019 13:23:27.655 T: 30.76319885253906 [C]; A:[0, -6, 202]; H: 70.6448974609375
SENSE daaa 72 20-04-2019 13:23:30.611 T: 33.94559860229492 [C]; A:[-58, 88, 220]; H: 61.8558349609375
SENSE daaa 73 20-04-2019 13:23:30.974 T: 33.94559860229492 [C]; A:[-64, 88, 216]; H: 61.8558349609375
SENSE daad 50 20-04-2019 13:23:28.238 T: 30.3887996673584 [C]; A:[22, -34, 246]; H: 68.05853271484375
SENSE daaa 74 20-04-2019 13:23:31.402 T: 33.94559860229492 [C]; A:[-64, 88, 200]; H: 61.8558349609375
SENSE daac 52 20-04-2019 13:23:28.451 T: 30.76319885253906 [C]; A:[0, -10, 198]; H: 70.62200927734375
SENSE daaa 75 20-04-2019 13:23:31.840 T: 34.00799942016601 [C]; A:[-50, 80, 218]; H: 61.8558349609375
SENSE daac 53 20-04-2019 13:23:28.808 T: 30.76319885253906 [C]; A:[0, -8, 202]; H: 70.62200927734375
SENSE daaa 76 20-04-2019 13:23:32.287 T: 33.94559860229492 [C]; A:[-48, 96, 214]; H: 61.8558349609375
SENSE daaa 77 20-04-2019 13:23:32.646 T: 33.94559860229492 [C]; A:[-48, 88, 216]; H: 61.8253173828125
SENSE daad 54 20-04-2019 13:23:30.068 T: 30.3263988494873 [C]; A:[14, -30, 256]; H: 68.03564453125
SENSE daac 56 20-04-2019 13:23:30.312 T: 30.76319885253906 [C]; A:[0, -8, 198]; H: 70.59149169921875
SENSE daaa 78 20-04-2019 13:23:33.168 T: 33.94559860229492 [C]; A:[-48, 90, 222]; H: 61.8253173828125
SENSE daac 57 20-04-2019 13:23:31.050 T: 30.76319885253906 [C]; A:[0, -10, 198]; H: 70.56097412109375
SENSE daaa 79 20-04-2019 13:23:33.567 T: 33.94559860229492 [C]; A:[-50, 92, 218]; H: 61.7947998046875
SENSE daaa 80 20-04-2019 13:23:33.920 T: 33.94559860229492 [C]; A:[-46, 86, 220]; H: 61.7947998046875
SENSE daab 62 20-04-2019 13:23:31.651 T: 33.1968002319336 [C]; A:[-8, -62, 238]; H: 64.648193359375
SENSE daaa 81 20-04-2019 13:23:34.357 T: 33.94559860229492 [C]; A:[-48, 82, 248]; H: 61.8253173828125
SENSE daab 63 20-04-2019 13:23:32.093 T: 33.1968002319336 [C]; A:[-8, -48, 228]; H: 64.648193359375
SENSE daaa 82 20-04-2019 13:23:34.790 T: 33.94559860229492 [C]; A:[-50, 82, 216]; H: 61.8558349609375
SENSE daaa 83 20-04-2019 13:23:35.159 T: 33.94559860229492 [C]; A:[-52, 92, 218]; H: 61.8863525390625
SENSE daab 65 20-04-2019 13:23:32.902 T: 33.1968002319336 [C]; A:[-8, -52, 230]; H: 64.648193359375
SENSE daaa 84 20-04-2019 13:23:35.542 T: 33.94559860229492 [C]; A:[-54, 88, 222]; H: 61.9168701171875
SENSE daac 62 20-04-2019 13:23:33.179 T: 30.76319885253906 [C]; A:[0, -4, 198]; H: 70.507568359375
SENSE daaa 85 20-04-2019 13:23:35.975 T: 33.94559860229492 [C]; A:[-46, 86, 216]; H: 61.9168701171875
SENSE daaa 86 20-04-2019 13:23:36.328 T: 33.94559860229492 [C]; A:[-46, 88, 222]; H: 61.9473876953125
SENSE daac 63 20-04-2019 13:23:34.005 T: 30.76319885253906 [C]; A:[2, -8, 200]; H: 70.47705078125
SENSE daaa 87 20-04-2019 13:23:36.756 T: 33.88319778442382 [C]; A:[-48, 86, 214]; H: 61.9168701171875
SENSE daaa 88 20-04-2019 13:23:37.079 T: 34.00799942016601 [C]; A:[-52, 92, 222]; H: 61.9168701171875
SENSE daab 68 20-04-2019 13:23:34.598 T: 33.25919723510742 [C]; A:[-6, -56, 226]; H: 64.82366943359375
SENSE daaa 89 20-04-2019 13:23:37.468 T: 33.94559860229492 [C]; A:[-48, 86, 222]; H: 61.8863525390625
SENSE daaa 90 20-04-2019 13:23:37.846 T: 33.94559860229492 [C]; A:[-48, 90, 214]; H: 61.8863525390625
SENSE daaa 91 20-04-2019 13:23:38.199 T: 33.94559860229492 [C]; A:[-46, 86, 212]; H: 61.8863525390625
SENSE daab 70 20-04-2019 13:23:35.792 T: 33.25919723510742 [C]; A:[-6, -54, 222]; H: 64.9686279296875
SENSE daaa 92 20-04-2019 13:23:38.602 T: 33.94559860229492 [C]; A:[-48, 88, 218]; H: 61.8863525390625
SENSE daaa 93 20-04-2019 13:23:38.960 T: 34.00799942016601 [C]; A:[-48, 84, 216]; H: 61.9168701171875
SENSE daaa 94 20-04-2019 13:23:39.314 T: 33.94559860229492 [C]; A:[-48, 86, 216]; H: 61.9473876953125
SENSE daab 72 20-04-2019 13:23:36.574 T: 33.1968002319336 [C]; A:[0, -56, 228]; H: 65.05255126953125
SENSE daac 68 20-04-2019 13:23:36.824 T: 30.76319885253906 [C]; A:[0, -6, 202]; H: 70.47705078125
SENSE daad 67 20-04-2019 13:23:37.079 T: 30.3887996673584 [C]; A:[14, -36, 248]; H: 67.95172119140625
SENSE daaa 95 20-04-2019 13:23:39.936 T: 33.94559860229492 [C]; A:[-50, 90, 222]; H: 62.0084228515625
SENSE daab 73 20-04-2019 13:23:37.734 T: 33.1968002319336 [C]; A:[-8, -60, 224]; H: 64.9381103515625
SENSE daaa 96 20-04-2019 13:23:40.369 T: 34.00799942016601 [C]; A:[-50, 88, 218]; H: 62.0389404296875
SENSE daac 70 20-04-2019 13:23:38.325 T: 30.76319885253906 [C]; A:[2, -6, 198]; H: 70.47705078125
SENSE daaa 97 20-04-2019 13:23:40.807 T: 34.00799942016601 [C]; A:[-50, 90, 214]; H: 62.0999755859375
SENSE daaa 98 20-04-2019 13:23:41.165 T: 34.00799942016601 [C]; A:[-46, 84, 222]; H: 62.15338134765625
SENSE daaa 99 20-04-2019 13:23:41.518 T: 34.00799942016601 [C]; A:[-52, 88, 220]; H: 62.15338134765625
SENSE daac 72 20-04-2019 13:23:39.400 T: 30.76319885253906 [C]; A:[2, -8, 200]; H: 70.446533203125
SENSE daaa 100 20-04-2019 13:23:41.921 T: 34.00799942016601 [C]; A:[-50, 86, 218]; H: 62.21441650390625
SENSE daab 77 20-04-2019 13:23:39.649 T: 33.25919723510742 [C]; A:[0, -56, 224]; H: 64.709228515625
SENSE daaa 102 20-04-2019 13:23:42.702 T: 34.00799942016601 [C]; A:[-48, 84, 222]; H: 62.36700439453125
SENSE daab 78 20-04-2019 13:23:40.179 T: 33.25919723510742 [C]; A:[-4, -62, 220]; H: 64.648193359375
SENSE daaa 103 20-04-2019 13:23:43.130 T: 34.00799942016601 [C]; A:[-44, 88, 216]; H: 62.42803955078125
SENSE daab 79 20-04-2019 13:23:40.619 T: 33.1968002319336 [C]; A:[-2, -54, 224]; H: 64.587158203125
SENSE daaa 104 20-04-2019 13:23:43.563 T: 34.00799942016601 [C]; A:[-48, 84, 216]; H: 62.45855712890625
SENSE daad 74 20-04-2019 13:23:41.141 T: 30.3887996673584 [C]; A:[12, -30, 248]; H: 67.89068603515625
SENSE daad 75 20-04-2019 13:23:41.471 T: 30.3887996673584 [C]; A:[16, -32, 246]; H: 67.89068603515625
SENSE daaa 106 20-04-2019 13:23:44.424 T: 34.00799942016601 [C]; A:[-48, 88, 216]; H: 62.48907470703125
SENSE daab 82 20-04-2019 13:23:42.198 T: 33.25919723510742 [C]; A:[-4, -54, 222]; H: 64.2972412109375
SENSE daac 78 20-04-2019 13:23:42.423 T: 30.76319885253906 [C]; A:[0, -8, 198]; H: 70.446533203125
SENSE daaa 107 20-04-2019 13:23:44.937 T: 34.00799942016601 [C]; A:[-50, 88, 218]; H: 62.48907470703125
SENSE daac 79 20-04-2019 13:23:42.874 T: 30.82559967041015 [C]; A:[0, -10, 204]; H: 70.416015625
SENSE daaa 108 20-04-2019 13:23:45.365 T: 34.0704002380371 [C]; A:[-48, 86, 222]; H: 62.51959228515625
SENSE daab 85 20-04-2019 13:23:43.406 T: 33.25919723510742 [C]; A:[-6, -52, 226]; H: 64.098876953125
SENSE daaa 109 20-04-2019 13:23:45.803 T: 34.00799942016601 [C]; A:[-46, 88, 216]; H: 62.58062744140625
SENSE daac 81 20-04-2019 13:23:43.686 T: 30.82559967041015 [C]; A:[0, -8, 210]; H: 70.416015625
SENSE daab 87 20-04-2019 13:23:44.235 T: 33.25919723510742 [C]; A:[-8, -52, 222]; H: 64.037841796875
SENSE daac 82 20-04-2019 13:23:44.046 T: 30.82559967041015 [C]; A:[2, -10, 206]; H: 70.39312744140625
SENSE daad 81 20-04-2019 13:23:44.304 T: 30.3887996673584 [C]; A:[20, -36, 246]; H: 67.8677978515625
SENSE daab 88 20-04-2019 13:23:44.742 T: 33.1968002319336 [C]; A:[-10, -56, 232]; H: 64.068359375
SENSE daaa 111 20-04-2019 13:23:46.872 T: 34.00799942016601 [C]; A:[-48, 88, 220]; H: 62.7255859375
SENSE daab 89 20-04-2019 13:23:45.177 T: 33.1968002319336 [C]; A:[-8, -56, 218]; H: 64.12939453125
SENSE daac 84 20-04-2019 13:23:45.441 T: 30.82559967041015 [C]; A:[0, -4, 196]; H: 70.39312744140625
SENSE daaa 112 20-04-2019 13:23:47.380 T: 34.00799942016601 [C]; A:[-48, 82, 212]; H: 62.7255859375
SENSE daaa 113 20-04-2019 13:23:47.738 T: 34.00799942016601 [C]; A:[-46, 84, 216]; H: 62.756103515625
SENSE daab 91 20-04-2019 13:23:46.052 T: 33.25919723510742 [C]; A:[-6, -60, 228]; H: 64.21331787109375
SENSE daaa 114 20-04-2019 13:23:48.201 T: 34.00799942016601 [C]; A:[-46, 80, 210]; H: 62.78662109375
SENSE daaa 115 20-04-2019 13:23:48.554 T: 34.00799942016601 [C]; A:[-50, 88, 216]; H: 62.78662109375
SENSE daaa 116 20-04-2019 13:23:48.908 T: 34.00799942016601 [C]; A:[-46, 84, 224]; H: 62.78662109375
SENSE daaa 117 20-04-2019 13:23:49.261 T: 34.0704002380371 [C]; A:[-44, 84, 220]; H: 62.78662109375
SENSE daab 92 20-04-2019 13:23:46.681 T: 33.1968002319336 [C]; A:[-6, -56, 226]; H: 64.27435302734375
SENSE daaa 118 20-04-2019 13:23:49.694 T: 34.00799942016601 [C]; A:[-50, 82, 220]; H: 62.78662109375
SENSE daab 93 20-04-2019 13:23:47.111 T: 33.25919723510742 [C]; A:[-6, -50, 220]; H: 64.2972412109375
SENSE daaa 119 20-04-2019 13:23:50.097 T: 34.00799942016601 [C]; A:[-46, 84, 214]; H: 62.756103515625
SENSE daaa 120 20-04-2019 13:23:50.466 T: 34.00799942016601 [C]; A:[-48, 84, 222]; H: 62.756103515625
SENSE daac 89 20-04-2019 13:23:47.827 T: 30.82559967041015 [C]; A:[0, -10, 200]; H: 70.39312744140625
SENSE daab 95 20-04-2019 13:23:48.070 T: 33.1968002319336 [C]; A:[0, -58, 216]; H: 64.2972412109375
SENSE daad 88 20-04-2019 13:23:48.089 T: 30.3887996673584 [C]; A:[12, -32, 242]; H: 67.8372802734375
SENSE daac 90 20-04-2019 13:23:48.305 T: 30.82559967041015 [C]; A:[0, -6, 194]; H: 70.39312744140625
SENSE daaa 121 20-04-2019 13:23:51.112 T: 34.0704002380371 [C]; A:[-46, 88, 216]; H: 62.78662109375
