SENSE daaa 1 20-04-2019 13:18:46.151 T: 33.25919723510742 [C]; A:[-80, 94, 214]; H: 63.4732666015625
SENSE daaa 43 20-04-2019 13:19:03.760 T: 33.32159805297851 [C]; A:[-58, 88, 224]; H: 63.4122314453125
SENSE daad 30 20-04-2019 13:19:01.304 T: 29.63999938964843 [C]; A:[12, -32, 246]; H: 70.14898681640625
SENSE daaa 44 20-04-2019 13:19:04.194 T: 33.32159805297851 [C]; A:[-62, 90, 216]; H: 63.3817138671875
SENSE daad 31 20-04-2019 13:19:01.769 T: 29.57759857177734 [C]; A:[10, -32, 242]; H: 70.14898681640625
SENSE daaa 45 20-04-2019 13:19:04.621 T: 33.3839988708496 [C]; A:[-64, 96, 214]; H: 63.3817138671875
SENSE daab 35 20-04-2019 13:19:02.805 T: 33.3839988708496 [C]; A:[0, -60, 224]; H: 62.9239501953125
SENSE daad 33 20-04-2019 13:19:02.671 T: 29.63999938964843 [C]; A:[12, -30, 250]; H: 70.14898681640625
SENSE daac 34 20-04-2019 13:19:03.042 T: 30.0767993927002 [C]; A:[0, 0, 202]; H: 72.46832275390625
SENSE daaa 46 20-04-2019 13:19:05.188 T: 33.32159805297851 [C]; A:[-52, 86, 214]; H: 63.3511962890625
SENSE daab 36 20-04-2019 13:19:03.567 T: 33.3839988708496 [C]; A:[0, -64, 222]; H: 62.8629150390625
SENSE daaa 47 20-04-2019 13:19:05.626 T: 33.32159805297851 [C]; A:[-52, 86, 214]; H: 63.32830810546875
SENSE daab 37 20-04-2019 13:19:04.000 T: 33.3839988708496 [C]; A:[0, -56, 224]; H: 62.80950927734375
SENSE daac 36 20-04-2019 13:19:04.267 T: 30.0767993927002 [C]; A:[0, -6, 206]; H: 72.46832275390625
SENSE daaa 48 20-04-2019 13:19:06.154 T: 33.32159805297851 [C]; A:[-62, 88, 216]; H: 63.32830810546875
SENSE daad 36 20-04-2019 13:19:04.519 T: 29.63999938964843 [C]; A:[10, -26, 250]; H: 70.11846923828125
SENSE daaa 49 20-04-2019 13:19:06.582 T: 33.32159805297851 [C]; A:[-58, 90, 210]; H: 63.29779052734375
SENSE daaa 50 20-04-2019 13:19:06.950 T: 33.32159805297851 [C]; A:[-60, 94, 216]; H: 63.26727294921875
SENSE daaa 51 20-04-2019 13:19:07.313 T: 33.32159805297851 [C]; A:[-56, 84, 214]; H: 63.26727294921875
SENSE daab 39 20-04-2019 13:19:05.443 T: 33.3839988708496 [C]; A:[-8, -58, 216]; H: 62.77899169921875
SENSE daad 37 20-04-2019 13:19:05.320 T: 29.63999938964843 [C]; A:[14, -32, 254]; H: 70.11846923828125
SENSE daac 38 20-04-2019 13:19:05.674 T: 30.13919830322265 [C]; A:[4, -12, 196]; H: 72.46832275390625
SENSE daaa 52 20-04-2019 13:19:07.900 T: 33.32159805297851 [C]; A:[-56, 84, 210]; H: 63.20623779296875
SENSE daab 40 20-04-2019 13:19:05.950 T: 33.3839988708496 [C]; A:[-6, -68, 220]; H: 62.84002685546875
SENSE daad 38 20-04-2019 13:19:05.931 T: 29.63999938964843 [C]; A:[14, -30, 246]; H: 70.08795166015625
SENSE daac 39 20-04-2019 13:19:06.192 T: 30.0767993927002 [C]; A:[0, 0, 198]; H: 72.4454345703125
SENSE daaa 53 20-04-2019 13:19:08.488 T: 33.3839988708496 [C]; A:[-60, 90, 222]; H: 63.20623779296875
SENSE daaa 54 20-04-2019 13:19:08.841 T: 33.32159805297851 [C]; A:[-58, 88, 214]; H: 63.17572021484375
SENSE daad 40 20-04-2019 13:19:06.935 T: 29.63999938964843 [C]; A:[10, -30, 242]; H: 70.08795166015625
SENSE daaa 56 20-04-2019 13:19:09.612 T: 33.32159805297851 [C]; A:[-46, 82, 214]; H: 63.14520263671875
SENSE daaa 57 20-04-2019 13:19:09.970 T: 33.32159805297851 [C]; A:[-66, 86, 212]; H: 63.14520263671875
SENSE daad 41 20-04-2019 13:19:07.294 T: 29.63999938964843 [C]; A:[14, -32, 246]; H: 70.08795166015625
SENSE daaa 58 20-04-2019 13:19:10.408 T: 33.3839988708496 [C]; A:[-60, 86, 212]; H: 63.14520263671875
SENSE daab 45 20-04-2019 13:19:08.151 T: 33.4463996887207 [C]; A:[0, -56, 220]; H: 63.00787353515625
SENSE daaa 59 20-04-2019 13:19:10.841 T: 33.32159805297851 [C]; A:[-56, 84, 218]; H: 63.14520263671875
SENSE daaa 60 20-04-2019 13:19:11.194 T: 33.3839988708496 [C]; A:[-48, 80, 212]; H: 63.14520263671875
SENSE daaa 61 20-04-2019 13:19:11.547 T: 33.3839988708496 [C]; A:[-54, 96, 218]; H: 63.23675537109375
SENSE daaa 63 20-04-2019 13:19:12.189 T: 33.3839988708496 [C]; A:[-52, 86, 216]; H: 63.5037841796875
SENSE daab 48 20-04-2019 13:19:09.453 T: 33.4463996887207 [C]; A:[4, -64, 224]; H: 62.8629150390625
SENSE daac 46 20-04-2019 13:19:09.690 T: 30.13919830322265 [C]; A:[0, -8, 208]; H: 72.4149169921875
SENSE daad 46 20-04-2019 13:19:09.943 T: 29.63999938964843 [C]; A:[14, -32, 246]; H: 70.0345458984375
SENSE daaa 64 20-04-2019 13:19:12.836 T: 33.3839988708496 [C]; A:[-68, 80, 214]; H: 63.6563720703125
SENSE daac 47 20-04-2019 13:19:10.153 T: 30.13919830322265 [C]; A:[2, -10, 200]; H: 72.4149169921875
SENSE daad 48 20-04-2019 13:19:10.773 T: 29.63999938964843 [C]; A:[14, -28, 252]; H: 70.0345458984375
SENSE daaa 66 20-04-2019 13:19:13.627 T: 33.3839988708496 [C]; A:[-58, 92, 222]; H: 63.92340087890625
SENSE daac 49 20-04-2019 13:19:11.346 T: 30.13919830322265 [C]; A:[0, 0, 198]; H: 72.3843994140625
SENSE daaa 67 20-04-2019 13:19:14.050 T: 33.3839988708496 [C]; A:[-54, 86, 218]; H: 64.10650634765625
SENSE daab 55 20-04-2019 13:19:12.484 T: 33.4463996887207 [C]; A:[0, -52, 224]; H: 63.76318359375
SENSE daad 50 20-04-2019 13:19:11.967 T: 29.63999938964843 [C]; A:[14, -34, 248]; H: 70.0040283203125
SENSE daac 52 20-04-2019 13:19:12.722 T: 30.13919830322265 [C]; A:[0, 0, 200]; H: 72.36151123046875
SENSE daaa 68 20-04-2019 13:19:14.642 T: 33.3839988708496 [C]; A:[-52, 96, 204]; H: 64.32012939453125
SENSE daab 56 20-04-2019 13:19:13.082 T: 33.3839988708496 [C]; A:[0, -64, 228]; H: 64.0531005859375
SENSE daad 52 20-04-2019 13:19:12.975 T: 29.7023983001709 [C]; A:[18, -32, 250]; H: 70.0040283203125
SENSE daaa 69 20-04-2019 13:19:15.145 T: 33.3839988708496 [C]; A:[-58, 92, 224]; H: 64.404052734375
SENSE daaa 70 20-04-2019 13:19:15.498 T: 33.3839988708496 [C]; A:[-64, 82, 224]; H: 64.38116455078125
SENSE daaa 71 20-04-2019 13:19:15.876 T: 33.3839988708496 [C]; A:[-60, 76, 220]; H: 64.38116455078125
SENSE daab 57 20-04-2019 13:19:13.867 T: 33.3839988708496 [C]; A:[0, -54, 226]; H: 64.3125
SENSE daaa 72 20-04-2019 13:19:16.304 T: 33.3839988708496 [C]; A:[-54, 84, 216]; H: 64.28961181640625
SENSE daab 58 20-04-2019 13:19:14.302 T: 33.3839988708496 [C]; A:[-24, -74, 216]; H: 64.465087890625
SENSE daaa 73 20-04-2019 13:19:16.747 T: 33.3839988708496 [C]; A:[-56, 78, 216]; H: 64.38116455078125
SENSE daad 54 20-04-2019 13:19:14.350 T: 29.7023983001709 [C]; A:[12, -32, 246]; H: 69.95062255859375
SENSE daaa 74 20-04-2019 13:19:17.180 T: 33.3839988708496 [C]; A:[-58, 88, 216]; H: 64.4345703125
SENSE daab 59 20-04-2019 13:19:14.882 T: 33.3839988708496 [C]; A:[-38, -72, 220]; H: 64.61004638671875
SENSE daaa 75 20-04-2019 13:19:17.608 T: 33.3839988708496 [C]; A:[-64, 80, 218]; H: 64.49560546875
SENSE daaa 76 20-04-2019 13:19:17.961 T: 33.3839988708496 [C]; A:[-60, 88, 222]; H: 64.49560546875
SENSE daad 57 20-04-2019 13:19:15.851 T: 29.7023983001709 [C]; A:[16, -32, 246]; H: 69.95062255859375
SENSE daaa 77 20-04-2019 13:19:18.389 T: 33.3839988708496 [C]; A:[-58, 90, 216]; H: 64.465087890625
SENSE daac 58 20-04-2019 13:19:16.065 T: 30.13919830322265 [C]; A:[0, -4, 194]; H: 72.338623046875
SENSE daaa 78 20-04-2019 13:19:18.832 T: 33.3839988708496 [C]; A:[-44, 88, 216]; H: 64.4345703125
SENSE daad 58 20-04-2019 13:19:16.326 T: 29.7023983001709 [C]; A:[10, -30, 248]; H: 69.92010498046875
SENSE daaa 79 20-04-2019 13:19:19.270 T: 33.3839988708496 [C]; A:[-56, 88, 214]; H: 64.4345703125
SENSE daaa 80 20-04-2019 13:19:19.623 T: 33.4463996887207 [C]; A:[-50, 92, 216]; H: 64.4345703125
SENSE daab 65 20-04-2019 13:19:17.432 T: 33.4463996887207 [C]; A:[-12, -64, 224]; H: 64.93048095703125
SENSE daaa 81 20-04-2019 13:19:20.056 T: 33.3839988708496 [C]; A:[-56, 96, 216]; H: 64.4345703125
SENSE daad 60 20-04-2019 13:19:17.556 T: 29.7023983001709 [C]; A:[12, -34, 252]; H: 69.92010498046875
SENSE daac 62 20-04-2019 13:19:18.124 T: 30.13919830322265 [C]; A:[0, -8, 200]; H: 72.30810546875
SENSE daaa 82 20-04-2019 13:19:20.549 T: 33.4463996887207 [C]; A:[-54, 86, 214]; H: 64.4345703125
SENSE daab 67 20-04-2019 13:19:18.644 T: 33.4463996887207 [C]; A:[-8, -56, 220]; H: 65.1669921875
SENSE daaa 84 20-04-2019 13:19:21.305 T: 33.4463996887207 [C]; A:[-52, 86, 216]; H: 64.38116455078125
SENSE daab 68 20-04-2019 13:19:19.079 T: 33.3839988708496 [C]; A:[0, -60, 226]; H: 65.18988037109375
SENSE daaa 85 20-04-2019 13:19:21.703 T: 33.4463996887207 [C]; A:[-56, 90, 212]; H: 64.38116455078125
SENSE daaa 86 20-04-2019 13:19:22.071 T: 33.3839988708496 [C]; A:[-58, 94, 210]; H: 64.32012939453125
SENSE daab 70 20-04-2019 13:19:19.902 T: 33.4463996887207 [C]; A:[0, -58, 228]; H: 65.25091552734375
SENSE daaa 87 20-04-2019 13:19:22.499 T: 33.4463996887207 [C]; A:[-56, 92, 220]; H: 64.28961181640625
SENSE daaa 88 20-04-2019 13:19:22.863 T: 33.4463996887207 [C]; A:[-52, 88, 218]; H: 64.22857666015625
SENSE daaa 89 20-04-2019 13:19:23.171 T: 33.4463996887207 [C]; A:[-58, 92, 214]; H: 64.16754150390625
SENSE daaa 90 20-04-2019 13:19:23.494 T: 33.4463996887207 [C]; A:[-50, 88, 214]; H: 64.07598876953125
SENSE daaa 91 20-04-2019 13:19:23.828 T: 33.4463996887207 [C]; A:[-64, 84, 226]; H: 64.01495361328125
SENSE daab 72 20-04-2019 13:19:21.129 T: 33.4463996887207 [C]; A:[-4, -62, 218]; H: 65.28143310546875
SENSE daaa 92 20-04-2019 13:19:24.251 T: 33.4463996887207 [C]; A:[-32, 72, 220]; H: 63.9310302734375
SENSE daad 68 20-04-2019 13:19:21.625 T: 29.7023983001709 [C]; A:[8, -34, 242]; H: 69.8056640625
SENSE daaa 93 20-04-2019 13:19:24.684 T: 33.4463996887207 [C]; A:[-50, 90, 216]; H: 63.8394775390625
SENSE daaa 94 20-04-2019 13:19:25.042 T: 33.4463996887207 [C]; A:[-50, 92, 220]; H: 63.7784423828125
SENSE daab 74 20-04-2019 13:19:22.311 T: 33.4463996887207 [C]; A:[-4, -68, 228]; H: 65.22039794921875
SENSE daaa 95 20-04-2019 13:19:25.475 T: 33.4463996887207 [C]; A:[-46, 80, 224]; H: 63.6868896484375
SENSE daaa 96 20-04-2019 13:19:25.838 T: 33.4463996887207 [C]; A:[-44, 90, 220]; H: 63.6258544921875
SENSE daac 71 20-04-2019 13:19:22.917 T: 30.13919830322265 [C]; A:[6, -8, 198]; H: 72.19366455078125
SENSE daad 72 20-04-2019 13:19:23.576 T: 29.7023983001709 [C]; A:[14, -32, 240]; H: 69.84381103515625
SENSE daab 77 20-04-2019 13:19:24.067 T: 33.4463996887207 [C]; A:[8, -64, 212]; H: 64.99151611328125
SENSE daaa 97 20-04-2019 13:19:26.426 T: 33.4463996887207 [C]; A:[-44, 92, 218]; H: 63.5648193359375
SENSE daaa 98 20-04-2019 13:19:26.799 T: 33.4463996887207 [C]; A:[-42, 86, 224]; H: 63.5037841796875
SENSE daab 78 20-04-2019 13:19:24.492 T: 33.4463996887207 [C]; A:[0, -64, 220]; H: 64.96099853515625
SENSE daac 74 20-04-2019 13:19:24.753 T: 30.20159912109375 [C]; A:[4, -8, 194]; H: 72.1707763671875
SENSE daad 74 20-04-2019 13:19:25.011 T: 29.7023983001709 [C]; A:[16, -32, 246]; H: 69.84381103515625
SENSE daaa 99 20-04-2019 13:19:27.371 T: 33.4463996887207 [C]; A:[-44, 88, 218]; H: 63.4427490234375
SENSE daac 75 20-04-2019 13:19:25.224 T: 30.20159912109375 [C]; A:[0, -6, 192]; H: 72.1707763671875
SENSE daac 76 20-04-2019 13:19:25.591 T: 30.20159912109375 [C]; A:[0, -10, 204]; H: 72.1707763671875
SENSE daad 75 20-04-2019 13:19:25.482 T: 29.7023983001709 [C]; A:[14, -36, 246]; H: 69.84381103515625
SENSE daaa 100 20-04-2019 13:19:27.968 T: 33.4463996887207 [C]; A:[-46, 88, 214]; H: 63.3511962890625
SENSE daaa 101 20-04-2019 13:19:28.336 T: 33.4463996887207 [C]; A:[-44, 88, 218]; H: 63.32830810546875
SENSE daaa 102 20-04-2019 13:19:28.665 T: 33.4463996887207 [C]; A:[-50, 86, 220]; H: 63.26727294921875
SENSE daac 77 20-04-2019 13:19:26.876 T: 30.20159912109375 [C]; A:[0, -8, 202]; H: 72.1402587890625
SENSE daab 83 20-04-2019 13:19:27.110 T: 33.4463996887207 [C]; A:[0, -50, 222]; H: 64.61004638671875
SENSE daaa 103 20-04-2019 13:19:29.192 T: 33.3839988708496 [C]; A:[-46, 86, 214]; H: 63.26727294921875
SENSE daac 78 20-04-2019 13:19:27.344 T: 30.13919830322265 [C]; A:[2, -12, 202]; H: 72.1402587890625
SENSE daaa 104 20-04-2019 13:19:29.615 T: 33.4463996887207 [C]; A:[-48, 82, 218]; H: 63.23675537109375
SENSE daab 84 20-04-2019 13:19:27.637 T: 33.4463996887207 [C]; A:[0, -58, 224]; H: 64.526123046875
SENSE daaa 105 20-04-2019 13:19:30.043 T: 33.4463996887207 [C]; A:[-52, 88, 216]; H: 63.17572021484375
SENSE daaa 106 20-04-2019 13:19:30.421 T: 33.4463996887207 [C]; A:[-48, 90, 216]; H: 63.17572021484375
SENSE daaa 107 20-04-2019 13:19:30.780 T: 33.4463996887207 [C]; A:[-44, 90, 218]; H: 63.14520263671875
SENSE daad 79 20-04-2019 13:19:28.129 T: 29.764799118042 [C]; A:[6, -32, 244]; H: 69.8209228515625
SENSE daaa 108 20-04-2019 13:19:31.228 T: 33.4463996887207 [C]; A:[-44, 86, 212]; H: 63.11468505859375
SENSE daab 86 20-04-2019 13:19:28.931 T: 33.4463996887207 [C]; A:[-4, -58, 228]; H: 64.28961181640625
SENSE daaa 109 20-04-2019 13:19:31.666 T: 33.4463996887207 [C]; A:[-50, 90, 218]; H: 63.08416748046875
SENSE daaa 110 20-04-2019 13:19:32.029 T: 33.4463996887207 [C]; A:[-50, 94, 214]; H: 63.05364990234375
SENSE daab 87 20-04-2019 13:19:29.430 T: 33.4463996887207 [C]; A:[-6, -56, 218]; H: 64.2056884765625
SENSE daac 82 20-04-2019 13:19:29.655 T: 30.13919830322265 [C]; A:[0, -6, 194]; H: 72.1097412109375
SENSE daaa 111 20-04-2019 13:19:32.531 T: 33.4463996887207 [C]; A:[-50, 84, 210]; H: 63.02313232421875
SENSE daaa 112 20-04-2019 13:19:32.895 T: 33.4463996887207 [C]; A:[-46, 84, 220]; H: 63.02313232421875
SENSE daaa 113 20-04-2019 13:19:33.263 T: 33.5088005065918 [C]; A:[-46, 86, 212]; H: 63.000244140625
SENSE daac 85 20-04-2019 13:19:30.865 T: 30.20159912109375 [C]; A:[2, -8, 200]; H: 72.1097412109375
SENSE daaa 114 20-04-2019 13:19:33.691 T: 33.4463996887207 [C]; A:[-46, 88, 214]; H: 63.000244140625
SENSE daad 85 20-04-2019 13:19:31.130 T: 29.764799118042 [C]; A:[12, -30, 248]; H: 69.7904052734375
SENSE daaa 115 20-04-2019 13:19:34.124 T: 33.4463996887207 [C]; A:[-44, 86, 214]; H: 63.000244140625
SENSE daaa 116 20-04-2019 13:19:34.472 T: 33.4463996887207 [C]; A:[-50, 90, 212]; H: 63.000244140625
SENSE daad 86 20-04-2019 13:19:31.631 T: 29.7023983001709 [C]; A:[12, -36, 244]; H: 69.7904052734375
SENSE daaa 117 20-04-2019 13:19:34.895 T: 33.4463996887207 [C]; A:[-50, 84, 222]; H: 63.000244140625
SENSE daab 94 20-04-2019 13:19:32.341 T: 33.5088005065918 [C]; A:[0, -58, 222]; H: 63.82421875
SENSE daad 88 20-04-2019 13:19:32.442 T: 29.764799118042 [C]; A:[14, -30, 244]; H: 69.7598876953125
SENSE daaa 118 20-04-2019 13:19:35.438 T: 33.4463996887207 [C]; A:[-50, 92, 216]; H: 62.9697265625
SENSE daac 89 20-04-2019 13:19:33.031 T: 30.20159912109375 [C]; A:[0, -6, 208]; H: 72.08685302734375
SENSE daaa 119 20-04-2019 13:19:35.865 T: 33.4463996887207 [C]; A:[-46, 88, 220]; H: 62.9697265625
SENSE daad 89 20-04-2019 13:19:33.293 T: 29.7023983001709 [C]; A:[14, -32, 240]; H: 69.7598876953125
SENSE daaa 120 20-04-2019 13:19:36.293 T: 33.5088005065918 [C]; A:[-48, 90, 220]; H: 62.939208984375
SENSE daad 90 20-04-2019 13:19:33.657 T: 29.764799118042 [C]; A:[14, -28, 250]; H: 69.7598876953125
