SENSE daaa 1 20-04-2019 14:37:30.875 T: 31.07519912719726 [C]; A:[0, 0, 0]; H: 67.7457275390625
SENSE daaa 44 20-04-2019 14:37:41.487 T: 31.13759994506835 [C]; A:[0, 10, 232]; H: 67.577880859375
SENSE daab 20 20-04-2019 14:37:41.445 T: 30.13919830322265 [C]; A:[86, -80, 204]; H: 68.47052001953125
SENSE daaa 45 20-04-2019 14:37:41.731 T: 31.13759994506835 [C]; A:[0, 10, 234]; H: 67.577880859375
SENSE daaa 46 20-04-2019 14:37:41.974 T: 31.13759994506835 [C]; A:[0, 14, 238]; H: 67.577880859375
SENSE daaa 47 20-04-2019 14:37:42.248 T: 31.13759994506835 [C]; A:[-6, 14, 234]; H: 67.577880859375
SENSE daab 22 20-04-2019 14:37:42.364 T: 30.20159912109375 [C]; A:[92, -100, 196]; H: 68.47052001953125
SENSE daaa 48 20-04-2019 14:37:42.498 T: 31.19999885559082 [C]; A:[-4, 16, 234]; H: 67.577880859375
SENSE daac 18 20-04-2019 14:37:40.520 T: 28.57919883728027 [C]; A:[18, -10, 204]; H: 74.657958984375
SENSE daad 18 20-04-2019 14:37:40.638 T: 29.20319938659667 [C]; A:[18, -24, 246]; H: 70.14898681640625
SENSE daab 23 20-04-2019 14:37:42.995 T: 30.20159912109375 [C]; A:[94, -98, 192]; H: 68.40185546875
SENSE daaa 51 20-04-2019 14:37:43.164 T: 31.13759994506835 [C]; A:[0, 12, 240]; H: 67.577880859375
SENSE daaa 52 20-04-2019 14:37:43.408 T: 31.19999885559082 [C]; A:[-6, 12, 258]; H: 67.577880859375
SENSE daab 24 20-04-2019 14:37:43.462 T: 30.20159912109375 [C]; A:[94, -94, 192]; H: 68.40185546875
SENSE daaa 53 20-04-2019 14:37:43.651 T: 31.13759994506835 [C]; A:[0, 12, 232]; H: 67.577880859375
SENSE daac 19 20-04-2019 14:37:41.206 T: 28.57919883728027 [C]; A:[10, -8, 198]; H: 74.657958984375
SENSE daaa 54 20-04-2019 14:37:43.900 T: 31.19999885559082 [C]; A:[0, 12, 238]; H: 67.577880859375
SENSE daab 25 20-04-2019 14:37:44.003 T: 30.20159912109375 [C]; A:[98, -94, 194]; H: 68.40185546875
SENSE daaa 55 20-04-2019 14:37:44.150 T: 31.13759994506835 [C]; A:[0, 12, 240]; H: 67.577880859375
SENSE daaa 56 20-04-2019 14:37:44.393 T: 31.19999885559082 [C]; A:[0, 16, 236]; H: 67.577880859375
SENSE daac 20 20-04-2019 14:37:41.677 T: 28.64159965515136 [C]; A:[12, 0, 204]; H: 74.657958984375
SENSE daab 26 20-04-2019 14:37:44.544 T: 30.20159912109375 [C]; A:[96, -90, 200]; H: 68.40185546875
SENSE daaa 58 20-04-2019 14:37:44.851 T: 31.19999885559082 [C]; A:[0, 14, 236]; H: 67.577880859375
SENSE daac 21 20-04-2019 14:37:42.125 T: 28.57919883728027 [C]; A:[14, -10, 208]; H: 74.657958984375
SENSE daaa 59 20-04-2019 14:37:45.099 T: 31.19999885559082 [C]; A:[0, 10, 236]; H: 67.577880859375
SENSE daab 27 20-04-2019 14:37:45.081 T: 30.20159912109375 [C]; A:[96, -88, 198]; H: 68.371337890625
SENSE daaa 60 20-04-2019 14:37:45.348 T: 31.19999885559082 [C]; A:[0, 22, 234]; H: 67.577880859375
SENSE daac 22 20-04-2019 14:37:42.595 T: 28.64159965515136 [C]; A:[10, -10, 200]; H: 74.6884765625
SENSE daaa 61 20-04-2019 14:37:45.592 T: 31.19999885559082 [C]; A:[-4, 16, 242]; H: 67.577880859375
SENSE daab 28 20-04-2019 14:37:45.670 T: 30.26399993896484 [C]; A:[100, -92, 198]; H: 68.3408203125
SENSE daaa 62 20-04-2019 14:37:45.852 T: 31.19999885559082 [C]; A:[-4, 14, 230]; H: 67.577880859375
SENSE daac 23 20-04-2019 14:37:43.227 T: 28.57919883728027 [C]; A:[18, -12, 206]; H: 74.6884765625
SENSE daaa 63 20-04-2019 14:37:46.095 T: 31.19999885559082 [C]; A:[0, 8, 232]; H: 67.577880859375
SENSE daab 29 20-04-2019 14:37:46.218 T: 30.20159912109375 [C]; A:[104, -88, 198]; H: 68.3408203125
SENSE daaa 64 20-04-2019 14:37:46.339 T: 31.19999885559082 [C]; A:[0, 12, 238]; H: 67.54736328125
SENSE daaa 65 20-04-2019 14:37:46.597 T: 31.13759994506835 [C]; A:[0, 16, 242]; H: 67.54736328125
SENSE daad 24 20-04-2019 14:37:43.811 T: 29.20319938659667 [C]; A:[20, -22, 250]; H: 70.11846923828125
SENSE daac 25 20-04-2019 14:37:44.234 T: 28.57919883728027 [C]; A:[18, -8, 200]; H: 74.6884765625
SENSE daad 25 20-04-2019 14:37:44.356 T: 29.20319938659667 [C]; A:[14, -20, 248]; H: 70.11846923828125
SENSE daaa 66 20-04-2019 14:37:46.841 T: 31.19999885559082 [C]; A:[-4, 14, 238]; H: 67.54736328125
SENSE daac 26 20-04-2019 14:37:44.775 T: 28.51679992675781 [C]; A:[18, -8, 208]; H: 74.718994140625
SENSE daad 26 20-04-2019 14:37:44.894 T: 29.20319938659667 [C]; A:[16, -18, 242]; H: 70.11846923828125
SENSE daac 27 20-04-2019 14:37:45.322 T: 28.57919883728027 [C]; A:[16, -10, 200]; H: 74.718994140625
SENSE daad 27 20-04-2019 14:37:45.441 T: 29.20319938659667 [C]; A:[14, -18, 244]; H: 70.08795166015625
SENSE daaa 67 20-04-2019 14:37:47.085 T: 31.13759994506835 [C]; A:[0, 14, 234]; H: 67.54736328125
SENSE daab 30 20-04-2019 14:37:47.197 T: 30.20159912109375 [C]; A:[102, -88, 192]; H: 68.310302734375
SENSE daaa 69 20-04-2019 14:37:47.543 T: 31.19999885559082 [C]; A:[0, 14, 232]; H: 67.54736328125
SENSE daac 28 20-04-2019 14:37:45.901 T: 28.57919883728027 [C]; A:[12, -6, 202]; H: 74.718994140625
SENSE daad 28 20-04-2019 14:37:46.025 T: 29.20319938659667 [C]; A:[20, -20, 240]; H: 70.08795166015625
SENSE daac 29 20-04-2019 14:37:46.453 T: 28.51679992675781 [C]; A:[14, -6, 198]; H: 74.74188232421875
SENSE daaa 70 20-04-2019 14:37:47.782 T: 31.13759994506835 [C]; A:[-2, 16, 234]; H: 67.54736328125
SENSE daad 29 20-04-2019 14:37:46.572 T: 29.20319938659667 [C]; A:[16, -24, 242]; H: 70.08795166015625
SENSE daab 31 20-04-2019 14:37:47.967 T: 30.20159912109375 [C]; A:[92, -84, 182]; H: 68.27215576171875
SENSE daaa 71 20-04-2019 14:37:48.030 T: 31.19999885559082 [C]; A:[0, 18, 238]; H: 67.54736328125
SENSE daaa 72 20-04-2019 14:37:48.274 T: 31.13759994506835 [C]; A:[0, 16, 238]; H: 67.54736328125
SENSE daab 32 20-04-2019 14:37:48.434 T: 30.20159912109375 [C]; A:[96, -84, 194]; H: 68.27215576171875
SENSE daaa 73 20-04-2019 14:37:48.518 T: 31.13759994506835 [C]; A:[0, 18, 236]; H: 67.54736328125
SENSE daaa 74 20-04-2019 14:37:48.762 T: 31.19999885559082 [C]; A:[0, 14, 236]; H: 67.54736328125
SENSE daaa 75 20-04-2019 14:37:49.012 T: 31.13759994506835 [C]; A:[-4, 18, 236]; H: 67.54736328125
SENSE daaa 76 20-04-2019 14:37:49.259 T: 31.13759994506835 [C]; A:[0, 10, 236]; H: 67.54736328125
SENSE daab 34 20-04-2019 14:37:49.328 T: 30.26399993896484 [C]; A:[92, -90, 196]; H: 68.310302734375
SENSE daaa 77 20-04-2019 14:37:49.503 T: 31.13759994506835 [C]; A:[0, 14, 232]; H: 67.54736328125
SENSE daac 30 20-04-2019 14:37:47.429 T: 28.51679992675781 [C]; A:[16, -8, 206]; H: 74.74188232421875
SENSE daaa 78 20-04-2019 14:37:49.747 T: 31.19999885559082 [C]; A:[0, 12, 234]; H: 67.54736328125
SENSE daad 30 20-04-2019 14:37:47.551 T: 29.26559829711914 [C]; A:[14, -22, 244]; H: 70.11846923828125
SENSE daaa 79 20-04-2019 14:37:49.996 T: 31.19999885559082 [C]; A:[-8, 18, 232]; H: 67.54736328125
SENSE daab 35 20-04-2019 14:37:49.949 T: 30.20159912109375 [C]; A:[98, -88, 196]; H: 68.310302734375
SENSE daaa 80 20-04-2019 14:37:50.240 T: 31.19999885559082 [C]; A:[0, 16, 242]; H: 67.54736328125
SENSE daab 36 20-04-2019 14:37:50.421 T: 30.20159912109375 [C]; A:[92, -84, 194]; H: 68.3408203125
SENSE daaa 81 20-04-2019 14:37:50.488 T: 31.13759994506835 [C]; A:[0, 14, 236]; H: 67.54736328125
SENSE daaa 82 20-04-2019 14:37:50.738 T: 31.13759994506835 [C]; A:[-4, 16, 246]; H: 67.54736328125
SENSE daab 37 20-04-2019 14:37:50.887 T: 30.20159912109375 [C]; A:[92, -86, 196]; H: 68.371337890625
SENSE daaa 83 20-04-2019 14:37:50.981 T: 31.19999885559082 [C]; A:[0, 14, 236]; H: 67.54736328125
SENSE daaa 84 20-04-2019 14:37:51.225 T: 31.13759994506835 [C]; A:[-2, 10, 236]; H: 67.54736328125
SENSE daac 31 20-04-2019 14:37:48.197 T: 28.51679992675781 [C]; A:[14, -8, 204]; H: 74.77239990234375
SENSE daaa 85 20-04-2019 14:37:51.469 T: 31.19999885559082 [C]; A:[0, 12, 234]; H: 67.54736328125
SENSE daab 38 20-04-2019 14:37:51.429 T: 30.20159912109375 [C]; A:[98, -90, 194]; H: 68.432373046875
SENSE daaa 86 20-04-2019 14:37:51.713 T: 31.19999885559082 [C]; A:[0, 16, 232]; H: 67.54736328125
SENSE daac 32 20-04-2019 14:37:48.665 T: 28.64159965515136 [C]; A:[12, -4, 196]; H: 74.7952880859375
SENSE daaa 87 20-04-2019 14:37:51.956 T: 31.13759994506835 [C]; A:[0, 8, 238]; H: 67.577880859375
SENSE daab 39 20-04-2019 14:37:51.975 T: 30.26399993896484 [C]; A:[96, -88, 196]; H: 68.432373046875
SENSE daaa 88 20-04-2019 14:37:52.200 T: 31.19999885559082 [C]; A:[0, 16, 238]; H: 67.54736328125
SENSE daac 33 20-04-2019 14:37:49.091 T: 28.57919883728027 [C]; A:[18, -4, 198]; H: 74.8258056640625
SENSE daac 34 20-04-2019 14:37:49.568 T: 28.57919883728027 [C]; A:[12, -4, 208]; H: 74.8563232421875
SENSE daad 34 20-04-2019 14:37:49.686 T: 29.20319938659667 [C]; A:[18, -20, 250]; H: 70.171875
SENSE daaa 90 20-04-2019 14:37:52.683 T: 31.19999885559082 [C]; A:[-4, 16, 238]; H: 67.577880859375
SENSE daab 40 20-04-2019 14:37:52.676 T: 30.20159912109375 [C]; A:[98, -88, 202]; H: 68.50103759765625
SENSE daaa 91 20-04-2019 14:37:52.922 T: 31.19999885559082 [C]; A:[0, 12, 238]; H: 67.577880859375
SENSE daac 36 20-04-2019 14:37:50.655 T: 28.51679992675781 [C]; A:[8, -8, 206]; H: 74.90972900390625
SENSE daaa 92 20-04-2019 14:37:53.180 T: 31.19999885559082 [C]; A:[0, 14, 234]; H: 67.577880859375
SENSE daac 37 20-04-2019 14:37:51.121 T: 28.51679992675781 [C]; A:[14, -6, 212]; H: 74.90972900390625
SENSE daad 37 20-04-2019 14:37:51.242 T: 29.20319938659667 [C]; A:[16, -22, 246]; H: 70.23291015625
SENSE daac 38 20-04-2019 14:37:51.657 T: 28.51679992675781 [C]; A:[18, -6, 196]; H: 74.94024658203125
SENSE daad 38 20-04-2019 14:37:51.780 T: 29.20319938659667 [C]; A:[16, -16, 248]; H: 70.263427734375
SENSE daaa 93 20-04-2019 14:37:53.424 T: 31.19999885559082 [C]; A:[0, 14, 234]; H: 67.577880859375
SENSE daac 39 20-04-2019 14:37:52.204 T: 28.51679992675781 [C]; A:[14, -4, 208]; H: 74.97076416015625
SENSE daaa 94 20-04-2019 14:37:53.668 T: 31.19999885559082 [C]; A:[-6, 16, 240]; H: 67.577880859375
SENSE daab 41 20-04-2019 14:37:53.657 T: 30.26399993896484 [C]; A:[96, -88, 196]; H: 68.59259033203125
SENSE daaa 95 20-04-2019 14:37:53.912 T: 31.13759994506835 [C]; A:[-6, 14, 236]; H: 67.577880859375
SENSE daab 42 20-04-2019 14:37:54.126 T: 30.26399993896484 [C]; A:[96, -90, 198]; H: 68.6612548828125
SENSE daaa 97 20-04-2019 14:37:54.370 T: 31.13759994506835 [C]; A:[0, 16, 230]; H: 67.577880859375
SENSE daac 40 20-04-2019 14:37:52.915 T: 28.51679992675781 [C]; A:[10, -4, 204]; H: 74.99365234375
SENSE daaa 98 20-04-2019 14:37:54.618 T: 31.19999885559082 [C]; A:[-4, 14, 238]; H: 67.577880859375
SENSE daab 43 20-04-2019 14:37:54.677 T: 30.20159912109375 [C]; A:[94, -86, 194]; H: 68.6917724609375
SENSE daaa 100 20-04-2019 14:37:55.076 T: 31.26239967346191 [C]; A:[-4, 16, 240]; H: 67.577880859375
SENSE daab 44 20-04-2019 14:37:55.189 T: 30.26399993896484 [C]; A:[98, -86, 192]; H: 68.6917724609375
SENSE daaa 101 20-04-2019 14:37:55.320 T: 31.19999885559082 [C]; A:[0, 16, 230]; H: 67.577880859375
SENSE daaa 102 20-04-2019 14:37:55.569 T: 31.26239967346191 [C]; A:[0, 12, 236]; H: 67.577880859375
SENSE daab 45 20-04-2019 14:37:55.661 T: 30.26399993896484 [C]; A:[96, -82, 192]; H: 68.6917724609375
SENSE daaa 103 20-04-2019 14:37:55.813 T: 31.19999885559082 [C]; A:[0, 10, 236]; H: 67.577880859375
SENSE daab 46 20-04-2019 14:37:56.128 T: 30.26399993896484 [C]; A:[96, -86, 192]; H: 68.6917724609375
SENSE daaa 105 20-04-2019 14:37:56.270 T: 31.19999885559082 [C]; A:[0, 14, 232]; H: 67.577880859375
SENSE daaa 106 20-04-2019 14:37:56.514 T: 31.26239967346191 [C]; A:[0, 12, 236]; H: 67.577880859375
SENSE daac 41 20-04-2019 14:37:53.890 T: 28.51679992675781 [C]; A:[16, -10, 206]; H: 75.024169921875
SENSE daab 47 20-04-2019 14:37:56.669 T: 30.26399993896484 [C]; A:[96, -86, 196]; H: 68.7222900390625
SENSE daaa 107 20-04-2019 14:37:56.758 T: 31.19999885559082 [C]; A:[0, 12, 236]; H: 67.577880859375
SENSE daaa 108 20-04-2019 14:37:57.002 T: 31.19999885559082 [C]; A:[-6, 14, 236]; H: 67.577880859375
SENSE daac 42 20-04-2019 14:37:54.360 T: 28.51679992675781 [C]; A:[14, -8, 204]; H: 75.024169921875
SENSE daad 42 20-04-2019 14:37:54.483 T: 29.20319938659667 [C]; A:[16, -16, 248]; H: 70.3397216796875
SENSE daaa 109 20-04-2019 14:37:57.251 T: 31.26239967346191 [C]; A:[-4, 16, 236]; H: 67.577880859375
SENSE daab 48 20-04-2019 14:37:57.290 T: 30.26399993896484 [C]; A:[96, -78, 198]; H: 68.6917724609375
SENSE daaa 110 20-04-2019 14:37:57.499 T: 31.19999885559082 [C]; A:[0, 10, 236]; H: 67.577880859375
SENSE daac 43 20-04-2019 14:37:54.947 T: 28.51679992675781 [C]; A:[12, -6, 202]; H: 75.0546875
SENSE daab 49 20-04-2019 14:37:57.837 T: 30.26399993896484 [C]; A:[98, -84, 202]; H: 68.6612548828125
SENSE daaa 113 20-04-2019 14:37:58.166 T: 31.19999885559082 [C]; A:[0, 8, 236]; H: 67.6083984375
SENSE daac 44 20-04-2019 14:37:55.417 T: 28.51679992675781 [C]; A:[14, -6, 196]; H: 75.07757568359375
SENSE daaa 114 20-04-2019 14:37:58.410 T: 31.26239967346191 [C]; A:[0, 14, 238]; H: 67.6083984375
SENSE daab 50 20-04-2019 14:37:58.378 T: 30.26399993896484 [C]; A:[94, -80, 196]; H: 68.6307373046875
SENSE daaa 115 20-04-2019 14:37:58.649 T: 31.26239967346191 [C]; A:[-4, 16, 242]; H: 67.6083984375
SENSE daac 45 20-04-2019 14:37:55.888 T: 28.57919883728027 [C]; A:[16, -8, 210]; H: 75.07757568359375
SENSE daac 46 20-04-2019 14:37:56.355 T: 28.51679992675781 [C]; A:[16, -6, 208]; H: 75.10809326171875
SENSE daaa 116 20-04-2019 14:37:58.898 T: 31.26239967346191 [C]; A:[0, 12, 238]; H: 67.6083984375
SENSE daad 46 20-04-2019 14:37:56.475 T: 29.20319938659667 [C]; A:[20, -22, 244]; H: 70.42364501953125
SENSE daac 47 20-04-2019 14:37:56.902 T: 28.57919883728027 [C]; A:[16, -10, 208]; H: 75.13861083984375
SENSE daad 47 20-04-2019 14:37:57.027 T: 29.20319938659667 [C]; A:[16, -22, 248]; H: 70.42364501953125
SENSE daaa 117 20-04-2019 14:37:59.156 T: 31.26239967346191 [C]; A:[0, 14, 234]; H: 67.6083984375
SENSE daab 51 20-04-2019 14:37:59.207 T: 30.26399993896484 [C]; A:[94, -80, 198]; H: 68.6307373046875
SENSE daaa 118 20-04-2019 14:37:59.400 T: 31.19999885559082 [C]; A:[0, 14, 240]; H: 67.6083984375
SENSE daac 48 20-04-2019 14:37:57.522 T: 28.51679992675781 [C]; A:[16, -8, 204]; H: 75.13861083984375
SENSE daaa 119 20-04-2019 14:37:59.644 T: 31.26239967346191 [C]; A:[0, 14, 236]; H: 67.6083984375
SENSE daad 48 20-04-2019 14:37:57.649 T: 29.20319938659667 [C]; A:[22, -22, 260]; H: 70.42364501953125
SENSE daac 49 20-04-2019 14:37:58.076 T: 28.45439910888671 [C]; A:[14, -12, 206]; H: 75.1614990234375
SENSE daad 49 20-04-2019 14:37:58.192 T: 29.20319938659667 [C]; A:[20, -24, 252]; H: 70.42364501953125
SENSE daaa 120 20-04-2019 14:37:59.888 T: 31.19999885559082 [C]; A:[-4, 18, 232]; H: 67.6083984375
SENSE daac 50 20-04-2019 14:37:58.605 T: 28.57919883728027 [C]; A:[16, -10, 210]; H: 75.1614990234375
SENSE daad 50 20-04-2019 14:37:58.727 T: 29.20319938659667 [C]; A:[20, -22, 248]; H: 70.4617919921875
SENSE daaa 121 20-04-2019 14:38:00.132 T: 31.26239967346191 [C]; A:[0, 16, 240]; H: 67.6083984375
SENSE daab 52 20-04-2019 14:38:00.132 T: 30.26399993896484 [C]; A:[98, -80, 194]; H: 68.6917724609375
SENSE daaa 122 20-04-2019 14:38:00.400 T: 31.26239967346191 [C]; A:[0, 14, 226]; H: 67.6083984375
