SENSE daaa 1 22-04-2019 18:15:09.586 T: 26.02079963684082 [C]; A:[-18, 8, 230]; H: 65.9146728515625
SENSE daab 20 22-04-2019 18:15:19.994 T: 26.27039909362792 [C]; A:[2, 8, 256]; H: 64.22857666015625
SENSE daab 21 22-04-2019 18:15:30.447 T: 26.33279991149902 [C]; A:[0, 10, 250]; H: 64.343017578125
SENSE daad 21 22-04-2019 18:15:30.219 T: 26.9567985534668 [C]; A:[0, -4, 200]; H: 65.83074951171875
SENSE daab 22 22-04-2019 18:15:30.925 T: 26.33279991149902 [C]; A:[2, 4, 254]; H: 64.3125
SENSE daac 16 22-04-2019 18:15:26.028 T: 29.01599884033203 [C]; A:[28, 14, 230]; H: 60.986083984375
SENSE daab 23 22-04-2019 18:15:31.492 T: 26.33279991149902 [C]; A:[2, 6, 246]; H: 64.3125
SENSE daad 22 22-04-2019 18:15:31.404 T: 27.0191993713379 [C]; A:[-4, 2, 200]; H: 65.89178466796875
SENSE daab 24 22-04-2019 18:15:32.085 T: 26.39519882202148 [C]; A:[2, 12, 252]; H: 64.281982421875
SENSE daac 17 22-04-2019 18:15:31.939 T: 29.07839965820312 [C]; A:[28, 12, 230]; H: 60.89453125
SENSE daab 25 22-04-2019 18:15:32.662 T: 26.33279991149902 [C]; A:[0, 12, 248]; H: 64.25146484375
SENSE daad 23 22-04-2019 18:15:32.569 T: 27.0191993713379 [C]; A:[0, -4, 204]; H: 65.89178466796875
SENSE daab 26 22-04-2019 18:15:33.239 T: 26.33279991149902 [C]; A:[2, 4, 254]; H: 64.22857666015625
SENSE daac 18 22-04-2019 18:15:33.093 T: 29.07839965820312 [C]; A:[26, 12, 236]; H: 60.83349609375
SENSE daab 27 22-04-2019 18:15:33.827 T: 26.33279991149902 [C]; A:[4, 2, 248]; H: 64.16754150390625
SENSE daad 24 22-04-2019 18:15:33.735 T: 27.0191993713379 [C]; A:[-6, -2, 198]; H: 65.83074951171875
SENSE daab 28 22-04-2019 18:15:34.325 T: 26.33279991149902 [C]; A:[0, 10, 248]; H: 64.10650634765625
SENSE daaa 11 22-04-2019 18:15:29.931 T: 26.20800018310546 [C]; A:[-8, -4, 236]; H: 66.1282958984375
SENSE daab 29 22-04-2019 18:15:34.882 T: 26.33279991149902 [C]; A:[0, 8, 252]; H: 64.07598876953125
SENSE daad 25 22-04-2019 18:15:34.730 T: 27.0191993713379 [C]; A:[-8, 0, 204]; H: 65.71630859375
SENSE daab 30 22-04-2019 18:15:35.464 T: 26.33279991149902 [C]; A:[2, 8, 250]; H: 64.04547119140625
SENSE daab 31 22-04-2019 18:15:36.036 T: 26.27039909362792 [C]; A:[4, 4, 252]; H: 63.9920654296875
SENSE daad 26 22-04-2019 18:15:35.870 T: 26.9567985534668 [C]; A:[0, -6, 200]; H: 65.6552734375
SENSE daab 32 22-04-2019 18:15:36.509 T: 26.27039909362792 [C]; A:[2, 2, 248]; H: 63.9920654296875
SENSE daab 33 22-04-2019 18:15:37.072 T: 26.27039909362792 [C]; A:[0, 12, 256]; H: 63.9615478515625
SENSE daad 27 22-04-2019 18:15:36.920 T: 27.0191993713379 [C]; A:[0, -6, 198]; H: 65.6552734375
SENSE daab 34 22-04-2019 18:15:37.540 T: 26.27039909362792 [C]; A:[0, 6, 246]; H: 63.9310302734375
SENSE daab 35 22-04-2019 18:15:38.112 T: 26.27039909362792 [C]; A:[0, 10, 246]; H: 63.9005126953125
SENSE daab 36 22-04-2019 18:15:38.575 T: 26.27039909362792 [C]; A:[0, 6, 246]; H: 63.9005126953125
SENSE daab 37 22-04-2019 18:15:39.063 T: 26.27039909362792 [C]; A:[4, 6, 250]; H: 63.9005126953125
SENSE daac 19 22-04-2019 18:15:38.915 T: 29.07839965820312 [C]; A:[24, 8, 230]; H: 60.62750244140625
SENSE daab 38 22-04-2019 18:15:39.551 T: 26.27039909362792 [C]; A:[6, 2, 250]; H: 63.9005126953125
SENSE daaa 12 22-04-2019 18:15:35.236 T: 26.14559936523437 [C]; A:[-8, 0, 232]; H: 65.84600830078125
SENSE daab 39 22-04-2019 18:15:40.118 T: 26.27039909362792 [C]; A:[0, 6, 252]; H: 63.9005126953125
SENSE daac 20 22-04-2019 18:15:39.896 T: 29.07839965820312 [C]; A:[24, 8, 232]; H: 60.65802001953125
SENSE daab 40 22-04-2019 18:15:40.730 T: 26.33279991149902 [C]; A:[0, 6, 254]; H: 63.9615478515625
SENSE daac 21 22-04-2019 18:15:41.055 T: 29.07839965820312 [C]; A:[26, 6, 224]; H: 60.68853759765625
SENSE daab 41 22-04-2019 18:15:41.383 T: 26.27039909362792 [C]; A:[2, 6, 246]; H: 63.9920654296875
SENSE daab 42 22-04-2019 18:15:41.870 T: 26.33279991149902 [C]; A:[0, 10, 254]; H: 64.04547119140625
SENSE daac 22 22-04-2019 18:15:41.716 T: 29.07839965820312 [C]; A:[26, 16, 238]; H: 60.71142578125
SENSE daab 43 22-04-2019 18:15:42.353 T: 26.27039909362792 [C]; A:[0, 8, 248]; H: 64.07598876953125
SENSE daab 44 22-04-2019 18:15:42.925 T: 26.33279991149902 [C]; A:[2, 12, 246]; H: 64.13702392578125
SENSE daac 23 22-04-2019 18:15:42.697 T: 29.07839965820312 [C]; A:[22, 4, 232]; H: 60.7724609375
SENSE daab 45 22-04-2019 18:15:43.387 T: 26.33279991149902 [C]; A:[0, 8, 250]; H: 64.16754150390625
SENSE daab 46 22-04-2019 18:15:43.970 T: 26.33279991149902 [C]; A:[2, 8, 252]; H: 64.22857666015625
SENSE daac 24 22-04-2019 18:15:43.722 T: 29.07839965820312 [C]; A:[24, 10, 238]; H: 60.83349609375
SENSE daab 47 22-04-2019 18:15:44.448 T: 26.33279991149902 [C]; A:[0, 8, 248]; H: 64.281982421875
SENSE daab 48 22-04-2019 18:15:45.010 T: 26.33279991149902 [C]; A:[0, 10, 248]; H: 64.343017578125
SENSE daac 25 22-04-2019 18:15:44.782 T: 29.14079856872558 [C]; A:[26, 12, 234]; H: 60.89453125
SENSE daab 49 22-04-2019 18:15:45.473 T: 26.33279991149902 [C]; A:[4, 8, 250]; H: 64.4345703125
SENSE daac 26 22-04-2019 18:15:45.796 T: 29.14079856872558 [C]; A:[26, 12, 232]; H: 60.925048828125
SENSE daab 50 22-04-2019 18:15:46.126 T: 26.33279991149902 [C]; A:[2, 2, 248]; H: 64.48797607421875
SENSE daab 51 22-04-2019 18:15:46.613 T: 26.33279991149902 [C]; A:[2, 2, 250]; H: 64.48797607421875
SENSE daac 27 22-04-2019 18:15:46.458 T: 29.14079856872558 [C]; A:[22, 8, 230]; H: 60.95556640625
SENSE daab 52 22-04-2019 18:15:47.081 T: 26.27039909362792 [C]; A:[0, 12, 254]; H: 64.51849365234375
SENSE daab 53 22-04-2019 18:15:47.653 T: 26.33279991149902 [C]; A:[0, 8, 252]; H: 64.51849365234375
SENSE daac 28 22-04-2019 18:15:47.438 T: 29.14079856872558 [C]; A:[22, 12, 228]; H: 61.00897216796875
SENSE daab 54 22-04-2019 18:15:48.155 T: 26.33279991149902 [C]; A:[0, 10, 252]; H: 64.57952880859375
SENSE daac 29 22-04-2019 18:15:48.478 T: 29.14079856872558 [C]; A:[26, 2, 232]; H: 61.00897216796875
SENSE daab 55 22-04-2019 18:15:48.809 T: 26.33279991149902 [C]; A:[6, 8, 250]; H: 64.64056396484375
SENSE daab 56 22-04-2019 18:15:49.295 T: 26.33279991149902 [C]; A:[0, 10, 242]; H: 64.67108154296875
SENSE daac 30 22-04-2019 18:15:49.150 T: 29.14079856872558 [C]; A:[22, 8, 234]; H: 61.03948974609375
SENSE daab 57 22-04-2019 18:15:49.783 T: 26.33279991149902 [C]; A:[0, 4, 244]; H: 64.67108154296875
SENSE daaa 13 22-04-2019 18:15:40.491 T: 26.14559936523437 [C]; A:[-4, 0, 228]; H: 65.6552734375
SENSE daab 58 22-04-2019 18:15:50.350 T: 26.33279991149902 [C]; A:[2, 4, 252]; H: 64.70159912109375
SENSE daac 31 22-04-2019 18:15:50.126 T: 29.14079856872558 [C]; A:[24, 8, 234]; H: 61.07000732421875
SENSE daab 59 22-04-2019 18:15:51.002 T: 26.33279991149902 [C]; A:[0, 4, 250]; H: 64.7550048828125
SENSE daac 32 22-04-2019 18:15:51.325 T: 29.20319938659667 [C]; A:[22, 10, 232]; H: 61.07000732421875
SENSE daab 60 22-04-2019 18:15:51.656 T: 26.33279991149902 [C]; A:[0, 10, 248]; H: 64.70159912109375
SENSE daab 61 22-04-2019 18:15:52.122 T: 26.33279991149902 [C]; A:[0, 12, 250]; H: 64.67108154296875
SENSE daab 62 22-04-2019 18:15:52.591 T: 26.33279991149902 [C]; A:[0, 10, 254]; H: 64.64056396484375
SENSE daab 63 22-04-2019 18:15:53.038 T: 26.33279991149902 [C]; A:[2, 6, 244]; H: 64.61004638671875
SENSE daad 28 22-04-2019 18:15:37.930 T: 27.0191993713379 [C]; A:[-6, 0, 204]; H: 65.624755859375
SENSE daab 64 22-04-2019 18:15:53.501 T: 26.33279991149902 [C]; A:[0, 8, 250]; H: 64.54901123046875
SENSE daab 65 22-04-2019 18:15:54.074 T: 26.33279991149902 [C]; A:[0, 12, 246]; H: 64.54901123046875
SENSE daad 29 22-04-2019 18:15:53.891 T: 27.08160018920898 [C]; A:[0, 0, 198]; H: 65.71630859375
SENSE daab 66 22-04-2019 18:15:54.536 T: 26.27039909362792 [C]; A:[6, 6, 252]; H: 64.526123046875
SENSE daab 67 22-04-2019 18:15:55.109 T: 26.33279991149902 [C]; A:[6, 4, 246]; H: 64.465087890625
SENSE daad 30 22-04-2019 18:15:54.941 T: 27.08160018920898 [C]; A:[0, 0, 198]; H: 65.746826171875
SENSE daaa 14 22-04-2019 18:15:50.776 T: 26.20800018310546 [C]; A:[0, 0, 236]; H: 66.01385498046875
SENSE daad 31 22-04-2019 18:15:55.922 T: 27.08160018920898 [C]; A:[0, -4, 200]; H: 65.685791015625
SENSE daaa 15 22-04-2019 18:15:56.200 T: 26.20800018310546 [C]; A:[-8, 0, 226]; H: 65.7926025390625
SENSE daad 32 22-04-2019 18:15:56.487 T: 27.08160018920898 [C]; A:[-6, -6, 204]; H: 65.685791015625
SENSE daaa 16 22-04-2019 18:15:56.791 T: 26.20800018310546 [C]; A:[-12, -4, 238]; H: 65.81549072265625
SENSE daad 33 22-04-2019 18:15:57.052 T: 27.14399909973144 [C]; A:[0, 0, 204]; H: 65.6552734375
SENSE daaa 17 22-04-2019 18:15:57.352 T: 26.20800018310546 [C]; A:[-8, 0, 228]; H: 65.81549072265625
SENSE daad 34 22-04-2019 18:15:57.642 T: 27.14399909973144 [C]; A:[0, 0, 202]; H: 65.6552734375
SENSE daaa 18 22-04-2019 18:15:57.943 T: 26.20800018310546 [C]; A:[-8, 0, 232]; H: 65.81549072265625
SENSE daad 35 22-04-2019 18:15:58.212 T: 27.08160018920898 [C]; A:[-8, 0, 210]; H: 65.6552734375
SENSE daaa 19 22-04-2019 18:15:58.510 T: 26.20800018310546 [C]; A:[-6, 0, 236]; H: 65.81549072265625
SENSE daad 36 22-04-2019 18:15:58.782 T: 27.14399909973144 [C]; A:[0, -4, 208]; H: 65.685791015625
SENSE daaa 20 22-04-2019 18:15:59.080 T: 26.20800018310546 [C]; A:[-4, 0, 226]; H: 65.81549072265625
SENSE daad 37 22-04-2019 18:15:59.357 T: 27.14399909973144 [C]; A:[0, -4, 200]; H: 65.71630859375
SENSE daaa 21 22-04-2019 18:15:59.652 T: 26.20800018310546 [C]; A:[-8, 0, 232]; H: 65.81549072265625
SENSE daad 38 22-04-2019 18:15:59.938 T: 27.08160018920898 [C]; A:[0, 0, 208]; H: 65.71630859375
SENSE daaa 22 22-04-2019 18:16:00.243 T: 26.20800018310546 [C]; A:[-12, 0, 228]; H: 65.81549072265625
SENSE daab 68 22-04-2019 18:15:55.576 T: 26.33279991149902 [C]; A:[0, 8, 254]; H: 64.37353515625
SENSE daad 39 22-04-2019 18:16:00.508 T: 27.14399909973144 [C]; A:[0, 0, 200]; H: 65.71630859375
SENSE daab 69 22-04-2019 18:16:01.032 T: 26.33279991149902 [C]; A:[0, 6, 248]; H: 64.3125
SENSE daab 70 22-04-2019 18:16:01.636 T: 26.33279991149902 [C]; A:[2, 8, 248]; H: 64.37353515625
SENSE daab 71 22-04-2019 18:16:02.126 T: 26.33279991149902 [C]; A:[0, 10, 248]; H: 64.465087890625
SENSE daac 33 22-04-2019 18:16:01.978 T: 29.20319938659667 [C]; A:[24, 6, 232]; H: 60.95556640625
SENSE daab 72 22-04-2019 18:16:02.599 T: 26.39519882202148 [C]; A:[2, 6, 252]; H: 64.526123046875
SENSE daab 73 22-04-2019 18:16:03.172 T: 26.33279991149902 [C]; A:[6, 14, 248]; H: 64.54901123046875
SENSE daac 34 22-04-2019 18:16:02.958 T: 29.14079856872558 [C]; A:[28, 12, 236]; H: 61.00897216796875
SENSE daab 74 22-04-2019 18:16:03.649 T: 26.39519882202148 [C]; A:[2, 4, 252]; H: 64.54901123046875
SENSE daab 75 22-04-2019 18:16:04.222 T: 26.33279991149902 [C]; A:[6, 10, 250]; H: 64.61004638671875
SENSE daac 35 22-04-2019 18:16:03.998 T: 29.14079856872558 [C]; A:[24, 10, 230]; H: 61.07000732421875
SENSE daab 76 22-04-2019 18:16:04.694 T: 26.39519882202148 [C]; A:[4, 2, 250]; H: 64.64056396484375
SENSE daab 77 22-04-2019 18:16:05.267 T: 26.39519882202148 [C]; A:[0, 6, 250]; H: 64.67108154296875
SENSE daac 36 22-04-2019 18:16:05.035 T: 29.20319938659667 [C]; A:[22, 12, 238]; H: 61.13104248046875
SENSE daaa 23 22-04-2019 18:16:00.814 T: 26.27039909362792 [C]; A:[-4, -4, 228]; H: 65.81549072265625
SENSE daac 37 22-04-2019 18:16:06.049 T: 29.20319938659667 [C]; A:[30, 10, 234]; H: 61.19207763671875
SENSE daaa 24 22-04-2019 18:16:06.377 T: 26.27039909362792 [C]; A:[-6, -6, 230]; H: 66.01385498046875
SENSE daac 38 22-04-2019 18:16:06.601 T: 29.20319938659667 [C]; A:[26, 10, 234]; H: 61.19207763671875
SENSE daaa 25 22-04-2019 18:16:06.948 T: 26.27039909362792 [C]; A:[-8, 0, 230]; H: 65.990966796875
SENSE daac 39 22-04-2019 18:16:07.173 T: 29.20319938659667 [C]; A:[22, 12, 236]; H: 61.19207763671875
SENSE daaa 26 22-04-2019 18:16:07.530 T: 26.20800018310546 [C]; A:[-10, 0, 230]; H: 65.96044921875
SENSE daac 40 22-04-2019 18:16:07.755 T: 29.26559829711914 [C]; A:[28, 2, 236]; H: 61.19207763671875
SENSE daaa 27 22-04-2019 18:16:08.105 T: 26.20800018310546 [C]; A:[-6, 0, 224]; H: 65.90704345703125
SENSE daac 41 22-04-2019 18:16:08.328 T: 29.14079856872558 [C]; A:[24, 8, 230]; H: 61.10052490234375
SENSE daaa 28 22-04-2019 18:16:08.681 T: 26.20800018310546 [C]; A:[-6, -4, 232]; H: 65.81549072265625
SENSE daac 42 22-04-2019 18:16:08.900 T: 29.14079856872558 [C]; A:[26, 4, 238]; H: 60.95556640625
SENSE daaa 29 22-04-2019 18:16:09.263 T: 26.20800018310546 [C]; A:[-12, 0, 232]; H: 65.73919677734375
SENSE daac 43 22-04-2019 18:16:09.488 T: 29.14079856872558 [C]; A:[22, 8, 232]; H: 60.864013671875
SENSE daaa 30 22-04-2019 18:16:09.834 T: 26.20800018310546 [C]; A:[-10, 0, 230]; H: 65.67816162109375
SENSE daac 44 22-04-2019 18:16:10.059 T: 29.14079856872558 [C]; A:[28, 2, 232]; H: 60.7724609375
SENSE daaa 31 22-04-2019 18:16:10.405 T: 26.20800018310546 [C]; A:[-8, 0, 232]; H: 65.6552734375
SENSE daab 78 22-04-2019 18:16:05.745 T: 26.39519882202148 [C]; A:[2, 8, 254]; H: 64.70159912109375
SENSE daaa 32 22-04-2019 18:16:10.982 T: 26.20800018310546 [C]; A:[-12, -4, 232]; H: 65.59423828125
SENSE daab 79 22-04-2019 18:16:11.215 T: 26.20800018310546 [C]; A:[0, 10, 252]; H: 64.22857666015625
SENSE daad 40 22-04-2019 18:16:01.448 T: 27.14399909973144 [C]; A:[0, -6, 192]; H: 65.71630859375
SENSE daab 80 22-04-2019 18:16:11.797 T: 26.27039909362792 [C]; A:[2, 10, 246]; H: 64.19805908203125
SENSE daab 81 22-04-2019 18:16:12.369 T: 26.27039909362792 [C]; A:[0, 10, 250]; H: 64.16754150390625
SENSE daad 41 22-04-2019 18:16:12.170 T: 27.08160018920898 [C]; A:[0, -4, 198]; H: 65.57135009765625
SENSE daab 82 22-04-2019 18:16:12.842 T: 26.27039909362792 [C]; A:[0, 4, 248]; H: 64.13702392578125
SENSE daab 83 22-04-2019 18:16:13.414 T: 26.27039909362792 [C]; A:[0, 10, 254]; H: 64.13702392578125
SENSE daad 42 22-04-2019 18:16:13.216 T: 27.08160018920898 [C]; A:[0, 0, 204]; H: 65.47979736328125
SENSE daab 84 22-04-2019 18:16:13.892 T: 26.27039909362792 [C]; A:[0, 10, 250]; H: 64.13702392578125
SENSE daab 85 22-04-2019 18:16:14.469 T: 26.27039909362792 [C]; A:[0, 4, 254]; H: 64.13702392578125
SENSE daad 43 22-04-2019 18:16:14.287 T: 27.08160018920898 [C]; A:[0, 0, 204]; H: 65.44927978515625
SENSE daab 86 22-04-2019 18:16:14.942 T: 26.27039909362792 [C]; A:[0, 8, 246]; H: 64.1141357421875
SENSE daab 87 22-04-2019 18:16:15.514 T: 26.33279991149902 [C]; A:[2, 8, 246]; H: 64.1141357421875
SENSE daad 44 22-04-2019 18:16:15.321 T: 27.08160018920898 [C]; A:[0, -4, 198]; H: 65.44927978515625
SENSE daab 88 22-04-2019 18:16:15.977 T: 26.27039909362792 [C]; A:[0, 10, 246]; H: 64.0836181640625
SENSE daaa 33 22-04-2019 18:16:11.567 T: 26.20800018310546 [C]; A:[-10, 0, 232]; H: 65.57135009765625
SENSE daab 89 22-04-2019 18:16:16.540 T: 26.33279991149902 [C]; A:[0, 6, 252]; H: 64.1141357421875
SENSE daad 45 22-04-2019 18:16:16.376 T: 27.14399909973144 [C]; A:[0, -4, 200]; H: 65.47979736328125
SENSE daab 90 22-04-2019 18:16:17.122 T: 26.33279991149902 [C]; A:[4, 8, 256]; H: 64.0836181640625
SENSE daab 91 22-04-2019 18:16:17.694 T: 26.33279991149902 [C]; A:[2, 12, 252]; H: 64.0836181640625
SENSE daad 46 22-04-2019 18:16:17.502 T: 27.14399909973144 [C]; A:[-6, -6, 202]; H: 65.47979736328125
SENSE daab 92 22-04-2019 18:16:18.167 T: 26.27039909362792 [C]; A:[0, 6, 248]; H: 64.0836181640625
SENSE daab 93 22-04-2019 18:16:18.740 T: 26.33279991149902 [C]; A:[2, 8, 244]; H: 64.1141357421875
SENSE daad 47 22-04-2019 18:16:18.557 T: 27.14399909973144 [C]; A:[0, 0, 204]; H: 65.47979736328125
SENSE daab 94 22-04-2019 18:16:19.218 T: 26.33279991149902 [C]; A:[2, 10, 248]; H: 64.13702392578125
SENSE daab 95 22-04-2019 18:16:19.795 T: 26.33279991149902 [C]; A:[4, 4, 250]; H: 64.13702392578125
SENSE daad 48 22-04-2019 18:16:19.602 T: 27.14399909973144 [C]; A:[0, -4, 202]; H: 65.51031494140625
SENSE daab 96 22-04-2019 18:16:20.258 T: 26.39519882202148 [C]; A:[0, 8, 254]; H: 64.16754150390625
SENSE daac 45 22-04-2019 18:16:10.636 T: 29.14079856872558 [C]; A:[26, 6, 228]; H: 60.741943359375
SENSE daab 97 22-04-2019 18:16:20.840 T: 26.33279991149902 [C]; A:[0, 8, 246]; H: 64.19805908203125
SENSE daad 49 22-04-2019 18:16:20.637 T: 27.14399909973144 [C]; A:[0, 0, 200]; H: 65.51031494140625
