SENSE daaa 1 22-04-2019 18:19:53.475 T: 26.64480018615722 [C]; A:[0, 0, 232]; H: 65.319580078125
SENSE daaa 10 22-04-2019 18:20:03.261 T: 26.70719909667968 [C]; A:[-10, -4, 232]; H: 65.52557373046875
SENSE daab 9 22-04-2019 18:20:03.494 T: 26.70719909667968 [C]; A:[0, 4, 248]; H: 63.58770751953125
SENSE daac 7 22-04-2019 18:19:58.823 T: 29.51519966125488 [C]; A:[20, 6, 244]; H: 59.91796875
SENSE daab 10 22-04-2019 18:20:04.061 T: 26.70719909667968 [C]; A:[2, 8, 254]; H: 63.58770751953125
SENSE daac 8 22-04-2019 18:20:04.386 T: 29.57759857177734 [C]; A:[14, 8, 238]; H: 59.826416015625
SENSE daab 11 22-04-2019 18:20:04.714 T: 26.70719909667968 [C]; A:[4, 14, 254]; H: 63.58770751953125
SENSE daab 12 22-04-2019 18:20:05.200 T: 26.70719909667968 [C]; A:[4, 6, 254]; H: 63.58770751953125
SENSE daac 9 22-04-2019 18:20:05.048 T: 29.51519966125488 [C]; A:[10, 10, 236]; H: 59.826416015625
SENSE daab 13 22-04-2019 18:20:05.663 T: 26.70719909667968 [C]; A:[2, 10, 248]; H: 63.58770751953125
SENSE daab 14 22-04-2019 18:20:06.236 T: 26.70719909667968 [C]; A:[0, 2, 244]; H: 63.58770751953125
SENSE daac 10 22-04-2019 18:20:06.018 T: 29.57759857177734 [C]; A:[20, 6, 232]; H: 59.7958984375
SENSE daab 15 22-04-2019 18:20:06.698 T: 26.70719909667968 [C]; A:[6, 12, 250]; H: 63.58770751953125
SENSE daab 16 22-04-2019 18:20:07.286 T: 26.64480018615722 [C]; A:[0, 8, 246]; H: 63.58770751953125
SENSE daab 17 22-04-2019 18:20:07.773 T: 26.70719909667968 [C]; A:[0, 4, 252]; H: 63.58770751953125
SENSE daad 12 22-04-2019 18:20:07.693 T: 27.5807991027832 [C]; A:[0, 0, 202]; H: 64.7550048828125
SENSE daab 18 22-04-2019 18:20:08.236 T: 26.70719909667968 [C]; A:[2, 8, 246]; H: 63.58770751953125
SENSE daaa 11 22-04-2019 18:20:03.832 T: 26.64480018615722 [C]; A:[-6, 0, 236]; H: 65.52557373046875
SENSE daab 19 22-04-2019 18:20:08.819 T: 26.70719909667968 [C]; A:[2, 8, 248]; H: 63.58770751953125
SENSE daad 13 22-04-2019 18:20:08.654 T: 27.5807991027832 [C]; A:[0, 0, 202]; H: 64.6939697265625
SENSE daab 20 22-04-2019 18:20:09.391 T: 26.70719909667968 [C]; A:[0, 6, 250]; H: 63.58770751953125
SENSE daab 21 22-04-2019 18:20:09.963 T: 26.70719909667968 [C]; A:[0, 6, 252]; H: 63.58770751953125
SENSE daad 14 22-04-2019 18:20:09.788 T: 27.5807991027832 [C]; A:[-26, 20, 192]; H: 64.67108154296875
SENSE daab 22 22-04-2019 18:20:10.436 T: 26.70719909667968 [C]; A:[2, 10, 244]; H: 63.55718994140625
SENSE daab 23 22-04-2019 18:20:11.008 T: 26.76959991455078 [C]; A:[2, 10, 246]; H: 63.55718994140625
SENSE daad 15 22-04-2019 18:20:10.824 T: 27.6431999206543 [C]; A:[-8, -4, 194]; H: 64.64056396484375
SENSE daab 24 22-04-2019 18:20:11.496 T: 26.70719909667968 [C]; A:[2, 10, 252]; H: 63.55718994140625
SENSE daab 25 22-04-2019 18:20:12.068 T: 26.70719909667968 [C]; A:[0, 10, 250]; H: 63.52667236328125
SENSE daad 16 22-04-2019 18:20:11.899 T: 27.6431999206543 [C]; A:[0, 0, 200]; H: 64.61004638671875
SENSE daab 26 22-04-2019 18:20:12.531 T: 26.70719909667968 [C]; A:[0, 4, 254]; H: 63.52667236328125
SENSE daab 27 22-04-2019 18:20:13.104 T: 26.70719909667968 [C]; A:[4, 2, 248]; H: 63.52667236328125
SENSE daad 17 22-04-2019 18:20:12.944 T: 27.6431999206543 [C]; A:[2, 0, 210]; H: 64.61004638671875
SENSE daab 28 22-04-2019 18:20:13.576 T: 26.76959991455078 [C]; A:[0, 10, 248]; H: 63.49615478515625
SENSE daaa 12 22-04-2019 18:20:09.157 T: 26.70719909667968 [C]; A:[0, 0, 228]; H: 65.3043212890625
SENSE daab 29 22-04-2019 18:20:14.149 T: 26.76959991455078 [C]; A:[8, 10, 250]; H: 63.49615478515625
SENSE daad 18 22-04-2019 18:20:13.999 T: 27.6431999206543 [C]; A:[-4, -4, 206]; H: 64.54901123046875
SENSE daab 30 22-04-2019 18:20:14.721 T: 26.70719909667968 [C]; A:[2, 6, 252]; H: 63.49615478515625
SENSE daab 31 22-04-2019 18:20:15.303 T: 26.76959991455078 [C]; A:[2, 10, 254]; H: 63.49615478515625
SENSE daad 19 22-04-2019 18:20:15.134 T: 27.6431999206543 [C]; A:[0, 0, 198]; H: 64.51849365234375
SENSE daab 32 22-04-2019 18:20:15.766 T: 26.76959991455078 [C]; A:[2, 8, 252]; H: 63.4427490234375
SENSE daab 33 22-04-2019 18:20:16.339 T: 26.70719909667968 [C]; A:[0, 8, 248]; H: 63.4427490234375
SENSE daad 20 22-04-2019 18:20:16.170 T: 27.6431999206543 [C]; A:[-6, 2, 204]; H: 64.48797607421875
SENSE daab 34 22-04-2019 18:20:16.817 T: 26.70719909667968 [C]; A:[0, 6, 252]; H: 63.4427490234375
SENSE daac 11 22-04-2019 18:20:07.133 T: 29.57759857177734 [C]; A:[16, 14, 236]; H: 59.7958984375
SENSE daab 35 22-04-2019 18:20:17.406 T: 26.76959991455078 [C]; A:[0, 8, 248]; H: 63.4427490234375
SENSE daad 21 22-04-2019 18:20:17.224 T: 27.6431999206543 [C]; A:[-8, 2, 202]; H: 64.48797607421875
SENSE daab 36 22-04-2019 18:20:17.981 T: 26.76959991455078 [C]; A:[0, 10, 248]; H: 63.4122314453125
SENSE daac 12 22-04-2019 18:20:17.837 T: 29.63999938964843 [C]; A:[16, 8, 236]; H: 59.71197509765625
SENSE daab 37 22-04-2019 18:20:18.558 T: 26.70719909667968 [C]; A:[0, 10, 248]; H: 63.4122314453125
SENSE daad 22 22-04-2019 18:20:18.469 T: 27.6431999206543 [C]; A:[-4, 0, 198]; H: 64.45745849609375
SENSE daab 38 22-04-2019 18:20:19.161 T: 26.76959991455078 [C]; A:[0, 4, 248]; H: 63.3817138671875
SENSE daaa 13 22-04-2019 18:20:14.508 T: 26.70719909667968 [C]; A:[-6, -4, 232]; H: 65.136474609375
SENSE daab 39 22-04-2019 18:20:19.713 T: 26.76959991455078 [C]; A:[2, 14, 250]; H: 63.3817138671875
SENSE daad 23 22-04-2019 18:20:19.624 T: 27.6431999206543 [C]; A:[-22, 4, 206]; H: 64.45745849609375
SENSE daab 40 22-04-2019 18:20:20.265 T: 26.76959991455078 [C]; A:[14, 12, 252]; H: 63.3511962890625
SENSE daab 41 22-04-2019 18:20:20.848 T: 26.76959991455078 [C]; A:[2, 4, 246]; H: 63.3511962890625
SENSE daad 24 22-04-2019 18:20:20.660 T: 27.6431999206543 [C]; A:[2, -6, 200]; H: 64.45745849609375
SENSE daab 42 22-04-2019 18:20:21.327 T: 26.76959991455078 [C]; A:[4, 4, 252]; H: 63.3206787109375
SENSE daab 43 22-04-2019 18:20:21.883 T: 26.76959991455078 [C]; A:[6, 8, 248]; H: 63.3206787109375
SENSE daad 25 22-04-2019 18:20:21.715 T: 27.6431999206543 [C]; A:[-4, 0, 200]; H: 64.4345703125
SENSE daab 44 22-04-2019 18:20:22.356 T: 26.76959991455078 [C]; A:[2, 8, 248]; H: 63.3206787109375
SENSE daab 45 22-04-2019 18:20:22.918 T: 26.70719909667968 [C]; A:[2, 4, 250]; H: 63.3206787109375
SENSE daad 26 22-04-2019 18:20:22.745 T: 27.6431999206543 [C]; A:[-6, 0, 196]; H: 64.4345703125
SENSE daab 46 22-04-2019 18:20:23.381 T: 26.70719909667968 [C]; A:[4, 4, 256]; H: 63.3206787109375
SENSE daab 47 22-04-2019 18:20:23.953 T: 26.70719909667968 [C]; A:[0, 8, 256]; H: 63.3206787109375
SENSE daad 27 22-04-2019 18:20:23.765 T: 27.6431999206543 [C]; A:[-4, 0, 204]; H: 64.4345703125
SENSE daab 48 22-04-2019 18:20:24.442 T: 26.76959991455078 [C]; A:[0, 12, 246]; H: 63.29779052734375
SENSE daaa 14 22-04-2019 18:20:20.041 T: 26.76959991455078 [C]; A:[-8, 0, 234]; H: 64.9686279296875
SENSE daab 49 22-04-2019 18:20:25.014 T: 26.76959991455078 [C]; A:[0, 8, 244]; H: 63.29779052734375
SENSE daad 28 22-04-2019 18:20:24.845 T: 27.6431999206543 [C]; A:[-10, 0, 204]; H: 64.4345703125
SENSE daab 50 22-04-2019 18:20:25.586 T: 26.76959991455078 [C]; A:[2, 6, 248]; H: 63.29779052734375
SENSE daab 51 22-04-2019 18:20:26.158 T: 26.76959991455078 [C]; A:[2, 8, 244]; H: 63.29779052734375
SENSE daad 29 22-04-2019 18:20:25.985 T: 27.70559883117675 [C]; A:[0, 0, 202]; H: 64.4345703125
SENSE daab 52 22-04-2019 18:20:26.637 T: 26.76959991455078 [C]; A:[0, 12, 250]; H: 63.29779052734375
SENSE daab 53 22-04-2019 18:20:27.194 T: 26.70719909667968 [C]; A:[0, 10, 256]; H: 63.26727294921875
SENSE daad 30 22-04-2019 18:20:27.035 T: 27.70559883117675 [C]; A:[0, 0, 206]; H: 64.404052734375
SENSE daab 54 22-04-2019 18:20:27.656 T: 26.76959991455078 [C]; A:[0, 12, 252]; H: 63.26727294921875
SENSE daab 55 22-04-2019 18:20:28.229 T: 26.76959991455078 [C]; A:[0, 8, 252]; H: 63.26727294921875
SENSE daad 31 22-04-2019 18:20:28.050 T: 27.6431999206543 [C]; A:[-4, -4, 200]; H: 64.404052734375
SENSE daab 56 22-04-2019 18:20:28.692 T: 26.76959991455078 [C]; A:[10, 0, 260]; H: 63.23675537109375
SENSE daac 13 22-04-2019 18:20:19.016 T: 29.63999938964843 [C]; A:[18, 10, 236]; H: 59.68145751953125
SENSE daab 57 22-04-2019 18:20:29.288 T: 26.76959991455078 [C]; A:[4, 6, 254]; H: 63.23675537109375
SENSE daad 32 22-04-2019 18:20:29.086 T: 27.70559883117675 [C]; A:[-6, 0, 204]; H: 64.37353515625
SENSE daab 58 22-04-2019 18:20:29.876 T: 26.76959991455078 [C]; A:[0, 10, 248]; H: 63.23675537109375
SENSE daac 14 22-04-2019 18:20:29.733 T: 29.63999938964843 [C]; A:[18, 10, 232]; H: 59.52886962890625
SENSE daab 59 22-04-2019 18:20:30.464 T: 26.76959991455078 [C]; A:[0, 8, 250]; H: 63.23675537109375
SENSE daad 33 22-04-2019 18:20:30.376 T: 27.70559883117675 [C]; A:[0, 0, 210]; H: 64.37353515625
SENSE daab 60 22-04-2019 18:20:31.041 T: 26.76959991455078 [C]; A:[4, 10, 248]; H: 63.23675537109375
SENSE daac 15 22-04-2019 18:20:30.893 T: 29.63999938964843 [C]; A:[10, 8, 230]; H: 59.52886962890625
SENSE daab 61 22-04-2019 18:20:31.643 T: 26.76959991455078 [C]; A:[0, 6, 248]; H: 63.23675537109375
SENSE daad 34 22-04-2019 18:20:31.550 T: 27.70559883117675 [C]; A:[0, -4, 202]; H: 64.37353515625
SENSE daab 62 22-04-2019 18:20:32.106 T: 26.83199882507324 [C]; A:[0, 12, 248]; H: 63.23675537109375
SENSE daab 63 22-04-2019 18:20:32.683 T: 26.76959991455078 [C]; A:[0, 8, 256]; H: 63.23675537109375
SENSE daad 35 22-04-2019 18:20:32.521 T: 27.70559883117675 [C]; A:[-4, 0, 198]; H: 64.343017578125
SENSE daab 64 22-04-2019 18:20:33.146 T: 26.76959991455078 [C]; A:[0, 8, 246]; H: 63.23675537109375
SENSE daab 65 22-04-2019 18:20:33.719 T: 26.76959991455078 [C]; A:[6, 6, 250]; H: 63.23675537109375
SENSE daad 36 22-04-2019 18:20:33.546 T: 27.76799964904785 [C]; A:[-10, 2, 200]; H: 64.343017578125
SENSE daab 66 22-04-2019 18:20:34.187 T: 26.83199882507324 [C]; A:[0, 12, 252]; H: 63.23675537109375
SENSE daab 67 22-04-2019 18:20:34.759 T: 26.83199882507324 [C]; A:[2, 6, 252]; H: 63.23675537109375
SENSE daad 37 22-04-2019 18:20:34.606 T: 27.6431999206543 [C]; A:[-6, 0, 202]; H: 64.3125
SENSE daaa 15 22-04-2019 18:20:25.357 T: 26.70719909667968 [C]; A:[-6, -8, 234]; H: 64.80078125
SENSE daad 38 22-04-2019 18:20:35.606 T: 27.70559883117675 [C]; A:[-4, 0, 204]; H: 64.281982421875
SENSE daad 39 22-04-2019 18:20:36.197 T: 27.70559883117675 [C]; A:[0, 0, 202]; H: 64.281982421875
SENSE daac 16 22-04-2019 18:20:36.267 T: 29.7023983001709 [C]; A:[16, 12, 238]; H: 59.49835205078125
SENSE daad 40 22-04-2019 18:20:36.776 T: 27.70559883117675 [C]; A:[-6, -4, 198]; H: 64.25146484375
SENSE daac 17 22-04-2019 18:20:36.994 T: 29.7023983001709 [C]; A:[14, 10, 236]; H: 59.49835205078125
SENSE daad 41 22-04-2019 18:20:37.481 T: 27.70559883117675 [C]; A:[0, 0, 202]; H: 64.25146484375
SENSE daac 18 22-04-2019 18:20:37.700 T: 29.7023983001709 [C]; A:[22, 10, 238]; H: 59.49835205078125
SENSE daad 42 22-04-2019 18:20:38.176 T: 27.70559883117675 [C]; A:[-4, 0, 202]; H: 64.25146484375
SENSE daac 19 22-04-2019 18:20:38.391 T: 29.7023983001709 [C]; A:[14, 10, 234]; H: 59.49835205078125
SENSE daad 43 22-04-2019 18:20:38.861 T: 27.70559883117675 [C]; A:[-4, 0, 200]; H: 64.220947265625
SENSE daac 20 22-04-2019 18:20:39.083 T: 29.7023983001709 [C]; A:[18, 8, 234]; H: 59.52886962890625
SENSE daad 44 22-04-2019 18:20:39.556 T: 27.76799964904785 [C]; A:[-4, 6, 192]; H: 64.220947265625
SENSE daac 21 22-04-2019 18:20:39.785 T: 29.63999938964843 [C]; A:[22, 6, 236]; H: 59.52886962890625
SENSE daab 68 22-04-2019 18:20:35.247 T: 26.83199882507324 [C]; A:[8, 4, 250]; H: 63.23675537109375
SENSE daad 45 22-04-2019 18:20:40.241 T: 27.70559883117675 [C]; A:[-6, -6, 200]; H: 64.220947265625
SENSE daac 22 22-04-2019 18:20:40.486 T: 29.7023983001709 [C]; A:[14, 6, 236]; H: 59.55938720703125
SENSE daab 69 22-04-2019 18:20:40.848 T: 26.76959991455078 [C]; A:[2, 12, 252]; H: 63.23675537109375
SENSE daad 46 22-04-2019 18:20:41.257 T: 27.70559883117675 [C]; A:[-4, 0, 206]; H: 64.220947265625
SENSE daac 23 22-04-2019 18:20:41.342 T: 29.7023983001709 [C]; A:[16, 12, 262]; H: 59.55938720703125
SENSE daab 70 22-04-2019 18:20:41.724 T: 26.83199882507324 [C]; A:[0, 12, 254]; H: 63.23675537109375
SENSE daad 47 22-04-2019 18:20:42.131 T: 27.70559883117675 [C]; A:[0, -6, 198]; H: 64.220947265625
SENSE daac 24 22-04-2019 18:20:42.218 T: 29.764799118042 [C]; A:[14, 6, 234]; H: 59.55938720703125
SENSE daab 71 22-04-2019 18:20:42.600 T: 26.76959991455078 [C]; A:[0, 10, 254]; H: 63.23675537109375
SENSE daad 48 22-04-2019 18:20:43.007 T: 27.70559883117675 [C]; A:[-4, -4, 200]; H: 64.220947265625
SENSE daac 25 22-04-2019 18:20:43.094 T: 29.7023983001709 [C]; A:[14, 8, 236]; H: 59.62042236328125
SENSE daab 72 22-04-2019 18:20:43.471 T: 26.76959991455078 [C]; A:[0, 6, 248]; H: 63.23675537109375
SENSE daad 49 22-04-2019 18:20:43.892 T: 27.70559883117675 [C]; A:[0, -4, 196]; H: 64.220947265625
SENSE daac 26 22-04-2019 18:20:43.974 T: 29.7023983001709 [C]; A:[18, 4, 234]; H: 59.62042236328125
SENSE daad 50 22-04-2019 18:20:44.537 T: 27.70559883117675 [C]; A:[0, 0, 198]; H: 64.25146484375
SENSE daac 27 22-04-2019 18:20:44.756 T: 29.7023983001709 [C]; A:[16, 10, 238]; H: 59.62042236328125
SENSE daad 51 22-04-2019 18:20:45.227 T: 27.70559883117675 [C]; A:[0, 0, 198]; H: 64.25146484375
SENSE daac 28 22-04-2019 18:20:45.457 T: 29.7023983001709 [C]; A:[20, 0, 238]; H: 59.62042236328125
SENSE daad 52 22-04-2019 18:20:45.932 T: 27.70559883117675 [C]; A:[0, 0, 206]; H: 64.25146484375
SENSE daac 29 22-04-2019 18:20:46.154 T: 29.7023983001709 [C]; A:[16, 6, 234]; H: 59.62042236328125
SENSE daad 53 22-04-2019 18:20:46.627 T: 27.76799964904785 [C]; A:[0, 46, 196]; H: 64.25146484375
SENSE daac 30 22-04-2019 18:20:46.850 T: 29.7023983001709 [C]; A:[20, 6, 234]; H: 59.62042236328125
SENSE daad 54 22-04-2019 18:20:47.332 T: 27.76799964904785 [C]; A:[-4, 0, 200]; H: 64.281982421875
SENSE daac 31 22-04-2019 18:20:47.552 T: 29.7023983001709 [C]; A:[14, 2, 234]; H: 59.62042236328125
SENSE daad 55 22-04-2019 18:20:48.017 T: 27.70559883117675 [C]; A:[0, 0, 200]; H: 64.281982421875
SENSE daab 73 22-04-2019 18:20:48.814 T: 26.83199882507324 [C]; A:[0, 10, 256]; H: 63.23675537109375
SENSE daad 56 22-04-2019 18:20:48.722 T: 27.70559883117675 [C]; A:[-4, -4, 206]; H: 64.281982421875
SENSE daab 74 22-04-2019 18:20:49.293 T: 26.89439964294433 [C]; A:[6, 6, 246]; H: 63.23675537109375
SENSE daab 75 22-04-2019 18:20:49.870 T: 26.83199882507324 [C]; A:[0, 8, 254]; H: 63.23675537109375
SENSE daad 57 22-04-2019 18:20:49.692 T: 27.76799964904785 [C]; A:[-4, 0, 202]; H: 64.281982421875
SENSE daab 76 22-04-2019 18:20:50.374 T: 26.83199882507324 [C]; A:[6, 4, 248]; H: 63.23675537109375
SENSE daaa 16 22-04-2019 18:20:35.859 T: 26.76959991455078 [C]; A:[-12, 0, 234]; H: 64.770263671875
SENSE daab 77 22-04-2019 18:20:50.925 T: 26.89439964294433 [C]; A:[0, 10, 250]; H: 63.23675537109375
SENSE daad 58 22-04-2019 18:20:50.773 T: 27.70559883117675 [C]; A:[-10, 0, 204]; H: 64.3125
SENSE daab 78 22-04-2019 18:20:51.503 T: 26.83199882507324 [C]; A:[4, 10, 248]; H: 63.23675537109375
SENSE daab 79 22-04-2019 18:20:52.070 T: 26.89439964294433 [C]; A:[2, 6, 250]; H: 63.2138671875
SENSE daad 59 22-04-2019 18:20:51.913 T: 27.76799964904785 [C]; A:[-8, 0, 204]; H: 64.3125
SENSE daab 80 22-04-2019 18:20:52.558 T: 26.89439964294433 [C]; A:[2, 0, 250]; H: 63.2138671875
SENSE daab 81 22-04-2019 18:20:53.115 T: 26.83199882507324 [C]; A:[0, 12, 252]; H: 63.2138671875
SENSE daad 60 22-04-2019 18:20:52.953 T: 27.76799964904785 [C]; A:[0, -4, 194]; H: 64.3125
SENSE daab 82 22-04-2019 18:20:53.608 T: 26.89439964294433 [C]; A:[0, 12, 254]; H: 63.2138671875
SENSE daab 83 22-04-2019 18:20:54.185 T: 26.89439964294433 [C]; A:[2, 4, 248]; H: 63.2138671875
SENSE daad 61 22-04-2019 18:20:54.003 T: 27.76799964904785 [C]; A:[0, 0, 200]; H: 64.3125
SENSE daab 84 22-04-2019 18:20:54.653 T: 26.83199882507324 [C]; A:[0, 8, 252]; H: 63.2138671875
SENSE daab 85 22-04-2019 18:20:55.221 T: 26.89439964294433 [C]; A:[-6, 4, 254]; H: 63.183349609375
SENSE daad 62 22-04-2019 18:20:55.053 T: 27.76799964904785 [C]; A:[-6, 4, 202]; H: 64.3125
SENSE daab 86 22-04-2019 18:20:55.688 T: 26.83199882507324 [C]; A:[0, 12, 252]; H: 63.183349609375
SENSE daaa 17 22-04-2019 18:20:51.272 T: 26.83199882507324 [C]; A:[0, -6, 226]; H: 64.709228515625
SENSE daab 87 22-04-2019 18:20:56.261 T: 26.89439964294433 [C]; A:[0, 8, 244]; H: 63.183349609375
SENSE daad 63 22-04-2019 18:20:56.083 T: 27.76799964904785 [C]; A:[0, 0, 204]; H: 64.3125
SENSE daab 88 22-04-2019 18:20:56.838 T: 26.83199882507324 [C]; A:[0, 6, 242]; H: 63.183349609375
SENSE daab 89 22-04-2019 18:20:57.416 T: 26.83199882507324 [C]; A:[0, 4, 252]; H: 63.183349609375
SENSE daad 64 22-04-2019 18:20:57.243 T: 27.76799964904785 [C]; A:[0, -4, 192]; H: 64.3125
SENSE daab 90 22-04-2019 18:20:57.883 T: 26.89439964294433 [C]; A:[0, 12, 256]; H: 63.183349609375
SENSE daac 32 22-04-2019 18:20:48.243 T: 29.7023983001709 [C]; A:[14, 12, 236]; H: 59.58990478515625
SENSE daab 91 22-04-2019 18:20:58.478 T: 26.89439964294433 [C]; A:[2, 6, 248]; H: 63.183349609375
SENSE daad 65 22-04-2019 18:20:58.274 T: 27.76799964904785 [C]; A:[0, 0, 204]; H: 64.281982421875
SENSE daab 92 22-04-2019 18:20:59.068 T: 26.89439964294433 [C]; A:[0, 10, 244]; H: 63.183349609375
SENSE daac 33 22-04-2019 18:20:58.917 T: 29.764799118042 [C]; A:[20, 8, 240]; H: 59.49835205078125
SENSE daab 93 22-04-2019 18:20:59.660 T: 26.83199882507324 [C]; A:[0, 8, 248]; H: 63.183349609375
SENSE daad 66 22-04-2019 18:20:59.569 T: 27.76799964904785 [C]; A:[-6, 0, 206]; H: 64.281982421875
SENSE daab 94 22-04-2019 18:21:00.138 T: 26.89439964294433 [C]; A:[0, 6, 242]; H: 63.122314453125
SENSE daab 95 22-04-2019 18:21:00.715 T: 26.89439964294433 [C]; A:[0, 8, 246]; H: 63.122314453125
SENSE daad 67 22-04-2019 18:21:00.539 T: 27.83039855957031 [C]; A:[0, 0, 204]; H: 64.28961181640625
SENSE daab 96 22-04-2019 18:21:01.208 T: 26.89439964294433 [C]; A:[0, 8, 252]; H: 63.122314453125
SENSE daaa 18 22-04-2019 18:20:56.617 T: 26.83199882507324 [C]; A:[-4, 0, 230]; H: 64.65582275390625
SENSE daab 97 22-04-2019 18:21:01.795 T: 26.83199882507324 [C]; A:[0, 10, 256]; H: 63.122314453125
SENSE daad 68 22-04-2019 18:21:01.604 T: 27.83039855957031 [C]; A:[-8, 0, 202]; H: 64.28961181640625
SENSE daab 98 22-04-2019 18:21:02.363 T: 26.89439964294433 [C]; A:[6, 6, 248]; H: 63.122314453125
SENSE daab 99 22-04-2019 18:21:02.940 T: 26.89439964294433 [C]; A:[2, 6, 256]; H: 63.122314453125
SENSE daad 69 22-04-2019 18:21:02.749 T: 27.76799964904785 [C]; A:[0, 0, 204]; H: 64.28961181640625
SENSE daab 100 22-04-2019 18:21:03.428 T: 26.89439964294433 [C]; A:[0, 8, 252]; H: 63.091796875
SENSE daab 101 22-04-2019 18:21:04.048 T: 26.89439964294433 [C]; A:[8, 4, 244]; H: 63.091796875
SENSE daab 102 22-04-2019 18:21:04.562 T: 26.89439964294433 [C]; A:[0, 14, 250]; H: 63.091796875
SENSE daac 34 22-04-2019 18:21:04.410 T: 29.764799118042 [C]; A:[14, 0, 236]; H: 59.4144287109375
SENSE daab 103 22-04-2019 18:21:05.050 T: 26.89439964294433 [C]; A:[0, 6, 252]; H: 63.091796875
SENSE daab 104 22-04-2019 18:21:05.627 T: 26.89439964294433 [C]; A:[0, 12, 254]; H: 63.091796875
