SENSE daaa 1 22-04-2019 18:17:37.141 T: 26.27039909362792 [C]; A:[-6, 6, 236]; H: 65.38824462890625
SENSE daac 23 22-04-2019 18:18:00.882 T: 29.32799911499023 [C]; A:[26, 4, 238]; H: 60.15447998046875
SENSE daad 12 22-04-2019 18:17:51.197 T: 27.268798828125 [C]; A:[0, -6, 206]; H: 65.03729248046875
SENSE daac 24 22-04-2019 18:18:01.385 T: 29.32799911499023 [C]; A:[24, 8, 232]; H: 60.18499755859375
SENSE daac 25 22-04-2019 18:18:01.957 T: 29.32799911499023 [C]; A:[28, 8, 238]; H: 60.24603271484375
SENSE daaa 12 22-04-2019 18:17:57.584 T: 26.39519882202148 [C]; A:[-8, 0, 234]; H: 65.22039794921875
SENSE daab 22 22-04-2019 18:18:02.622 T: 26.45759963989257 [C]; A:[2, 6, 248]; H: 64.0836181640625
SENSE daac 26 22-04-2019 18:18:02.475 T: 29.32799911499023 [C]; A:[22, 6, 234]; H: 60.2689208984375
SENSE daab 23 22-04-2019 18:18:03.115 T: 26.45759963989257 [C]; A:[2, 6, 254]; H: 64.13702392578125
SENSE daab 24 22-04-2019 18:18:03.688 T: 26.45759963989257 [C]; A:[4, 6, 250]; H: 64.19805908203125
SENSE daac 27 22-04-2019 18:18:03.475 T: 29.32799911499023 [C]; A:[22, 4, 230]; H: 60.3604736328125
SENSE daab 25 22-04-2019 18:18:04.151 T: 26.45759963989257 [C]; A:[-4, 6, 244]; H: 64.19805908203125
SENSE daac 28 22-04-2019 18:18:04.495 T: 29.39039993286132 [C]; A:[20, 4, 236]; H: 60.4215087890625
SENSE daab 26 22-04-2019 18:18:04.824 T: 26.45759963989257 [C]; A:[2, 6, 248]; H: 64.19805908203125
SENSE daab 27 22-04-2019 18:18:05.311 T: 26.45759963989257 [C]; A:[0, 2, 252]; H: 64.16754150390625
SENSE daac 29 22-04-2019 18:18:05.167 T: 29.26559829711914 [C]; A:[22, 8, 230]; H: 60.4215087890625
SENSE daab 28 22-04-2019 18:18:05.779 T: 26.45759963989257 [C]; A:[6, 6, 248]; H: 64.1141357421875
SENSE daab 29 22-04-2019 18:18:06.356 T: 26.39519882202148 [C]; A:[0, 4, 250]; H: 64.0225830078125
SENSE daac 30 22-04-2019 18:18:06.137 T: 29.20319938659667 [C]; A:[18, 8, 232]; H: 60.3299560546875
SENSE daab 30 22-04-2019 18:18:06.828 T: 26.39519882202148 [C]; A:[0, 8, 250]; H: 63.9615478515625
SENSE daad 13 22-04-2019 18:18:01.793 T: 27.268798828125 [C]; A:[0, 0, 200]; H: 65.014404296875
SENSE daab 31 22-04-2019 18:18:07.406 T: 26.39519882202148 [C]; A:[0, 10, 250]; H: 63.9310302734375
SENSE daac 31 22-04-2019 18:18:07.266 T: 29.20319938659667 [C]; A:[18, 14, 240]; H: 60.2384033203125
SENSE daab 32 22-04-2019 18:18:07.983 T: 26.39519882202148 [C]; A:[0, 12, 254]; H: 63.9005126953125
SENSE daad 14 22-04-2019 18:18:07.907 T: 27.20639991760253 [C]; A:[0, -4, 202]; H: 64.97625732421875
SENSE daab 33 22-04-2019 18:18:08.586 T: 26.33279991149902 [C]; A:[0, 6, 254]; H: 63.87762451171875
SENSE daac 32 22-04-2019 18:18:08.451 T: 29.14079856872558 [C]; A:[20, 14, 232]; H: 60.2078857421875
SENSE daad 15 22-04-2019 18:18:09.092 T: 27.14399909973144 [C]; A:[-4, 0, 200]; H: 64.97625732421875
SENSE daad 16 22-04-2019 18:18:09.802 T: 27.20639991760253 [C]; A:[-4, -2, 208]; H: 64.97625732421875
SENSE daad 17 22-04-2019 18:18:10.367 T: 27.20639991760253 [C]; A:[0, 0, 202]; H: 64.97625732421875
SENSE daad 18 22-04-2019 18:18:10.947 T: 27.20639991760253 [C]; A:[-6, 0, 198]; H: 65.00677490234375
SENSE daad 19 22-04-2019 18:18:11.517 T: 27.20639991760253 [C]; A:[-4, 0, 204]; H: 65.03729248046875
SENSE daad 20 22-04-2019 18:18:12.077 T: 27.14399909973144 [C]; A:[0, -4, 200]; H: 65.06781005859375
SENSE daaa 13 22-04-2019 18:18:02.901 T: 26.39519882202148 [C]; A:[-6, 0, 230]; H: 65.38824462890625
SENSE daad 21 22-04-2019 18:18:12.657 T: 27.14399909973144 [C]; A:[-4, -6, 194]; H: 65.12884521484375
SENSE daaa 14 22-04-2019 18:18:13.187 T: 26.33279991149902 [C]; A:[-8, 0, 234]; H: 65.22039794921875
SENSE daad 22 22-04-2019 18:18:13.482 T: 27.20639991760253 [C]; A:[0, 0, 192]; H: 65.2127685546875
SENSE daaa 15 22-04-2019 18:18:13.764 T: 26.27039909362792 [C]; A:[-8, 0, 234]; H: 65.22039794921875
SENSE daab 34 22-04-2019 18:18:09.168 T: 26.33279991149902 [C]; A:[0, 12, 248]; H: 63.87762451171875
SENSE daad 23 22-04-2019 18:18:14.127 T: 27.20639991760253 [C]; A:[0, 0, 208]; H: 65.2738037109375
SENSE daab 35 22-04-2019 18:18:14.638 T: 26.39519882202148 [C]; A:[0, 10, 252]; H: 64.25909423828125
SENSE daab 36 22-04-2019 18:18:15.205 T: 26.39519882202148 [C]; A:[2, 4, 248]; H: 64.3125
SENSE daad 24 22-04-2019 18:18:15.032 T: 27.20639991760253 [C]; A:[0, 0, 206]; H: 65.3653564453125
SENSE daab 37 22-04-2019 18:18:15.668 T: 26.39519882202148 [C]; A:[2, 2, 248]; H: 64.343017578125
SENSE daab 38 22-04-2019 18:18:16.246 T: 26.39519882202148 [C]; A:[0, 6, 248]; H: 64.4345703125
SENSE daad 25 22-04-2019 18:18:16.082 T: 27.20639991760253 [C]; A:[-6, 0, 202]; H: 65.41876220703125
SENSE daab 39 22-04-2019 18:18:16.708 T: 26.39519882202148 [C]; A:[2, 2, 248]; H: 64.465087890625
SENSE daab 40 22-04-2019 18:18:17.291 T: 26.39519882202148 [C]; A:[0, 4, 248]; H: 64.49560546875
SENSE daad 26 22-04-2019 18:18:17.097 T: 27.14399909973144 [C]; A:[-4, -2, 210]; H: 65.44927978515625
SENSE daab 41 22-04-2019 18:18:17.764 T: 26.39519882202148 [C]; A:[2, 6, 250]; H: 64.526123046875
SENSE daab 42 22-04-2019 18:18:18.336 T: 26.39519882202148 [C]; A:[-4, 6, 256]; H: 64.526123046875
SENSE daad 27 22-04-2019 18:18:18.152 T: 27.20639991760253 [C]; A:[-8, 4, 212]; H: 65.51031494140625
SENSE daab 43 22-04-2019 18:18:18.805 T: 26.39519882202148 [C]; A:[8, 4, 248]; H: 64.526123046875
SENSE daac 33 22-04-2019 18:18:13.835 T: 29.14079856872558 [C]; A:[20, 8, 232]; H: 60.4215087890625
SENSE daaa 16 22-04-2019 18:18:14.414 T: 26.33279991149902 [C]; A:[-4, 0, 236]; H: 65.2738037109375
SENSE daac 34 22-04-2019 18:18:19.617 T: 29.14079856872558 [C]; A:[16, 8, 234]; H: 60.89453125
SENSE daaa 17 22-04-2019 18:18:19.958 T: 26.33279991149902 [C]; A:[-4, -4, 236]; H: 65.69342041015625
SENSE daac 35 22-04-2019 18:18:20.194 T: 29.20319938659667 [C]; A:[20, 10, 232]; H: 60.89453125
SENSE daaa 18 22-04-2019 18:18:20.539 T: 26.39519882202148 [C]; A:[-8, 0, 232]; H: 65.75445556640625
SENSE daac 36 22-04-2019 18:18:20.762 T: 29.20319938659667 [C]; A:[22, 10, 242]; H: 60.89453125
SENSE daaa 19 22-04-2019 18:18:21.106 T: 26.33279991149902 [C]; A:[-12, 2, 230]; H: 65.83837890625
SENSE daac 37 22-04-2019 18:18:21.345 T: 29.20319938659667 [C]; A:[16, 14, 244]; H: 60.89453125
SENSE daaa 20 22-04-2019 18:18:21.677 T: 26.39519882202148 [C]; A:[-8, -8, 228]; H: 65.86126708984375
SENSE daac 38 22-04-2019 18:18:21.897 T: 29.20319938659667 [C]; A:[28, 8, 236]; H: 60.89453125
SENSE daaa 21 22-04-2019 18:18:22.243 T: 26.33279991149902 [C]; A:[-4, 0, 228]; H: 65.92230224609375
SENSE daac 39 22-04-2019 18:18:22.474 T: 29.20319938659667 [C]; A:[20, 8, 232]; H: 60.925048828125
SENSE daaa 22 22-04-2019 18:18:22.819 T: 26.33279991149902 [C]; A:[-8, 2, 230]; H: 65.89178466796875
SENSE daac 40 22-04-2019 18:18:23.046 T: 29.20319938659667 [C]; A:[22, 4, 234]; H: 60.925048828125
SENSE daaa 23 22-04-2019 18:18:23.386 T: 26.33279991149902 [C]; A:[-8, 0, 232]; H: 65.86126708984375
SENSE daaa 24 22-04-2019 18:18:23.962 T: 26.39519882202148 [C]; A:[-6, 0, 228]; H: 65.807861328125
SENSE daab 44 22-04-2019 18:18:23.966 T: 26.39519882202148 [C]; A:[4, 6, 248]; H: 64.54901123046875
SENSE daad 28 22-04-2019 18:18:19.297 T: 27.20639991760253 [C]; A:[0, -4, 212]; H: 65.54083251953125
SENSE daab 45 22-04-2019 18:18:24.647 T: 26.39519882202148 [C]; A:[0, 4, 238]; H: 64.49560546875
SENSE daab 46 22-04-2019 18:18:25.209 T: 26.33279991149902 [C]; A:[2, 2, 248]; H: 64.465087890625
SENSE daad 29 22-04-2019 18:18:25.042 T: 27.20639991760253 [C]; A:[0, 0, 214]; H: 65.6552734375
SENSE daab 47 22-04-2019 18:18:25.672 T: 26.39519882202148 [C]; A:[0, 6, 252]; H: 64.37353515625
SENSE daab 48 22-04-2019 18:18:26.245 T: 26.39519882202148 [C]; A:[0, 6, 250]; H: 64.343017578125
SENSE daad 30 22-04-2019 18:18:26.072 T: 27.20639991760253 [C]; A:[0, 0, 204]; H: 65.63238525390625
SENSE daab 49 22-04-2019 18:18:26.713 T: 26.33279991149902 [C]; A:[0, 6, 252]; H: 64.3125
SENSE daab 50 22-04-2019 18:18:27.280 T: 26.39519882202148 [C]; A:[-8, 10, 244]; H: 64.28961181640625
SENSE daad 31 22-04-2019 18:18:27.108 T: 27.20639991760253 [C]; A:[0, 2, 206]; H: 65.57135009765625
SENSE daab 51 22-04-2019 18:18:27.743 T: 26.39519882202148 [C]; A:[0, 8, 248]; H: 64.25909423828125
SENSE daab 52 22-04-2019 18:18:28.315 T: 26.39519882202148 [C]; A:[6, 4, 248]; H: 64.25909423828125
SENSE daad 32 22-04-2019 18:18:28.143 T: 27.20639991760253 [C]; A:[0, 0, 202]; H: 65.57135009765625
SENSE daac 41 22-04-2019 18:18:23.618 T: 29.20319938659667 [C]; A:[20, 10, 238]; H: 60.89453125
SENSE daab 53 22-04-2019 18:18:28.854 T: 26.39519882202148 [C]; A:[0, 4, 250]; H: 64.22857666015625
SENSE daaa 25 22-04-2019 18:18:24.414 T: 26.33279991149902 [C]; A:[0, 0, 224]; H: 65.77734375
SENSE daab 54 22-04-2019 18:18:29.649 T: 26.39519882202148 [C]; A:[0, 2, 244]; H: 64.19805908203125
SENSE daaa 26 22-04-2019 18:18:29.987 T: 26.33279991149902 [C]; A:[-12, 0, 232]; H: 65.6400146484375
SENSE daab 55 22-04-2019 18:18:30.207 T: 26.39519882202148 [C]; A:[0, 6, 250]; H: 64.19805908203125
SENSE daaa 27 22-04-2019 18:18:30.563 T: 26.39519882202148 [C]; A:[0, 2, 242]; H: 65.6400146484375
SENSE daab 56 22-04-2019 18:18:30.784 T: 26.39519882202148 [C]; A:[0, 16, 248]; H: 64.19805908203125
SENSE daaa 28 22-04-2019 18:18:31.139 T: 26.39519882202148 [C]; A:[0, 0, 232]; H: 65.6705322265625
SENSE daab 57 22-04-2019 18:18:31.361 T: 26.39519882202148 [C]; A:[4, 2, 250]; H: 64.16754150390625
SENSE daaa 29 22-04-2019 18:18:31.715 T: 26.39519882202148 [C]; A:[-28, -4, 282]; H: 65.6705322265625
SENSE daab 58 22-04-2019 18:18:31.929 T: 26.39519882202148 [C]; A:[2, 0, 248]; H: 64.16754150390625
SENSE daaa 30 22-04-2019 18:18:32.277 T: 26.39519882202148 [C]; A:[0, 0, 240]; H: 65.6705322265625
SENSE daab 59 22-04-2019 18:18:32.521 T: 26.45759963989257 [C]; A:[0, 12, 242]; H: 64.16754150390625
SENSE daaa 31 22-04-2019 18:18:32.863 T: 26.39519882202148 [C]; A:[-12, 6, 232]; H: 65.6400146484375
SENSE daab 60 22-04-2019 18:18:33.084 T: 26.39519882202148 [C]; A:[0, 12, 254]; H: 64.16754150390625
SENSE daaa 32 22-04-2019 18:18:33.430 T: 26.39519882202148 [C]; A:[-8, 0, 228]; H: 65.6400146484375
SENSE daab 61 22-04-2019 18:18:33.661 T: 26.39519882202148 [C]; A:[0, 6, 250]; H: 64.16754150390625
SENSE daaa 33 22-04-2019 18:18:34.005 T: 26.39519882202148 [C]; A:[-4, -4, 234]; H: 65.6400146484375
SENSE daab 62 22-04-2019 18:18:34.238 T: 26.39519882202148 [C]; A:[0, 4, 250]; H: 64.16754150390625
SENSE daad 33 22-04-2019 18:18:29.258 T: 27.20639991760253 [C]; A:[0, -12, 198]; H: 65.54083251953125
SENSE daab 63 22-04-2019 18:18:34.810 T: 26.45759963989257 [C]; A:[2, 6, 254]; H: 64.16754150390625
SENSE daab 64 22-04-2019 18:18:35.383 T: 26.45759963989257 [C]; A:[2, 2, 252]; H: 64.16754150390625
SENSE daab 65 22-04-2019 18:18:35.742 T: 26.45759963989257 [C]; A:[4, 2, 248]; H: 64.16754150390625
SENSE daab 66 22-04-2019 18:18:36.093 T: 26.39519882202148 [C]; A:[0, 14, 256]; H: 64.16754150390625
SENSE daab 67 22-04-2019 18:18:36.437 T: 26.45759963989257 [C]; A:[0, 16, 250]; H: 64.16754150390625
SENSE daab 68 22-04-2019 18:18:36.780 T: 26.45759963989257 [C]; A:[4, 6, 236]; H: 64.16754150390625
SENSE daab 69 22-04-2019 18:18:37.124 T: 26.45759963989257 [C]; A:[0, 8, 252]; H: 64.16754150390625
SENSE daab 70 22-04-2019 18:18:37.467 T: 26.45759963989257 [C]; A:[0, 6, 252]; H: 64.16754150390625
SENSE daab 71 22-04-2019 18:18:37.821 T: 26.45759963989257 [C]; A:[2, 4, 250]; H: 64.16754150390625
SENSE daab 72 22-04-2019 18:18:38.180 T: 26.45759963989257 [C]; A:[0, 12, 246]; H: 64.16754150390625
SENSE daab 73 22-04-2019 18:18:38.522 T: 26.45759963989257 [C]; A:[4, 8, 252]; H: 64.16754150390625
SENSE daab 74 22-04-2019 18:18:38.866 T: 26.45759963989257 [C]; A:[2, 4, 242]; H: 64.16754150390625
SENSE daab 75 22-04-2019 18:18:39.209 T: 26.45759963989257 [C]; A:[0, 0, 254]; H: 64.16754150390625
SENSE daaa 34 22-04-2019 18:18:34.591 T: 26.39519882202148 [C]; A:[-8, 2, 224]; H: 65.6400146484375
SENSE daab 76 22-04-2019 18:18:39.563 T: 26.45759963989257 [C]; A:[0, 10, 254]; H: 64.13702392578125
SENSE daab 77 22-04-2019 18:18:39.906 T: 26.39519882202148 [C]; A:[0, 2, 246]; H: 64.13702392578125
SENSE daab 78 22-04-2019 18:18:40.276 T: 26.45759963989257 [C]; A:[10, 4, 252]; H: 64.13702392578125
SENSE daab 79 22-04-2019 18:18:40.614 T: 26.45759963989257 [C]; A:[0, 4, 256]; H: 64.13702392578125
SENSE daab 80 22-04-2019 18:18:40.956 T: 26.45759963989257 [C]; A:[2, 10, 244]; H: 64.13702392578125
SENSE daab 81 22-04-2019 18:18:41.300 T: 26.45759963989257 [C]; A:[0, 8, 252]; H: 64.1141357421875
SENSE daab 82 22-04-2019 18:18:41.643 T: 26.45759963989257 [C]; A:[4, 4, 256]; H: 64.1141357421875
SENSE daab 83 22-04-2019 18:18:41.997 T: 26.45759963989257 [C]; A:[0, 12, 252]; H: 64.1141357421875
SENSE daab 84 22-04-2019 18:18:42.356 T: 26.45759963989257 [C]; A:[6, 0, 250]; H: 64.1141357421875
SENSE daab 85 22-04-2019 18:18:42.698 T: 26.45759963989257 [C]; A:[2, 0, 250]; H: 64.1141357421875
SENSE daab 86 22-04-2019 18:18:43.042 T: 26.45759963989257 [C]; A:[0, 12, 248]; H: 64.1141357421875
SENSE daab 87 22-04-2019 18:18:43.385 T: 26.45759963989257 [C]; A:[4, 12, 252]; H: 64.1141357421875
SENSE daab 88 22-04-2019 18:18:43.738 T: 26.45759963989257 [C]; A:[0, 6, 246]; H: 64.1141357421875
SENSE daab 89 22-04-2019 18:18:44.082 T: 26.51999855041503 [C]; A:[4, 6, 246]; H: 64.13702392578125
SENSE daab 90 22-04-2019 18:18:44.425 T: 26.45759963989257 [C]; A:[2, 8, 248]; H: 64.13702392578125
SENSE daac 42 22-04-2019 18:18:29.350 T: 29.20319938659667 [C]; A:[16, 6, 238]; H: 60.7724609375
SENSE daaa 35 22-04-2019 18:18:40.025 T: 26.39519882202148 [C]; A:[-8, 0, 232]; H: 65.69342041015625
SENSE daad 34 22-04-2019 18:18:35.205 T: 27.268798828125 [C]; A:[0, -4, 198]; H: 65.54083251953125
SENSE daac 43 22-04-2019 18:18:45.213 T: 29.32799911499023 [C]; A:[26, 4, 234]; H: 60.68853759765625
SENSE daad 35 22-04-2019 18:18:45.827 T: 27.268798828125 [C]; A:[-8, -4, 206]; H: 65.63238525390625
SENSE daac 44 22-04-2019 18:18:46.063 T: 29.32799911499023 [C]; A:[22, 6, 238]; H: 60.74957275390625
SENSE daad 36 22-04-2019 18:18:46.538 T: 27.3311996459961 [C]; A:[0, 0, 196]; H: 65.63238525390625
SENSE daac 45 22-04-2019 18:18:46.755 T: 29.32799911499023 [C]; A:[28, 4, 238]; H: 60.74957275390625
SENSE daad 37 22-04-2019 18:18:47.223 T: 27.3311996459961 [C]; A:[0, 0, 206]; H: 65.63238525390625
SENSE daac 46 22-04-2019 18:18:47.456 T: 29.32799911499023 [C]; A:[26, 10, 242]; H: 60.74957275390625
SENSE daad 38 22-04-2019 18:18:47.928 T: 27.3311996459961 [C]; A:[-6, 0, 206]; H: 65.63238525390625
SENSE daac 47 22-04-2019 18:18:48.148 T: 29.32799911499023 [C]; A:[22, 10, 236]; H: 60.74957275390625
SENSE daad 39 22-04-2019 18:18:48.603 T: 27.3311996459961 [C]; A:[8, -6, 202]; H: 65.60186767578125
SENSE daac 48 22-04-2019 18:18:48.830 T: 29.32799911499023 [C]; A:[22, 8, 226]; H: 60.78009033203125
SENSE daad 40 22-04-2019 18:18:49.298 T: 27.3311996459961 [C]; A:[0, 0, 200]; H: 65.60186767578125
SENSE daac 49 22-04-2019 18:18:49.537 T: 29.32799911499023 [C]; A:[22, 8, 234]; H: 60.78009033203125
SENSE daad 41 22-04-2019 18:18:50.003 T: 27.3311996459961 [C]; A:[0, -4, 206]; H: 65.60186767578125
SENSE daaa 36 22-04-2019 18:18:45.549 T: 26.39519882202148 [C]; A:[-14, 6, 238]; H: 65.58660888671875
SENSE daad 42 22-04-2019 18:18:50.698 T: 27.3311996459961 [C]; A:[0, 0, 196]; H: 65.60186767578125
SENSE daaa 37 22-04-2019 18:18:50.992 T: 26.45759963989257 [C]; A:[-10, 0, 224]; H: 65.73919677734375
SENSE daad 43 22-04-2019 18:18:51.299 T: 27.3311996459961 [C]; A:[-6, 0, 202]; H: 65.60186767578125
SENSE daaa 38 22-04-2019 18:18:51.589 T: 26.45759963989257 [C]; A:[0, -4, 236]; H: 65.73919677734375
SENSE daad 44 22-04-2019 18:18:51.864 T: 27.3311996459961 [C]; A:[0, 0, 200]; H: 65.57135009765625
SENSE daaa 39 22-04-2019 18:18:52.170 T: 26.45759963989257 [C]; A:[-8, 2, 232]; H: 65.73919677734375
SENSE daad 45 22-04-2019 18:18:52.439 T: 27.3311996459961 [C]; A:[0, -4, 208]; H: 65.57135009765625
SENSE daaa 40 22-04-2019 18:18:52.741 T: 26.45759963989257 [C]; A:[-8, 2, 236]; H: 65.76971435546875
